"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",20.3,1.77,0.676,16.9,22,13.9,12.4,14.5,1,4,1,1,"1",NA,NA,90
"2","Joe Mixon","RB","HOU",19.6,0.694,0.0988,18.6,20.7,13.3,14.1,13.2,2,1,3,2,"1",NA,NA,13
"3","Devon Achane","RB","MIA",19.5,1.1,1.04,18.1,20.9,13.2,13.6,13.4,3,2,2,3,"2",NA,NA,57
"4","Saquon Barkley","RB","PHI",18.5,0.758,0.327,17.4,19.5,12.1,12.9,12,4,3,5,4,"2",NA,NA,15
"5","Jahmyr Gibbs","RB","DET",18.2,1.14,1.3,16.9,19.6,11.8,12.4,12.1,5,5,4,5,"3",NA,NA,63
"6","Derrick Henry","RB","BAL",16.9,0.838,0.279,15.7,18,10.5,11.2,10.5,6,6,9,6,"4",NA,NA,24
"7","Kenneth Walker III","RB","SEA",16.6,1,0.253,15.5,18.5,10.2,11,11,7,7,7,7,"4",NA,NA,38
"8","James Conner","RB","ARI",16.3,1.28,0.463,14.7,18.3,9.96,10.2,10.8,8,8,8,8,"4",NA,NA,72
"9","Josh Jacobs","RB","GB",15.9,1.59,0.633,14.4,18.5,9.49,9.92,11,9,9,6,9,"5",NA,NA,78
"10","Amon-Ra St. Brown","WR","DET",18.9,2.13,1.19,15.2,20.9,9.18,6.57,9.25,10,25,13,1,"1",NA,NA,96
"11","Jonathan Taylor","RB","IND",15.2,1.53,0.0162,13.2,17.6,8.86,8.69,10.1,11,11,11,10,"5",NA,NA,76
"12","Kyren Williams","RB","LAR",15.2,1.81,0.266,11.6,16.5,8.84,7.07,9.03,12,18,14,11,"5",NA,NA,93
"13","Kareem Hunt","RB","KC",14.9,1.94,0.289,12.5,17.7,8.58,7.94,10.2,13,14,10,12,"6",NA,NA,96
"14","David Montgomery","RB","DET",14.7,1.15,0.6,13.7,16.4,8.29,9.14,8.93,14,10,15,13,"6",NA,NA,65
"15","Justin Jefferson","WR","MIN",17.8,1.9,1.15,15.3,20.3,7.99,6.72,8.67,15,23,18,2,"2",NA,NA,93
"16","Aaron Jones","RB","MIN",14.1,0.926,0.387,12.5,15.4,7.69,7.95,7.88,16,13,21,14,"7",NA,NA,29
"17","J.K. Dobbins","RB","LAC",13.7,1.04,0.127,12.9,15.7,7.3,8.37,8.19,17,12,19,15,"7",NA,NA,47
"18","Tony Pollard","RB","TEN",13.5,1.23,0.0212,12,14.9,7.18,7.44,7.36,18,15,23,16,"7",NA,NA,71
"19","Rhamondre Stevenson","RB","NE",13.5,1.76,0.046,11.9,16.8,7.15,7.34,9.28,19,16,12,17,"7",NA,NA,88
"20","D'Andre Swift","RB","CHI",13.5,1.67,0.0121,11.6,16.4,7.11,7.05,8.91,20,19,16,18,"7",NA,NA,82
"21","Brian Robinson","RB","WAS",13.5,1.6,0.445,11.6,16.3,7.1,7.13,8.77,21,17,17,19,"7",NA,NA,79
"22","A.J. Brown","WR","PHI",16.6,1.44,0.44,14,18.1,6.84,5.36,6.4,22,33,27,3,"2",NA,NA,69
"23","Tyrone Tracy","RB","NYG",13,1.21,0.206,10.8,14,6.65,6.32,6.45,23,27,25,20,"7",NA,NA,69
"24","Travis Kelce","TE","KC",15.2,1.18,1.14,13.2,16.5,6.54,6.76,6.4,24,22,26,1,"1",NA,NA,80
"25","Rachaad White","RB","TB",12.8,1.19,0.198,11.5,14.9,6.44,6.96,7.4,25,20,22,21,"8",NA,NA,68
"26","Nico Collins","WR","HOU",16.2,1.38,0.417,13.7,17.6,6.4,5.04,5.9,26,36,32,4,"2",NA,NA,62
"27","Najee Harris","RB","PIT",12.6,1.08,0.428,11.4,14.1,6.25,6.88,6.64,27,21,24,22,"8",NA,NA,53
"28","Puka Nacua","WR","LAR",15.7,1.12,0.00869,13.8,16.9,5.99,5.21,5.22,28,35,37,5,"2",NA,NA,41
"29","CeeDee Lamb","WR","DAL",15.7,0.932,0.424,14.4,17,5.98,5.79,5.39,29,31,35,6,"3",NA,NA,23
"30","Chuba Hubbard","RB","CAR",12.2,0.892,0.478,11.1,13.4,5.82,6.6,5.93,30,24,31,23,"9",NA,NA,28
"31","Lamar Jackson","QB","BAL",22.2,0.849,0.42,21.1,23.6,5.75,6.45,5.36,31,26,36,1,"1",NA,NA,20
"32","Cooper Kupp","WR","LAR",15.3,1.26,0.085,12.8,16.1,5.55,4.16,4.45,32,40,44,7,"3",NA,NA,55
"33","Tyreek Hill","WR","MIA",15.2,1.57,0.159,12.5,17.3,5.47,3.88,5.67,33,43,33,8,"3",NA,NA,82
"34","Brock Bowers","TE","LVR",14.1,0.961,1.27,12.7,15.3,5.4,6.25,5.14,34,28,38,2,"2",NA,NA,54
"35","Bucky Irving","RB","TB",11.7,1.1,0.434,10.5,13.5,5.34,5.96,5.96,35,29,30,24,"9",NA,NA,56
"36","Jalen Hurts","QB","PHI",21.8,0.848,1.47,20.6,23.1,5.33,5.94,4.88,36,30,39,2,"2",NA,NA,17
"37","Mike Evans","WR","TB",15.1,2.18,0.0828,12.9,18,5.31,4.32,6.33,37,39,28,9,"3",NA,NA,97
"38","DK Metcalf","WR","SEA",15,1.32,0.413,12.8,16.3,5.23,4.15,4.65,38,41,42,10,"4",NA,NA,58
"39","Rico Dowdle","RB","DAL",11.3,1.04,0.178,10.2,12.9,4.91,5.66,5.41,39,32,34,25,"9",NA,NA,49
"40","Malik Nabers","WR","NYG",14.6,0.619,0.518,13.6,15.4,4.81,4.98,3.69,40,37,52,11,"4",NA,NA,3
"41","Isiah Pacheco","RB","KC",11.1,NA,0.0111,NA,NA,4.73,NA,NA,41,NA,NA,26,"9",NA,NA,NA
"42","Austin Ekeler","RB","WAS",11.1,1.74,0.542,8.45,13.8,4.72,3.93,6.29,42,42,29,27,"10",NA,NA,85
"43","Jaxon Smith-Njigba","WR","SEA",14.1,1.12,0.245,12.4,15.4,4.3,3.76,3.73,43,46,49,12,"4",NA,NA,39
"44","Javonte Williams","RB","DEN",10.5,1.28,0.725,8.86,12.4,4.18,4.35,4.86,44,38,40,28,"10",NA,NA,74
"45","Trey McBride","TE","ARI",12.8,0.694,1.21,11.7,13.9,4.13,5.25,3.72,45,34,50,3,"3",NA,NA,34
"46","Terry McLaurin","WR","WAS",13.8,1.78,0.068,10.9,16.4,4.05,2.27,4.78,46,60,41,13,"4",NA,NA,90
"47","Ladd McConkey","WR","LAC",13.7,1.17,0.00503,12,14.9,3.98,3.4,3.28,47,48,53,14,"4",NA,NA,46
"48","Zay Flowers","WR","BAL",13.7,1.64,0.177,11.1,16,3.98,2.48,4.29,48,55,45,15,"5",NA,NA,85
"49","Jayden Daniels","QB","WAS",20.3,1.59,1.48,17.7,22.4,3.86,3.01,4.21,49,53,46,3,"3",NA,NA,83
"50","George Pickens","WR","PIT",13.6,1.35,0.0701,11.6,15.6,3.8,3.02,3.98,50,52,47,16,"5",NA,NA,61
"51","Courtland Sutton","WR","DEN",13.5,1.34,1,12.4,16.2,3.73,3.74,4.5,51,47,43,17,"6",NA,NA,59
"52","Nick Chubb","RB","CLE",9.82,1.12,0.507,8.28,11.3,3.45,3.77,3.76,52,45,48,29,"11",NA,NA,59
"53","Ameer Abdullah","RB","LVR",9.32,3.87,0.337,4.28,15.4,2.94,-0.237,7.94,53,109,20,30,"11",NA,NA,99
"54","George Kittle","TE","SF",11.6,1.13,0.856,10.2,13.3,2.92,3.79,3.13,54,44,56,4,"4",NA,NA,74
"55","Jayden Reed","WR","GB",12.5,1.69,0.127,9.87,14.9,2.73,1.26,3.27,55,72,54,18,"6",NA,NA,86
"56","Jaylen Warren","RB","PIT",8.98,1.01,1.48,6.98,9.72,2.61,2.46,2.22,56,56,63,31,"12",NA,NA,40
"57","Jakobi Meyers","WR","LVR",12.4,1.16,0.00158,10.5,14.1,2.6,1.84,2.46,57,63,59,19,"6",NA,NA,45
"58","Marvin Harrison Jr.","WR","ARI",12.4,1.42,0.0792,9.69,13.8,2.6,1.08,2.18,58,73,64,20,"6",NA,NA,65
"59","Calvin Ridley","WR","TEN",12.3,1.74,0.0467,10.1,15.4,2.52,1.52,3.71,59,67,51,21,"6",NA,NA,89
"60","Josh Downs","WR","IND",12.2,1.39,0.114,9.52,13.4,2.47,0.904,1.74,60,79,67,22,"6",NA,NA,63
"61","Patrick Mahomes","QB","KC",18.8,1.05,0.477,17.8,20.8,2.38,3.18,2.6,61,49,57,4,"3",NA,NA,43
"62","Deebo Samuel","WR","SF",12.1,1.25,0.332,10.4,14.2,2.36,1.83,2.53,62,64,58,23,"6",NA,NA,54
"63","Cade Otton","TE","TB",10.7,0.953,0.0211,9.58,12.1,2.06,3.16,1.98,63,50,65,5,"4",NA,NA,49
"64","David Njoku","TE","CLE",10.7,1.26,0.593,8.79,12.5,2.04,2.36,2.4,64,59,60,6,"5",NA,NA,86
