"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","injury_status","injury_details","season_year","week"
"1","Jared Goff","DET","QB","12611","weighted",259.44512366536,24.4691792863847,1.79034058656575,0.17561600598268,0.78538789025544,0.187166268578615,4.83466414380322,1.79210445915938,0.043325449385052,0.0476176171487124,0.140205771050142,0.0217104336233151,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","C.J. Stroud","HOU","QB","16150","weighted",272.363656575213,15.6881710267843,1.29702932828761,0.253603371128892,0.559205298013245,0.33318952303637,14.0832801729964,1.62385264158735,0.0951655629139073,0.0487540683358915,0.193438978240303,0.00662141937911615,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Joe Burrow","CIN","QB","14777","weighted",269.754741857008,10.6506834780435,1.97406811731315,0.0694430213729881,0.786759697256386,0.175047643068629,14.4114441140695,2.92695545413786,0.0997682119205298,0.0542066758846155,0.186972563859981,0.0491274820729289,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Tua Tagovailoa","MIA","QB","14778","weighted",250.492215839978,21.1584638189842,1.68919583727531,0.272669585492985,0.808330179754021,0.162711553313704,6.43057980808217,1.51686402289994,0.018476821192053,0.0303794604530837,0.193438978240303,0.00662141937911615,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Derek Carr","NO","QB","11644","weighted",242.718528855251,26.4446733450635,1.23214285714286,0.215882513347856,0.785250709555345,0.182713423723948,5.49571834031626,0.975552426108803,0.016953642384106,0.0280406657339854,0.126244087038789,0.0264856775164646,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Brock Purdy","SF","QB","15698","weighted",248.387315177727,20.8120328419095,1.24412961210974,0.253274110372445,0.862483443708609,0.122147291206644,21.7593816731991,1.53425744086328,0.176726584673605,0.095685462408575,0.193438978240303,0.00662141937911615,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Shoulder",2024,13
"7","Matthew Stafford","LAR","QB","9431","weighted",261.714563454521,11.3973259003798,1.77043519394513,0.191069785802106,0.622630085146642,0.355450029388001,4.35689620218948,1.51713429628283,0.0417691579943236,0.0467265371814313,0.164008987701041,0.0308002469017218,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Geno Smith","SEA","QB","11150","weighted",254.374455331802,17.8840006754696,1.2229848628193,0.187948310978561,0.894578997161779,0.10993045833411,16.0687369914853,2.80087160524983,0.0833964049195837,0.0699606057560168,0.104214758751183,0.0519615397678031,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Patrick Mahomes","KC","QB","13116","weighted",246.159098526828,17.1336935138375,1.85064333017975,0.127964891613255,0.635122989593188,0.353467607775897,21.5080044600622,0.999424213974616,0.102781456953642,0.0614001755390973,0.100094607379376,0.0610970066954484,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Baker Mayfield","TB","QB","13590","weighted",253.508209217462,10.6573286001396,1.8673178807947,0.219025935766793,0.837701040681173,0.14937398398344,15.0572908501149,2.31732536425163,0.109077578051088,0.064113358768795,0.146766792809839,0.0275196914335475,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
