"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",19.9,1.03,0.734,18.5,21.2,11.6,12.1,11.4,1,1,3,1,"1",NA,NA,41
"2","Bijan Robinson","RB","ATL",19.2,1.47,0.144,18,22.1,10.9,11.7,12.3,2,2,1,2,"1",NA,NA,69
"3","Kyren Williams","RB","LAR",19,1.44,0.575,17.4,21.6,10.7,11.1,11.8,3,3,2,3,"1",NA,NA,68
"4","CeeDee Lamb","WR","DAL",21,2.06,0.637,18.5,23.9,10.6,9.28,11.3,4,8,4,1,"1",NA,NA,93
"5","Saquon Barkley","RB","PHI",18.4,1.47,0.609,16.9,20.7,10.1,10.6,10.9,5,4,5,4,"2",NA,NA,70
"6","Justin Jefferson","WR","MIN",20.4,1.69,0.52,18.2,22.6,10,8.9,9.98,6,10,7,2,"1",NA,NA,86
"7","Joe Mixon","RB","HOU",17.8,0.863,0.302,16.6,18.8,9.53,10.3,9.04,7,6,13,5,"2",NA,NA,28
"8","Ja'Marr Chase","WR","CIN",19.9,2.16,2.28,16.7,22.9,9.48,7.42,10.2,8,16,6,3,"2",NA,NA,96
"9","Breece Hall","RB","NYJ",17.5,1.64,0.0988,14.5,19.2,9.23,8.16,9.45,9,14,10,6,"2",NA,NA,80
"10","Derrick Henry","RB","BAL",17.4,0.534,0.0477,16.6,18,9.13,10.3,8.22,10,5,17,7,"2",NA,NA,8
"11","Aaron Jones","RB","MIN",17.4,1.7,0.171,15.2,19.7,9.09,8.87,9.95,11,11,8,8,"2",NA,NA,86
"12","Kenneth Walker III","RB","SEA",17.2,1.04,0.58,16.5,19.2,8.92,10.1,9.45,12,7,9,9,"3",NA,NA,42
"13","Jahmyr Gibbs","RB","DET",16.6,1.34,0.055,15.3,18.6,8.34,8.95,8.83,13,9,14,10,"3",NA,NA,65
"14","Devon Achane","RB","MIA",16.6,1.32,0.414,14.5,18.2,8.28,8.16,8.48,14,15,15,11,"4",NA,NA,61
"15","Jonathan Taylor","RB","IND",16.2,1.5,0.246,14.7,19,7.87,8.4,9.21,15,12,12,12,"4",NA,NA,73
"16","D'Andre Swift","RB","CHI",15.9,1.87,0.161,13.1,19,7.62,6.78,9.23,16,19,11,13,"4",NA,NA,92
