"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Saquon Barkley","RB","PHI",19.8,1.07,0.271,18.8,21.2,11.4,12.1,11.5,1,1,1,1,"1",NA,NA,51
"2","Joe Mixon","RB","HOU",19.5,1.25,0.428,17.7,20.6,11.1,11,10.8,2,4,2,2,"1",NA,NA,65
"3","Derrick Henry","RB","BAL",19.1,0.444,0.0746,18.7,19.7,10.7,12,9.94,3,2,5,3,"1",NA,NA,9
"4","Bijan Robinson","RB","ATL",19,1.19,0.454,17.5,20.3,10.6,10.8,10.6,4,6,3,4,"2",NA,NA,62
"5","Chase Brown","RB","CIN",18.6,0.406,0.677,18,19,10.2,11.3,9.23,5,3,8,5,"2",NA,NA,7
"6","Josh Jacobs","RB","GB",17.9,0.613,0.253,17.5,18.8,9.52,10.8,9.08,6,5,9,6,"2",NA,NA,15
"7","Devon Achane","RB","MIA",17.7,0.683,0.37,16.7,18.1,9.26,9.96,8.35,7,7,13,7,"3",NA,NA,21
"8","Ja'Marr Chase","WR","CIN",21,1.09,1.96,19.9,22.3,9.04,8.79,9.41,8,10,7,1,"1",NA,NA,69
"9","Jahmyr Gibbs","RB","DET",17.3,0.764,0.22,16.6,18.3,8.89,9.9,8.61,9,9,12,8,"3",NA,NA,32
"10","James Conner","RB","ARI",17.1,2.25,0.0182,14.3,19.8,8.67,7.64,10.1,10,13,4,9,"3",NA,NA,96
"11","Alvin Kamara","RB","NO",17,0.349,0.573,16.6,17.4,8.65,9.91,7.72,11,8,16,10,"4",NA,NA,3
"12","Zach Charbonnet","RB","SEA",16.5,3.02,0.332,12,18.6,8.08,5.32,8.86,12,33,10,11,"4",NA,NA,99
"13","Kyren Williams","RB","LAR",16.1,2.23,0.0255,14.8,19.4,7.75,8.08,9.72,13,11,6,12,"4",NA,NA,94
"14","Chuba Hubbard","RB","CAR",16.1,1.31,1.26,14.7,17.6,7.72,7.95,7.87,14,12,14,13,"5",NA,NA,69
"15","Puka Nacua","WR","LAR",19,2.26,0.0373,16.6,21.7,7.08,5.51,8.8,15,31,11,2,"1",NA,NA,99
"16","Amon-Ra St. Brown","WR","DET",19,1.12,0.225,17.6,20.2,7.04,6.52,7.33,16,19,17,3,"1",NA,NA,73
