"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Jahmyr Gibbs","RB","DET",21.7,0.814,1.66,20.8,23.1,12.8,13.7,12.5,1,1,1,1,"1",NA,NA,27
"2","Saquon Barkley","RB","PHI",20.1,1.14,0.703,18.9,21.6,11.1,11.8,11.1,2,2,5,2,"1",NA,NA,55
"3","Ja'Marr Chase","WR","CIN",22,1.44,1.94,20.2,24.3,10.6,9.61,11.6,3,7,2,1,"1",NA,NA,80
"4","Devon Achane","RB","MIA",19.4,1.35,0.712,18.4,21.8,10.4,11.3,11.2,4,3,4,3,"2",NA,NA,75
"5","Josh Jacobs","RB","GB",18.6,1.23,0.0445,17,20,9.68,9.86,9.42,5,6,10,4,"2",NA,NA,65
"6","Bijan Robinson","RB","ATL",18.6,0.67,0.0742,18,19.6,9.63,10.8,9.09,6,4,11,5,"2",NA,NA,18
"7","Chase Brown","RB","CIN",18.5,0.62,0.67,17.8,19.4,9.56,10.6,8.88,7,5,12,6,"3",NA,NA,13
"8","Kyren Williams","RB","LAR",17.9,0.989,0.259,16.5,19.3,8.89,9.33,8.69,8,8,13,7,"3",NA,NA,42
"9","Justin Jefferson","WR","MIN",20,2.03,0.236,17.6,22.6,8.69,7.01,9.94,9,15,7,2,"1",NA,NA,93
"10","Zach Charbonnet","RB","SEA",17.6,1.88,0.0889,15.3,20.4,8.63,8.17,9.87,10,13,8,8,"3",NA,NA,90
"11","Jonathan Taylor","RB","IND",17.5,2.27,0.207,15.7,21.6,8.54,8.59,11.1,11,11,6,9,"4",NA,NA,94
"12","Puka Nacua","WR","LAR",19.8,2.91,1.28,16.2,24.1,8.46,5.59,11.4,12,21,3,3,"2",NA,NA,99
"13","Joe Mixon","RB","HOU",17.3,0.927,0.181,16.4,18.7,8.34,9.31,8.18,13,9,17,10,"4",NA,NA,41
"14","Josh Allen","QB","BUF",24.9,1.29,2.34,23.6,27.1,8.29,8.33,8.56,14,12,14,1,"1",NA,NA,51
"15","Derrick Henry","RB","BAL",17.1,0.648,1.07,16.2,18.1,8.16,9.06,7.55,15,10,20,11,"5",NA,NA,17
