"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Breece Hall","RB","NYJ",19,1.69,0.659,16.1,20.9,10,9.07,10.2,1,5,2,1,"1",NA,NA,79
"2","Joe Mixon","RB","HOU",18.4,0.721,0.147,17.1,19.3,9.36,10.1,8.59,2,1,5,2,"1",NA,NA,8
"3","Bijan Robinson","RB","ATL",18.2,2.13,0.258,15.9,22.2,9.21,8.95,11.4,3,6,1,3,"1",NA,NA,93
"4","Ja'Marr Chase","WR","CIN",19.8,1.53,0.542,17.4,21.8,9.02,8.32,8.98,4,8,4,1,"1",NA,NA,77
"5","Saquon Barkley","RB","PHI",17.9,1.33,0.206,16.4,19.7,8.96,9.38,8.99,5,3,3,4,"1",NA,NA,56
"6","Derrick Henry","RB","BAL",17.7,0.648,0.423,16.5,18.4,8.75,9.56,7.69,6,2,13,5,"2",NA,NA,6
"7","Justin Jefferson","WR","MIN",19.3,2.17,0.349,15.4,21.2,8.48,6.3,8.42,7,17,8,2,"1",NA,NA,99
"8","Kenneth Walker III","RB","SEA",17.3,1.05,0.331,16.2,19.3,8.33,9.21,8.55,8,4,6,6,"2",NA,NA,35
"9","Amon-Ra St. Brown","WR","DET",18.9,1.45,0.518,16.8,20.5,8.13,7.72,7.76,9,10,12,3,"1",NA,NA,70
"10","Jahmyr Gibbs","RB","DET",17,0.968,0.33,15.9,18.4,7.99,8.9,7.65,10,7,14,7,"2",NA,NA,30
"11","Kyren Williams","RB","LAR",16.7,1.08,0.575,14.7,17.8,7.66,7.76,7.04,11,9,20,8,"3",NA,NA,39
"12","Tyreek Hill","WR","MIA",18.4,1.99,0.776,15.5,21.2,7.61,6.43,8.38,12,14,9,4,"2",NA,NA,92
"13","Alvin Kamara","RB","NO",16.1,1.17,0.102,14.3,17.3,7.09,7.31,6.51,13,11,22,9,"3",NA,NA,48
"14","Devon Achane","RB","MIA",16,1.83,0.299,13.3,18.9,6.99,6.33,8.18,14,16,11,10,"3",NA,NA,85
"15","CeeDee Lamb","WR","DAL",17.6,1.31,0.566,15.7,19.2,6.83,6.55,6.4,15,13,23,5,"3",NA,NA,62
"16","Aaron Jones","RB","MIN",15.7,0.91,0.255,14,16.5,6.69,7.06,5.8,16,12,30,11,"3",NA,NA,23
"17","D'Andre Swift","RB","CHI",15.4,1.99,0.286,12.9,19,6.43,5.9,8.29,17,21,10,12,"4",NA,NA,87
"18","Drake London","WR","ATL",17,1.83,0.733,15.1,19.6,6.27,5.99,6.81,18,20,21,6,"3",NA,NA,90
"19","Jonathan Taylor","RB","IND",15.1,1.82,0.0678,12.3,18,6.15,5.27,7.26,19,26,17,13,"4",NA,NA,83
"20","J.K. Dobbins","RB","LAC",15.1,1.93,0.129,13.2,18.3,6.08,6.25,7.55,20,18,15,14,"4",NA,NA,86
"21","Jordan Mason","RB","SF",14.9,1.62,0.0797,12.8,17.8,5.95,5.78,7.1,21,23,18,15,"4",NA,NA,75
