"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",21.9,1.29,0.663,20.8,23.7,15.2,14.7,15.5,1,1,1,1,"1",NA,NA,75
"2","Alvin Kamara","RB","NO",21.2,1.69,2.22,18.8,22.6,14.5,12.7,14.4,2,2,2,2,"2",NA,NA,88
"3","Joe Mixon","RB","HOU",19,0.908,0.0303,17.8,19.8,12.3,11.7,11.7,3,4,4,3,"2",NA,NA,49
"4","Kyren Williams","RB","LAR",19,1.07,0.606,18,20.2,12.3,11.9,12.1,4,3,3,4,"3",NA,NA,64
"5","Bijan Robinson","RB","ATL",18.4,0.919,0.174,17.6,19.7,11.7,11.5,11.5,5,5,5,5,"3",NA,NA,51
"6","Jahmyr Gibbs","RB","DET",18.2,1.27,0.064,17.1,19.5,11.5,11,11.3,6,7,6,6,"3",NA,NA,74
"7","Devon Achane","RB","MIA",18.1,0.752,0.113,17.4,18.9,11.4,11.3,10.7,7,6,9,7,"3",NA,NA,35
"8","Breece Hall","RB","NYJ",18,1.14,0.129,16.3,18.7,11.3,10.2,10.6,8,9,10,8,"4",NA,NA,68
"9","Saquon Barkley","RB","PHI",17.9,0.925,0.489,16.7,18.9,11.2,10.6,10.7,9,8,8,9,"4",NA,NA,52
"10","Derrick Henry","RB","BAL",17.4,1.48,1.07,16,19.5,10.7,9.87,11.3,10,10,7,10,"5",NA,NA,81
"11","Jonathan Taylor","RB","IND",16.3,0.925,0.153,15.5,17.6,9.64,9.43,9.42,11,11,12,11,"5",NA,NA,54
"12","Chase Brown","RB","CIN",16.2,1.51,0.453,14,17.2,9.49,7.85,9.04,12,15,13,12,"5",NA,NA,83
"13","Ja'Marr Chase","WR","CIN",19.7,1.33,1.13,18.5,21.2,9.32,8.68,9.67,13,13,11,1,"1",NA,NA,72
"14","Kenneth Walker III","RB","SEA",15.7,0.617,0.659,15.3,16.6,9.04,9.19,8.45,14,12,15,13,"6",NA,NA,20
"15","Aaron Jones","RB","MIN",15.1,1.02,0.402,13.9,16.3,8.38,7.75,8.11,15,16,16,14,"7",NA,NA,61
"16","Justin Jefferson","WR","MIN",18.5,1.68,0.564,16.9,20.3,8.19,7.16,8.74,16,19,14,2,"1",NA,NA,87
"17","Kareem Hunt","RB","KC",14.7,0.46,0.0742,14.1,15.1,7.98,7.97,6.91,17,14,20,15,"7",NA,NA,12
"18","James Cook","RB","BUF",14.6,1.42,0.165,12.5,15.7,7.9,6.44,7.53,18,24,18,16,"7",NA,NA,78
"19","J.K. Dobbins","RB","LAC",14.4,0.976,0.0882,13,15,7.74,6.89,6.87,19,21,21,17,"7",NA,NA,55
"20","David Montgomery","RB","DET",14.3,0.717,0.0456,13.6,15.3,7.65,7.5,7.07,20,17,19,18,"7",NA,NA,30
"21","Amon-Ra St. Brown","WR","DET",18,1.39,1.11,16.6,19.4,7.63,6.79,7.89,21,22,17,3,"2",NA,NA,75
"22","Josh Jacobs","RB","GB",14.3,0.626,0.00719,13.4,14.8,7.6,7.34,6.59,22,18,24,19,"7",NA,NA,23
