"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Breece Hall","RB","NYJ",19.8,2.24,0.0317,16.6,23.6,10.7,9.53,13.4,1,3,1,1,"1",NA,NA,96
"2","Bijan Robinson","RB","ATL",19.8,2.18,2.08,16.5,23.2,10.7,9.41,12.9,2,5,2,2,"2",NA,NA,94
"3","Tyreek Hill","WR","MIA",21.6,1.72,0.253,19.1,23.8,10.3,9.57,10.5,3,2,5,1,"1",NA,NA,76
"4","Cooper Kupp","WR","LAR",21.3,1.64,0.498,19.3,24,10,9.75,10.7,4,1,4,2,"1",NA,NA,68
"5","CeeDee Lamb","WR","DAL",20.8,2.17,2.2,17.2,23.7,9.5,7.62,10.5,5,9,6,3,"2",NA,NA,92
"6","Saquon Barkley","RB","PHI",17.7,1.82,0.254,16.5,21.1,8.58,9.42,10.8,6,4,3,3,"3",NA,NA,87
"7","Kyren Williams","RB","LAR",17.5,1.72,0.771,15.9,20.5,8.32,8.88,10.3,7,7,7,4,"3",NA,NA,85
"8","Jahmyr Gibbs","RB","DET",16.7,0.848,0.219,16,18.3,7.55,8.94,8.07,8,6,10,5,"4",NA,NA,15
"9","Devon Achane","RB","MIA",16.5,1.31,0.061,14.6,18.4,7.33,7.54,8.18,9,10,9,6,"4",NA,NA,56
"10","Amon-Ra St. Brown","WR","DET",18.6,1.83,0.774,16.3,21.2,7.29,6.76,7.91,10,15,12,4,"2",NA,NA,83
"11","Jordan Mason","RB","SF",16.4,1.08,0.262,15,18.2,7.27,7.94,7.99,11,8,11,7,"4",NA,NA,32
"12","Jonathan Taylor","RB","IND",16.1,1.65,0.464,14.6,19.2,7.01,7.53,8.93,12,11,8,8,"4",NA,NA,79
"13","Travis Kelce","TE","KC",14.9,2.22,1.23,10.9,17.4,6.61,4.35,7.47,13,31,16,1,"1",NA,NA,99
"14","Joe Mixon","RB","HOU",15.7,1.29,0.405,14.1,17.9,6.54,7.08,7.68,14,12,14,9,"5",NA,NA,54
"15","A.J. Brown","WR","PHI",17.9,1.87,0.21,15.3,20.4,6.52,5.72,7.14,15,21,18,5,"2",NA,NA,85
"16","Justin Jefferson","WR","MIN",17.7,0.722,0.162,16.3,18.3,6.31,6.73,5.04,16,16,30,6,"3",NA,NA,8
"17","Ja'Marr Chase","WR","CIN",17.5,1.73,0.645,16.1,20.5,6.15,6.57,7.29,17,17,17,7,"3",NA,NA,77
"18","James Conner","RB","ARI",15.3,1.11,0.0483,14.1,16.8,6.14,6.99,6.53,18,13,21,10,"5",NA,NA,37
"19","Isiah Pacheco","RB","KC",15.2,1.37,0.0406,13.6,17.8,6.09,6.55,7.53,19,18,15,11,"5",NA,NA,63
"20","Alvin Kamara","RB","NO",15.2,0.863,0.307,14,16.2,6.05,6.9,5.9,20,14,24,12,"5",NA,NA,17
"21","Rhamondre Stevenson","RB","NE",14.9,1.71,0.259,12.3,17.1,5.74,5.21,6.84,21,24,19,13,"5",NA,NA,82
"22","Rashee Rice","WR","KC",16.9,2.45,0.343,12.8,19.6,5.5,3.26,6.35,22,39,22,8,"3",NA,NA,96
"23","Derrick Henry","RB","BAL",14.6,1.37,0.591,13,16.9,5.48,5.92,6.67,23,19,20,14,"6",NA,NA,62
"24","Sam LaPorta","TE","DET",13.6,1.5,0.8,10.7,14.9,5.38,4.14,5.03,24,34,31,2,"1",NA,NA,76
"25","Josh Allen","QB","BUF",23.1,1.03,0.129,21.8,24.3,5.35,5.65,5.2,25,22,27,1,"1",NA,NA,24
"26","Jalen Hurts","QB","PHI",22.9,1.09,1.09,21.9,24.5,5.22,5.76,5.33,26,20,26,2,"1",NA,NA,27
"27","Garrett Wilson","WR","NYJ",16.5,2,0.289,13.9,19.1,5.16,4.28,5.82,27,32,25,9,"4",NA,NA,87
"28","Rachaad White","RB","TB",14,1.16,0.0997,12.2,15.1,4.89,5.12,4.83,28,25,34,15,"6",NA,NA,41
"29","Deebo Samuel","WR","SF",16.2,1.51,0.281,14.1,18,4.87,4.51,4.8,29,30,36,10,"4",NA,NA,63
"30","James Cook","RB","BUF",13.9,1.26,0.0749,12.5,15.4,4.79,5.4,5.19,30,23,28,16,"6",NA,NA,51
"31","Josh Jacobs","RB","GB",13.9,1.34,0.0879,12.1,15.3,4.72,5,5,31,26,32,17,"6",NA,NA,61
"32","Travis Etienne","RB","JAC",13.8,0.962,0.25,12,14.6,4.63,4.96,4.33,32,27,40,18,"6",NA,NA,20
"33","Mike Evans","WR","TB",15.9,2.2,1,12.5,18.1,4.59,2.97,4.83,33,45,35,11,"5",NA,NA,93
"34","Trey McBride","TE","ARI",12.8,1.15,0.929,11.4,14.4,4.58,4.87,4.48,34,28,39,3,"2",NA,NA,50
"35","Jerome Ford","RB","CLE",13.5,1.23,0.898,11.3,15,4.38,4.26,4.72,35,33,37,19,"7",NA,NA,48
"36","Lamar Jackson","QB","BAL",21.9,1.63,0.619,19,23.7,4.13,2.78,4.61,36,50,38,3,"2",NA,NA,85
"37","George Kittle","TE","SF",11.9,1.38,0.463,9.64,13.4,3.65,3.06,3.48,37,42,46,4,"3",NA,NA,59
"38","Nico Collins","WR","HOU",14.9,1.36,0.24,12.5,16.4,3.59,2.88,3.15,38,47,48,12,"5",NA,NA,55
"39","Patrick Mahomes","QB","KC",21.2,1.28,2.18,19.1,22.6,3.51,2.93,3.44,39,46,47,4,"3",NA,NA,48
"40","Zach Charbonnet","RB","SEA",12.6,3.49,0.0801,7.06,18.1,3.48,0,7.81,40,103,13,20,"7",NA,NA,99
"41","Najee Harris","RB","PIT",12.5,1.43,0.0858,11.6,15.4,3.4,4.56,5.18,41,29,29,21,"7",NA,NA,69
