"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Bijan Robinson","RB","ATL",20.5,1.56,0.256,18.9,22.9,13.6,12.9,13.9,1,1,1,1,"1",NA,NA,76
"2","Alvin Kamara","RB","NO",20.3,1.56,1.08,18.2,22,13.4,12.1,13,2,2,2,2,"2",NA,NA,73
"3","Saquon Barkley","RB","PHI",19.2,1.34,0.587,17.8,20.9,12.3,11.7,11.9,3,3,5,3,"2",NA,NA,69
"4","Christian McCaffrey","RB","SF",18.6,1.95,0.177,15.8,21,11.7,9.79,12,4,10,3,4,"2",NA,NA,96
"5","Joe Mixon","RB","HOU",18.4,0.918,0.117,17.2,19.8,11.5,11.2,10.8,5,5,9,5,"3",NA,NA,31
"6","Derrick Henry","RB","BAL",18.3,0.606,0.129,17.5,19.2,11.4,11.5,10.1,6,4,13,6,"3",NA,NA,7
"7","Kyren Williams","RB","LAR",18.2,0.996,0.168,16.6,19.7,11.3,10.6,10.7,7,7,10,7,"3",NA,NA,37
"8","Ja'Marr Chase","WR","CIN",21.2,1.86,0.229,18.8,24.2,11.3,10.3,11.9,8,9,4,1,"1",NA,NA,82
"9","Devon Achane","RB","MIA",18,1.77,0.205,15.1,20.6,11.1,9.08,11.6,9,12,6,8,"3",NA,NA,90
"10","Justin Jefferson","WR","MIN",20.9,1.52,2.73,19,23.2,11,10.5,10.9,10,8,8,2,"2",NA,NA,61
"11","Jonathan Taylor","RB","IND",17.8,1.24,0.151,16.6,19.9,10.9,10.6,10.9,11,6,7,9,"3",NA,NA,59
"12","Breece Hall","RB","NYJ",17.6,1.56,1.11,14.8,19.6,10.8,8.76,10.6,12,13,11,10,"4",NA,NA,75
"13","D'Andre Swift","RB","CHI",16.5,1.65,0.164,14.3,19.2,9.64,8.29,10.2,13,14,12,11,"5",NA,NA,82
"14","Jahmyr Gibbs","RB","DET",16.4,1.3,0.272,15.3,18.2,9.48,9.26,9.16,14,11,17,12,"5",NA,NA,65
"15","Aaron Jones","RB","MIN",16.1,1.22,0.385,14.3,18.1,9.2,8.24,9.1,15,15,18,13,"5",NA,NA,58
"16","James Cook","RB","BUF",15.7,1.65,0.0524,13.9,18.2,8.82,7.84,9.18,16,17,16,14,"5",NA,NA,83
"17","J.K. Dobbins","RB","LAC",15.7,1.76,0.361,14.1,18.7,8.77,8.02,9.66,17,16,14,15,"6",NA,NA,89
"18","Chase Brown","RB","CIN",15.3,1.7,0.402,12.3,17.5,8.41,6.27,8.53,18,26,21,16,"6",NA,NA,85
"19","Malik Nabers","WR","NYG",18.2,1.95,0.7,15.6,21,8.3,7.13,8.7,19,21,20,3,"3",NA,NA,85
"20","James Conner","RB","ARI",14.9,1.75,0.0931,13.3,18,8,7.29,8.95,20,20,19,17,"6",NA,NA,87
