"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",21.8,1.35,4.46,19.9,24,12.4,12,12.8,1,1,1,1,"1",NA,NA,63
"2","Tyreek Hill","WR","MIA",21.5,0.978,1.64,20.3,22.7,9.55,9.88,8.96,2,2,3,1,"1",NA,NA,25
"3","Breece Hall","RB","NYJ",17.4,1.36,0.0328,15.1,18.7,7.91,7.2,7.49,3,4,8,2,"1",NA,NA,64
"4","Amon-Ra St. Brown","WR","DET",19.9,1.44,1.39,18.5,21.7,7.91,8,7.97,4,3,6,2,"2",NA,NA,66
"5","Bijan Robinson","RB","ATL",17.3,1.77,0.9,14.4,19.5,7.88,6.51,8.27,5,10,5,3,"1",NA,NA,91
"6","Josh Allen","QB","BUF",24.9,2.07,2.96,23,28.5,7.41,7.18,9.12,6,5,2,1,"1",NA,NA,85
"7","Rachaad White","RB","TB",16.4,2.1,0.0665,14.1,19.8,6.98,6.21,8.59,7,12,4,4,"1",NA,NA,97
"8","Saquon Barkley","RB","PHI",16.4,1.74,0.192,14.5,18.6,6.91,6.54,7.38,8,9,9,5,"2",NA,NA,87
"9","Jahmyr Gibbs","RB","DET",16.2,1.04,0.221,14.3,17.4,6.72,6.38,6.22,9,11,14,6,"2",NA,NA,36
"10","Justin Jefferson","WR","MIN",18.5,1.65,0.0694,15.8,20.4,6.52,5.39,6.64,10,13,11,3,"2",NA,NA,76
"11","Alvin Kamara","RB","NO",15.9,0.734,0.107,14.9,17,6.5,6.97,5.81,11,7,18,7,"2",NA,NA,10
"12","CeeDee Lamb","WR","DAL",18.4,0.63,1.13,17.6,19.3,6.45,7.16,5.54,12,6,20,4,"3",NA,NA,3
"13","Jonathan Taylor","RB","IND",15.8,1.03,0.716,14.8,17.6,6.39,6.86,6.44,13,8,12,8,"3",NA,NA,33
"14","Travis Kelce","TE","KC",15.1,1.98,0.965,11.9,17.8,6.15,5.35,7.6,14,14,7,1,"1",NA,NA,97
"15","Kyren Williams","RB","LAR",15.1,1.3,0.697,13.2,17.3,5.68,5.34,6.11,15,15,15,9,"3",NA,NA,61
"16","A.J. Brown","WR","PHI",17.3,1.74,0.426,14.6,19.8,5.33,4.12,6.04,16,25,16,5,"3",NA,NA,85
"17","Sam LaPorta","TE","DET",14.2,2.25,1.63,11,17.4,5.18,4.42,7.17,17,23,10,2,"2",NA,NA,99
"18","Isiah Pacheco","RB","KC",14.4,1.28,0.0438,13.1,16.8,4.98,5.18,5.64,18,16,19,10,"3",NA,NA,56
"19","Josh Jacobs","RB","GB",14.4,1.27,0.0648,12.3,15.7,4.94,4.42,4.52,19,22,23,11,"4",NA,NA,53
"20","Ja'Marr Chase","WR","CIN",16.9,2.83,0.334,13.4,20.2,4.9,2.98,6.41,20,36,13,6,"3",NA,NA,99
"21","James Cook","RB","BUF",14.3,1.01,0.156,13,15.5,4.87,5.14,4.33,21,17,26,12,"4",NA,NA,30
"22","Travis Etienne","RB","JAC",14.2,1.47,0.246,11.7,15.6,4.71,3.76,4.38,22,27,25,13,"4",NA,NA,71
"23","Puka Nacua","WR","LAR",16.5,0.963,0.73,15,17.6,4.57,4.55,3.82,23,20,32,7,"4",NA,NA,24
"24","Kenneth Walker III","RB","SEA",13.9,1.78,0.0456,12.2,17.2,4.47,4.25,6,24,24,17,14,"4",NA,NA,93
"25","Jalen Hurts","QB","PHI",22,0.945,2.08,20.6,23.3,4.45,4.78,3.95,25,18,30,2,"2",NA,NA,24
"26","Derrick Henry","RB","BAL",13.9,1.1,0.076,12.7,15.9,4.42,4.76,4.73,26,19,22,15,"4",NA,NA,39
"27","Joe Mixon","RB","HOU",13.8,1.27,0.0284,12,15.2,4.35,4.08,4.01,27,26,29,16,"4",NA,NA,54
"28","Devon Achane","RB","MIA",13.8,1.95,1.05,10.7,15.7,4.32,2.77,4.51,28,39,24,17,"5",NA,NA,96
