"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","injury_status","injury_details","season_year","week"
"1","Kirk Cousins","ATL","QB","10700","weighted",269.680707892596,15.0613906632757,1.84755085435313,0.227464497762567,0.803995117982099,0.144247008719754,5.28810996164129,1.83586836541179,0.0551586655817738,0.0536911280878165,0.2,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Tua Tagovailoa","MIA","QB","14778","weighted",249.144247936766,21.0219908381879,1.24058584214809,0.245534114993592,0.864227013832384,0.112739319570184,8.01466639544345,1.5679024172843,0.0466069975589911,0.0465347369618018,0.177540683482506,0.035012933906211,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Geno Smith","SEA","QB","11150","weighted",262.912809485063,10.0298528978659,1.27646053702197,0.251976664120815,0.907298616761595,0.0875372933917927,17.1113873067535,2.5288074185063,0.0985475996745321,0.0468819313625457,0.134578925956062,0.0249249207469265,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Dak Prescott","DAL","QB","12620","weighted",259.939945367895,14.0028198093424,1.82783157038242,0.211876611850101,0.88180227827502,0.0990030764538701,9.65835813088457,1.86004927555686,0.0905166802278275,0.0710847852374737,0.140221724979658,0.0306675132399054,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Jordan Love","GB","QB","14782","weighted",218.256545391143,44.7616028900288,1.69895036615134,0.381817413804074,0.626765663140765,0.358476411749356,9.31927873997443,2.72052672587028,0.0873189585028478,0.0766978763731821,0.134578925956062,0.0249249207469265,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Groin",2024,9
"6","Derek Carr","NO","QB","11644","weighted",238.800633499942,18.901883112481,1.55036615134255,0.357545856010583,0.572835638730675,0.306236176083375,5.25097117284668,1.00932461650282,0.0619121236777868,0.0453764998551196,0.16553295362083,0.0305569240587169,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Patrick Mahomes","KC","QB","13116","weighted",246.59436475648,20.0217929296759,1.40614320585842,0.337972976573172,0.618942229454841,0.314708683949884,23.7043130303383,2.25828512661288,0.127693246541904,0.0793014142571199,0.151507323026851,0.0428384179788399,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Josh Allen","BUF","QB","13589","weighted",238.516937696152,21.5878824867577,1.82363303498779,0.224129775936423,0.6673311635476,0.323022690449843,32.0137992560735,1.60422608099843,0.552034174125305,0.210709008672987,0.260581773799837,0.0289547184692824,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Matthew Stafford","LAR","QB","9431","weighted",254.899641985354,7.47251434650974,1.52733523189585,0.344892826125755,0.642196908055329,0.331622757709492,3.86099151458793,1.32174185211282,0.0158909682668836,0.0286217520475645,0.169045972335232,0.031223602877783,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Bo Nix","DEN","QB","16582","weighted",222.77508020458,22.6633482774968,1.1456346623271,0.137990938309789,0.777888527257933,0.18554166066679,24.6983505753807,3.61015326672569,0.231273393002441,0.123986764344099,0.140221724979658,0.0306675132399054,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
