"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","injury_status","injury_details","season_year","week"
"1","Joe Burrow","CIN","QB","14777","weighted",279.161873764966,19.4042427834435,1.9359967453214,0.154051919543666,0.531480878763222,0.313580891751968,11.6999174706498,1.90410943034459,0.0931082180634662,0.0724850625704102,0.154328722538649,0.0459581534887233,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Brock Purdy","SF","QB","15698","weighted",267.120581192607,15.0213708970771,1.69207485760781,0.338662043661575,0.602038242473556,0.308579299007721,17.257414855283,3.10723817431377,0.159125305126119,0.0921375727469615,0.166224572823434,0.0301339586975752,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Tua Tagovailoa","MIA","QB","14778","weighted",262.681884807625,16.390978586268,1.33170056956875,0.312317307375301,0.820996745321399,0.128814417609645,7.54475415552714,1.09262035398909,0.0479170056956875,0.0471147234359886,0.191647681041497,0.0404230767450106,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Sam Darnold","MIN","QB","13592","weighted",255.291680227827,14.0233753349369,1.8243002441009,0.178965557023583,0.674524003254679,0.338769484929659,12.9961757526444,2.38203202696778,0.0723026851098454,0.0766629499108225,0.283071602929211,0.0196014399388774,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Kirk Cousins","ATL","QB","10700","weighted",254.062867604324,15.4304272647851,1.79469080553295,0.245038116637782,0.784674532139951,0.162726109529019,4.81331105428339,1.61006126135409,0.0499186330349878,0.0479730418637559,0.251314076484947,0.0397423400917817,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Lamar Jackson","BAL","QB","13593","weighted",242.239127048704,14.5024723867846,1.95959723352319,0.237274558181453,0.555695687550854,0.320962104394009,53.12070440544,4.99049305829061,0.241631407648495,0.11924757330556,0.282268104149715,0.0600371498369354,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Baker Mayfield","TB","QB","13590","weighted",245.541279786121,13.8576056878176,1.64737998372661,0.320148414067105,1.18982099267697,0.411176794874919,14.4028629547832,1.60895368264076,0.103258746948739,0.0567320540814816,0.13740032546786,0.0277525015481131,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Jayden Daniels","WAS","QB","16581","weighted",228.118898640009,23.1307959509344,1.3246786004882,0.358166969459328,0.550329536208299,0.30547543538645,48.6646472160874,4.24203218020069,0.472445077298617,0.240038806205513,0.163403173311635,0.029369080937427,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Jalen Hurts","PHI","QB","14783","weighted",223.811983610368,18.4639930202736,1.26590724165989,0.24604798382815,0.542957689178194,0.310492757721871,41.1136841799372,3.59427936555217,0.813950366151343,0.133074288827019,0.251314076484947,0.0397423400917817,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Josh Allen","BUF","QB","13589","weighted",250.151287341625,8.25614700288,1.82257119609439,0.155834462035768,0.651322213181448,0.321127197891681,29.2881378588864,2.95214493399337,0.369662327095199,0.176281662429172,0.228936126932465,0.0196821851677746,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
