"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Bijan Robinson","RB","ATL",21.4,0.97,0.39,20.4,23.1,13.2,14.8,12.5,1,1,2,1,"1",NA,NA,22
"2","Jahmyr Gibbs","RB","DET",21,1.1,2.24,19,21.9,12.8,13.3,11.3,2,2,4,2,"2",NA,NA,29
"3","Ja'Marr Chase","WR","CIN",22.6,1.39,1.07,20.8,24.4,12,12.5,11.8,3,3,3,1,"1",NA,NA,61
"4","Justin Jefferson","WR","MIN",21.5,2.67,1.36,17.7,25.5,10.9,9.35,12.8,4,8,1,2,"2",NA,NA,93
"5","Josh Jacobs","RB","GB",18.7,1.8,0.333,15.8,20.6,10.6,10.1,10.1,5,6,6,3,"2",NA,NA,62
"6","Derrick Henry","RB","BAL",18.4,1.19,0.0432,16.6,20.1,10.2,10.9,9.56,6,5,8,4,"2",NA,NA,32
"7","Jonathan Taylor","RB","IND",18.3,0.712,1.13,17.4,19.3,10.2,11.7,8.81,7,4,12,5,"3",NA,NA,6
"8","Amon-Ra St. Brown","WR","DET",20.2,1.96,2.3,17.4,22.8,9.53,9.03,10.1,8,9,5,3,"3",NA,NA,83
"9","Bucky Irving","RB","TB",17.2,1.46,0.362,15.3,19.4,9.06,9.64,8.86,9,7,11,6,"3",NA,NA,49
"10","Zach Charbonnet","RB","SEA",16.9,2.14,1.26,14.7,20.4,8.7,9.01,9.91,10,10,7,7,"4",NA,NA,77
"11","Lamar Jackson","QB","BAL",23.9,1.63,2.44,22.1,26.6,8.1,7.72,9.19,11,12,10,1,"1",NA,NA,54
"12","Chase Brown","RB","CIN",15.6,3.62,0.406,9.85,19.8,7.44,4.19,9.34,12,38,9,8,"5",NA,NA,99
"13","Mike Evans","WR","TB",17.8,1.34,0.0692,16.2,19.6,7.23,7.8,6.95,13,11,15,4,"3",NA,NA,55
"14","Tee Higgins","WR","CIN",17.8,1.93,0.524,15.9,20.2,7.16,7.54,7.57,14,13,13,5,"3",NA,NA,80
"15","Devon Achane","RB","MIA",15.2,2.35,0.855,11,17.1,7.04,5.36,6.64,15,23,16,9,"6",NA,NA,80
"16","Brian Thomas Jr.","WR","JAC",17.3,0.957,1.44,15.7,18.1,6.64,7.33,5.44,16,15,20,6,"4",NA,NA,25
"17","Breece Hall","RB","NYJ",14.3,0.764,0.395,13.1,15,6.18,7.44,4.52,17,14,29,10,"6",NA,NA,10
"18","Aaron Jones","RB","MIN",13.9,1.67,0.402,11.3,15.8,5.79,5.69,5.27,18,21,22,11,"6",NA,NA,58
"19","Jayden Daniels","QB","WAS",21.4,1.51,0.664,19.3,23,5.66,4.94,5.51,20,31,19,2,"1",NA,NA,51
"20","Trey McBride","TE","ARI",14.3,0.793,0.783,13,14.9,5.66,6.22,4.97,19,18,25,1,"1",NA,NA,26
"21","Rico Dowdle","RB","DAL",13.5,1.08,0.514,11.5,14.2,5.39,5.85,3.66,21,19,41,12,"7",NA,NA,28
"22","Malik Nabers","WR","NYG",15.8,0.584,0.0474,15.1,16.7,5.2,6.76,4.06,22,16,36,7,"4",NA,NA,8
"23","Drake London","WR","ATL",15.8,0.868,0.127,15.1,17.3,5.15,6.72,4.65,23,17,28,8,"4",NA,NA,18
"24","Courtland Sutton","WR","DEN",15.6,1.74,0.114,13.5,17.8,5.02,5.14,5.16,24,27,24,9,"4",NA,NA,73
"25","Joe Burrow","QB","CIN",20.7,0.832,0.161,20,22.1,4.99,5.59,4.68,25,22,27,3,"1",NA,NA,17
"26","Jordan Addison","WR","MIN",15.5,1.87,0.154,13,18.1,4.91,4.62,5.44,26,34,21,10,"4",NA,NA,76
"27","Brock Bowers","TE","LVR",13.5,1.26,1.19,11.8,14.8,4.88,5,4.87,27,29,26,2,"2",NA,NA,65
"28","J.K. Dobbins","RB","LAC",13,1.43,0.0431,10.6,14.5,4.87,4.97,4,28,30,38,13,"7",NA,NA,46
"29","Sam Darnold","QB","MIN",20.6,0.955,1.31,19.5,21.9,4.83,5.12,4.49,29,28,30,4,"2",NA,NA,34
"30","Tyrone Tracy","RB","NYG",13,1.05,0.178,11.4,14.2,4.83,5.78,3.65,30,20,42,14,"7",NA,NA,25
"31","Davante Adams","WR","NYJ",15.4,1.16,0.277,13.6,17.1,4.75,5.23,4.38,31,25,32,11,"4",NA,NA,39
"32","Alvin Kamara","RB","NO",12.8,2.93,0.538,7.89,15,4.65,2.23,4.46,32,61,31,15,"7",NA,NA,93
"33","Jaxon Smith-Njigba","WR","SEA",15.1,1.17,0.129,13.5,16.8,4.48,5.17,4.14,33,26,34,12,"4",NA,NA,41
"34","Zay Flowers","WR","BAL",15,1.29,0.202,13.3,16.8,4.35,4.91,4.09,34,33,35,13,"4",NA,NA,52
"35","Ladd McConkey","WR","LAC",14.8,1.04,0.594,13.3,16,4.15,4.93,3.28,35,32,45,14,"5",NA,NA,32
"36","Joe Mixon","RB","HOU",12.3,5.44,0.162,4.59,18,4.11,-1.07,7.53,36,159,14,16,"8",NA,NA,99
"37","Brian Robinson","RB","WAS",12.1,2.43,0.0021,9.73,16.3,3.95,4.07,5.82,37,40,17,17,"8",NA,NA,81
"38","Isaac Guerendo","RB","SF",12.1,3.12,0.043,6.72,14.5,3.95,1.06,4.04,38,81,37,18,"8",NA,NA,96
"39","Jaylen Warren","RB","PIT",12.1,0.725,0.203,11,12.7,3.91,5.3,2.23,39,24,61,19,"8",NA,NA,7
"40","D'Andre Swift","RB","CHI",11.8,0.937,0.0244,10.2,12.8,3.7,4.54,2.27,40,35,58,20,"8",NA,NA,19
"41","George Kittle","TE","SF",12.4,1.2,0.315,10.6,13.6,3.69,3.85,3.68,41,42,40,3,"2",NA,NA,62
"42","Blake Corum","RB","LAR",11.8,1.94,0.0699,8.9,14.1,3.68,3.25,3.62,42,51,43,21,"8",NA,NA,65
"43","Tony Pollard","RB","TEN",11.8,2.04,0.433,8.01,13.4,3.61,2.35,2.94,43,58,50,22,"8",NA,NA,74
"44","George Pickens","WR","PIT",14.2,1.16,0.123,12.7,15.7,3.55,4.34,3.02,44,37,49,15,"5",NA,NA,38
"45","Baker Mayfield","QB","TB",19.3,0.696,0.52,18.2,20.2,3.53,3.8,2.76,45,43,52,5,"3",NA,NA,6
"46","Terry McLaurin","WR","WAS",14,1.76,0.0969,12,16.6,3.43,3.62,3.89,46,45,39,16,"5",NA,NA,75
"47","Sam LaPorta","TE","DET",12,1,1.33,10.3,13.1,3.38,3.52,3.1,47,46,47,4,"3",NA,NA,38
"48","Adam Thielen","WR","CAR",14,1.73,0.286,11.9,16.9,3.33,3.52,4.23,48,47,33,17,"5",NA,NA,72
"49","Travis Etienne","RB","JAC",11.3,0.995,0.0765,9.81,12.4,3.17,4.15,1.93,49,39,65,23,"8",NA,NA,23
"50","Ameer Abdullah","RB","LVR",11.2,1.62,0.321,8.52,12.8,3.1,2.86,2.25,50,56,59,24,"9",NA,NA,57
"51","Jakobi Meyers","WR","LVR",13.7,1.25,0.22,12.4,15.7,3.05,4,3.06,51,41,48,18,"6",NA,NA,48
"52","Jared Goff","QB","DET",18.8,0.835,0.446,17.7,20,3.01,3.34,2.51,52,50,56,6,"3",NA,NA,20
"53","D.J. Moore","WR","CHI",13.4,0.399,0.183,12.8,13.9,2.83,4.46,1.24,53,36,76,19,"6",NA,NA,1
"54","Najee Harris","RB","PIT",10.9,1.46,0.105,9.08,13.3,2.78,3.42,2.77,54,48,51,25,"9",NA,NA,48
"55","Michael Carter","RB","ARI",10.8,3.52,0.0701,4.99,13.6,2.67,-0.668,3.12,55,127,46,26,"9",NA,NA,97
"56","Tyreek Hill","WR","MIA",13.3,2.74,0.0603,10.7,18.2,2.64,2.33,5.52,56,60,18,20,"6",NA,NA,94
"57","Rachaad White","RB","TB",10.8,1.8,0.49,8.78,13.8,2.6,3.12,3.31,57,54,44,27,"9",NA,NA,61
