"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Kyren Williams","RB","LAR",18.5,1.05,0.392,16.9,20.1,11.1,10.3,10.3,1,1,3,1,"1",NA,NA,34
"2","Alvin Kamara","RB","NO",18.1,1.54,0.469,16.1,20.4,10.7,9.56,10.6,2,2,2,2,"1",NA,NA,69
"3","Jordan Mason","RB","SF",17.6,1.09,0.3,16,19.3,10.2,9.42,9.49,3,3,5,3,"1",NA,NA,41
"4","Derrick Henry","RB","BAL",17.3,1.66,0.83,15.4,19.8,9.92,8.89,9.97,4,4,4,4,"2",NA,NA,71
"5","CeeDee Lamb","WR","DAL",19.9,1.95,1.75,17.5,23.1,9.31,8.31,11,5,5,1,1,"1",NA,NA,94
"6","Breece Hall","RB","NYJ",16.5,1.14,0.062,14.3,17.5,9.09,7.78,7.67,6,6,10,5,"2",NA,NA,44
"7","Bijan Robinson","RB","ATL",16.4,2.09,1.06,12.8,18.6,9.03,6.25,8.85,7,13,6,6,"3",NA,NA,89
"8","Aaron Jones","RB","MIN",15.4,1.2,0.204,13.9,16.9,7.97,7.32,7.07,8,7,13,7,"3",NA,NA,49
"9","Devon Achane","RB","MIA",15.2,0.974,0.33,13.3,16,7.77,6.72,6.25,9,9,17,8,"4",NA,NA,27
"10","Nico Collins","WR","HOU",18.1,1.85,0.102,15.5,20.5,7.56,6.34,8.35,10,11,7,2,"1",NA,NA,90
"11","Justin Jefferson","WR","MIN",18,1.62,0.816,15.9,20,7.46,6.66,7.95,11,10,8,3,"1",NA,NA,76
"12","Kenneth Walker III","RB","SEA",14.8,1.45,0.789,13.5,17.6,7.44,6.96,7.76,12,8,9,9,"4",NA,NA,60
"13","James Cook","RB","BUF",14,1.27,0.0978,12.8,16.2,6.65,6.31,6.38,13,12,15,10,"4",NA,NA,50
"14","Ja'Marr Chase","WR","CIN",17.2,1.98,1.15,13.9,19.5,6.64,4.7,7.45,14,19,11,4,"2",NA,NA,96
"15","Brian Robinson","RB","WAS",14,2.04,7.21e-06,11.9,16.9,6.55,5.32,7.11,15,17,12,11,"4",NA,NA,87
"16","Najee Harris","RB","PIT",14,1.28,0.19,12,15.7,6.55,5.43,5.94,16,15,21,12,"5",NA,NA,51
"17","Chuba Hubbard","RB","CAR",13.8,1.33,0.4,11.9,15.4,6.36,5.36,5.61,17,16,24,13,"5",NA,NA,53
"18","Travis Kelce","TE","KC",13.6,1.63,0.868,10.6,15.4,6.09,4.7,6.13,18,20,19,1,"1",NA,NA,76
"19","D'Andre Swift","RB","CHI",13.4,0.893,0.11,12.2,14.5,5.96,5.65,4.67,19,14,28,14,"5",NA,NA,21
"20","James Conner","RB","ARI",13.3,1.91,0.0602,10.3,16.3,5.85,3.72,6.54,20,31,14,15,"5",NA,NA,83
"21","Josh Jacobs","RB","GB",13.2,0.912,0.0816,11.6,13.9,5.79,5.07,4.1,21,18,32,16,"5",NA,NA,23
"22","Travis Etienne","RB","JAC",13.1,1.05,0.966,11.2,14.4,5.71,4.66,4.61,22,21,29,17,"6",NA,NA,37
"23","Marvin Harrison Jr.","WR","ARI",16.1,1.9,0.493,13.8,18.4,5.5,4.64,6.31,23,22,16,5,"2",NA,NA,92
"24","George Kittle","TE","SF",12.8,1.82,0.989,9.79,15.5,5.22,3.88,6.19,24,29,18,2,"2",NA,NA,88
"25","Jayden Reed","WR","GB",15.6,1.95,0.469,12.6,17.5,5,3.44,5.45,25,34,27,6,"3",NA,NA,93
"26","Jerome Ford","RB","CLE",12.1,1.11,0.382,10.6,13.3,4.74,4.05,3.46,26,25,39,18,"7",NA,NA,43
"27","Lamar Jackson","QB","BAL",21.3,2.2,0.176,17.7,24.5,4.67,2.7,5.61,27,45,25,1,"1",NA,NA,85
"28","Chris Godwin","WR","TB",15.1,1.04,0.149,13.1,16,4.53,3.88,3.87,28,28,36,7,"3",NA,NA,38
"29","Josh Allen","QB","BUF",21.2,1.03,0.152,19.5,22.3,4.5,4.44,3.42,29,23,40,2,"1",NA,NA,26
"30","Deebo Samuel","WR","SF",15,1.82,0.136,13.1,18,4.38,3.94,5.86,30,27,22,8,"3",NA,NA,87
"31","Zack Moss","RB","CIN",11.8,1.15,0.219,9.74,12.7,4.36,3.21,2.94,31,37,49,19,"7",NA,NA,46
"32","Jayden Daniels","QB","WAS",21,2.3,1.5,18.7,24.9,4.35,3.69,6.04,32,33,20,3,"2",NA,NA,88
"33","Mike Evans","WR","TB",14.8,2.06,0.106,11.9,17.6,4.25,2.73,5.54,33,44,26,9,"3",NA,NA,99
"34","Trey McBride","TE","ARI",11.8,0.79,0.91,10.3,12.7,4.23,4.43,3.33,34,24,43,3,"3",NA,NA,24
"35","Rachaad White","RB","TB",11.5,0.997,0.155,10.4,12.9,4.14,3.84,3.06,36,30,47,20,"7",NA,NA,31
"36","DK Metcalf","WR","SEA",14.7,1.23,0.302,12.4,16,4.14,3.25,3.9,35,36,34,10,"3",NA,NA,58
"37","Javonte Williams","RB","DEN",11.4,0.816,0.135,10.2,12.3,3.99,3.69,2.48,37,32,53,21,"7",NA,NA,17
"38","Trey Sermon","RB","IND",11.3,1.5,0.0713,9.31,13.4,3.85,2.77,3.57,38,43,38,22,"7",NA,NA,66
"39","Drake London","WR","ATL",14.4,2.03,0.615,11.6,17.9,3.84,2.37,5.83,39,53,23,11,"4",NA,NA,97
"40","Rhamondre Stevenson","RB","NE",11.2,1.91,0.088,8.34,13.7,3.78,1.81,3.87,40,62,35,23,"7",NA,NA,84
"41","Alexander Mattison","RB","LVR",11.1,1.74,0.501,8.61,13.4,3.69,2.08,3.63,41,58,37,24,"8",NA,NA,76
"42","Jake Ferguson","TE","DAL",10.9,0.869,0.482,9.92,12,3.32,4.01,2.67,42,26,50,4,"3",NA,NA,29
"43","Diontae Johnson","WR","CAR",13.8,0.982,0.0143,12.3,14.5,3.23,3.08,2.42,43,39,54,12,"4",NA,NA,34
"44","Stefon Diggs","WR","HOU",13.8,0.594,0.164,12.6,14.2,3.21,3.39,2.09,44,35,61,13,"4",NA,NA,6
"45","Kareem Hunt","RB","KC",10.6,1.77,0.686,9.19,14,3.19,2.66,4.16,45,47,31,25,"8",NA,NA,79
"46","Tyreek Hill","WR","MIA",13.6,1.35,0.0345,11.8,15.3,3.05,2.59,3.17,46,49,46,14,"4",NA,NA,63
"47","George Pickens","WR","PIT",13.6,0.773,0.127,12.1,14.3,3.01,2.89,2.21,47,40,59,15,"4",NA,NA,17
"48","Amari Cooper","WR","CLE",13.5,1.75,0.0516,11.1,16.5,2.89,1.88,4.4,48,61,30,16,"4",NA,NA,85
"49","Brock Purdy","QB","SF",19.5,1.53,0.331,17.2,21.8,2.84,2.2,2.98,49,56,48,4,"2",NA,NA,59
"50","Dalton Kincaid","TE","BUF",10.4,1.47,0.308,8.16,12.6,2.84,2.25,3.26,50,54,44,5,"4",NA,NA,65
"51","Garrett Wilson","WR","NYJ",13.4,0.981,0.0588,11.7,14.3,2.83,2.51,2.15,51,51,60,17,"4",NA,NA,32
"52","D.J. Moore","WR","CHI",13.3,1.42,0.034,11.9,16.1,2.78,2.67,3.97,52,46,33,18,"4",NA,NA,65
"53","Terry McLaurin","WR","WAS",13.3,1.33,0.0661,12,15.5,2.74,2.82,3.4,53,41,41,19,"4",NA,NA,62
"54","Michael Pittman","WR","IND",13.2,0.907,0.0656,11.7,14.4,2.68,2.46,2.29,54,52,56,20,"5",NA,NA,25
"55","Chris Olave","WR","NO",13.2,0.756,0.109,12,13.9,2.61,2.82,1.82,55,42,65,21,"5",NA,NA,14
"56","Brock Bowers","TE","LVR",10.1,1.29,1.35,8.07,11.3,2.53,2.16,2.02,56,57,63,6,"5",NA,NA,47
"57","Jordan Love","QB","GB",19.2,0.799,0.571,18.1,20.4,2.51,3.09,1.55,57,38,69,5,"3",NA,NA,12
"58","Austin Ekeler","RB","WAS",9.91,1.05,0.32,8.31,11.3,2.51,1.78,1.55,58,64,70,26,"9",NA,NA,36
"59","Brandon Aiyuk","WR","SF",13.1,1.5,0.0701,10.9,14.7,2.5,1.67,2.63,59,65,52,22,"5",NA,NA,72
"60","Christian Kirk","WR","JAC",13,1.62,0.086,11.1,15.3,2.43,1.88,3.25,60,60,45,23,"5",NA,NA,77
"61","Wan'Dale Robinson","WR","NYG",12.9,0.842,0.26,11.8,14,2.34,2.6,1.89,61,48,64,24,"5",NA,NA,23
"62","Cam Akers","RB","HOU",9.59,1.88,0.1,6.77,11.8,2.19,0.24,2.03,62,95,62,27,"9",NA,NA,81
"63","Rico Dowdle","RB","DAL",9.49,0.975,0.805,8.32,11.2,2.09,1.79,1.36,63,63,72,28,"9",NA,NA,29
"64","Zay Flowers","WR","BAL",12.7,0.652,0.0632,11.4,13.3,2.08,2.25,1.15,64,55,75,25,"5",NA,NA,8
"65","Dontayvion Wicks","WR","GB",12.6,1.67,0.275,10.1,14.5,2.02,0.879,2.42,65,74,55,26,"5",NA,NA,80
"66","Justin Fields","QB","PIT",18.6,2.08,0.25,15.6,21.5,1.94,0.531,2.64,66,83,51,6,"3",NA,NA,82
"67","Brian Thomas Jr.","WR","JAC",12.3,0.837,0.163,11.2,13.7,1.75,2.01,1.6,67,59,67,27,"6",NA,NA,21
"68","Joe Burrow","QB","CIN",18.3,0.63,0.24,17.6,19.3,1.69,2.55,0.462,68,50,91,7,"3",NA,NA,1
"69","Tee Higgins","WR","CIN",12.2,1.08,0.172,10.3,13.2,1.58,1.07,1.14,69,72,77,28,"6",NA,NA,41
"70","C.J. Stroud","QB","HOU",18.1,1.29,0.325,15.9,19.5,1.45,0.841,0.676,70,76,85,8,"4",NA,NA,44
"71","Jakobi Meyers","WR","LVR",12,1.13,0.265,10.6,13.5,1.41,1.39,1.42,71,68,71,29,"6",NA,NA,49
"72","Justice Hill","RB","BAL",8.68,1.86,0.044,6.97,11.4,1.28,0.434,1.58,72,88,68,29,"9",NA,NA,80
"73","Antonio Gibson","RB","NE",8.64,1.39,0.0215,6.82,10.8,1.24,0.288,0.967,73,92,81,30,"10",NA,NA,56
"74","Bucky Irving","RB","TB",8.61,1.09,0.0361,7.35,9.86,1.21,0.82,0.0674,74,78,101,31,"10",NA,NA,40
"75","Tyrone Tracy","RB","NYG",8.58,2.54,0.155,3.58,10.9,1.18,-2.95,1.06,76,205,78,32,"10",NA,NA,94
"76","Pat Freiermuth","TE","PIT",8.72,1.52,0.072,7.04,11.5,1.18,1.14,2.22,75,71,58,7,"5",NA,NA,68
"77","Jaxon Smith-Njigba","WR","SEA",11.7,1.01,0.299,10.6,13,1.15,1.36,0.851,77,69,82,30,"6",NA,NA,35
"78","Dak Prescott","QB","DAL",17.8,1.25,0.202,16.1,19.4,1.12,1.05,0.519,78,73,89,9,"4",NA,NA,38
"79","Tucker Kraft","TE","GB",8.65,1.34,0.41,6.75,9.94,1.11,0.836,0.614,79,77,87,8,"6",NA,NA,53
"80","Chase Brown","RB","CIN",8.42,1.37,0.447,6.9,11,1.02,0.369,1.16,80,91,74,33,"10",NA,NA,54
"81","Justin Tucker","K","BAL",9.67,0.374,0.156,9.03,10.1,1.01,1.65,0.118,81,66,100,1,"1",NA,NA,1
"82","Baker Mayfield","QB","TB",17.6,0.977,0.228,16.5,18.8,0.922,1.48,0,82,67,103,10,"4",NA,NA,21
"83","Jake Moody","K","SF",9.52,0.592,0.525,8.54,10.2,0.851,1.15,0.288,83,70,95,2,"1",NA,NA,7
"84","Rashid Shaheed","WR","NO",11.4,0.768,0.232,9.99,12.1,0.847,0.793,-0.00667,84,79,104,31,"7",NA,NA,15
"85","Cade Otton","TE","TB",8.24,1.06,0.0331,6.29,9.57,0.7,0.379,0.25,85,90,96,9,"6",NA,NA,35
"86","Kyler Murray","QB","ARI",17.4,1.05,0.0834,15.6,18.7,0.694,0.584,-0.169,86,82,106,11,"4",NA,NA,29
"87","Cole Kmet","TE","CHI",8.21,1.63,0.513,6.19,11,0.667,0.281,1.64,87,93,66,10,"6",NA,NA,79
"88","Keenan Allen","WR","CHI",11.2,1.79,0.053,8.4,13.4,0.615,-0.798,1.31,88,139,73,32,"7",NA,NA,86
"89","Patrick Mahomes","QB","KC",17.3,1.55,0.611,15,18.9,0.611,0,0.0031,89,103,102,12,"5",NA,NA,65
"90","Zach Charbonnet","RB","SEA",7.98,0.755,0.577,7.22,9.36,0.577,0.684,-0.44,90,81,111,34,"11",NA,NA,13
"91","Courtland Sutton","WR","DEN",11.1,0.874,0.231,9.68,12.4,0.562,0.482,0.331,91,86,94,33,"7",NA,NA,24
"92","Seahawks","DST","SEA",6.08,0.985,0.323,5.13,7.68,0.357,0.25,0,92,94,103,1,"1",NA,NA,89
"93","Xavier Worthy","WR","KC",10.9,0.957,0.202,9.71,12.1,0.331,0.514,0,93,84,103,34,"7",NA,NA,30
"94","Harrison Butker","K","KC",8.99,0.895,0.0533,7.47,9.96,0.327,0.0869,0,94,99,103,3,"1",NA,NA,41
"95","Evan McPherson","K","CIN",8.94,0.935,0.0364,7.48,10.2,0.273,0.0929,0.246,95,98,97,4,"1",NA,NA,52
"96","Younghoe Koo","K","ATL",8.9,1.04,0.192,7.56,10.6,0.237,0.169,0.599,96,96,88,5,"1",NA,NA,63
"97","Evan Engram","TE","JAC",7.69,2.44,0.145,4.63,10.3,0.154,-1.28,1.01,97,158,80,11,"6",NA,NA,99
"98","Jordan Addison","WR","MIN",10.7,1.12,0.129,8.93,12.3,0.129,-0.267,0.183,98,116,98,35,"7",NA,NA,45
"99","Chris Boswell","K","PIT",8.71,0.984,0.0403,7.26,9.76,0.0452,-0.126,-0.203,99,108,107,6,"1",NA,NA,59
"100","Bears","DST","CHI",5.75,1.59,0.0342,4.14,8.4,0.0342,-0.743,0.722,100,133,84,2,"1",NA,NA,96
"101","Kyle Pitts","TE","ATL",7.55,0.708,0.00884,6.41,8.63,0.00884,0.499,-0.697,101,85,119,12,"6",NA,NA,18
"102","Brayden Narveson","K","GB",8.67,0.894,0.0049,7.21,9.74,0.0049,-0.173,-0.223,102,111,109,7,"1",NA,NA,37
"103","Geno Smith","QB","SEA",16.7,1,0.255,15.4,17.7,0,0.407,-1.12,103,89,133,13,"5",NA,NA,24
"104","Dameon Pierce","RB","HOU",7.4,1.26e-15,0.0744,7.4,7.4,0,0.866,-2.4,103,75,188,35,"11",NA,NA,1
"105","Jerry Jeudy","WR","CLE",10.6,0.965,0.12,9.01,11.7,0,-0.183,-0.449,103,113,112,36,"7",NA,NA,31
"106","Ryan Izzo","TE","FA",7.54,NA,0.0398,NA,NA,0,NA,NA,103,NA,NA,13,"6",NA,NA,NA
"107","Jets","DST","NYJ",5.72,0.642,0.108,4.93,6.47,0,0.0536,-1.21,103,101,138,3,"2",NA,NA,41
"108","Austin Seibert","K","WAS",8.66,1.13,0.0212,6.66,9.75,0,-0.728,-0.21,103,132,108,8,"1",NA,NA,74
"109","Kaimi Fairbairn","K","HOU",8.64,0.9,0.0626,7.21,9.65,-0.0212,-0.175,-0.308,104,112,110,9,"2",NA,NA,44
"110","Zach Ertz","TE","WAS",7.5,1.6,0.018,5.85,10.4,-0.0398,-0.0547,1.03,105,106,79,14,"6",NA,NA,71
