rank,id,player,team,pos,game.week,opp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_draftkings
1,19801,Josh Allen,BUF,QB,16,NE,264.9,1.8,0.8,38.4,0.7,0.0,0.0,0.0,,,0.0,0.0,24.6
2,23200,Jahmyr Gibbs,DET,RB,16,CHI,0.0,0.0,0.0,96.9,0.8,3.9,29.6,0.2,,,0.0,0.0,22.4
3,19766,Saquon Barkley,PHI,RB,16,WAS,0.0,0.0,0.0,103.1,0.7,2.5,19.2,0.1,,,0.0,0.0,22.4
4,22564,Ja'Marr Chase,CIN,WR,16,CLE,0.0,0.0,0.0,1.8,0.0,7.1,95.3,0.8,,,0.0,0.0,21.6
5,19781,Lamar Jackson,BAL,QB,16,PIT,223.3,1.6,0.7,52.0,0.3,0.0,0.0,0.0,,,0.0,0.0,21.3
6,21693,Joe Burrow,CIN,QB,16,CLE,284.8,2.2,0.8,12.1,0.1,0.0,0.0,0.0,,,0.0,0.0,21.0
7,21831,Jalen Hurts,PHI,QB,16,WAS,218.4,1.3,0.7,39.1,0.7,0.0,0.0,0.0,,,0.0,0.0,20.9
8,24172,Puka Nacua,LAR,WR,16,NYJ,0.0,0.0,0.0,4.9,0.1,7.0,92.2,0.5,,,0.0,0.0,20.2
9,24374,Chase Brown,CIN,RB,16,CLE,0.0,0.0,0.0,79.2,0.7,3.8,27.6,0.2,,,0.0,0.0,19.8
10,23189,Bijan Robinson,ATL,RB,16,NYG,0.0,0.0,0.0,86.1,0.7,3.7,28.1,0.1,,,0.0,0.0,19.7
11,20889,Kyler Murray,ARI,QB,16,CAR,223.4,1.4,0.7,36.0,0.4,0.0,0.0,0.0,,,0.0,0.0,19.5
12,20824,Josh Jacobs,GB,RB,16,NO,0.0,0.0,0.0,88.4,0.9,2.6,20.4,0.1,,,0.0,0.0,19.4
13,23235,Jayden Daniels,WAS,QB,16,PHI,205.1,1.2,0.7,47.0,0.4,0.0,0.0,0.0,,,0.0,0.0,19.2
14,18983,James Conner,ARI,RB,16,CAR,0.0,0.0,0.0,83.4,0.7,3.5,26.2,0.1,,,0.0,0.0,19.2
15,24179,De'Von Achane,MIA,RB,16,SF,0.0,0.0,0.0,58.6,0.5,4.8,35.8,0.3,,,0.0,0.0,18.9
16,21841,Jordan Love,GB,QB,16,NO,245.3,1.8,0.7,12.9,0.2,0.0,0.0,0.0,,,0.0,0.0,18.6
17,19790,Baker Mayfield,TB,QB,16,DAL,253.2,1.8,0.8,14.2,0.1,0.0,0.0,0.0,,,0.0,0.0,18.4
18,21685,Justin Jefferson,MIN,WR,16,SEA,0.0,0.0,0.0,0.5,0.0,5.7,86.8,0.6,,,0.0,0.0,18.0
19,21679,CeeDee Lamb,DAL,WR,16,TB,0.0,0.0,0.0,5.0,0.1,6.7,74.9,0.4,,,0.0,0.0,17.7
20,17922,Jared Goff,DET,QB,16,CHI,254.6,1.8,0.7,4.2,0.1,0.0,0.0,0.0,,,0.0,0.0,17.6
21,22587,Amon-Ra St. Brown,DET,WR,16,CHI,0.0,0.0,0.0,1.0,0.0,6.5,72.9,0.6,,,0.0,0.0,17.5
22,19812,Sam Darnold,MIN,QB,16,SEA,245.8,1.7,0.8,12.1,0.1,0.0,0.0,0.0,,,0.0,0.0,17.4
23,24117,Anthony Richardson,IND,QB,16,TEN,196.9,1.1,1.1,40.7,0.4,0.0,0.0,0.0,,,0.0,0.0,17.2
24,21756,Nico Collins,HOU,WR,16,KC,0.0,0.0,0.0,0.3,0.0,5.7,84.6,0.5,,,0.0,0.0,17.2
25,16470,Davante Adams,NYJ,WR,16,LAR,0.0,0.0,0.0,0.1,0.0,5.8,77.5,0.6,,,0.0,0.0,17.2
26,16597,Mike Evans,TB,WR,16,DAL,0.0,0.0,0.0,0.1,0.0,5.0,77.4,0.7,,,0.0,0.0,16.9
27,18890,Patrick Mahomes,KC,QB,16,HOU,238.2,1.5,0.8,17.2,0.1,0.0,0.0,0.0,,,0.0,0.0,16.9
28,23241,Brock Purdy,SF,QB,16,MIA,234.7,1.6,0.7,13.5,0.1,0.0,0.0,0.0,,,0.0,0.0,16.8
29,18858,Joe Mixon,HOU,RB,16,KC,0.0,0.0,0.0,73.3,0.6,3.1,22.9,0.1,,,0.0,0.0,16.8
30,17959,Derrick Henry,BAL,RB,16,PIT,0.0,0.0,0.0,89.9,0.9,1.0,8.1,0.1,,,0.0,0.0,16.7
31,24927,Caleb Williams,CHI,QB,16,DET,217.2,1.4,0.8,21.7,0.2,0.0,0.0,0.0,,,0.0,0.0,16.7
32,23212,Kyren Williams,LAR,RB,16,NYJ,0.0,0.0,0.0,81.6,0.8,2.0,13.0,0.1,,,0.0,0.0,16.7
33,21042,A.J. Brown,PHI,WR,16,WAS,0.0,0.0,0.0,0.2,0.0,5.3,83.3,0.5,,,0.0,0.0,16.6
34,21677,Tua Tagovailoa,MIA,QB,16,SF,238.6,1.7,0.8,5.2,0.1,0.0,0.0,0.0,,,0.0,0.0,16.6
35,21681,Justin Herbert,LAC,QB,16,DEN,228.6,1.4,0.7,14.2,0.2,0.0,0.0,0.0,,,0.0,0.0,16.5
36,2593,Aaron Rodgers,NYJ,QB,16,LAR,237.4,1.6,0.6,6.2,0.1,0.0,0.0,0.0,,,0.0,0.0,16.4
37,25069,Bo Nix,DEN,QB,16,LAC,216.4,1.3,0.8,21.4,0.2,0.0,0.0,0.0,,,0.0,0.0,16.2
38,9038,Matthew Stafford,LAR,QB,16,NYJ,239.5,1.6,0.8,3.9,0.1,0.0,0.0,0.0,,,0.0,0.0,16.1
39,24933,Brian Thomas Jr.,JAX,WR,16,LV,0.0,0.0,0.0,0.8,0.0,5.2,71.2,0.6,,,0.0,0.0,16.0
40,21691,Chuba Hubbard,CAR,RB,16,ARI,0.0,0.0,0.0,71.7,0.6,2.9,17.0,0.1,,,0.0,0.0,15.9
41,21690,Tee Higgins,CIN,WR,16,CLE,0.0,0.0,0.0,0.2,0.0,5.6,72.4,0.5,,,0.0,0.0,15.9
42,23157,Jaxon Smith-Njigba,SEA,WR,16,MIN,0.0,0.0,0.0,0.8,0.0,6.0,67.7,0.5,,,0.0,0.0,15.8
43,18082,Tyreek Hill,MIA,WR,16,SF,0.0,0.0,0.0,3.0,0.0,5.6,69.3,0.5,,,0.0,0.0,15.8
44,24953,Malik Nabers,NYG,WR,16,ATL,0.0,0.0,0.0,0.6,0.0,6.3,70.8,0.4,,,0.0,0.0,15.7
45,19800,Courtland Sutton,DEN,WR,16,LAC,0.0,0.0,0.0,0.2,0.0,5.3,73.3,0.5,,,0.0,0.0,15.7
46,21682,Jonathan Taylor,IND,RB,16,TEN,0.0,0.0,0.0,80.1,0.7,1.6,13.0,0.1,,,0.0,0.0,15.6
47,23239,C.J. Stroud,HOU,QB,16,KC,235.8,1.3,0.7,11.8,0.1,0.0,0.0,0.0,,,0.0,0.0,15.5
48,23251,Trey McBride,ARI,TE,16,CAR,0.0,0.0,0.0,0.0,0.0,6.4,66.8,0.4,,,0.0,0.0,15.4
49,14895,Geno Smith,SEA,QB,16,MIN,231.8,1.3,0.8,10.5,0.1,0.0,0.0,0.0,,,0.0,0.0,15.2
50,24958,Drake Maye,NE,QB,16,BUF,205.3,1.1,1.0,25.1,0.2,0.0,0.0,0.0,,,0.0,0.0,15.1
51,23242,Michael Penix Jr.,ATL,QB,16,NYG,223.1,1.4,0.8,9.5,0.1,0.0,0.0,0.0,,,0.0,0.0,15.1
52,21717,Jauan Jennings,SF,WR,16,MIA,0.0,0.0,0.0,0.5,0.0,5.4,66.1,0.5,,,0.0,0.0,15.1
53,19461,Cooper Rush,DAL,QB,16,TB,234.5,1.4,0.8,4.7,0.1,0.0,0.0,0.0,,,0.0,0.0,15.1
54,19045,Aaron Jones,MIN,RB,16,SEA,0.0,0.0,0.0,67.0,0.4,2.7,20.9,0.2,,,0.0,0.0,15.0
55,24943,Brock Bowers,LV,TE,16,JAX,0.0,0.0,0.0,0.2,0.0,5.9,67.4,0.4,,,0.0,0.0,15.0
56,14536,Russell Wilson,PIT,QB,16,BAL,215.3,1.2,0.6,11.2,0.2,0.0,0.0,0.0,,,0.0,0.0,14.9
57,23247,James Cook,BUF,RB,16,NE,0.0,0.0,0.0,71.4,0.6,2.0,16.3,0.1,,,0.0,0.0,14.9
58,18882,Cooper Kupp,LAR,WR,16,NYJ,0.0,0.0,0.0,1.2,0.0,5.7,60.3,0.5,,,0.0,0.0,14.8
59,20873,Terry McLaurin,WAS,WR,16,PHI,0.0,0.0,0.0,0.2,0.0,4.7,65.3,0.6,,,0.0,0.0,14.8
60,23151,Drake London,ATL,WR,16,NYG,0.0,0.0,0.0,0.3,0.0,5.2,65.9,0.5,,,0.0,0.0,14.8
61,24967,Bucky Irving,TB,RB,16,DAL,0.0,0.0,0.0,68.3,0.5,2.5,19.5,0.1,,,0.0,0.0,14.8
