rank,id,player,team,pos,game.week,opp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_draftkings
1,19781,Lamar Jackson,BAL,QB,10,CIN,243.2,1.7,0.6,45.5,0.3,0.0,0.0,0.0,,,0.0,0.0,22.0
2,17959,Derrick Henry,BAL,RB,10,CIN,0.0,0.0,0.0,101.6,1.0,1.1,9.2,0.1,,,0.0,0.0,21.7
3,19801,Josh Allen,BUF,QB,10,IND,249.2,1.7,0.8,30.7,0.4,0.0,0.0,0.0,,,0.0,0.0,21.1
4,18878,Alvin Kamara,NO,RB,10,ATL,0.0,0.0,0.0,73.6,0.5,5.5,41.6,0.2,,,0.0,0.0,21.0
5,22564,Ja'Marr Chase,CIN,WR,10,BAL,0.0,0.0,0.0,1.0,0.0,7.4,93.7,0.7,,,0.0,0.0,21.0
6,21831,Jalen Hurts,PHI,QB,10,DAL,208.0,1.3,0.7,42.6,0.7,0.0,0.0,0.0,,,0.0,0.0,20.9
7,23189,Bijan Robinson,ATL,RB,10,NO,0.0,0.0,0.0,78.0,0.6,4.3,36.5,0.1,,,0.0,0.0,19.9
8,21685,Justin Jefferson,MIN,WR,10,JAX,0.0,0.0,0.0,0.6,0.0,6.4,98.2,0.6,,,0.0,0.0,19.8
9,23235,Jayden Daniels,WAS,QB,10,PIT,216.5,1.2,0.8,47.3,0.4,0.0,0.0,0.0,,,0.0,0.0,19.5
10,24179,De'Von Achane,MIA,RB,10,LAR,0.0,0.0,0.0,56.5,0.5,4.9,42.3,0.3,,,0.0,0.0,19.5
11,21693,Joe Burrow,CIN,QB,10,BAL,268.1,1.9,0.6,11.5,0.1,0.0,0.0,0.0,,,0.0,0.0,19.4
12,23241,Brock Purdy,SF,QB,10,TB,258.3,1.8,0.7,15.3,0.2,0.0,0.0,0.0,,,0.0,0.0,19.3
13,18877,Christian McCaffrey,SF,RB,10,TB,0.0,0.0,0.0,73.6,0.7,3.7,28.1,0.2,,,0.0,0.0,19.2
14,19766,Saquon Barkley,PHI,RB,10,DAL,0.0,0.0,0.0,99.9,0.7,2.5,18.1,0.1,,,0.0,0.0,19.0
15,23212,Kyren Williams,LAR,RB,10,MIA,0.0,0.0,0.0,84.1,0.8,2.4,16.8,0.2,,,0.0,0.0,18.4
16,18858,Joe Mixon,HOU,RB,10,DET,0.0,0.0,0.0,85.7,0.7,2.9,21.8,0.1,,,0.0,0.0,18.2
17,21682,Jonathan Taylor,IND,RB,10,BUF,0.0,0.0,0.0,87.9,0.8,2.3,18.0,0.1,,,0.0,0.0,18.2
18,19812,Sam Darnold,MIN,QB,10,JAX,250.8,1.7,0.7,14.1,0.1,0.0,0.0,0.0,,,0.0,0.0,18.0
19,18890,Patrick Mahomes,KC,QB,10,DEN,234.0,1.6,0.7,19.1,0.2,0.0,0.0,0.0,,,0.0,0.0,18.0
20,22526,Breece Hall,NYJ,RB,10,ARI,0.0,0.0,0.0,73.7,0.5,3.6,31.7,0.1,,,0.0,0.0,17.6
21,24953,Malik Nabers,NYG,WR,10,CAR,0.0,0.0,0.0,1.0,0.0,6.8,75.5,0.5,,,0.0,0.0,17.4
22,22587,Amon-Ra St. Brown,DET,WR,10,HOU,0.0,0.0,0.0,0.7,0.0,6.5,72.0,0.6,,,0.0,0.0,17.3
23,21677,Tua Tagovailoa,MIA,QB,10,LAR,255.4,1.6,0.8,8.3,0.1,0.0,0.0,0.0,,,0.0,0.0,17.1
24,19045,Aaron Jones,MIN,RB,10,JAX,0.0,0.0,0.0,73.8,0.5,3.1,25.1,0.2,,,0.0,0.0,17.1
25,20889,Kyler Murray,ARI,QB,10,NYJ,195.8,1.2,0.7,36.5,0.3,0.0,0.0,0.0,,,0.0,0.0,17.1
26,14252,Kirk Cousins,ATL,QB,10,NO,258.8,1.6,0.8,2.8,0.1,0.0,0.0,0.0,,,0.0,0.0,16.7
27,23239,C.J. Stroud,HOU,QB,10,DET,237.7,1.6,0.8,12.1,0.1,0.0,0.0,0.0,,,0.0,0.0,16.7
28,21684,D'Andre Swift,CHI,RB,10,NE,0.0,0.0,0.0,76.6,0.6,2.7,22.1,0.1,,,0.0,0.0,16.7
29,20841,Daniel Jones,NYG,QB,10,CAR,213.5,1.2,0.7,29.4,0.2,0.0,0.0,0.0,,,0.0,0.0,16.6
30,17922,Jared Goff,DET,QB,10,HOU,237.0,1.7,0.6,3.8,0.1,0.0,0.0,0.0,,,0.0,0.0,16.6
31,23122,Garrett Wilson,NYJ,WR,10,ARI,0.0,0.0,0.0,1.0,0.0,6.1,74.5,0.5,,,0.0,0.0,16.6
32,9038,Matthew Stafford,LAR,QB,10,MIA,256.3,1.7,0.8,3.5,0.0,0.0,0.0,0.0,,,0.0,0.0,16.5
33,21681,Justin Herbert,LAC,QB,10,TEN,224.0,1.4,0.6,13.7,0.2,0.0,0.0,0.0,,,0.0,0.0,16.3
34,18882,Cooper Kupp,LAR,WR,10,MIA,0.0,0.0,0.0,1.4,0.0,6.3,69.1,0.5,,,0.0,0.0,16.2
35,19063,George Kittle,SF,TE,10,TB,0.0,0.0,0.0,0.1,0.0,5.6,69.9,0.6,,,0.0,0.0,16.2
36,19790,Baker Mayfield,TB,QB,10,SF,235.4,1.3,0.9,15.4,0.2,0.0,0.0,0.0,,,0.0,0.0,16.2
37,2593,Aaron Rodgers,NYJ,QB,10,ARI,247.3,1.6,0.7,5.5,0.0,0.0,0.0,0.0,,,0.0,0.0,16.0
38,23200,Jahmyr Gibbs,DET,RB,10,HOU,0.0,0.0,0.0,67.6,0.6,2.9,22.2,0.1,,,0.0,0.0,16.0
39,24927,Caleb Williams,CHI,QB,10,NE,214.0,1.3,0.7,23.1,0.1,0.0,0.0,0.0,,,0.0,0.0,15.9
40,21674,J.K. Dobbins,LAC,RB,10,TEN,0.0,0.0,0.0,74.3,0.7,2.3,14.3,0.1,,,0.0,0.0,15.9
41,18082,Tyreek Hill,MIA,WR,10,LAR,0.0,0.0,0.0,2.9,0.0,5.3,73.3,0.5,,,0.0,0.0,15.8
42,24374,Chase Brown,CIN,RB,10,BAL,0.0,0.0,0.0,59.8,0.5,3.7,26.2,0.1,,,0.0,0.0,15.8
43,14536,Russell Wilson,PIT,QB,10,WAS,213.0,1.2,0.7,20.8,0.2,0.0,0.0,0.0,,,0.0,0.0,15.6
44,18944,Kareem Hunt,KC,RB,10,DEN,0.0,0.0,0.0,81.2,0.8,1.2,9.2,0.1,,,0.0,0.0,15.5
45,25069,Bo Nix,DEN,QB,10,KC,197.5,1.0,0.8,29.9,0.3,0.0,0.0,0.0,,,0.0,0.0,15.5
46,21042,A.J. Brown,PHI,WR,10,DAL,0.0,0.0,0.0,0.1,0.0,5.0,75.4,0.5,,,0.0,0.0,15.4
47,16470,Davante Adams,NYJ,WR,10,ARI,0.0,0.0,0.0,0.1,0.0,5.5,69.6,0.5,,,0.0,0.0,15.4
