rank,id,player,team,pos,game.week,opp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_draftkings
1,22564,Ja'Marr Chase,CIN,WR,17,DEN,0.0,0.0,0.0,2.1,0.0,7.5,100.7,0.8,,,0.0,0.0,25.6
2,19801,Josh Allen,BUF,QB,17,NYJ,255.4,1.8,0.8,36.4,0.6,0.0,0.0,0.0,,,0.0,0.0,23.5
3,19766,Saquon Barkley,PHI,RB,17,DAL,0.0,0.0,0.0,109.1,0.8,2.4,18.3,0.1,,,0.0,0.0,23.4
4,19781,Lamar Jackson,BAL,QB,17,HOU,226.9,1.6,0.7,50.6,0.3,0.0,0.0,0.0,,,0.0,0.0,21.4
5,23235,Jayden Daniels,WAS,QB,17,ATL,220.4,1.4,0.7,51.7,0.4,0.0,0.0,0.0,,,0.0,0.0,21.1
6,23200,Jahmyr Gibbs,DET,RB,17,SF,0.0,0.0,0.0,91.5,0.8,3.7,29.1,0.1,,,0.0,0.0,21.1
7,24172,Puka Nacua,LAR,WR,17,ARI,0.0,0.0,0.0,5.3,0.1,7.4,92.0,0.5,,,0.0,0.0,20.7
8,21693,Joe Burrow,CIN,QB,17,DEN,278.0,2.1,0.8,12.0,0.1,0.0,0.0,0.0,,,0.0,0.0,20.3
9,19790,Baker Mayfield,TB,QB,17,CAR,261.7,1.8,0.8,15.8,0.2,0.0,0.0,0.0,,,0.0,0.0,19.4
10,21685,Justin Jefferson,MIN,WR,17,GB,0.0,0.0,0.0,0.5,0.0,6.3,94.8,0.6,,,0.0,0.0,19.4
11,24374,Chase Brown,CIN,RB,17,DEN,0.0,0.0,0.0,76.1,0.6,3.8,26.8,0.2,,,0.0,0.0,18.8
12,24179,De'Von Achane,MIA,RB,17,CLE,0.0,0.0,0.0,65.2,0.5,4.5,32.6,0.2,,,0.0,0.0,18.4
13,21756,Nico Collins,HOU,WR,17,BAL,0.0,0.0,0.0,0.2,0.0,6.0,87.6,0.6,,,0.0,0.0,18.4
14,21682,Jonathan Taylor,IND,RB,17,NYG,0.0,0.0,0.0,95.6,0.8,2.0,15.0,0.1,,,0.0,0.0,18.4
15,23241,Brock Purdy,SF,QB,17,DET,249.8,1.7,0.8,13.4,0.2,0.0,0.0,0.0,,,0.0,0.0,18.3
16,23189,Bijan Robinson,ATL,RB,17,WAS,0.0,0.0,0.0,86.0,0.6,3.0,22.5,0.1,,,0.0,0.0,17.9
17,20824,Josh Jacobs,GB,RB,17,MIN,0.0,0.0,0.0,80.1,0.7,2.9,23.3,0.1,,,0.0,0.0,17.9
18,23212,Kyren Williams,LAR,RB,17,ARI,0.0,0.0,0.0,92.1,0.8,2.1,14.0,0.1,,,0.0,0.0,17.9
19,20889,Kyler Murray,ARI,QB,17,LAR,213.9,1.2,0.7,36.1,0.3,0.0,0.0,0.0,,,0.0,0.0,17.9
20,16597,Mike Evans,TB,WR,17,CAR,0.0,0.0,0.0,0.1,0.0,5.3,82.1,0.7,,,0.0,0.0,17.7
21,19812,Sam Darnold,MIN,QB,17,GB,254.5,1.7,0.9,11.8,0.1,0.0,0.0,0.0,,,0.0,0.0,17.7
22,21841,Jordan Love,GB,QB,17,MIN,240.8,1.8,0.8,11.6,0.1,0.0,0.0,0.0,,,0.0,0.0,17.6
23,22587,Amon-Ra St. Brown,DET,WR,17,SF,0.0,0.0,0.0,0.9,0.0,6.5,73.2,0.6,,,0.0,0.0,17.5
24,17959,Derrick Henry,BAL,RB,17,HOU,0.0,0.0,0.0,96.0,0.8,1.4,11.3,0.1,,,0.0,0.0,17.4
25,24933,Brian Thomas Jr.,JAX,WR,17,TEN,0.0,0.0,0.0,0.6,0.0,6.1,76.3,0.6,,,0.0,0.0,17.4
26,21681,Justin Herbert,LAC,QB,17,NE,236.9,1.5,0.7,15.7,0.2,0.0,0.0,0.0,,,0.0,0.0,17.4
27,18890,Patrick Mahomes,KC,QB,17,PIT,247.7,1.4,0.8,19.9,0.1,0.0,0.0,0.0,,,0.0,0.0,17.1
28,25069,Bo Nix,DEN,QB,17,CIN,231.6,1.4,0.9,22.3,0.2,0.0,0.0,0.0,,,0.0,0.0,17.1
29,18858,Joe Mixon,HOU,RB,17,BAL,0.0,0.0,0.0,70.9,0.6,3.3,24.2,0.1,,,0.0,0.0,16.9
30,14895,Geno Smith,SEA,QB,17,CHI,243.8,1.4,0.7,11.2,0.2,0.0,0.0,0.0,,,0.0,0.0,16.8
31,16470,Davante Adams,NYJ,WR,17,BUF,0.0,0.0,0.0,0.1,0.0,6.1,76.2,0.5,,,0.0,0.0,16.7
32,24927,Caleb Williams,CHI,QB,17,SEA,216.3,1.4,0.8,22.1,0.2,0.0,0.0,0.0,,,0.0,0.0,16.7
