rank,id,team,game.week,opp,tkl_loss,def_sck,qb_hits,def_int,fum_recovered,safeties,def_td,return_td,opp_pts,fpts_draftkings
1,IND,IND,17,NYG,0.0,2.8,0.0,0.9,0.7,0.1,0.2,0.0,17.7,8.4
2,PHI,PHI,17,DAL,0.0,2.6,0.0,0.8,0.7,0.1,0.2,0.0,18.1,8.0
3,MIA,MIA,17,CLE,0.0,2.6,0.0,0.9,0.6,0.1,0.2,0.0,16.2,8.0
4,LAC,LAC,17,NE,0.0,2.6,0.0,0.8,0.6,0.1,0.2,0.0,18.7,7.8
5,TB,TB,17,CAR,0.0,2.5,0.0,0.8,0.6,0.1,0.2,0.0,19.5,7.7
6,SEA,SEA,17,CHI,0.0,2.7,0.0,0.7,0.6,0.1,0.2,0.0,19.9,7.7
7,BUF,BUF,17,NYJ,0.0,2.4,0.0,0.8,0.6,0.1,0.2,0.0,19.6,7.6
8,TEN,TEN,17,JAX,0.0,2.2,0.0,0.9,0.6,0.1,0.2,0.0,20.6,7.6
9,NO,NO,17,LV,0.0,2.3,0.0,0.8,0.6,0.1,0.2,0.0,19.3,7.5
10,JAX,JAX,17,TEN,0.0,2.3,0.0,0.8,0.6,0.1,0.2,0.0,20.2,7.5
11,LV,LV,17,NO,0.0,2.4,0.0,0.7,0.6,0.1,0.2,0.0,19.2,7.4
12,KC,KC,17,PIT,0.0,2.4,0.0,0.7,0.6,0.1,0.2,0.0,20.8,7.4
13,CLE,CLE,17,MIA,0.0,2.3,0.0,0.7,0.5,0.0,0.2,0.0,20.9,6.9
14,GB,GB,17,MIN,0.0,2.5,0.0,0.8,0.6,0.1,0.2,0.0,23.8,6.7
15,CHI,CHI,17,SEA,0.0,2.4,0.0,0.8,0.5,0.1,0.2,0.0,22.6,6.4
16,BAL,BAL,17,HOU,0.0,2.6,0.0,0.7,0.5,0.1,0.2,0.0,21.1,6.4
17,LAR,LAR,17,ARI,0.0,2.3,0.0,0.7,0.6,0.1,0.2,0.0,21.0,6.3
18,PIT,PIT,17,KC,0.0,2.4,0.0,0.7,0.5,0.1,0.2,0.0,23.7,6.2
19,DET,DET,17,SF,0.0,2.2,0.0,0.8,0.5,0.1,0.2,0.0,24.9,6.2
20,MIN,MIN,17,GB,0.0,2.2,0.0,0.7,0.6,0.1,0.2,0.0,23.8,6.2
21,WAS,WAS,17,ATL,0.0,2.3,0.0,0.7,0.6,0.0,0.2,0.0,21.8,6.1
22,CIN,CIN,17,DEN,0.0,2.1,0.0,0.8,0.5,0.1,0.2,0.0,22.1,6.1
23,NYG,NYG,17,IND,0.0,2.0,0.0,0.7,0.6,0.1,0.2,0.0,24.0,6.0
24,DAL,DAL,17,PHI,0.0,2.1,0.0,0.7,0.5,0.1,0.2,0.0,24.7,5.9
25,NE,NE,17,LAC,0.0,2.1,0.0,0.6,0.5,0.1,0.2,0.0,22.7,5.7
26,DEN,DEN,17,CIN,0.0,2.4,0.0,0.7,0.5,0.1,0.1,0.0,26.7,5.6
27,ATL,ATL,17,WAS,0.0,2.1,0.0,0.7,0.5,0.1,0.1,0.0,24.3,5.3
28,SF,SF,17,DET,0.0,2.1,0.0,0.6,0.5,0.1,0.1,0.0,25.2,5.1
29,ARI,ARI,17,LAR,0.0,2.0,0.0,0.6,0.5,0.1,0.1,0.0,27.0,5.0
30,HOU,HOU,17,BAL,0.0,2.0,0.0,0.6,0.5,0.0,0.1,0.0,26.0,4.8
31,NYJ,NYJ,17,BUF,0.0,1.8,0.0,0.6,0.4,0.1,0.1,0.0,26.9,4.6
32,CAR,CAR,17,TB,0.0,2.0,0.0,0.7,0.5,0.1,0.1,0.0,28.3,4.2
