rank,id,team,game.week,opp,tkl_loss,def_sck,qb_hits,def_int,fum_recovered,safeties,def_td,return_td,opp_pts,fpts_draftkings
1,PIT,PIT,14,CLE,0.0,2.8,0.0,1.0,0.7,0.1,0.3,0.0,17.7,9.2
2,PHI,PHI,14,CAR,0.0,2.7,0.0,0.9,0.7,0.1,0.2,0.0,17.5,8.3
3,TB,TB,14,LV,0.0,2.7,0.0,0.8,0.7,0.1,0.2,0.0,19.0,8.1
4,NO,NO,14,NYG,0.0,2.6,0.0,0.8,0.7,0.1,0.2,0.0,17.9,8.0
5,SF,SF,14,CHI,0.0,2.6,0.0,0.8,0.6,0.1,0.2,0.0,19.0,7.8
6,ARI,ARI,14,SEA,0.0,2.5,0.0,0.8,0.6,0.1,0.2,0.0,20.9,7.7
7,TEN,TEN,14,JAX,0.0,2.4,0.0,0.8,0.6,0.1,0.2,0.0,18.6,7.6
8,MIA,MIA,14,NYJ,0.0,2.4,0.0,0.7,0.6,0.1,0.2,0.0,20.9,7.4
9,MIN,MIN,14,ATL,0.0,2.7,0.0,0.9,0.6,0.1,0.2,0.0,21.3,7.1
10,KC,KC,14,LAC,0.0,2.5,0.0,0.6,0.5,0.0,0.2,0.0,19.6,6.9
11,JAX,JAX,14,TEN,0.0,2.6,0.0,0.7,0.6,0.1,0.2,0.0,21.1,6.6
12,BUF,BUF,14,LAR,0.0,2.4,0.0,0.8,0.6,0.1,0.2,0.0,22.9,6.6
13,CIN,CIN,14,DAL,0.0,2.4,0.0,0.8,0.6,0.1,0.2,0.0,23.1,6.6
14,DET,DET,14,GB,0.0,2.2,0.0,0.8,0.6,0.1,0.2,0.0,23.6,6.4
15,SEA,SEA,14,ARI,0.0,2.3,0.0,0.7,0.6,0.1,0.2,0.0,23.7,6.3
16,CHI,CHI,14,SF,0.0,2.2,0.0,0.7,0.6,0.1,0.2,0.0,24.8,6.2
17,LAC,LAC,14,KC,0.0,2.3,0.0,0.7,0.5,0.1,0.2,0.0,24.3,6.1
18,CLE,CLE,14,PIT,0.0,2.2,0.0,0.7,0.5,0.1,0.2,0.0,23.8,6.0
19,DAL,DAL,14,CIN,0.0,2.2,0.0,0.7,0.5,0.1,0.2,0.0,27.6,6.0
20,NYG,NYG,14,NO,0.0,2.1,0.0,0.7,0.5,0.1,0.2,0.0,22.1,5.9
21,NYJ,NYJ,14,MIA,0.0,2.1,0.0,0.6,0.5,0.0,0.2,0.0,25.8,5.5
22,ATL,ATL,14,MIN,0.0,2.3,0.0,0.7,0.5,0.1,0.1,0.0,24.0,5.5
23,GB,GB,14,DET,0.0,2.1,0.0,0.7,0.5,0.1,0.1,0.0,26.8,5.3
24,LAR,LAR,14,BUF,0.0,2.0,0.0,0.7,0.5,0.1,0.1,0.0,25.9,5.2
25,LV,LV,14,TB,0.0,2.1,0.0,0.7,0.5,0.0,0.1,0.0,25.2,5.1
26,CAR,CAR,14,PHI,0.0,1.8,0.0,0.5,0.5,0.1,0.1,0.0,28.1,3.6
