rank,id,player,team,pos,game.week,opp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_draftkings
1,21831,Jalen Hurts,PHI,QB,12,LAR,229.8,1.3,0.7,37.6,0.7,0.0,0.0,0.0,,,0.0,0.0,21.1
2,19781,Lamar Jackson,BAL,QB,12,LAC,237.6,1.6,0.7,46.6,0.2,0.0,0.0,0.0,,,0.0,0.0,20.9
3,23235,Jayden Daniels,WAS,QB,12,DAL,224.3,1.4,0.7,46.7,0.4,0.0,0.0,0.0,,,0.0,0.0,20.6
4,24179,De'Von Achane,MIA,RB,12,NE,0.0,0.0,0.0,70.1,0.5,4.7,37.0,0.3,,,0.0,0.0,20.1
5,18877,Christian McCaffrey,SF,RB,12,GB,0.0,0.0,0.0,84.1,0.6,4.0,30.3,0.2,,,0.0,0.0,20.0
6,19766,Saquon Barkley,PHI,RB,12,LAR,0.0,0.0,0.0,96.7,0.7,2.7,19.5,0.2,,,0.0,0.0,19.6
7,18858,Joe Mixon,HOU,RB,12,TEN,0.0,0.0,0.0,89.8,0.9,2.6,21.3,0.1,,,0.0,0.0,19.6
8,20889,Kyler Murray,ARI,QB,12,SEA,219.5,1.4,0.8,37.0,0.4,0.0,0.0,0.0,,,0.0,0.0,19.4
9,21681,Justin Herbert,LAC,QB,12,BAL,252.4,1.7,0.5,17.7,0.2,0.0,0.0,0.0,,,0.0,0.0,19.2
10,18890,Patrick Mahomes,KC,QB,12,CAR,243.7,1.8,0.7,18.1,0.2,0.0,0.0,0.0,,,0.0,0.0,19.1
11,22587,Amon-Ra St. Brown,DET,WR,12,IND,0.0,0.0,0.0,0.8,0.0,6.9,75.2,0.7,,,0.0,0.0,18.6
12,19790,Baker Mayfield,TB,QB,12,NYG,235.3,1.8,0.8,16.6,0.2,0.0,0.0,0.0,,,0.0,0.0,18.5
13,25069,Bo Nix,DEN,QB,12,LV,220.0,1.4,0.8,27.3,0.4,0.0,0.0,0.0,,,0.0,0.0,18.3
14,17959,Derrick Henry,BAL,RB,12,LAC,0.0,0.0,0.0,96.3,1.0,1.0,8.2,0.1,,,0.0,0.0,17.9
15,14895,Geno Smith,SEA,QB,12,ARI,255.5,1.5,0.8,15.0,0.2,0.0,0.0,0.0,,,0.0,0.0,17.9
16,21841,Jordan Love,GB,QB,12,SF,239.0,1.9,0.8,8.9,0.1,0.0,0.0,0.0,,,0.0,0.0,17.8
17,21677,Tua Tagovailoa,MIA,QB,12,NE,257.0,1.7,0.8,8.3,0.1,0.0,0.0,0.0,,,0.0,0.0,17.6
18,21685,Justin Jefferson,MIN,WR,12,CHI,0.0,0.0,0.0,0.4,0.0,5.7,85.9,0.5,,,0.0,0.0,17.2
19,24117,Anthony Richardson,IND,QB,12,DET,207.0,1.1,1.1,36.0,0.4,0.0,0.0,0.0,,,0.0,0.0,17.2
20,23239,C.J. Stroud,HOU,QB,12,TEN,243.7,1.6,0.7,11.8,0.1,0.0,0.0,0.0,,,0.0,0.0,17.1
21,17922,Jared Goff,DET,QB,12,IND,251.8,1.8,0.6,3.9,0.0,0.0,0.0,0.0,,,0.0,0.0,17.0
