rank,id,player,team,pos,game.week,opp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_draftkings
1,19781,Lamar Jackson,BAL,QB,18,CLE,231.5,1.8,0.6,55.1,0.3,0.0,0.0,0.0,,,0.0,0.0,23.0
2,21682,Jonathan Taylor,IND,RB,18,JAX,0.0,0.0,0.0,101.0,0.9,1.8,13.8,0.1,,,0.0,0.0,22.1
3,23200,Jahmyr Gibbs,DET,RB,18,MIN,0.0,0.0,0.0,91.1,0.8,3.8,31.7,0.2,,,0.0,0.0,22.0
4,17959,Derrick Henry,BAL,RB,18,CLE,0.0,0.0,0.0,100.2,1.0,1.3,10.8,0.1,,,0.0,0.0,21.9
5,22564,Ja'Marr Chase,CIN,WR,18,PIT,0.0,0.0,0.0,1.6,0.0,7.5,96.7,0.7,,,0.0,0.0,21.5
6,23189,Bijan Robinson,ATL,RB,18,CAR,0.0,0.0,0.0,97.3,0.8,3.3,23.2,0.1,,,0.0,0.0,20.6
7,23235,Jayden Daniels,WAS,QB,18,DAL,210.8,1.3,0.7,51.8,0.4,0.0,0.0,0.0,,,0.0,0.0,20.3
8,21693,Joe Burrow,CIN,QB,18,PIT,278.0,2.1,0.8,12.2,0.1,0.0,0.0,0.0,,,0.0,0.0,20.2
9,19812,Sam Darnold,MIN,QB,18,DET,270.3,2.1,0.9,11.9,0.1,0.0,0.0,0.0,,,0.0,0.0,19.8
10,21685,Justin Jefferson,MIN,WR,18,DET,0.0,0.0,0.0,0.4,0.0,6.6,95.3,0.6,,,0.0,0.0,19.8
11,19790,Baker Mayfield,TB,QB,18,NO,264.6,2.0,0.8,15.2,0.1,0.0,0.0,0.0,,,0.0,0.0,19.7
12,17922,Jared Goff,DET,QB,18,MIN,267.8,2.1,0.7,3.9,0.1,0.0,0.0,0.0,,,0.0,0.0,19.2
13,22587,Amon-Ra St. Brown,DET,WR,18,MIN,0.0,0.0,0.0,0.9,0.0,7.1,77.5,0.7,,,0.0,0.0,19.1
14,24933,Brian Thomas Jr.,JAX,WR,18,IND,0.0,0.0,0.0,2.4,0.0,6.3,82.0,0.6,,,0.0,0.0,18.3
15,20889,Kyler Murray,ARI,QB,18,SF,214.8,1.3,0.7,35.4,0.3,0.0,0.0,0.0,,,0.0,0.0,18.2
16,25069,Bo Nix,DEN,QB,18,KC,218.3,1.6,0.7,23.0,0.3,0.0,0.0,0.0,,,0.0,0.0,18.2
17,21841,Jordan Love,GB,QB,18,CHI,233.7,1.7,0.7,11.7,0.2,0.0,0.0,0.0,,,0.0,0.0,17.6
18,24953,Malik Nabers,NYG,WR,18,PHI,0.0,0.0,0.0,0.4,0.0,6.5,80.1,0.5,,,0.0,0.0,17.6
19,16597,Mike Evans,TB,WR,18,NO,0.0,0.0,0.0,0.1,0.0,5.5,77.0,0.7,,,0.0,0.0,17.4
20,24967,Bucky Irving,TB,RB,18,NO,0.0,0.0,0.0,81.4,0.6,2.8,22.2,0.1,,,0.0,0.0,17.2
21,21681,Justin Herbert,LAC,QB,18,LV,228.5,1.5,0.6,15.2,0.2,0.0,0.0,0.0,,,0.0,0.0,17.1
22,21690,Tee Higgins,CIN,WR,18,PIT,0.0,0.0,0.0,0.1,0.0,5.9,73.9,0.6,,,0.0,0.0,16.9
23,14536,Russell Wilson,PIT,QB,18,CIN,230.5,1.4,0.7,17.3,0.2,0.0,0.0,0.0,,,0.0,0.0,16.9
24,23151,Drake London,ATL,WR,18,CAR,0.0,0.0,0.0,0.2,0.0,6.0,71.8,0.6,,,0.0,0.0,16.8
25,20824,Josh Jacobs,GB,RB,18,CHI,0.0,0.0,0.0,73.9,0.7,2.4,19.1,0.1,,,0.0,0.0,16.4
26,14895,Geno Smith,SEA,QB,18,LAR,232.4,1.5,0.7,13.5,0.1,0.0,0.0,0.0,,,0.0,0.0,16.4
27,24179,De'Von Achane,MIA,RB,18,NYJ,0.0,0.0,0.0,55.9,0.4,4.0,29.8,0.2,,,0.0,0.0,16.1
28,19045,Aaron Jones,MIN,RB,18,DET,0.0,0.0,0.0,66.4,0.5,3.0,22.7,0.2,,,0.0,0.0,16.0
29,16470,Davante Adams,NYJ,WR,18,MIA,0.0,0.0,0.0,0.1,0.0,5.6,70.1,0.5,,,0.0,0.0,15.6
30,23242,Michael Penix Jr.,ATL,QB,18,CAR,226.4,1.5,0.8,9.0,0.1,0.0,0.0,0.0,,,0.0,0.0,15.6
31,19025,Joshua Dobbs,SF,QB,18,ARI,202.3,1.2,1.0,26.9,0.2,0.0,0.0,0.0,,,0.0,0.0,15.5
32,23173,Zach Charbonnet,SEA,RB,18,LAR,0.0,0.0,0.0,66.1,0.5,3.1,22.3,0.1,,,0.0,0.0,15.4
33,23157,Jaxon Smith-Njigba,SEA,WR,18,LAR,0.0,0.0,0.0,1.2,0.0,5.8,64.9,0.5,,,0.0,0.0,15.4
34,21810,Tyler Huntley,MIA,QB,18,NYJ,187.5,1.0,0.8,31.8,0.3,0.0,0.0,0.0,,,0.0,0.0,15.4
35,25097,Ladd McConkey,LAC,WR,18,LV,0.0,0.0,0.0,0.2,0.0,5.2,69.6,0.5,,,0.0,0.0,15.2
36,2593,Aaron Rodgers,NYJ,QB,18,MIA,218.9,1.5,0.6,5.1,0.1,0.0,0.0,0.0,,,0.0,0.0,15.1
37,23162,Jordan Addison,MIN,WR,18,DET,0.0,0.0,0.0,1.5,0.1,4.8,64.7,0.5,,,0.0,0.0,15.0
38,20873,Terry McLaurin,WAS,WR,18,DAL,0.0,0.0,0.0,0.2,0.0,4.6,66.2,0.6,,,0.0,0.0,14.8
39,24927,Caleb Williams,CHI,QB,18,GB,200.0,1.1,0.8,21.4,0.2,0.0,0.0,0.0,,,0.0,0.0,14.7
40,23251,Trey McBride,ARI,TE,18,SF,0.0,0.0,0.0,0.0,0.0,6.0,63.5,0.4,,,0.0,0.0,14.7
41,23132,Bryce Young,CAR,QB,18,ATL,201.8,1.2,0.8,15.7,0.2,0.0,0.0,0.0,,,0.0,0.0,14.6
42,18082,Tyreek Hill,MIA,WR,18,NYJ,0.0,0.0,0.0,3.1,0.0,5.5,63.0,0.4,,,0.0,0.0,14.5
43,21952,Rico Dowdle,DAL,RB,18,WAS,0.0,0.0,0.0,75.3,0.4,2.4,16.5,0.1,,,0.0,0.0,14.5
44,22526,Breece Hall,NYJ,RB,18,MIA,0.0,0.0,0.0,57.9,0.5,2.9,22.2,0.1,,,0.0,0.0,14.4
45,20859,Drew Lock,NYG,QB,18,PHI,211.2,1.2,0.9,17.3,0.1,0.0,0.0,0.0,,,0.0,0.0,14.3
46,15534,Adam Thielen,CAR,WR,18,ATL,0.0,0.0,0.0,0.1,0.0,5.4,62.8,0.4,,,0.0,0.0,14.1
47,19461,Cooper Rush,DAL,QB,18,WAS,229.2,1.2,0.8,4.8,0.1,0.0,0.0,0.0,,,0.0,0.0,14.1
48,24958,Drake Maye,NE,QB,18,BUF,182.7,1.0,0.7,25.4,0.2,0.0,0.0,0.0,,,0.0,0.0,14.1
49,24117,Anthony Richardson,IND,QB,18,JAX,166.8,0.9,0.9,31.2,0.3,0.0,0.0,0.0,,,0.0,0.0,14.0
50,24943,Brock Bowers,LV,TE,18,LAC,0.0,0.0,0.0,0.2,0.0,5.9,63.2,0.3,,,0.0,0.0,13.9
51,21674,J.K. Dobbins,LAC,RB,18,LV,0.0,0.0,0.0,66.2,0.5,2.1,14.6,0.1,,,0.0,0.0,13.7
52,24374,Chase Brown,CIN,RB,18,PIT,0.0,0.0,0.0,61.3,0.4,2.7,19.2,0.1,,,0.0,0.0,13.7
53,23120,Zay Flowers,BAL,WR,18,CLE,0.0,0.0,0.0,3.3,0.0,4.7,61.5,0.4,,,0.0,0.0,13.6
54,19800,Courtland Sutton,DEN,WR,18,KC,0.0,0.0,0.0,0.1,0.0,4.7,64.5,0.4,,,0.0,0.0,13.6
55,25092,Tyrone Tracy Jr.,NYG,RB,18,PHI,0.0,0.0,0.0,60.7,0.4,2.5,19.7,0.1,,,0.0,0.0,13.5
56,23153,George Pickens,PIT,WR,18,CIN,0.0,0.0,0.0,0.2,0.0,4.6,70.7,0.3,,,0.0,0.0,13.5
57,22553,Michael Carter,ARI,RB,18,SF,0.0,0.0,0.0,57.6,0.4,2.7,20.3,0.1,,,0.0,0.0,13.4
58,23234,Jameson Williams,DET,WR,18,MIN,0.0,0.0,0.0,4.0,0.0,3.9,66.1,0.4,,,0.0,0.0,13.3
59,23122,Garrett Wilson,NYJ,WR,18,MIA,0.0,0.0,0.0,0.4,0.0,5.3,60.8,0.3,,,0.0,0.0,13.2
60,22496,Mac Jones,JAX,QB,18,IND,204.4,1.1,0.9,10.3,0.1,0.0,0.0,0.0,,,0.0,0.0,13.2
61,19844,DJ Moore,CHI,WR,18,GB,0.0,0.0,0.0,3.7,0.0,5.4,56.2,0.3,,,0.0,0.0,13.1
62,25063,Isaac Guerendo,SF,RB,18,ARI,0.0,0.0,0.0,65.2,0.4,2.1,15.3,0.1,,,0.0,0.0,13.1
63,20876,Jakobi Meyers,LV,WR,18,LAC,0.0,0.0,0.0,1.5,0.0,5.1,59.8,0.3,,,0.0,0.0,13.0
64,16041,Jimmy Garoppolo,LAR,QB,18,SEA,195.6,1.4,0.8,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,12.8
65,20875,DK Metcalf,SEA,WR,18,LAR,0.0,0.0,0.0,0.1,0.0,4.2,60.3,0.4,,,0.0,0.0,12.6
66,21717,Jauan Jennings,SF,WR,18,ARI,0.0,0.0,0.0,0.3,0.0,4.9,53.1,0.4,,,0.0,0.0,12.6
67,21692,Jerry Jeudy,CLE,WR,18,BAL,0.0,0.0,0.0,0.2,0.0,4.9,65.0,0.2,,,0.0,0.0,12.6
68,23141,Sam LaPorta,DET,TE,18,MIN,0.0,0.0,0.0,0.0,0.0,4.9,54.1,0.4,,,0.0,0.0,12.6
69,19063,George Kittle,SF,TE,18,ARI,0.0,0.0,0.0,0.2,0.0,4.6,55.2,0.4,,,0.0,0.0,12.4
70,21744,Michael Pittman Jr.,IND,WR,18,JAX,0.0,0.0,0.0,0.1,0.0,4.5,55.3,0.4,,,0.0,0.0,12.4
71,24116,Blake Corum,LAR,RB,18,SEA,0.0,0.0,0.0,62.6,0.4,1.9,13.7,0.1,,,0.0,0.0,12.4
72,17920,Carson Wentz,KC,QB,18,DEN,183.7,1.1,0.9,12.0,0.1,0.0,0.0,0.0,,,0.0,0.0,12.3
73,20912,Tony Pollard,TEN,RB,18,HOU,0.0,0.0,0.0,60.8,0.4,2.0,13.5,0.1,,,0.0,0.0,12.3
74,24350,Aidan O'Connell,LV,QB,18,LAC,203.2,1.2,0.8,3.8,0.0,0.0,0.0,0.0,,,0.0,0.0,12.3
75,24145,Josh Downs,IND,WR,18,JAX,0.0,0.0,0.0,0.3,0.0,4.7,50.3,0.4,,,0.0,0.0,12.2
76,23479,Jaylen Warren,PIT,RB,18,CIN,0.0,0.0,0.0,44.2,0.3,3.1,23.2,0.1,,,0.0,0.0,12.1
77,24974,Marvin Harrison Jr.,ARI,WR,18,SF,0.0,0.0,0.0,0.1,0.0,3.7,54.1,0.5,,,0.0,0.0,12.1
