rank,id,team,game.week,opp,tkl_loss,def_sck,qb_hits,def_int,fum_recovered,safeties,def_td,return_td,opp_pts,fpts_draftkings
1,GB,GB,16,NO,0.0,2.8,0.0,0.9,0.7,0.1,0.2,0.0,15.6,8.4
2,BUF,BUF,16,NE,0.0,2.7,0.0,0.9,0.7,0.1,0.2,0.0,17.0,8.3
3,ATL,ATL,16,NYG,0.0,2.7,0.0,0.9,0.7,0.1,0.2,0.0,18.0,8.3
4,KC,KC,16,HOU,0.0,2.5,0.0,0.7,0.6,0.1,0.3,0.0,20.7,8.1
5,MIN,MIN,16,SEA,0.0,2.9,0.0,0.8,0.6,0.1,0.2,0.0,19.4,8.1
6,CIN,CIN,16,CLE,0.0,2.5,0.0,0.9,0.6,0.1,0.2,0.0,20.3,7.9
7,IND,IND,16,TEN,0.0,2.4,0.0,0.8,0.6,0.1,0.2,0.0,19.8,7.6
8,LAC,LAC,16,DEN,0.0,2.3,0.0,0.8,0.6,0.1,0.2,0.0,19.6,7.5
9,ARI,ARI,16,CAR,0.0,2.3,0.0,0.8,0.6,0.1,0.2,0.0,20.9,7.5
10,BAL,BAL,16,PIT,0.0,2.4,0.0,0.7,0.5,0.0,0.2,0.0,19.8,7.0
11,DET,DET,16,CHI,0.0,2.7,0.0,0.8,0.6,0.1,0.2,0.0,21.4,6.9
12,SEA,SEA,16,MIN,0.0,2.5,0.0,0.8,0.6,0.1,0.2,0.0,22.4,6.7
13,TB,TB,16,DAL,0.0,2.5,0.0,0.8,0.6,0.1,0.2,0.0,23.6,6.7
14,PHI,PHI,16,WAS,0.0,2.6,0.0,0.7,0.6,0.1,0.2,0.0,21.4,6.6
15,JAX,JAX,16,LV,0.0,2.4,0.0,0.8,0.6,0.1,0.2,0.0,21.0,6.6
16,LV,LV,16,JAX,0.0,2.3,0.0,0.8,0.6,0.1,0.2,0.0,21.3,6.5
17,DEN,DEN,16,LAC,0.0,2.5,0.0,0.7,0.6,0.1,0.2,0.0,22.4,6.5
18,HOU,HOU,16,KC,0.0,2.5,0.0,0.7,0.5,0.1,0.2,0.0,21.4,6.3
19,LAR,LAR,16,NYJ,0.0,2.3,0.0,0.7,0.6,0.1,0.2,0.0,23.2,6.3
20,TEN,TEN,16,IND,0.0,2.1,0.0,0.8,0.6,0.1,0.2,0.0,23.7,6.3
21,MIA,MIA,16,SF,0.0,2.3,0.0,0.7,0.6,0.1,0.2,0.0,23.6,6.3
22,SF,SF,16,MIA,0.0,2.3,0.0,0.7,0.6,0.0,0.2,0.0,23.2,6.1
23,NYJ,NYJ,16,LAR,0.0,2.1,0.0,0.6,0.5,0.1,0.2,0.0,23.9,5.7
24,WAS,WAS,16,PHI,0.0,2.2,0.0,0.6,0.5,0.0,0.2,0.0,24.3,5.6
25,NYG,NYG,16,ATL,0.0,2.2,0.0,0.7,0.5,0.1,0.1,0.0,25.3,5.4
26,DAL,DAL,16,TB,0.0,2.1,0.0,0.7,0.5,0.1,0.1,0.0,24.1,5.3
27,CLE,CLE,16,CIN,0.0,2.2,0.0,0.6,0.5,0.1,0.1,0.0,26.5,5.2
28,CAR,CAR,16,ARI,0.0,2.0,0.0,0.6,0.5,0.1,0.1,0.0,24.9,5.0
29,CHI,CHI,16,DET,0.0,2.0,0.0,0.6,0.5,0.1,0.1,0.0,26.2,5.0
30,PIT,PIT,16,BAL,0.0,2.0,0.0,0.6,0.5,0.0,0.1,0.0,25.5,4.8
31,NO,NO,16,GB,0.0,1.8,0.0,0.6,0.5,0.0,0.1,0.0,27.9,4.6
32,NE,NE,16,BUF,0.0,1.7,0.0,0.6,0.4,0.0,0.1,0.0,30.3,3.3
