rank,id,player,team,pos,game.week,opp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_draftkings
1,19781,Lamar Jackson,BAL,QB,2,LV,224.4,1.5,0.6,65.0,0.4,0.0,0.0,0.0,,,0.0,0.0,23.0
2,19801,Josh Allen,BUF,QB,2,MIA,243.8,1.6,0.9,39.4,0.6,0.0,0.0,0.0,,,0.0,0.0,22.2
3,21679,CeeDee Lamb,DAL,WR,2,NO,0.0,0.0,0.0,9.1,0.0,7.4,96.1,0.7,,,0.0,0.0,22.1
4,21831,Jalen Hurts,PHI,QB,2,ATL,241.8,1.5,0.8,37.0,0.6,0.0,0.0,0.0,,,0.0,0.0,21.7
5,23235,Jayden Daniels,WAS,QB,2,NYG,225.9,1.3,0.8,53.6,0.5,0.0,0.0,0.0,,,0.0,0.0,21.4
6,22526,Breece Hall,NYJ,RB,2,TEN,0.0,0.0,0.0,77.9,0.6,4.4,35.0,0.3,,,0.0,0.0,21.0
7,18082,Tyreek Hill,MIA,WR,2,BUF,0.0,0.0,0.0,1.0,0.0,6.6,97.7,0.7,,,0.0,0.0,20.7
8,18882,Cooper Kupp,LAR,WR,2,ARI,0.0,0.0,0.0,4.4,0.0,7.6,89.1,0.6,,,0.0,0.0,20.6
9,18890,Patrick Mahomes,KC,QB,2,CIN,275.6,2.0,0.8,18.9,0.1,0.0,0.0,0.0,,,0.0,0.0,20.5
10,23189,Bijan Robinson,ATL,RB,2,PHI,0.0,0.0,0.0,79.6,0.5,4.3,34.1,0.2,,,0.0,0.0,19.7
11,20889,Kyler Murray,ARI,QB,2,LAR,233.2,1.4,0.8,34.6,0.4,0.0,0.0,0.0,,,0.0,0.0,19.6
12,23239,C.J. Stroud,HOU,QB,2,CHI,260.0,1.9,0.7,12.9,0.2,0.0,0.0,0.0,,,0.0,0.0,19.5
13,24117,Anthony Richardson,IND,QB,2,GB,205.5,1.2,0.8,47.6,0.5,0.0,0.0,0.0,,,0.0,0.0,19.5
14,18055,Dak Prescott,DAL,QB,2,NO,254.1,1.9,0.7,12.0,0.2,0.0,0.0,0.0,,,0.0,0.0,19.4
15,20932,Deebo Samuel Sr.,SF,WR,2,MIN,0.0,0.0,0.0,27.6,0.3,5.0,59.4,0.5,,,0.0,0.0,18.4
16,19766,Saquon Barkley,PHI,RB,2,ATL,0.0,0.0,0.0,84.8,0.7,2.7,19.1,0.2,,,0.0,0.0,18.4
17,21685,Justin Jefferson,MIN,WR,2,SF,0.0,0.0,0.0,0.4,0.0,6.3,87.6,0.5,,,0.0,0.0,18.0
18,17922,Jared Goff,DET,QB,2,TB,268.0,1.8,0.8,2.2,0.1,0.0,0.0,0.0,,,0.0,0.0,17.8
19,21677,Tua Tagovailoa,MIA,QB,2,BUF,269.7,1.7,0.8,4.3,0.1,0.0,0.0,0.0,,,0.0,0.0,17.8
20,22587,Amon-Ra St. Brown,DET,WR,2,TB,0.0,0.0,0.0,2.4,0.0,6.3,80.1,0.5,,,0.0,0.0,17.6
21,19790,Baker Mayfield,TB,QB,2,DET,250.1,1.7,0.8,10.2,0.1,0.0,0.0,0.0,,,0.0,0.0,17.5
22,23212,Kyren Williams,LAR,RB,2,ARI,0.0,0.0,0.0,77.3,0.7,2.7,16.6,0.2,,,0.0,0.0,17.4
