rank,id,team,game.week,opp,tkl_loss,def_sck,qb_hits,def_int,fum_recovered,safeties,def_td,return_td,opp_pts,fpts_draftkings
1,DEN,DEN,8,CAR,0.0,2.8,0.0,0.8,0.8,0.1,0.4,0.0,15.8,9.6
2,PIT,PIT,8,NYG,0.0,2.8,0.0,0.8,0.7,0.1,0.4,0.0,15.1,9.4
3,KC,KC,8,LV,0.0,2.7,0.0,0.9,0.7,0.0,0.4,0.0,17.2,9.3
4,NYJ,NYJ,8,NE,0.0,2.6,0.0,0.8,0.7,0.0,0.4,0.0,17.8,9.0
5,DET,DET,8,TEN,0.0,2.6,0.0,0.9,0.7,0.1,0.3,0.0,17.6,8.8
6,BAL,BAL,8,CLE,0.0,2.9,0.0,0.9,0.6,0.0,0.3,0.0,18.6,8.7
7,LAC,LAC,8,NO,0.0,2.6,0.0,0.8,0.7,0.1,0.3,0.0,16.7,8.6
8,HOU,HOU,8,IND,0.0,2.3,0.0,0.9,0.7,0.0,0.3,0.0,20.7,8.3
9,CHI,CHI,8,WAS,0.0,2.3,0.0,0.8,0.7,0.0,0.3,0.0,20.9,8.1
10,WAS,WAS,8,CHI,0.0,2.5,0.0,0.8,0.6,0.0,0.3,0.0,23.1,7.1
11,SF,SF,8,DAL,0.0,2.5,0.0,0.8,0.6,0.0,0.3,0.0,21.0,7.1
12,BUF,BUF,8,SEA,0.0,2.6,0.0,0.9,0.6,0.0,0.2,0.0,21.9,6.8
13,GB,GB,8,JAX,0.0,2.4,0.0,0.8,0.7,0.0,0.2,0.0,22.7,6.6
14,ATL,ATL,8,TB,0.0,2.4,0.0,0.8,0.6,0.0,0.2,0.0,22.8,6.4
15,MIN,MIN,8,LAR,0.0,2.5,0.0,0.7,0.6,0.0,0.2,0.0,23.1,6.3
16,CIN,CIN,8,PHI,0.0,2.3,0.0,0.8,0.6,0.0,0.2,0.0,22.7,6.3
17,NE,NE,8,NYJ,0.0,2.2,0.0,0.8,0.6,0.0,0.2,0.0,24.0,6.2
18,ARI,ARI,8,MIA,0.0,2.2,0.0,0.8,0.6,0.0,0.2,0.0,25.7,6.2
19,LAR,LAR,8,MIN,0.0,2.3,0.0,0.7,0.6,0.0,0.2,0.0,24.4,6.1
20,PHI,PHI,8,CIN,0.0,2.3,0.0,0.7,0.6,0.0,0.2,0.0,25.1,6.1
21,MIA,MIA,8,ARI,0.0,2.1,0.0,0.7,0.6,0.0,0.2,0.0,21.6,5.9
22,JAX,JAX,8,GB,0.0,2.1,0.0,0.8,0.5,0.0,0.2,0.0,25.9,5.9
23,NO,NO,8,LAC,0.0,2.1,0.0,0.7,0.6,0.0,0.2,0.0,23.8,5.9
24,TB,TB,8,ATL,0.0,2.1,0.0,0.7,0.6,0.0,0.2,0.0,23.4,5.9
25,SEA,SEA,8,BUF,0.0,2.0,0.0,0.7,0.6,0.0,0.2,0.0,25.1,5.8
26,NYG,NYG,8,PIT,0.0,2.2,0.0,0.6,0.6,0.0,0.2,0.0,21.7,5.8
27,IND,IND,8,HOU,0.0,2.2,0.0,0.7,0.5,0.0,0.2,0.0,25.7,5.8
28,CAR,CAR,8,DEN,0.0,2.0,0.0,0.7,0.6,0.0,0.2,0.0,25.0,5.8
29,DAL,DAL,8,SF,0.0,2.1,0.0,0.7,0.5,0.0,0.2,0.0,25.8,5.7
30,LV,LV,8,KC,0.0,2.0,0.0,0.7,0.5,0.0,0.2,0.0,25.7,5.6
31,CLE,CLE,8,BAL,0.0,1.8,0.0,0.6,0.5,0.0,0.2,0.0,26.0,5.2
32,TEN,TEN,8,DET,0.0,2.0,0.0,0.7,0.5,0.0,0.2,0.0,28.0,4.6
