rank,id,team,game.week,opp,tkl_loss,def_sck,qb_hits,def_int,fum_recovered,safeties,def_td,return_td,opp_pts,fpts_draftkings
1,LAC,LAC,10,TEN,0.0,2.6,0.0,0.9,0.7,0.1,0.4,0.0,16.1,9.4
2,CHI,CHI,10,NE,0.0,2.7,0.0,0.9,0.8,0.1,0.3,0.0,16.6,9.1
3,KC,KC,10,DEN,0.0,2.4,0.0,0.8,0.7,0.0,0.4,0.0,16.8,8.8
4,PHI,PHI,10,DAL,0.0,2.7,0.0,0.9,0.7,0.0,0.3,0.0,17.4,8.7
5,MIN,MIN,10,JAX,0.0,2.5,0.0,0.9,0.7,0.0,0.3,0.0,19.1,8.5
6,NYG,NYG,10,CAR,0.0,2.5,0.0,0.8,0.7,0.0,0.3,0.0,18.2,8.3
7,WAS,WAS,10,PIT,0.0,2.2,0.0,0.7,0.7,0.0,0.3,0.0,21.6,6.8
8,BAL,BAL,10,CIN,0.0,2.4,0.0,0.7,0.5,0.0,0.3,0.0,23.8,6.6
9,NYJ,NYJ,10,ARI,0.0,2.2,0.0,0.7,0.6,0.0,0.3,0.0,23.3,6.6
10,BUF,BUF,10,IND,0.0,2.4,0.0,0.8,0.7,0.0,0.2,0.0,21.1,6.6
11,PIT,PIT,10,WAS,0.0,2.2,0.0,0.7,0.6,0.0,0.3,0.0,23.7,6.6
12,SF,SF,10,TB,0.0,2.5,0.0,0.8,0.6,0.0,0.2,0.0,22.0,6.5
13,ATL,ATL,10,NO,0.0,2.3,0.0,0.8,0.6,0.0,0.2,0.0,21.6,6.3
14,ARI,ARI,10,NYJ,0.0,2.3,0.0,0.8,0.6,0.0,0.2,0.0,23.8,6.3
15,DET,DET,10,HOU,0.0,2.5,0.0,0.7,0.6,0.0,0.2,0.0,23.4,6.3
16,LAR,LAR,10,MIA,0.0,2.2,0.0,0.8,0.6,0.0,0.2,0.0,23.9,6.2
17,MIA,MIA,10,LAR,0.0,2.2,0.0,0.8,0.6,0.0,0.2,0.0,26.2,6.2
18,NE,NE,10,CHI,0.0,2.3,0.0,0.7,0.6,0.0,0.2,0.0,23.0,6.1
19,NO,NO,10,ATL,0.0,2.2,0.0,0.7,0.6,0.0,0.2,0.0,25.0,6.0
20,DEN,DEN,10,KC,0.0,2.2,0.0,0.7,0.6,0.0,0.2,0.0,24.4,6.0
21,CAR,CAR,10,NYG,0.0,2.2,0.0,0.7,0.6,0.0,0.2,0.0,22.9,6.0
22,JAX,JAX,10,MIN,0.0,2.3,0.0,0.7,0.5,0.0,0.2,0.0,24.9,5.9
23,IND,IND,10,BUF,0.0,2.0,0.0,0.7,0.6,0.0,0.2,0.0,25.2,5.8
24,TB,TB,10,SF,0.0,2.0,0.0,0.7,0.5,0.0,0.2,0.0,27.9,5.6
25,TEN,TEN,10,LAC,0.0,2.1,0.0,0.6,0.5,0.0,0.2,0.0,23.0,5.5
26,HOU,HOU,10,DET,0.0,2.1,0.0,0.6,0.5,0.0,0.2,0.0,26.2,5.5
27,DAL,DAL,10,PHI,0.0,2.1,0.0,0.6,0.5,0.0,0.2,0.0,24.8,5.5
28,CIN,CIN,10,BAL,0.0,2.0,0.0,0.6,0.5,0.0,0.2,0.0,29.7,4.4
