rank,id,team,game.week,opp,tkl_loss,def_sck,qb_hits,def_int,fum_recovered,safeties,def_td,return_td,opp_pts,fpts_draftkings
1,WAS,WAS,9,NYG,0.0,2.6,0.0,0.8,0.7,0.0,0.4,0.0,20.1,9.0
2,NO,NO,9,CAR,0.0,2.7,0.0,0.9,0.7,0.0,0.3,0.0,18.5,8.7
3,KC,KC,9,TB,0.0,2.6,0.0,0.9,0.7,0.0,0.3,0.0,18.2,8.6
4,CIN,CIN,9,LV,0.0,2.6,0.0,0.9,0.7,0.0,0.3,0.0,19.4,8.6
5,LAC,LAC,9,CLE,0.0,2.6,0.0,0.9,0.6,0.0,0.3,0.0,19.8,8.4
6,PHI,PHI,9,JAX,0.0,2.5,0.0,0.8,0.7,0.0,0.3,0.0,20.0,8.3
7,TEN,TEN,9,NE,0.0,2.5,0.0,0.7,0.7,0.1,0.3,0.0,18.2,8.3
8,BAL,BAL,9,DEN,0.0,2.4,0.0,0.8,0.7,0.0,0.3,0.0,18.3,8.2
9,NE,NE,9,TEN,0.0,2.4,0.0,0.8,0.6,0.0,0.3,0.0,20.3,8.0
10,MIN,MIN,9,IND,0.0,2.5,0.0,0.9,0.7,0.0,0.2,0.0,20.1,7.9
11,NYJ,NYJ,9,HOU,0.0,2.4,0.0,0.7,0.6,0.0,0.3,0.0,20.5,7.8
12,BUF,BUF,9,MIA,0.0,2.3,0.0,0.8,0.7,0.0,0.3,0.0,21.7,7.1
13,CLE,CLE,9,LAC,0.0,2.2,0.0,0.7,0.6,0.0,0.3,0.0,21.5,6.6
14,ATL,ATL,9,DAL,0.0,2.4,0.0,0.9,0.6,0.0,0.2,0.0,24.5,6.6
15,ARI,ARI,9,CHI,0.0,2.3,0.0,0.8,0.7,0.0,0.2,0.0,21.8,6.5
16,DET,DET,9,GB,0.0,2.2,0.0,0.9,0.6,0.0,0.2,0.0,22.6,6.4
17,LAR,LAR,9,SEA,0.0,2.4,0.0,0.8,0.6,0.0,0.2,0.0,23.4,6.4
18,HOU,HOU,9,NYJ,0.0,2.4,0.0,0.7,0.6,0.0,0.2,0.0,22.3,6.2
19,IND,IND,9,MIN,0.0,2.3,0.0,0.8,0.5,0.0,0.2,0.0,25.3,6.1
20,GB,GB,9,DET,0.0,2.3,0.0,0.7,0.6,0.0,0.2,0.0,25.2,6.1
21,SEA,SEA,9,LAR,0.0,2.3,0.0,0.8,0.5,0.0,0.2,0.0,24.7,6.1
22,CHI,CHI,9,ARI,0.0,2.3,0.0,0.7,0.6,0.0,0.2,0.0,22.5,6.1
23,TB,TB,9,KC,0.0,2.0,0.0,0.8,0.6,0.0,0.2,0.0,27.0,6.0
24,NYG,NYG,9,WAS,0.0,2.2,0.0,0.7,0.6,0.0,0.2,0.0,23.9,6.0
25,DAL,DAL,9,ATL,0.0,2.2,0.0,0.7,0.5,0.0,0.2,0.0,27.1,5.8
26,LV,LV,9,CIN,0.0,2.2,0.0,0.7,0.5,0.0,0.2,0.0,26.5,5.8
27,CAR,CAR,9,NO,0.0,2.0,0.0,0.7,0.6,0.0,0.2,0.0,24.0,5.8
28,MIA,MIA,9,BUF,0.0,1.9,0.0,0.7,0.6,0.0,0.2,0.0,27.0,5.7
29,JAX,JAX,9,PHI,0.0,2.1,0.0,0.6,0.5,0.0,0.2,0.0,26.4,5.5
30,DEN,DEN,9,BAL,0.0,2.0,0.0,0.6,0.5,0.0,0.2,0.0,27.1,5.4
