rank,id,player,team,pos,game.week,opp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_draftkings
1,19766,Saquon Barkley,PHI,RB,14,CAR,0.0,0.0,0.0,108.5,0.8,2.7,21.3,0.1,,,0.0,0.0,24.0
2,18878,Alvin Kamara,NO,RB,14,NYG,0.0,0.0,0.0,85.8,0.6,5.2,38.5,0.2,,,0.0,0.0,22.3
3,19801,Josh Allen,BUF,QB,14,LAR,254.8,1.7,0.8,31.4,0.5,0.0,0.0,0.0,,,0.0,0.0,22.0
4,21831,Jalen Hurts,PHI,QB,14,CAR,218.0,1.5,0.7,39.8,0.7,0.0,0.0,0.0,,,0.0,0.0,21.8
5,21693,Joe Burrow,CIN,QB,14,DAL,283.7,2.1,0.8,13.3,0.1,0.0,0.0,0.0,,,0.0,0.0,20.7
6,22564,Ja'Marr Chase,CIN,WR,14,DAL,0.0,0.0,0.0,0.9,0.0,6.5,90.4,0.7,,,0.0,0.0,19.8
7,24179,De'Von Achane,MIA,RB,14,NYJ,0.0,0.0,0.0,62.4,0.5,4.6,35.4,0.3,,,0.0,0.0,19.1
8,19790,Baker Mayfield,TB,QB,14,LV,254.1,1.8,0.7,13.7,0.2,0.0,0.0,0.0,,,0.0,0.0,19.0
9,18890,Patrick Mahomes,KC,QB,14,LAC,251.4,1.7,0.8,18.9,0.1,0.0,0.0,0.0,,,0.0,0.0,18.4
10,23241,Brock Purdy,SF,QB,14,CHI,238.5,1.7,0.7,16.9,0.2,0.0,0.0,0.0,,,0.0,0.0,18.3
11,24172,Puka Nacua,LAR,WR,14,BUF,0.0,0.0,0.0,2.5,0.0,6.6,85.4,0.5,,,0.0,0.0,18.3
12,24374,Chase Brown,CIN,RB,14,DAL,0.0,0.0,0.0,76.2,0.6,4.0,25.5,0.1,,,0.0,0.0,18.3
13,20889,Kyler Murray,ARI,QB,14,SEA,219.9,1.3,0.7,31.7,0.3,0.0,0.0,0.0,,,0.0,0.0,18.0
14,21677,Tua Tagovailoa,MIA,QB,14,NYJ,255.3,1.8,0.7,6.0,0.1,0.0,0.0,0.0,,,0.0,0.0,17.7
15,23189,Bijan Robinson,ATL,RB,14,MIN,0.0,0.0,0.0,69.4,0.5,4.1,31.3,0.1,,,0.0,0.0,17.7
16,22587,Amon-Ra St. Brown,DET,WR,14,GB,0.0,0.0,0.0,0.8,0.0,6.6,73.3,0.6,,,0.0,0.0,17.6
17,21685,Justin Jefferson,MIN,WR,14,ATL,0.0,0.0,0.0,0.5,0.0,6.0,85.4,0.5,,,0.0,0.0,17.6
18,19812,Sam Darnold,MIN,QB,14,ATL,248.7,1.7,0.9,13.0,0.1,0.0,0.0,0.0,,,0.0,0.0,17.4
19,21841,Jordan Love,GB,QB,14,DET,242.0,1.8,0.8,7.1,0.1,0.0,0.0,0.0,,,0.0,0.0,17.2
20,24927,Caleb Williams,CHI,QB,14,SF,218.2,1.3,0.8,30.6,0.2,0.0,0.0,0.0,,,0.0,0.0,17.2
21,21681,Justin Herbert,LAC,QB,14,KC,240.4,1.5,0.6,15.2,0.1,0.0,0.0,0.0,,,0.0,0.0,16.9
