rank,id,player,team,pos,game.week,opp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_draftkings
1,19801,Josh Allen,BUF,QB,15,DET,258.1,1.7,0.8,36.3,0.6,0.0,0.0,0.0,,,0.0,0.0,23.2
2,19766,Saquon Barkley,PHI,RB,15,PIT,0.0,0.0,0.0,104.8,0.7,2.5,20.1,0.1,,,0.0,0.0,22.7
3,19781,Lamar Jackson,BAL,QB,15,NYG,230.2,1.7,0.6,56.2,0.3,0.0,0.0,0.0,,,0.0,0.0,22.6
4,17959,Derrick Henry,BAL,RB,15,NYG,0.0,0.0,0.0,106.2,1.0,1.1,8.8,0.1,,,0.0,0.0,22.1
5,22564,Ja'Marr Chase,CIN,WR,15,TEN,0.0,0.0,0.0,1.8,0.0,6.8,93.9,0.8,,,0.0,0.0,21.2
6,23235,Jayden Daniels,WAS,QB,15,NO,213.4,1.2,0.7,51.9,0.5,0.0,0.0,0.0,,,0.0,0.0,20.6
7,21831,Jalen Hurts,PHI,QB,15,PIT,209.4,1.3,0.7,38.8,0.7,0.0,0.0,0.0,,,0.0,0.0,20.6
8,21693,Joe Burrow,CIN,QB,15,TEN,278.5,2.1,0.8,12.6,0.1,0.0,0.0,0.0,,,0.0,0.0,20.4
9,20889,Kyler Murray,ARI,QB,15,NE,225.8,1.5,0.7,37.8,0.4,0.0,0.0,0.0,,,0.0,0.0,20.3
10,18858,Joe Mixon,HOU,RB,15,MIA,0.0,0.0,0.0,86.8,0.8,3.2,24.7,0.1,,,0.0,0.0,19.6
11,24172,Puka Nacua,LAR,WR,15,SF,0.0,0.0,0.0,3.8,0.0,7.0,93.5,0.5,,,0.0,0.0,19.6
12,24374,Chase Brown,CIN,RB,15,TEN,0.0,0.0,0.0,77.0,0.6,4.1,30.0,0.1,,,0.0,0.0,18.9
13,23189,Bijan Robinson,ATL,RB,15,LV,0.0,0.0,0.0,79.6,0.6,3.8,28.8,0.1,,,0.0,0.0,18.7
14,23241,Brock Purdy,SF,QB,15,LAR,257.1,1.8,0.7,15.0,0.1,0.0,0.0,0.0,,,0.0,0.0,18.7
15,21756,Nico Collins,HOU,WR,15,MIA,0.0,0.0,0.0,0.3,0.0,6.1,92.5,0.5,,,0.0,0.0,18.4
16,18890,Patrick Mahomes,KC,QB,15,CLE,248.2,1.7,0.8,19.7,0.1,0.0,0.0,0.0,,,0.0,0.0,18.3
17,19812,Sam Darnold,MIN,QB,15,CHI,254.7,1.8,0.8,12.7,0.1,0.0,0.0,0.0,,,0.0,0.0,18.3
18,24179,De'Von Achane,MIA,RB,15,HOU,0.0,0.0,0.0,57.3,0.4,4.7,35.9,0.3,,,0.0,0.0,18.1
19,21681,Justin Herbert,LAC,QB,15,TB,244.6,1.6,0.7,14.8,0.2,0.0,0.0,0.0,,,0.0,0.0,18.0
20,21685,Justin Jefferson,MIN,WR,15,CHI,0.0,0.0,0.0,0.6,0.0,5.6,86.0,0.6,,,0.0,0.0,17.9
21,21841,Jordan Love,GB,QB,15,SEA,237.9,1.7,0.8,12.4,0.2,0.0,0.0,0.0,,,0.0,0.0,17.8
22,21691,Chuba Hubbard,CAR,RB,15,DAL,0.0,0.0,0.0,82.2,0.7,2.9,18.0,0.1,,,0.0,0.0,17.6
23,21677,Tua Tagovailoa,MIA,QB,15,HOU,250.3,1.8,0.7,5.4,0.1,0.0,0.0,0.0,,,0.0,0.0,17.6
24,20824,Josh Jacobs,GB,RB,15,SEA,0.0,0.0,0.0,82.7,0.7,2.5,19.6,0.1,,,0.0,0.0,17.4
25,25069,Bo Nix,DEN,QB,15,IND,223.4,1.4,0.8,21.9,0.3,0.0,0.0,0.0,,,0.0,0.0,17.4
26,23173,Zach Charbonnet,SEA,RB,15,GB,0.0,0.0,0.0,70.8,0.6,3.6,25.5,0.1,,,0.0,0.0,17.3
27,22587,Amon-Ra St. Brown,DET,WR,15,BUF,0.0,0.0,0.0,1.2,0.0,6.5,70.7,0.6,,,0.0,0.0,17.3
28,18983,James Conner,ARI,RB,15,NE,0.0,0.0,0.0,74.0,0.6,3.2,25.7,0.1,,,0.0,0.0,17.3
29,24117,Anthony Richardson,IND,QB,15,DEN,187.7,1.1,1.0,36.1,0.5,0.0,0.0,0.0,,,0.0,0.0,17.2
30,17922,Jared Goff,DET,QB,15,BUF,239.8,1.8,0.5,3.9,0.1,0.0,0.0,0.0,,,0.0,0.0,17.2
31,18878,Alvin Kamara,NO,RB,15,WAS,0.0,0.0,0.0,59.6,0.4,4.4,31.4,0.2,,,0.0,0.0,17.0
32,19790,Baker Mayfield,TB,QB,15,LAC,243.2,1.6,0.8,12.5,0.1,0.0,0.0,0.0,,,0.0,0.0,17.0
33,23239,C.J. Stroud,HOU,QB,15,MIA,252.4,1.4,0.7,13.9,0.1,0.0,0.0,0.0,,,0.0,0.0,16.8
34,24927,Caleb Williams,CHI,QB,15,MIN,223.7,1.4,0.9,21.3,0.2,0.0,0.0,0.0,,,0.0,0.0,16.8
35,16762,Jameis Winston,CLE,QB,15,KC,248.3,1.6,1.2,11.3,0.1,0.0,0.0,0.0,,,0.0,0.0,16.8
36,23200,Jahmyr Gibbs,DET,RB,15,BUF,0.0,0.0,0.0,68.5,0.6,3.2,25.3,0.1,,,0.0,0.0,16.7
37,18882,Cooper Kupp,LAR,WR,15,SF,0.0,0.0,0.0,1.2,0.0,6.2,66.5,0.6,,,0.0,0.0,16.6
38,2593,Aaron Rodgers,NYJ,QB,15,JAX,234.8,1.6,0.6,5.4,0.1,0.0,0.0,0.0,,,0.0,0.0,16.2
39,21679,CeeDee Lamb,DAL,WR,15,CAR,0.0,0.0,0.0,5.8,0.0,6.2,70.5,0.4,,,0.0,0.0,16.2
40,9038,Matthew Stafford,LAR,QB,15,SF,241.0,1.6,0.8,3.6,0.1,0.0,0.0,0.0,,,0.0,0.0,16.1
41,14895,Geno Smith,SEA,QB,15,GB,241.0,1.4,0.8,12.5,0.1,0.0,0.0,0.0,,,0.0,0.0,16.1
42,18082,Tyreek Hill,MIA,WR,15,HOU,0.0,0.0,0.0,3.0,0.0,5.4,71.1,0.5,,,0.0,0.0,15.8
43,23151,Drake London,ATL,WR,15,LV,0.0,0.0,0.0,0.3,0.0,5.6,71.3,0.5,,,0.0,0.0,15.8
44,14252,Kirk Cousins,ATL,QB,15,LV,241.8,1.5,0.8,3.3,0.1,0.0,0.0,0.0,,,0.0,0.0,15.7
45,24958,Drake Maye,NE,QB,15,ARI,200.1,1.2,0.8,27.6,0.2,0.0,0.0,0.0,,,0.0,0.0,15.7
46,19800,Courtland Sutton,DEN,WR,15,IND,0.0,0.0,0.0,0.2,0.0,5.8,73.4,0.4,,,0.0,0.0,15.6
