rank,id,team,game.week,opp,tkl_loss,def_sck,qb_hits,def_int,fum_recovered,safeties,def_td,return_td,opp_pts,fpts_draftkings
1,WAS,WAS,12,DAL,0.0,2.6,0.0,0.9,0.8,0.0,0.4,0.0,17.2,9.4
2,KC,KC,12,CAR,0.0,2.6,0.0,0.9,0.7,0.1,0.4,0.0,16.5,9.4
3,PIT,PIT,12,CLE,0.0,2.7,0.0,0.9,0.6,0.1,0.4,0.0,16.1,9.3
4,DEN,DEN,12,LV,0.0,2.9,0.0,0.9,0.7,0.0,0.3,0.0,18.0,8.9
5,HOU,HOU,12,TEN,0.0,2.7,0.0,0.8,0.7,0.1,0.3,0.0,17.0,8.7
6,MIA,MIA,12,NE,0.0,2.6,0.0,0.9,0.7,0.0,0.3,0.0,19.6,8.6
7,MIN,MIN,12,CHI,0.0,3.0,0.0,0.8,0.6,0.0,0.3,0.0,17.9,8.6
8,TB,TB,12,NYG,0.0,3.1,0.0,0.7,0.6,0.0,0.3,0.0,18.4,8.5
9,CLE,CLE,12,PIT,0.0,2.2,0.0,0.7,0.6,0.0,0.3,0.0,20.1,7.6
10,DET,DET,12,IND,0.0,2.5,0.0,1.0,0.7,0.0,0.2,0.0,21.7,7.1
11,ARI,ARI,12,SEA,0.0,2.4,0.0,0.9,0.6,0.0,0.2,0.0,23.8,6.6
12,CHI,CHI,12,MIN,0.0,2.5,0.0,0.8,0.6,0.0,0.2,0.0,21.1,6.5
13,PHI,PHI,12,LAR,0.0,2.4,0.0,0.8,0.6,0.0,0.2,0.0,23.5,6.4
14,SF,SF,12,GB,0.0,2.0,0.0,0.8,0.5,0.0,0.3,0.0,24.9,6.4
15,GB,GB,12,SF,0.0,2.3,0.0,0.8,0.6,0.0,0.2,0.0,22.3,6.3
16,NYG,NYG,12,TB,0.0,2.3,0.0,0.7,0.6,0.0,0.2,0.0,23.4,6.1
17,TEN,TEN,12,HOU,0.0,2.2,0.0,0.7,0.6,0.0,0.2,0.0,24.3,6.0
18,LAR,LAR,12,PHI,0.0,2.2,0.0,0.7,0.6,0.0,0.2,0.0,26.3,6.0
19,LV,LV,12,DEN,0.0,2.1,0.0,0.7,0.6,0.0,0.2,0.0,23.4,5.9
20,SEA,SEA,12,ARI,0.0,2.1,0.0,0.7,0.6,0.0,0.2,0.0,23.5,5.9
21,LAC,LAC,12,BAL,0.0,2.0,0.0,0.7,0.6,0.0,0.2,0.0,26.7,5.8
22,BAL,BAL,12,LAC,0.0,2.3,0.0,0.6,0.5,0.0,0.2,0.0,23.6,5.7
23,DAL,DAL,12,WAS,0.0,2.1,0.0,0.7,0.5,0.0,0.2,0.0,26.6,5.7
24,NE,NE,12,MIA,0.0,2.0,0.0,0.7,0.5,0.0,0.2,0.0,26.7,5.6
25,CAR,CAR,12,KC,0.0,1.9,0.0,0.7,0.5,0.0,0.2,0.0,26.4,5.5
26,IND,IND,12,DET,0.0,1.9,0.0,0.7,0.5,0.0,0.2,0.0,28.8,4.5
