Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,8,NYJ,298.6,2.5,0.5,23.3,0.3,0,0,0,0,0,0,0,25.5,25.47
2,Russell Wilson,SEA,QB,8,SF,294.4,2.5,0.6,26,0.2,0,0,0,0,0,0,0,24.9,24.88
3,Derrick Henry,TEN,RB,8,CIN,0,0,0,108.9,0.9,1.7,13.6,0.1,0,0,0,0,22.8,22.85
4,Lamar Jackson,BAL,QB,8,PIT,221.5,1.6,0.7,57.3,0.4,0,0,0,0,0,0,0,22.6,22.59
5,Alvin Kamara,NO,RB,8,CHI,0,0,0,58.9,0.5,6.2,55.2,0.2,0,0,0,0,21.7,21.71
6,Davante Adams,GB,WR,8,MIN,0,0,0,0,0,7.7,93.8,0.7,0,0,0,0,21.3,21.28
7,Aaron Rodgers,GB,QB,8,MIN,271.9,2.3,0.4,10.1,0.1,0,0,0,0,0,0,0,21.2,21.19
8,Josh Allen,BUF,QB,8,NE,234.9,1.5,0.9,37.5,0.5,0,0,0,0,0,0,0,21.2,21.15
9,Ryan Tannehill,TEN,QB,8,CIN,267.8,2,0.7,16.5,0.2,0,0,0,0,0,0,0,20.8,20.76
10,Justin Herbert,LAC,QB,8,DEN,267.3,1.8,0.8,19.4,0.3,0,0,0,0,0,0,0,20.6,20.63
11,Carson Wentz,PHI,QB,8,DAL,264.6,1.9,0.8,18.4,0.2,0,0,0,0,0,0,0,20.3,20.32
12,Tom Brady,TB,QB,8,NYG,281.6,2.1,0.6,3.1,0.1,0,0,0,0,0,0,0,19.9,19.87
13,Teddy Bridgewater,CAR,QB,8,ATL,277.6,1.9,0.8,14.4,0.1,0,0,0,0,0,0,0,19.8,19.84
14,Joe Burrow,CIN,QB,8,TEN,272.4,1.7,1,19.3,0.2,0,0,0,0,0,0,0,19.7,19.73
15,Mike Davis,CAR,RB,8,ATL,0,0,0,66,0.5,5,33.5,0.3,0,0,0,0,19.6,19.65
16,Kareem Hunt,CLE,RB,8,LV,0,0,0,86.9,0.7,3.1,24.5,0.2,0,0,0,0,19.4,19.44
17,Jared Goff,LAR,QB,8,MIA,260.4,1.8,0.8,8.5,0.2,0,0,0,0,0,0,0,18.8,18.77
18,Matthew Stafford,DET,QB,8,IND,272.3,1.8,0.6,6.4,0.1,0,0,0,0,0,0,0,18.6,18.63
19,Derek Carr,LV,QB,8,CLE,277.1,1.8,0.7,4.7,0.1,0,0,0,0,0,0,0,18.6,18.55
20,Matt Ryan,ATL,QB,8,CAR,296.3,1.8,0.8,3.9,0,0,0,0,0,0,0,0,18.5,18.54
20,Dalvin Cook,MIN,RB,8,GB,0,0,0,84,0.7,3,25.4,0.1,0,0,0,0,18.5,18.54
22,Jimmy Garoppolo,SF,QB,8,SEA,278.9,1.8,0.9,4.4,0.1,0,0,0,0,0,0,0,18.4,18.4
23,Jamaal Williams,GB,RB,8,MIN,0,0,0,71.8,0.5,3.9,30.3,0.2,0,0,0,0,18.2,18.21
24,Keenan Allen,LAC,WR,8,DEN,0,0,0,0.5,0,7,80.6,0.5,0,0,0,0,18.1,18.11
25,Cam Newton,NE,QB,8,BUF,208.5,1.2,0.9,35.3,0.4,0,0,0,0,0,0,0,18.1,18.07
26,Tyler Lockett,SEA,WR,8,SF,0,0,0,1,0,6,83.2,0.6,0,0,0,0,18,18.02
26,Julio Jones,ATL,WR,8,CAR,0,0,0,0.3,0,6.4,85.9,0.5,0,0,0,0,18,18.02
28,Tyreek Hill,KC,WR,8,NYJ,0,0,0,3.8,0.1,5.2,78.6,0.6,0,0,0,0,17.6,17.64
29,Ben Roethlisberger,PIT,QB,8,BAL,278.8,1.8,0.9,2,0,0,0,0,0,0,0,0,17.6,17.55
30,Drew Brees,NO,QB,8,CHI,260.4,1.7,0.5,2.8,0.1,0,0,0,0,0,0,0,17.5,17.5
31,Calvin Ridley,ATL,WR,8,CAR,0,0,0,1.6,0,5.8,78.9,0.6,0,0,0,0,17.4,17.45
32,Todd Gurley II,ATL,RB,8,CAR,0,0,0,79.8,0.8,2.5,16.6,0.1,0,0,0,0,17.3,17.34
33,Baker Mayfield,CLE,QB,8,LV,264.9,1.8,1,5.1,0,0,0,0,0,0,0,0,17.2,17.21
34,Philip Rivers,IND,QB,8,DET,272.4,1.8,1,0.8,0,0,0,0,0,0,0,0,17.1,17.08
35,Kirk Cousins,MIN,QB,8,GB,262.1,1.8,0.9,3.7,0,0,0,0,0,0,0,0,17,17.05
35,DK Metcalf,SEA,WR,8,SF,0,0,0,1,0,5.4,80.5,0.6,0,0,0,0,17,17.05
37,Stefon Diggs,BUF,WR,8,NE,0,0,0,1.6,0,6.2,80,0.4,0,0,0,0,16.8,16.76
38,George Kittle,SF,TE,8,SEA,0,0,0,0.6,0,5.9,77.7,0.5,0,0,0,0,16.7,16.73
39,Travis Kelce,KC,TE,8,NYJ,0,0,0,0.1,0,5.7,74.1,0.6,0,0,0,0,16.7,16.72
40,Daniel Jones,NYG,QB,8,TB,221.4,1.3,1,25.7,0.2,0,0,0,0,0,0,0,16.6,16.63
40,Jonathan Taylor,IND,RB,8,DET,0,0,0,73.1,0.6,2.6,26.2,0.1,0,0,0,0,16.6,16.63
42,Nick Foles,CHI,QB,8,NO,242.5,1.4,1,7.2,0.3,0,0,0,0,0,0,0,16.6,16.62
43,Adam Thielen,MIN,WR,8,GB,0,0,0,0.9,0,5.9,76.6,0.5,0,0,0,0,16.6,16.55
44,Josh Jacobs,LV,RB,8,CLE,0,0,0,68.6,0.7,2.7,20.6,0.1,0,0,0,0,16.3,16.32
45,Boston Scott,PHI,RB,8,DAL,0,0,0,60.9,0.5,3.3,27.1,0.2,0,0,0,0,16.2,16.2
46,Ezekiel Elliott,DAL,RB,8,PHI,0,0,0,68.8,0.5,3.5,23,0.1,0,0,0,0,16.1,16.08
47,Tua Tagovailoa,MIA,QB,8,LAR,250.2,1.3,0.8,10.5,0.1,0,0,0,0,0,0,0,16,15.96
48,Chosen Anderson,CAR,WR,8,ATL,0,0,0,0.3,0,5.7,78.2,0.4,0,0,0,0,16,15.95
49,A.J. Brown,TEN,WR,8,CIN,0,0,0,2,0,5,77,0.5,0,0,0,0,15.9,15.9
50,Giovani Bernard,CIN,RB,8,TEN,0,0,0,54.2,0.3,4.3,33.4,0.2,0,0,0,0,15.9,15.86
51,DJ Moore,CAR,WR,8,ATL,0,0,0,2.4,0,5.1,73.3,0.5,0,0,0,0,15.7,15.67
52,Kenny Golladay,DET,WR,8,IND,0,0,0,0,0,5,75.6,0.5,0,0,0,0,15.6,15.56
53,Allen Robinson II,CHI,WR,8,NO,0,0,0,0.2,0,5.7,73.7,0.4,0,0,0,0,15.5,15.49
54,Tyler Boyd,CIN,WR,8,TEN,0,0,0,1.4,0,5.8,71.4,0.4,0,0,0,0,15.5,15.48
55,Clyde Edwards-Helaire,KC,RB,8,NYJ,0,0,0,59.9,0.4,3,28.9,0.2,0,0,0,0,15.4,15.38
56,Mike Evans,TB,WR,8,NYG,0,0,0,0,0,5,72.8,0.5,0,0,0,0,15.3,15.28
57,Robert Woods,LAR,WR,8,MIA,0,0,0,9.1,0.1,5,62.2,0.4,0,0,0,0,15.1,15.13
58,Drew Lock,DEN,QB,8,LAC,229.7,1.4,0.9,7.2,0.1,0,0,0,0,0,0,0,15.1,15.11
59,Cooper Kupp,LAR,WR,8,MIA,0,0,0,0.8,0,5.3,66.1,0.5,0,0,0,0,15,14.99
60,Justin Jefferson,MIN,WR,8,GB,0,0,0,0.1,0,5.1,72.3,0.4,0,0,0,0,14.7,14.74
61,Darren Waller,LV,TE,8,CLE,0,0,0,0,0,5.8,64.1,0.4,0,0,0,0,14.6,14.61
62,Myles Gaskin,MIA,RB,8,LAR,0,0,0,56.9,0.3,3.9,26.6,0.1,0,0,0,0,14.6,14.55
63,Ben DiNucci,DAL,QB,8,PHI,229.6,1.2,1.2,11.7,0.1,0,0,0,0,0,0,0,14.4,14.45
64,Travis Fulgham,PHI,WR,8,DAL,0,0,0,0,0,5.4,66.1,0.4,0,0,0,0,14.4,14.41
65,D'Andre Swift,DET,RB,8,IND,0,0,0,40.9,0.4,3.8,29.4,0.2,0,0,0,0,14.3,14.33
66,James Conner,PIT,RB,8,BAL,0,0,0,68.7,0.4,2.4,20.1,0.1,0,0,0,0,14.2,14.18
67,Jarvis Landry,CLE,WR,8,LV,0,0,0,1,0,5,60.9,0.4,0,0,0,0,13.6,13.59
68,Marquise Brown,BAL,WR,8,PIT,0,0,0,1,0,4.4,66.8,0.4,0,0,0,0,13.6,13.58
69,Brandon Aiyuk,SF,WR,8,SEA,0,0,0,7.5,0.1,4.4,61.1,0.3,0,0,0,0,13.6,13.56
70,Sam Darnold,NYJ,QB,8,KC,209.1,1.1,1.1,11.8,0.1,0,0,0,0,0,0,0,13.3,13.34
71,Diontae Johnson,PIT,WR,8,BAL,0,0,0,1.4,0,4.8,60.1,0.4,0,0,0,0,13.2,13.25
72,Tee Higgins,CIN,WR,8,TEN,0,0,0,0.6,0,4.4,62.9,0.4,0,0,0,0,13.2,13.15
73,Melvin Gordon III,DEN,RB,8,LAC,0,0,0,54.7,0.5,2.6,16.7,0.1,0,0,0,0,13.1,13.14
74,David Montgomery,CHI,RB,8,NO,0,0,0,53.4,0.3,3.3,21.6,0.1,0,0,0,0,13.1,13.1
75,Ronald Jones,TB,RB,8,NYG,0,0,0,64.6,0.5,2.2,14,0,0,0,0,0,13,12.96
76,Amari Cooper,DAL,WR,8,PHI,0,0,0,0.5,0,4.9,62.7,0.3,0,0,0,0,12.9,12.92
77,JuJu Smith-Schuster,PIT,WR,8,BAL,0,0,0,0,0,4.8,56.8,0.4,0,0,0,0,12.9,12.88
78,DeVante Parker,MIA,WR,8,LAR,0,0,0,0,0,4.3,61.5,0.4,0,0,0,0,12.8,12.85
79,Darrell Henderson Jr.,LAR,RB,8,MIA,0,0,0,68.6,0.4,1.5,15.8,0.1,0,0,0,0,12.8,12.84
80,Mark Andrews,BAL,TE,8,PIT,0,0,0,0,0,4.1,54.1,0.5,0,0,0,0,12.5,12.51
81,A.J. Green,CIN,WR,8,TEN,0,0,0,0,0,4.6,59.8,0.3,0,0,0,0,12.4,12.38
82,Darius Slayton,NYG,WR,8,TB,0,0,0,0.1,0,4,56.4,0.4,0,0,0,0,12,12.05
83,Corey Davis,TEN,WR,8,CIN,0,0,0,0,0,4.1,55.4,0.4,0,0,0,0,12,12.04
84,Cole Beasley,BUF,WR,8,NE,0,0,0,0,0,4.7,52.9,0.3,0,0,0,0,11.8,11.79
85,Sterling Shepard,NYG,WR,8,TB,0,0,0,1.8,0,4.7,50.9,0.3,0,0,0,0,11.8,11.77
86,Hunter Henry,LAC,TE,8,DEN,0,0,0,0,0,4.3,49.8,0.4,0,0,0,0,11.7,11.68
