Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Lamar Jackson,BAL,QB,3,KC,244.4,1.9,0.6,64.1,0.4,0,0,0,0,0,0,0,25.5,25.49
2,Kyler Murray,ARI,QB,3,DET,278,2,0.8,44.3,0.4,0,0,0,0,0,0,0,25,25.05
3,Russell Wilson,SEA,QB,3,DAL,286.8,2.3,0.5,25,0.2,0,0,0,0,0,0,0,23.8,23.77
4,Cam Newton,NE,QB,3,LV,236.9,1.5,0.7,46.9,0.7,0,0,0,0,0,0,0,23.6,23.57
5,Patrick Mahomes,KC,QB,3,BAL,293.4,2.1,0.6,19.9,0.2,0,0,0,0,0,0,0,22.6,22.63
6,Dak Prescott,DAL,QB,3,SEA,298.5,1.9,0.6,20,0.3,0,0,0,0,0,0,0,22.5,22.54
7,Alvin Kamara,NO,RB,3,GB,0,0,0,59,0.7,6,48.5,0.2,0,0,0,0,22,22.05
8,Josh Allen,BUF,QB,3,LAR,239.1,1.6,0.8,37.2,0.5,0,0,0,0,0,0,0,21.7,21.68
9,Derrick Henry,TEN,RB,3,MIN,0,0,0,103.8,0.8,1.4,12.3,0.1,0,0,0,0,21.3,21.31
10,Ezekiel Elliott,DAL,RB,3,SEA,0,0,0,86.6,0.7,4.1,32.2,0.2,0,0,0,0,21.2,21.18
11,DeAndre Hopkins,ARI,WR,3,DET,0,0,0,0.8,0,7.6,92.5,0.7,0,0,0,0,21,21.03
12,Matt Ryan,ATL,QB,3,CHI,291.6,1.8,0.8,7.6,0.1,0,0,0,0,0,0,0,19.3,19.32
13,Carson Wentz,PHI,QB,3,CIN,265.2,1.9,0.6,12.7,0.1,0,0,0,0,0,0,0,19.3,19.28
14,Gardner Minshew,JAX,QB,3,MIA,255.8,1.8,0.7,20.6,0.1,0,0,0,0,0,0,0,19.2,19.19
15,Drew Brees,NO,QB,3,GB,287.5,2,0.6,1.9,0,0,0,0,0,0,0,0,19,18.99
16,Ben Roethlisberger,PIT,QB,3,HOU,281.6,1.9,0.8,3.7,0.1,0,0,0,0,0,0,0,18.9,18.93
17,Deshaun Watson,HOU,QB,3,PIT,245.8,1.6,0.9,25.9,0.2,0,0,0,0,0,0,0,18.9,18.92
18,Aaron Jones,GB,RB,3,NO,0,0,0,64.8,0.7,3.8,31.8,0.2,0,0,0,0,18.8,18.76
19,Aaron Rodgers,GB,QB,3,NO,257.8,1.8,0.4,12,0.1,0,0,0,0,0,0,0,18.7,18.71
20,Miles Sanders,PHI,RB,3,CIN,0,0,0,71.8,0.6,3.4,33.6,0.2,0,0,0,0,18.6,18.64
21,Ryan Tannehill,TEN,QB,3,MIN,244.3,1.7,0.7,16.2,0.2,0,0,0,0,0,0,0,18.6,18.59
22,Matthew Stafford,DET,QB,3,ARI,289,1.8,0.7,6.6,0,0,0,0,0,0,0,0,18.5,18.52
23,Calvin Ridley,ATL,WR,3,CHI,0,0,0,2,0,6.3,83.6,0.6,0,0,0,0,18.4,18.36
24,Ryan Fitzpatrick,MIA,QB,3,JAX,262.3,1.7,1,15.5,0.1,0,0,0,0,0,0,0,18.3,18.34
25,Dalvin Cook,MIN,RB,3,TEN,0,0,0,73.9,0.7,3.4,29.3,0.1,0,0,0,0,18.3,18.32
26,Joe Burrow,CIN,QB,3,PHI,241.8,1.5,0.8,24.2,0.2,0,0,0,0,0,0,0,18.3,18.29
27,Tom Brady,TB,QB,3,DEN,269,1.8,0.6,2.3,0.1,0,0,0,0,0,0,0,18.1,18.09
27,Mitch Trubisky,CHI,QB,3,ATL,247.3,1.5,0.8,19,0.2,0,0,0,0,0,0,0,18.1,18.09
29,Austin Ekeler,LAC,RB,3,CAR,0,0,0,58.9,0.3,4.4,42.6,0.3,0,0,0,0,18,18.05
30,Jared Goff,LAR,QB,3,BUF,265.8,1.7,0.9,7.4,0.1,0,0,0,0,0,0,0,17.8,17.77
31,Justin Herbert,LAC,QB,3,CAR,232.9,1.6,0.8,18.3,0.2,0,0,0,0,0,0,0,17.8,17.75
32,Philip Rivers,IND,QB,3,NYJ,271.4,1.9,0.9,2.2,0,0,0,0,0,0,0,0,17.7,17.68
33,Jonathan Taylor,IND,RB,3,NYJ,0,0,0,77.5,0.7,2.8,25.1,0.1,0,0,0,0,17.7,17.66
34,Baker Mayfield,CLE,QB,3,WAS,257.3,1.8,0.9,6.8,0,0,0,0,0,0,0,0,17.2,17.17
35,Daniel Jones,NYG,QB,3,SF,232.5,1.4,1,19.7,0.2,0,0,0,0,0,0,0,16.9,16.87
36,Amari Cooper,DAL,WR,3,SEA,0,0,0,0.4,0,5.7,80.4,0.5,0,0,0,0,16.7,16.68
37,Chris Carson,SEA,RB,3,DAL,0,0,0,65.1,0.5,3.4,25.8,0.2,0,0,0,0,16.6,16.59
