rank,id,player,team,pos,game.week,opp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_draftkings
1,20398,Equanimeous St. Brown,GB,WR,2,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
2,21178,Jason Moore,LAC,WR,2,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
3,16003,Sammy Watkins,KC,WR,2,LAC,0.0,0.0,0.0,0.3,0.0,3.8,49.5,0.4,,,0.0,0.0,11.2
4,21448,Jalen Guyton,LAC,WR,2,KC,0.0,0.0,0.0,0.0,0.0,0.9,10.4,0.0,,,0.0,0.0,1.9
5,19358,Gehrig Dieter,KC,WR,2,LAC,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,,,0.0,0.0,0.2
6,18082,Tyreek Hill,KC,WR,2,LAC,0.0,0.0,0.0,3.1,0.0,5.2,77.7,0.5,,,0.0,0.0,16.3
7,18914,Mike Williams,LAC,WR,2,KC,0.0,0.0,0.0,0.5,0.0,3.5,56.5,0.4,,,0.0,0.0,11.6
8,15076,Keenan Allen,LAC,WR,2,KC,0.0,0.0,0.0,0.7,0.0,5.3,61.7,0.3,,,0.0,0.0,13.3
9,20788,Mecole Hardman,KC,WR,2,LAC,0.0,0.0,0.0,1.5,0.0,2.2,30.0,0.3,,,0.0,0.0,7.2
10,18047,Demarcus Robinson,KC,WR,2,LAC,0.0,0.0,0.0,0.0,0.0,1.9,24.4,0.2,,,0.0,0.0,5.5
11,21758,KJ Hill Jr.,LAC,WR,2,KC,0.0,0.0,0.0,0.3,0.0,0.5,7.4,0.0,,,0.0,0.0,1.3
12,20150,Byron Pringle,KC,WR,2,LAC,0.0,0.0,0.0,0.0,0.0,0.2,6.3,0.0,,,0.0,0.0,0.8
13,21718,Joe Reed,LAC,WR,2,KC,0.0,0.0,0.0,0.1,0.0,0.5,7.7,0.0,,,0.0,0.0,1.2
14,19361,Marcus Kemp,KC,WR,2,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,0.0,0.0,0.1
15,20838,Tyron Billy-Johnson,LAC,WR,2,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
16,21383,Jody Fortson Jr.,KC,WR,2,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
17,21716,Kalija Lipscomb,KC,WR,2,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
18,22235,Maurice Ffrench,KC,WR,2,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
19,22311,Jeff Cotton,LAC,WR,2,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
20,17141,Damiere Byrd,NE,WR,2,SEA,0.0,0.0,0.0,0.0,0.0,1.9,23.0,0.1,,,0.0,0.0,4.8
21,7651,Matthew Slater,NE,WR,2,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,0.0,0.0,0.0
22,21751,Aaron Fuller,SEA,WR,2,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
