Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Lamar Jackson,BAL,QB,3,KC,244.4,1.9,0.6,64.1,0.4,0,0,0,0,0,0,0,25.5,25.49
2,Lamar Jackson,BAL,QB,2,HOU,239.3,2,0.6,62.3,0.4,0,0,0,0,0,0,0,25.4,25.4
3,Kyler Murray,ARI,QB,3,DET,278,2,0.8,44.3,0.4,0,0,0,0,0,0,0,25,25.05
4,Russell Wilson,SEA,QB,3,DAL,286.8,2.3,0.5,25,0.2,0,0,0,0,0,0,0,23.8,23.77
5,Cam Newton,NE,QB,3,LV,236.9,1.5,0.7,46.9,0.7,0,0,0,0,0,0,0,23.6,23.57
6,Matt Ryan,ATL,QB,2,DAL,309.4,1.9,0.8,5.8,0.1,0,0,0,0,0,0,0,23.2,23.16
7,Derrick Henry,TEN,RB,2,JAX,0,0,0,105,0.9,2,16.4,0.1,0,0,0,0,23,23.04
8,Patrick Mahomes,KC,QB,3,BAL,293.4,2.1,0.6,19.9,0.2,0,0,0,0,0,0,0,22.6,22.63
9,Dak Prescott,DAL,QB,3,SEA,298.5,1.9,0.6,20,0.3,0,0,0,0,0,0,0,22.5,22.54
10,Davante Adams,GB,WR,2,DET,0,0,0,0,0,7.8,95.7,0.8,0,0,0,0,22.2,22.17
11,Christian McCaffrey,CAR,RB,2,TB,0,0,0,69.1,0.6,5.7,48.1,0.2,0,0,0,0,22.1,22.12
12,Alvin Kamara,NO,RB,3,GB,0,0,0,59,0.7,6,48.5,0.2,0,0,0,0,22,22.05
13,Dak Prescott,DAL,QB,2,ATL,293.2,2.1,0.7,15.9,0.2,0,0,0,0,0,0,0,22,22.02
14,Patrick Mahomes,KC,QB,2,LAC,291.1,2.2,0.6,16.3,0.1,0,0,0,0,0,0,0,22,21.97
15,Josh Allen,BUF,QB,3,LAR,239.1,1.6,0.8,37.2,0.5,0,0,0,0,0,0,0,21.7,21.68
16,Josh Allen,BUF,QB,2,MIA,233.3,1.5,0.8,42.2,0.5,0,0,0,0,0,0,0,21.6,21.55
17,Derrick Henry,TEN,RB,3,MIN,0,0,0,103.8,0.8,1.4,12.3,0.1,0,0,0,0,21.3,21.31
18,Ezekiel Elliott,DAL,RB,3,SEA,0,0,0,86.6,0.7,4.1,32.2,0.2,0,0,0,0,21.2,21.18
19,DeAndre Hopkins,ARI,WR,3,DET,0,0,0,0.8,0,7.6,92.5,0.7,0,0,0,0,21,21.03
20,Kyler Murray,ARI,QB,2,WAS,247.6,1.7,0.7,36.3,0.2,0,0,0,0,0,0,0,20.7,20.73
21,Ezekiel Elliott,DAL,RB,2,ATL,0,0,0,86.8,0.7,3.5,29.1,0.2,0,0,0,0,20.4,20.39
22,Aaron Rodgers,GB,QB,2,DET,274,2,0.3,10.6,0.1,0,0,0,0,0,0,0,20.1,20.12
23,Alvin Kamara,NO,RB,2,LV,0,0,0,54.5,0.5,5.8,46.1,0.2,0,0,0,0,20,19.96
24,Russell Wilson,SEA,QB,2,NE,262.3,1.8,0.5,20.4,0.1,0,0,0,0,0,0,0,19.6,19.63
25,Matt Ryan,ATL,QB,3,CHI,291.6,1.8,0.8,7.6,0.1,0,0,0,0,0,0,0,19.3,19.32
26,Carson Wentz,PHI,QB,3,CIN,265.2,1.9,0.6,12.7,0.1,0,0,0,0,0,0,0,19.3,19.28
27,Gardner Minshew,JAX,QB,3,MIA,255.8,1.8,0.7,20.6,0.1,0,0,0,0,0,0,0,19.2,19.19
28,Cam Newton,NE,QB,2,SEA,211.8,1.3,0.8,39.7,0.4,0,0,0,0,0,0,0,19,19.04
29,Drew Brees,NO,QB,3,GB,287.5,2,0.6,1.9,0,0,0,0,0,0,0,0,19,18.99
30,Julio Jones,ATL,WR,2,DAL,0,0,0,0.4,0,6.8,97,0.4,0,0,0,0,18.9,18.94
31,Ben Roethlisberger,PIT,QB,3,HOU,281.6,1.9,0.8,3.7,0.1,0,0,0,0,0,0,0,18.9,18.93
32,Tom Brady,TB,QB,2,CAR,269.1,2,0.6,2.6,0.1,0,0,0,0,0,0,0,18.9,18.92
32,Deshaun Watson,HOU,QB,3,PIT,245.8,1.6,0.9,25.9,0.2,0,0,0,0,0,0,0,18.9,18.92
34,Saquon Barkley,NYG,RB,2,CHI,0,0,0,69.2,0.5,4.2,36.3,0.2,0,0,0,0,18.8,18.85
35,Aaron Jones,GB,RB,3,NO,0,0,0,64.8,0.7,3.8,31.8,0.2,0,0,0,0,18.8,18.76
36,Aaron Rodgers,GB,QB,3,NO,257.8,1.8,0.4,12,0.1,0,0,0,0,0,0,0,18.7,18.71
37,Deshaun Watson,HOU,QB,2,BAL,250.4,1.4,0.8,28.2,0.2,0,0,0,0,0,0,0,18.6,18.64
37,Miles Sanders,PHI,RB,3,CIN,0,0,0,71.8,0.6,3.4,33.6,0.2,0,0,0,0,18.6,18.64
39,Ryan Tannehill,TEN,QB,3,MIN,244.3,1.7,0.7,16.2,0.2,0,0,0,0,0,0,0,18.6,18.59
40,DeAndre Hopkins,ARI,WR,2,WAS,0,0,0,0.3,0,6.8,81.3,0.6,0,0,0,0,18.6,18.56
41,Matthew Stafford,DET,QB,3,ARI,289,1.8,0.7,6.6,0,0,0,0,0,0,0,0,18.5,18.52
42,Calvin Ridley,ATL,WR,3,CHI,0,0,0,2,0,6.3,83.6,0.6,0,0,0,0,18.4,18.36
43,Ryan Fitzpatrick,MIA,QB,3,JAX,262.3,1.7,1,15.5,0.1,0,0,0,0,0,0,0,18.3,18.34
44,Dalvin Cook,MIN,RB,3,TEN,0,0,0,73.9,0.7,3.4,29.3,0.1,0,0,0,0,18.3,18.32
45,Joe Burrow,CIN,QB,3,PHI,241.8,1.5,0.8,24.2,0.2,0,0,0,0,0,0,0,18.3,18.29
46,Tom Brady,TB,QB,3,DEN,269,1.8,0.6,2.3,0.1,0,0,0,0,0,0,0,18.1,18.09
46,Mitch Trubisky,CHI,QB,3,ATL,247.3,1.5,0.8,19,0.2,0,0,0,0,0,0,0,18.1,18.09
48,Austin Ekeler,LAC,RB,3,CAR,0,0,0,58.9,0.3,4.4,42.6,0.3,0,0,0,0,18,18.05
49,Dalvin Cook,MIN,RB,2,IND,0,0,0,68.4,0.6,3.7,33,0.1,0,0,0,0,17.9,17.94
50,Austin Ekeler,LAC,RB,2,KC,0,0,0,56.1,0.3,4.5,43.2,0.3,0,0,0,0,17.9,17.93
