Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Alvin Kamara,NO,RB,7,CAR,0,0,0,57.8,0.6,7.1,68,0.4,0,0,0,0,25.6,25.58
2,Russell Wilson,SEA,QB,7,ARI,294.7,2.6,0.5,23.7,0.2,0,0,0,0,0,0,0,25.2,25.16
3,Kyler Murray,ARI,QB,7,SEA,268.5,1.8,0.9,44.4,0.5,0,0,0,0,0,0,0,24.4,24.38
4,Matt Ryan,ATL,QB,7,DET,301.2,2.1,0.8,4,0.1,0,0,0,0,0,0,0,23.6,23.55
5,Patrick Mahomes,KC,QB,7,DEN,294.4,2.1,0.6,25.3,0.2,0,0,0,0,0,0,0,23.2,23.21
6,Deshaun Watson,HOU,QB,7,GB,289.3,2,0.8,25.7,0.3,0,0,0,0,0,0,0,23,23.04
7,Josh Allen,BUF,QB,7,NYJ,262,1.9,0.8,30,0.4,0,0,0,0,0,0,0,22.6,22.58
8,Aaron Rodgers,GB,QB,7,HOU,286.6,2.2,0.5,8.8,0.1,0,0,0,0,0,0,0,21.1,21.14
9,Kareem Hunt,CLE,RB,7,CIN,0,0,0,83.7,0.8,3.1,24.2,0.3,0,0,0,0,20.4,20.39
10,Cam Newton,NE,QB,7,SF,215.6,1.3,0.7,40.1,0.5,0,0,0,0,0,0,0,20,20.03
11,Davante Adams,GB,WR,7,HOU,0,0,0,0,0,7.1,87.2,0.7,0,0,0,0,20,20.02
12,Justin Herbert,LAC,QB,7,JAX,252.4,1.9,0.8,16.8,0.2,0,0,0,0,0,0,0,19.7,19.68
13,Tom Brady,TB,QB,7,LV,291.3,2,0.7,2.2,0.1,0,0,0,0,0,0,0,19.7,19.67
14,Ryan Tannehill,TEN,QB,7,PIT,259.2,1.8,0.7,15.6,0.2,0,0,0,0,0,0,0,19.5,19.53
15,DeAndre Hopkins,ARI,WR,7,SEA,0,0,0,0.8,0,7.1,86.8,0.6,0,0,0,0,19.5,19.46
16,Joe Burrow,CIN,QB,7,CLE,252,1.6,1,22.1,0.3,0,0,0,0,0,0,0,19.4,19.39
17,Ezekiel Elliott,DAL,RB,7,WAS,0,0,0,81.2,0.6,3.9,27.1,0.2,0,0,0,0,19.3,19.33
18,Matthew Stafford,DET,QB,7,ATL,296.5,1.9,0.7,6.5,0,0,0,0,0,0,0,0,19.3,19.31
19,Mike Davis,CAR,RB,7,NO,0,0,0,65.3,0.5,4.8,32.8,0.3,0,0,0,0,19.2,19.21
20,Gardner Minshew,JAX,QB,7,LAC,266,1.8,0.7,16.1,0.1,0,0,0,0,0,0,0,19.2,19.15
