Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Deshaun Watson,HOU,QB,17,TEN,304.9,2,0.8,28.8,0.3,0,0,0,0,0,0,0,26.9,26.88
2,Lamar Jackson,BAL,QB,17,CIN,228.5,1.8,0.7,67.1,0.4,0,0,0,0,0,0,0,24.6,24.55
3,Derrick Henry,TEN,RB,17,HOU,0,0,0,117.7,1,1.5,12,0.1,0,0,0,0,24,23.97
4,Tom Brady,TB,QB,17,ATL,303.4,2.2,0.6,1.6,0.1,0,0,0,0,0,0,0,23.9,23.9
5,Davante Adams,GB,WR,17,CHI,0,0,0,0.1,0,8,96.2,0.9,0,0,0,0,22.9,22.93
6,Aaron Rodgers,GB,QB,17,CHI,276.4,2.4,0.5,13.4,0.1,0,0,0,0,0,0,0,21.9,21.9
7,Ryan Tannehill,TEN,QB,17,HOU,250.7,2.1,0.6,17.8,0.3,0,0,0,0,0,0,0,21.3,21.31
8,Kirk Cousins,MIN,QB,17,DET,289,2.3,0.8,6.5,0.1,0,0,0,0,0,0,0,21,21.01
9,Justin Herbert,LAC,QB,17,KC,269.4,1.8,0.8,19.2,0.3,0,0,0,0,0,0,0,20.7,20.7
10,Kyler Murray,ARI,QB,17,LAR,227.5,1.5,0.9,39,0.4,0,0,0,0,0,0,0,20.3,20.3
11,Russell Wilson,SEA,QB,17,SF,253.9,2,0.6,22.6,0.1,0,0,0,0,0,0,0,20.2,20.22
12,Jalen Hurts,PHI,QB,17,WAS,224.5,1.3,0.9,54.1,0.3,0,0,0,0,0,0,0,20.1,20.09
13,Calvin Ridley,ATL,WR,17,TB,0,0,0,1,0,6.4,97.9,0.6,0,0,0,0,19.8,19.79
14,Austin Ekeler,LAC,RB,17,KC,0,0,0,59.5,0.3,5.4,47.2,0.3,0,0,0,0,19.6,19.57
15,Philip Rivers,IND,QB,17,JAX,285.9,2.1,0.9,0.7,0,0,0,0,0,0,0,0,18.9,18.91
16,Jonathan Taylor,IND,RB,17,JAX,0,0,0,83.8,0.8,2.4,21,0.1,0,0,0,0,18.2,18.18
17,Justin Jefferson,MIN,WR,17,DET,0,0,0,0.2,0,5.9,91.4,0.5,0,0,0,0,18.1,18.06
18,Matthew Stafford,DET,QB,17,MIN,272.6,1.7,0.7,5.3,0.1,0,0,0,0,0,0,0,17.9,17.93
19,Mitch Trubisky,CHI,QB,17,GB,244.2,1.7,0.9,17,0.1,0,0,0,0,0,0,0,17.8,17.77
20,Drew Brees,NO,QB,17,CAR,257.9,1.8,0.6,3.2,0.1,0,0,0,0,0,0,0,17.7,17.74
21,Matt Ryan,ATL,QB,17,TB,287.6,1.7,0.8,4.1,0,0,0,0,0,0,0,0,17.7,17.71
