Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,14,MIA,314.9,2.3,0.6,22.4,0.2,0,0,0,0,0,0,0,27.5,27.54
2,Davante Adams,GB,WR,14,DET,0,0,0,0,0,8.1,103.4,0.9,0,0,0,0,26.8,26.84
3,Aaron Rodgers,GB,QB,14,DET,312.5,2.4,0.4,10.2,0.1,0,0,0,0,0,0,0,26.2,26.22
4,Russell Wilson,SEA,QB,14,NYJ,290.8,2.3,0.5,27.3,0.2,0,0,0,0,0,0,0,24.2,24.16
5,Derrick Henry,TEN,RB,14,JAX,0,0,0,109.7,1,1.4,11.3,0.1,0,0,0,0,23,23
6,Kyler Murray,ARI,QB,14,NYG,249.2,1.6,0.9,40.1,0.4,0,0,0,0,0,0,0,21.8,21.78
7,Justin Herbert,LAC,QB,14,ATL,294.1,2,0.8,16.5,0.2,0,0,0,0,0,0,0,21.7,21.71
8,Josh Allen,BUF,QB,14,PIT,255.7,1.7,1,31.3,0.4,0,0,0,0,0,0,0,21.4,21.36
9,Lamar Jackson,BAL,QB,14,CLE,212.2,1.6,0.8,54.9,0.3,0,0,0,0,0,0,0,21.2,21.18
10,Deshaun Watson,HOU,QB,14,CHI,267.9,1.8,0.8,29.2,0.2,0,0,0,0,0,0,0,21.1,21.14
11,Tyreek Hill,KC,WR,14,MIA,0,0,0,6.3,0.1,5.8,86,0.8,0,0,0,0,20.4,20.43
12,Ryan Tannehill,TEN,QB,14,JAX,255.3,2,0.6,16.5,0.2,0,0,0,0,0,0,0,20.4,20.36
13,Tom Brady,TB,QB,14,MIN,296.5,2.1,0.7,1.9,0.1,0,0,0,0,0,0,0,20.2,20.25
14,Dalvin Cook,MIN,RB,14,TB,0,0,0,83.9,0.7,3.7,32.9,0.1,0,0,0,0,20,19.98
15,Taysom Hill,NO,TE,14,PHI,187.4,1.2,0.8,54.9,0.5,0,0,0,0,0,0,0,19.7,19.69
