Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,5,LV,305.5,2.7,0.5,20.7,0.2,0,0,0,0,0,0,0,28.7,28.69
2,Russell Wilson,SEA,QB,5,MIN,305.7,2.5,0.5,21.8,0.2,0,0,0,0,0,0,0,28,28.01
3,Dak Prescott,DAL,QB,5,NYG,309.8,2.3,0.8,22.1,0.3,0,0,0,0,0,0,0,27.7,27.7
4,Alvin Kamara,NO,RB,5,LAC,0,0,0,56.1,0.7,6.8,66.8,0.4,0,0,0,0,25.6,25.59
5,Lamar Jackson,BAL,QB,5,CIN,237.7,2,0.6,56,0.4,0,0,0,0,0,0,0,24.8,24.81
6,Josh Allen,BUF,QB,5,TEN,266.4,2,0.8,37,0.5,0,0,0,0,0,0,0,24.5,24.46
7,Deshaun Watson,HOU,QB,5,JAX,295.5,2.1,0.9,25.8,0.3,0,0,0,0,0,0,0,23.6,23.6
8,Kyler Murray,ARI,QB,5,NYJ,248.2,1.8,0.8,44.7,0.4,0,0,0,0,0,0,0,23.1,23.1
9,Ezekiel Elliott,DAL,RB,5,NYG,0,0,0,76.6,0.8,4.5,32.1,0.2,0,0,0,0,21.3,21.27
10,Clyde Edwards-Helaire,KC,RB,5,LV,0,0,0,79.3,0.7,3.7,34.7,0.2,0,0,0,0,20.4,20.4
11,Matt Ryan,ATL,QB,5,CAR,298.9,2,0.8,4.9,0.1,0,0,0,0,0,0,0,20.2,20.15
12,Jared Goff,LAR,QB,5,WAS,279.8,1.8,0.8,8,0.2,0,0,0,0,0,0,0,19.5,19.49
13,Teddy Bridgewater,CAR,QB,5,ATL,286.5,1.8,0.9,12.9,0.1,0,0,0,0,0,0,0,19.4,19.45
14,DeAndre Hopkins,ARI,WR,5,NYJ,0,0,0,0.8,0,7.1,86.1,0.6,0,0,0,0,19.4,19.39
15,Gardner Minshew,JAX,QB,5,HOU,269.8,1.8,0.8,16.6,0.1,0,0,0,0,0,0,0,19.4,19.35
16,Dalvin Cook,MIN,RB,5,SEA,0,0,0,85.7,0.7,3.2,27.4,0.1,0,0,0,0,19.1,19.11
17,Daniel Jones,NYG,QB,5,DAL,244.1,1.7,1,23.6,0.2,0,0,0,0,0,0,0,18.9,18.92
18,Drew Brees,NO,QB,5,LAC,283.7,2,0.5,1.5,0,0,0,0,0,0,0,0,18.9,18.9
19,Mike Davis,CAR,RB,5,ATL,0,0,0,56.7,0.6,4.9,35.9,0.2,0,0,0,0,18.9,18.86
20,Amari Cooper,DAL,WR,5,NYG,0,0,0,0.5,0,6.9,88,0.5,0,0,0,0,18.8,18.75
21,Joe Burrow,CIN,QB,5,BAL,240.3,1.5,1,24.5,0.3,0,0,0,0,0,0,0,18.7,18.66
22,Tyreek Hill,KC,WR,5,LV,0,0,0,6.3,0.1,5.3,83.8,0.6,0,0,0,0,18.5,18.51
23,Justin Herbert,LAC,QB,5,NO,251,1.6,1.1,15.6,0.3,0,0,0,0,0,0,0,18.5,18.5
24,Ben Roethlisberger,PIT,QB,5,PHI,282.1,1.9,0.7,3.3,0,0,0,0,0,0,0,0,18.4,18.41
25,Ryan Tannehill,TEN,QB,5,BUF,240.9,1.6,0.6,17.4,0.2,0,0,0,0,0,0,0,18.3,18.28
26,Kareem Hunt,CLE,RB,5,IND,0,0,0,75.2,0.6,3.4,27.4,0.2,0,0,0,0,18.3,18.26
27,Jimmy Garoppolo,SF,QB,5,MIA,273.5,1.8,0.8,4.1,0.1,0,0,0,0,0,0,0,18.2,18.25
28,Chris Carson,SEA,RB,5,MIN,0,0,0,64.9,0.7,3.3,25.2,0.3,0,0,0,0,18.2,18.21
29,Tom Brady,TB,QB,5,CHI,266.7,1.8,0.6,2.3,0.1,0,0,0,0,0,0,0,18,18
30,Calvin Ridley,ATL,WR,5,CAR,0,0,0,1.7,0,6,82.1,0.6,0,0,0,0,18,17.98
31,Josh Jacobs,LV,RB,5,KC,0,0,0,80.5,0.6,3.3,24.5,0.1,0,0,0,0,17.8,17.8
32,Kirk Cousins,MIN,QB,5,SEA,268.5,1.7,0.8,5.5,0.1,0,0,0,0,0,0,0,17.8,17.79
33,Ryan Fitzpatrick,MIA,QB,5,SF,251,1.4,1,20.1,0.2,0,0,0,0,0,0,0,17.8,17.75
34,Tyler Lockett,SEA,WR,5,MIN,0,0,0,0.9,0,5.9,80.3,0.6,0,0,0,0,17.6,17.62
35,Travis Kelce,KC,TE,5,LV,0,0,0,0.2,0,6.2,77.5,0.6,0,0,0,0,17.6,17.57
36,James Conner,PIT,RB,5,PHI,0,0,0,71.5,0.8,2.7,21,0.1,0,0,0,0,17.2,17.25
37,Derrick Henry,TEN,RB,5,BUF,0,0,0,98.2,0.8,1.7,11.1,0,0,0,0,0,17.2,17.23
38,Derek Carr,LV,QB,5,KC,265.5,1.6,0.7,4,0.1,0,0,0,0,0,0,0,17.2,17.22
39,Adam Thielen,MIN,WR,5,SEA,0,0,0,0.8,0,6,82.2,0.5,0,0,0,0,17.2,17.2
40,George Kittle,SF,TE,5,MIA,0,0,0,1.3,0,6.1,78,0.5,0,0,0,0,17,17.03
41,James Robinson,JAX,RB,5,HOU,0,0,0,74.8,0.6,2.9,25.7,0.1,0,0,0,0,17,16.95
42,DK Metcalf,SEA,WR,5,MIN,0,0,0,1,0,5.2,81.1,0.6,0,0,0,0,16.9,16.91
43,Baker Mayfield,CLE,QB,5,IND,243.6,1.7,0.9,7.6,0.1,0,0,0,0,0,0,0,16.9,16.9
44,Philip Rivers,IND,QB,5,CLE,264.6,1.8,1,2,0,0,0,0,0,0,0,0,16.9,16.88
45,Keenan Allen,LAC,WR,5,NO,0,0,0,0.5,0,6.7,77.1,0.4,0,0,0,0,16.8,16.76
46,Stefon Diggs,BUF,WR,5,TEN,0,0,0,1.4,0,5.6,79.3,0.5,0,0,0,0,16.7,16.67
47,Joe Mixon,CIN,RB,5,BAL,0,0,0,70.5,0.4,3.3,27.8,0.2,0,0,0,0,16.5,16.53
48,Carson Wentz,PHI,QB,5,PIT,236.1,1.5,0.9,15.1,0.1,0,0,0,0,0,0,0,16.4,16.45
49,Jonathan Taylor,IND,RB,5,CLE,0,0,0,75.6,0.6,2.5,22.5,0.1,0,0,0,0,16.4,16.41
50,Ronald Jones,TB,RB,5,CHI,0,0,0,70.8,0.6,3,21.2,0.1,0,0,0,0,16.3,16.3
51,Cooper Kupp,LAR,WR,5,WAS,0,0,0,1.1,0,5.6,69.5,0.6,0,0,0,0,16.3,16.26
52,Allen Robinson II,CHI,WR,5,TB,0,0,0,0.3,0,6,77.6,0.4,0,0,0,0,16.1,16.09
53,Miles Sanders,PHI,RB,5,PIT,0,0,0,60.9,0.4,3.7,33.4,0.1,0,0,0,0,16,16.03
54,Mike Evans,TB,WR,5,CHI,0,0,0,0,0,5.4,75.9,0.5,0,0,0,0,16,15.99
55,Nick Foles,CHI,QB,5,TB,241.6,1.4,1,7.2,0.2,0,0,0,0,0,0,0,16,15.98
56,Todd Gurley II,ATL,RB,5,CAR,0,0,0,74.8,0.8,1.7,11.4,0.1,0,0,0,0,15.6,15.62
57,Devin Singletary,BUF,RB,5,TEN,0,0,0,69.4,0.3,3.4,23.7,0.2,0,0,0,0,15.6,15.61
58,Robert Woods,LAR,WR,5,WAS,0,0,0,7.6,0.1,5.4,68.6,0.3,0,0,0,0,15.4,15.42
59,DJ Chark,JAX,WR,5,HOU,0,0,0,0.9,0,5.1,72.1,0.5,0,0,0,0,15.4,15.4
59,William Fuller V,HOU,WR,5,JAX,0,0,0,0.2,0,5.2,71.8,0.5,0,0,0,0,15.4,15.4
61,Terry McLaurin,WAS,WR,5,LAR,0,0,0,0.1,0,5.3,75.9,0.4,0,0,0,0,15.3,15.3
62,Chosen Anderson,CAR,WR,5,ATL,0,0,0,0.2,0,5.1,71.7,0.5,0,0,0,0,15.3,15.29
62,DJ Moore,CAR,WR,5,ATL,0,0,0,2.7,0,5.4,72.2,0.4,0,0,0,0,15.3,15.29
64,Odell Beckham Jr.,CLE,WR,5,IND,0,0,0,1.3,0,4.9,70.6,0.5,0,0,0,0,15.1,15.09
65,DeVante Parker,MIA,WR,5,SF,0,0,0,0,0,5,69.9,0.5,0,0,0,0,15,14.99
66,JuJu Smith-Schuster,PIT,WR,5,PHI,0,0,0,0,0,5.6,69.8,0.4,0,0,0,0,15,14.98
67,Joe Flacco,NYJ,QB,5,ARI,233.4,1.4,0.9,3.8,0.1,0,0,0,0,0,0,0,14.9,14.92
68,David Johnson,HOU,RB,5,JAX,0,0,0,60.6,0.5,2.7,26.3,0.1,0,0,0,0,14.9,14.89
69,Kyle Allen,WAS,QB,5,LAR,232.7,1.3,1,9.5,0.1,0,0,0,0,0,0,0,14.9,14.86
70,Jamison Crowder,NYJ,WR,5,ARI,0,0,0,0.2,0,5.9,64.6,0.4,0,0,0,0,14.8,14.78
71,Tyler Boyd,CIN,WR,5,BAL,0,0,0,1,0,5.5,67.5,0.4,0,0,0,0,14.6,14.65
72,Darren Waller,LV,TE,5,KC,0,0,0,0.1,0,6,68.7,0.3,0,0,0,0,14.6,14.58
73,Antonio Gibson,WAS,RB,5,LAR,0,0,0,60.4,0.4,2.7,24.9,0.1,0,0,0,0,14,14.03
74,Marquise Brown,BAL,WR,5,CIN,0,0,0,1,0,4.5,70.1,0.4,0,0,0,0,14,14.01
75,Kenyan Drake,ARI,RB,5,NYJ,0,0,0,62.3,0.5,2.5,16.9,0.1,0,0,0,0,13.9,13.92
76,A.J. Brown,TEN,WR,5,BUF,0,0,0,1.9,0,4.5,67.9,0.4,0,0,0,0,13.9,13.88
