"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Austin Ekeler","RB","LAC",21.3,1.16,0.873,19.8,23.1,12.9,13.1,11.8,1,1,6,1,"1",NA,NA,62
"2","Tyreek Hill","WR","MIA",22.2,2.09,0.437,19.5,24,12.7,11,12.9,2,7,1,1,"1",NA,NA,90
"3","Justin Jefferson","WR","MIN",21.7,1.9,0.18,20.1,23.7,12.2,11.7,12.6,3,5,4,2,"1",NA,NA,85
"4","Travis Kelce","TE","KC",18.9,1.03,5.35,17.6,20,12.1,12.6,12.6,4,2,2,1,"1",NA,NA,70
"5","Christian McCaffrey","RB","SF",20.5,1.32,0.661,18.4,23.9,12,11.7,12.6,6,4,3,2,"1",NA,NA,74
"6","Davante Adams","WR","LVR",21.6,0.847,1.28,18.9,22.6,12,10.5,11.6,5,8,7,3,"2",NA,NA,35
"7","Rhamondre Stevenson","RB","NE",19.8,0.807,0.259,18.9,22.6,11.3,12.2,11.3,7,3,8,3,"1",NA,NA,42
"8","Josh Jacobs","RB","LVR",19.5,2.38,1.05,17.9,21.7,11.1,11.2,10.3,8,6,11,4,"2",NA,NA,97
"9","Amon-Ra St. Brown","WR","DET",20.3,0.86,0.608,18.8,23.5,10.8,10.4,12.4,9,9,5,4,"3",NA,NA,39
"10","Stefon Diggs","WR","BUF",19.7,0.811,0.445,18.7,21.6,10.1,10.3,10.5,10,10,9,5,"3",NA,NA,34
"11","Derrick Henry","RB","TEN",18.5,0.635,0.688,16.2,20.2,10,9.5,8.84,11,12,15,5,"2",NA,NA,30
"12","Ja'Marr Chase","WR","CIN",19.2,1.41,1.24,18,21.6,9.7,9.53,10.5,12,11,10,6,"4",NA,NA,69
"13","Joe Mixon","RB","CIN",17.8,1.56,0.648,15.2,19.4,9.33,8.47,8.08,13,15,22,6,"3",NA,NA,77
"14","Dalvin Cook","RB","MIN",17.2,1.01,0.664,15.6,18.4,8.68,8.87,7.04,14,13,31,7,"4",NA,NA,52
"15","A.J. Brown","WR","PHI",18,1.91,0.024,16.6,19.8,8.46,8.14,8.73,15,16,17,7,"4",NA,NA,86
"16","CeeDee Lamb","WR","DAL",18,0.876,0.474,17.2,19.3,8.43,8.77,8.25,16,14,20,8,"4",NA,NA,41
"17","Saquon Barkley","RB","NYG",16.5,0.626,0.611,14.3,19.3,8.02,7.63,7.92,17,18,24,8,"4",NA,NA,29
"18","DeAndre Hopkins","WR","ARI",17.5,2.12,0.949,15.3,19.3,7.96,6.92,8.19,18,19,21,9,"5",NA,NA,92
"19","Tony Pollard","RB","DAL",15.9,2.97,0.384,12.5,18,7.41,5.81,6.7,19,27,34,9,"5",NA,NA,99
"20","Nick Chubb","RB","CLE",15.5,2.35,0.666,13.1,18.2,7.02,6.4,6.89,20,23,33,10,"5",NA,NA,96
"21","Jaylen Waddle","WR","MIA",16.5,2.66,0.0577,14.5,18.6,7.01,6.06,7.52,21,25,27,10,"5",NA,NA,96
"22","Tee Higgins","WR","CIN",16.5,1.66,0.192,14.3,18.4,6.95,5.9,7.26,22,26,28,11,"6",NA,NA,75
"23","Tyler Lockett","WR","SEA",16.3,1.22,0.085,14.7,19.9,6.76,6.3,8.8,23,24,16,12,"6",NA,NA,58
"24","Mark Andrews","TE","BAL",13.6,0.571,1.49,13.1,16.5,6.72,8.14,9.19,24,17,13,2,"2",NA,NA,42
"25","Garrett Wilson","WR","NYJ",16.2,1.29,0.132,14,18.3,6.68,5.56,7.24,25,29,29,13,"6",NA,NA,65
"26","DK Metcalf","WR","SEA",16.1,0.698,0.246,15,19,6.55,6.54,7.89,26,22,25,14,"6",NA,NA,27
"27","James Conner","RB","ARI",14.8,0.749,0.51,13.3,17.6,6.36,6.57,6.25,27,21,37,11,"6",NA,NA,38
"28","Christian Kirk","WR","JAC",15.8,2.23,0.0132,13.6,19.6,6.3,5.15,8.48,28,33,18,15,"6",NA,NA,93
"29","Amari Cooper","WR","CLE",15.8,3.56,0.23,12.9,19.1,6.29,4.53,8.02,29,40,23,16,"6",NA,NA,99
"30","Keenan Allen","WR","LAC",15.6,2.53,0.667,12.3,20.1,6.06,3.89,8.99,30,47,14,17,"7",NA,NA,94
"31","Travis Etienne","RB","JAC",14.3,2.47,0.207,12.2,17.2,5.85,5.45,5.83,31,31,41,12,"6",NA,NA,99
"32","D'Andre Swift","RB","DET",14.1,0.144,0.143,13.3,15.9,5.64,6.62,4.56,32,20,46,13,"6",NA,NA,9
"33","Ezekiel Elliott","RB","DAL",14,1.65,1.28,12.3,17.7,5.5,5.63,6.35,33,28,36,14,"7",NA,NA,84
"34","Chris Godwin","WR","TB",14.9,1.26,0.0498,11.5,18.3,5.39,3.05,7.18,34,52,30,18,"7",NA,NA,61
