"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Austin Ekeler","RB","LAC",22.9,0.801,3.49,20.6,24,13.9,13.4,12.4,1,1,1,1,"1",NA,NA,53
"2","Travis Kelce","TE","KC",18.4,0.405,0.338,17.5,19.6,11.8,12.3,11.9,2,2,2,1,"1",NA,NA,21
"3","Mark Andrews","TE","BAL",18,1.74,5.79,15.5,19.5,11.4,10.3,11.8,3,6,3,2,"2",NA,NA,94
"4","Saquon Barkley","RB","NYG",19.4,0.351,0.064,18.1,21.5,10.4,10.9,9.9,4,4,8,2,"1",NA,NA,16
"5","Leonard Fournette","RB","TB",19.3,0.473,0.0725,17.6,21.8,10.3,10.4,10.2,5,5,6,3,"1",NA,NA,23
"6","Derrick Henry","RB","TEN",19.2,0.504,0.527,16.9,21,10.2,9.69,9.44,6,7,10,4,"1",NA,NA,27
"7","Josh Jacobs","RB","LVR",18.7,0.636,0.107,18.2,20.3,9.71,11,8.71,7,3,13,5,"1",NA,NA,39
"8","Tyreek Hill","WR","MIA",20.1,2.27,0.0349,17.3,22.1,9.7,8.56,10.2,8,12,5,1,"1",NA,NA,89
"9","Davante Adams","WR","LVR",20,2.3,0.413,18,22.1,9.66,9.24,10.2,9,10,4,2,"1",NA,NA,90
"10","Alvin Kamara","RB","NO",18.6,1.43,1.12,16.6,20.3,9.61,9.34,8.76,10,9,12,6,"2",NA,NA,83
"11","Ja'Marr Chase","WR","CIN",19.6,1.38,1.08,17.6,21.6,9.25,8.78,9.73,11,11,9,3,"2",NA,NA,67
"12","Joe Mixon","RB","CIN",17.5,0.549,0.793,16.7,18.1,8.49,9.52,6.54,12,8,26,7,"3",NA,NA,30
"13","Deebo Samuel","WR","SF",18.5,2.89,0.0299,14.7,22,8.17,5.97,10.1,13,24,7,4,"2",NA,NA,97
"14","CeeDee Lamb","WR","DAL",18.5,2.69,1.08,16.4,20.6,8.14,7.62,8.7,14,16,14,5,"3",NA,NA,94
"15","Breece Hall","RB","NYJ",16.7,0.786,0.111,15.1,18.8,7.7,7.89,7.23,15,13,23,8,"3",NA,NA,51
"16","Jonathan Taylor","RB","IND",16.6,1.17,0.404,15,17.6,7.59,7.8,6.04,16,14,30,9,"4",NA,NA,73
"17","Rhamondre Stevenson","RB","NE",16.2,0.593,0.0607,12.9,16.7,7.18,5.73,5.13,17,25,42,10,"4",NA,NA,33
"18","Aaron Jones","RB","GB",16.1,0.712,0.155,14.7,17.4,7.12,7.44,5.79,18,17,35,11,"4",NA,NA,43
"19","Amon-Ra St. Brown","WR","DET",17.4,1.53,0.67,15.4,19.9,7.06,6.61,7.98,19,19,16,6,"4",NA,NA,70
"20","Kenneth Walker III","RB","SEA",16,0.919,0.225,14.8,17.8,6.97,7.62,6.17,20,15,28,12,"4",NA,NA,63
"21","Dameon Pierce","RB","HOU",15.7,0.706,0.49,14.7,17,6.74,7.44,5.45,21,18,40,13,"5",NA,NA,41
"22","Mike Williams","WR","LAC",16.8,3.45,0.0175,13.5,20.5,6.39,4.75,8.58,22,36,15,7,"4",NA,NA,99
"23","Jaylen Waddle","WR","MIA",16.7,2.4,0.351,14.4,19.2,6.38,5.64,7.27,23,27,22,8,"4",NA,NA,91
"24","Nick Chubb","RB","CLE",15.2,0.913,0.713,13.8,18.2,6.25,6.54,6.58,24,20,25,14,"6",NA,NA,61
"25","Mike Evans","WR","TB",16.4,1.45,0.054,14.9,19.9,6.02,6.08,7.97,25,23,17,9,"4",NA,NA,69
"26","DeAndre Hopkins","WR","ARI",16.3,2.96,0.0334,13.8,18.9,5.97,4.99,7,26,32,24,10,"4",NA,NA,99
"27","Lamar Jackson","QB","BAL",24.2,1.38,2.74,22,25.5,5.96,5.69,6.33,27,26,27,1,"1",NA,NA,79
"28","Michael Pittman","WR","IND",16.3,1.85,0.537,13.7,19.4,5.94,4.88,7.48,28,34,21,11,"5",NA,NA,77
"29","George Kittle","TE","SF",12.3,2.16,1.16,10.4,16.9,5.64,5.2,9.23,29,30,11,3,"3",NA,NA,97
"30","Jamaal Williams","RB","DET",14.5,0.758,0.328,12,17.6,5.54,4.79,5.99,30,35,31,15,"6",NA,NA,50
"31","Tee Higgins","WR","CIN",15.8,1.2,0.0423,14.2,18,5.4,5.44,6.16,31,28,29,12,"5",NA,NA,57
"32","DK Metcalf","WR","SEA",15.7,0.372,0.0607,15.2,19.4,5.36,6.45,7.55,32,21,20,13,"5",NA,NA,9
"33","Chris Godwin","WR","TB",15.7,1.93,0.471,13.8,19.5,5.3,4.98,7.62,33,33,19,14,"5",NA,NA,80
"34","Ezekiel Elliott","RB","DAL",14.2,0.531,0.422,13.5,14.8,5.21,6.28,3.19,34,22,57,16,"7",NA,NA,29
"35","Chris Olave","WR","NO",15.2,2.01,0.269,12,17.6,4.83,3.24,5.67,35,50,37,15,"6",NA,NA,83
"36","David Montgomery","RB","CHI",13.8,0.2,0.257,12.3,16.6,4.79,5.11,5.03,36,31,43,17,"7",NA,NA,7
"37","Amari Cooper","WR","CLE",14.9,1.01,0.342,14,17.9,4.56,5.25,5.99,37,29,33,16,"6",NA,NA,46
"38","Raheem Mostert","RB","MIA",13.5,0.635,0.444,11.4,17,4.53,4.16,5.46,38,40,39,18,"8",NA,NA,37
"39","Zach Ertz","TE","ARI",11.1,1.19,0.423,8.62,15.4,4.48,3.39,7.68,39,48,18,4,"4",NA,NA,82
"40","Allen Lazard","WR","GB",14.6,0.919,0.513,13,17.9,4.21,4.2,5.99,40,39,32,17,"7",NA,NA,41
"41","Eno Benjamin","RB","ARI",13.1,1.14,0.575,11.8,14.5,4.09,4.63,2.95,41,38,64,19,"8",NA,NA,69
"42","T.J. Hockenson","TE","DET",10.7,0.237,0.292,9.87,13.5,4.06,4.64,5.86,42,37,34,5,"4",NA,NA,3
"43","Gerald Everett","TE","LAC",10.4,0.716,0.477,9.33,10.8,3.76,4.11,3.16,43,43,58,6,"5",NA,NA,62
"44","Diontae Johnson","WR","PIT",14.1,1.23,0.165,12.9,17.4,3.7,4.11,5.47,44,42,38,18,"7",NA,NA,59
"45","Brandin Cooks","WR","HOU",13.9,1.06,0.303,12.9,16.6,3.54,4.13,4.72,45,41,44,19,"7",NA,NA,49
