"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Cooper Kupp","WR","LAR",24.9,0.914,2.14,23.5,26.7,13.6,13.9,12.4,1,1,1,1,"1",NA,NA,52
"2","Justin Jefferson","WR","MIN",22.8,1.36,1.6,20.8,24.8,11.4,11.2,10.5,2,2,4,2,"2",NA,NA,85
"3","Travis Kelce","TE","KC",18.8,1.46,1.59,17,20.3,11.3,10.8,11.6,3,3,2,1,"1",NA,NA,82
"4","Davante Adams","WR","LVR",21.2,1.1,1.36,20,23.2,9.85,10.3,8.92,4,4,7,3,"3",NA,NA,68
"5","Mark Andrews","TE","BAL",17.2,2.35,3.35,15.1,19.3,9.7,8.91,10.5,5,6,3,2,"2",NA,NA,94
"6","Jonathan Taylor","RB","IND",20.2,0.804,0.2,18.3,22.2,8.68,8.52,9.08,6,8,6,1,"1",NA,NA,52
"7","Stefon Diggs","WR","BUF",19.8,1.27,0.157,18.7,22.4,8.49,9.03,8.12,7,5,11,4,"3",NA,NA,79
"8","Christian McCaffrey","RB","CAR",20,1.22,0.461,18.7,21.5,8.48,8.86,8.41,8,7,9,2,"1",NA,NA,76
"9","Ja'Marr Chase","WR","CIN",19.6,1.35,0.524,18,22.3,8.33,8.4,8.1,9,9,12,5,"4",NA,NA,83
"10","Joe Mixon","RB","CIN",19.6,0.552,0.0085,17.7,21.3,8.02,7.9,8.16,10,10,10,3,"1",NA,NA,32
"11","Dalvin Cook","RB","MIN",19.5,0.857,0.769,17.3,21,8.02,7.5,7.85,11,13,15,4,"2",NA,NA,55
"12","Deebo Samuel","WR","SF",19.1,0.563,1.07,15.8,19.9,7.81,6.21,5.69,12,19,26,6,"5",NA,NA,32
"13","Austin Ekeler","RB","LAC",18.8,1.08,0.165,17.5,19.9,7.25,7.66,6.79,13,12,18,5,"2",NA,NA,69
"14","Saquon Barkley","RB","NYG",18.6,0.934,0.704,17.3,21.1,7.08,7.47,7.99,14,14,13,6,"3",NA,NA,59
"15","Tyreek Hill","WR","MIA",18.1,1.02,0.729,16.3,20.1,6.74,6.62,5.84,15,16,25,7,"6",NA,NA,59
"16","Josh Allen","QB","BUF",25.1,1.18,0.338,24.1,26.4,6.56,7.88,6.31,16,11,19,1,"1",NA,NA,40
"17","Leonard Fournette","RB","TB",17.9,0.89,0.896,16.4,19.4,6.38,6.59,6.31,17,17,20,7,"4",NA,NA,58
"18","Darren Waller","TE","LVR",13.8,0.985,1.82,12.9,17.4,6.35,6.68,8.67,18,15,8,3,"3",NA,NA,59
"19","Jalen Hurts","QB","PHI",24.8,2.64,2.17,22,29.3,6.22,5.76,9.14,19,22,5,2,"2",NA,NA,99
"20","Amon-Ra St. Brown","WR","DET",17.3,1.08,0.168,16.2,22.1,6.01,6.55,7.89,20,18,14,8,"6",NA,NA,65
"21","A.J. Brown","WR","PHI",17.2,1.54,0.751,15.7,21.2,5.84,6.03,7,21,21,16,9,"7",NA,NA,87
"22","Derrick Henry","RB","TEN",17,1.42,0.2,13.6,18.7,5.48,3.77,5.56,22,38,28,8,"4",NA,NA,86
"23","Aaron Jones","RB","GB",16.8,1.32,0.4,15.5,19.2,5.28,5.67,6.04,23,23,24,9,"4",NA,NA,83
"24","Michael Pittman","WR","IND",16.4,1.16,0.232,14.9,17.8,5.09,5.25,3.59,24,24,43,10,"7",NA,NA,72
"25","David Montgomery","RB","CHI",16.4,0.603,0.15,15,19.2,4.88,5.21,6.1,25,25,23,10,"5",NA,NA,35
"26","Jaylen Waddle","WR","MIA",16.2,0.288,0.361,15.7,19.6,4.86,6.05,5.38,26,20,29,11,"7",NA,NA,14
"27","D'Andre Swift","RB","DET",16.3,0.119,0.215,13.2,20,4.73,3.42,6.93,27,43,17,11,"5",NA,NA,3
"28","Kyle Pitts","TE","ATL",12,1.14,0.742,10.7,13.2,4.53,4.48,4.48,28,29,37,4,"4",NA,NA,68
"29","Nick Chubb","RB","CLE",16,1.16,0.361,14,19.3,4.52,4.16,6.14,29,34,22,12,"5",NA,NA,72
