"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Cooper Kupp","WR","LAR",23,1.62,2.37,21.1,24.7,11.6,10.8,12.2,1,1,2,1,"1",NA,NA,73
"2","Mark Andrews","TE","BAL",18.2,1.55,0.36,15.9,20.2,11,9.69,12.2,2,3,1,1,"1",NA,NA,94
"3","Travis Kelce","TE","KC",17.9,1.4,4.16,16.4,19.7,10.6,10.2,11.7,3,2,3,2,"2",NA,NA,91
"4","Stefon Diggs","WR","BUF",20.7,2.4,0.965,18.8,23.3,9.2,8.6,10.8,4,6,4,2,"2",NA,NA,94
"5","Jonathan Taylor","RB","IND",20.9,0.712,0.285,17.9,21.6,9.18,7.89,7.8,5,9,15,1,"1",NA,NA,41
"6","Saquon Barkley","RB","NYG",20.7,1.18,0.0185,18.7,22,8.9,8.63,8.23,6,5,13,2,"1",NA,NA,70
"7","Christian McCaffrey","RB","CAR",20.6,0.549,1.27,19.6,21.2,8.88,9.59,7.42,7,4,20,3,"2",NA,NA,29
"8","Davante Adams","WR","LVR",19.7,0.439,0.448,18.3,21.5,8.23,8.09,8.92,8,7,9,3,"2",NA,NA,11
"9","Justin Jefferson","WR","MIN",19.2,1.42,0.0373,17.9,20.8,7.79,7.65,8.23,9,10,14,4,"2",NA,NA,66
"10","Ja'Marr Chase","WR","CIN",19.2,2.28,0.193,16.7,22.3,7.75,6.51,9.76,10,14,6,5,"2",NA,NA,90
"11","Austin Ekeler","RB","LAC",19.4,0.437,1.12,18,20,7.61,7.94,6.25,11,8,35,4,"3",NA,NA,13
"12","Tyreek Hill","WR","MIA",19,2.33,0.973,16.6,21.2,7.56,6.35,8.68,12,18,11,6,"3",NA,NA,92
"13","Josh Allen","QB","BUF",25.3,1.59,0.931,24,28,7.47,7.64,8.79,13,11,10,1,"1",NA,NA,77
"14","Deebo Samuel","WR","SF",18,1.3,0.0814,15.7,18.9,6.58,5.46,6.33,14,22,33,7,"3",NA,NA,61
"15","Lamar Jackson","QB","BAL",24.4,1.55,0.0678,22.8,28.4,6.54,6.42,9.21,15,17,7,2,"1",NA,NA,74
"16","Jaylen Waddle","WR","MIA",18,0.67,0.533,16.3,20.1,6.5,6.06,7.6,16,19,18,8,"4",NA,NA,20
"17","Leonard Fournette","RB","TB",18.2,2.27,0.791,16.5,21,6.49,6.45,7.22,17,15,21,5,"4",NA,NA,97
"18","Jalen Hurts","QB","PHI",24.3,3.24,3.28,21.8,29.1,6.47,5.36,9.94,18,24,5,3,"2",NA,NA,99
"19","Darren Waller","TE","LVR",13.7,1.16,1.54,12.6,16.2,6.44,6.43,8.24,19,16,12,3,"3",NA,NA,82
"20","Diontae Johnson","WR","PIT",17.4,1.11,0.0221,15.8,19.4,5.97,5.62,6.91,20,21,27,9,"4",NA,NA,48
"21","A.J. Brown","WR","PHI",17.4,1.96,0.197,15.4,20.3,5.95,5.23,7.79,21,25,16,10,"4",NA,NA,85
"22","Mike Evans","WR","TB",17.2,1.63,0.0172,15.7,19.5,5.75,5.45,6.97,22,23,26,11,"4",NA,NA,75
"23","Michael Pittman","WR","IND",17.2,1.73,0.857,15.1,20,5.73,4.88,7.45,23,28,19,12,"5",NA,NA,76
"24","Joe Mixon","RB","CIN",17.5,1.15,0.051,16,18.4,5.69,5.96,4.59,24,20,52,6,"4",NA,NA,69
"25","Alvin Kamara","RB","NO",17.4,NA,0.0163,17.4,17.4,5.64,7.37,3.63,25,12,58,7,"5",NA,NA,NA
"26","Aaron Jones","RB","GB",17.4,0.43,0.406,16.7,18.1,5.63,6.65,4.3,26,13,55,8,"5",NA,NA,10
"27","Najee Harris","RB","PIT",17,0.317,0.196,15.2,19.1,5.22,5.13,5.36,27,26,40,9,"5",NA,NA,4
"28","Derrick Henry","RB","TEN",16.8,2.11,0.176,14,18.3,5.03,3.99,4.53,28,34,53,10,"5",NA,NA,96
"29","Kyle Pitts","TE","ATL",12.2,0.44,0.133,11,12.9,4.9,4.86,4.87,29,29,48,4,"3",NA,NA,30
"30","Chris Olave","WR","NO",16.3,3.21,0.198,13.3,19.7,4.88,3.09,7.17,30,46,23,13,"5",NA,NA,99
"31","Nick Chubb","RB","CLE",16.6,0.781,1.02,13.8,18.8,4.85,3.77,5.01,31,39,45,11,"6",NA,NA,47
"32","T.J. Hockenson","TE","DET",12.1,1.09,0.0323,9.84,15.2,4.77,3.67,7.2,32,40,22,5,"3",NA,NA,79
"33","George Kittle","TE","SF",12,0.638,0.384,11.2,15.7,4.73,5.05,7.67,33,27,17,6,"4",NA,NA,45
"34","CeeDee Lamb","WR","DAL",16.1,1.98,0.255,13.1,19.7,4.68,2.88,7.14,34,52,24,14,"6",NA,NA,86
"35","Mike Williams","WR","LAC",15.9,0.919,0.0475,13.5,19.2,4.42,3.31,6.69,35,43,28,15,"6",NA,NA,35
"36","Marquise Brown","WR","ARI",15.8,1.47,0.0175,13,18.5,4.38,2.83,5.93,36,55,37,16,"6",NA,NA,69
"37","Amari Cooper","WR","CLE",15.8,1.31,0.0687,14.8,19.2,4.36,4.56,6.67,37,30,30,17,"6",NA,NA,62
"38","Zach Ertz","TE","ARI",11.6,0.189,0.177,10.1,14.3,4.35,3.95,6.33,38,35,34,7,"4",NA,NA,9
"39","DK Metcalf","WR","SEA",15.7,1.9,0.191,14,17.6,4.29,3.82,5.05,39,37,44,18,"6",NA,NA,83
"40","Gerald Everett","TE","LAC",11.5,1.05,0.131,9.98,14.6,4.17,3.81,6.65,40,38,31,8,"5",NA,NA,76
"41","Courtland Sutton","WR","DEN",15.6,2.33,0.338,12.7,21.6,4.1,2.5,9.11,41,59,8,19,"6",NA,NA,92
"42","Dallas Goedert","TE","PHI",11.3,0.833,0.211,9.23,15.1,4.04,3.06,7.09,42,47,25,9,"5",NA,NA,67
"43","Javonte Williams","RB","DEN",15.6,1.66,0.0853,14.5,18.4,3.83,4.47,4.61,44,31,51,12,"6",NA,NA,89
"44","Tyler Higbee","TE","LAR",11.1,0.237,1.38,9.15,14.7,3.83,2.98,6.68,43,48,29,10,"6",NA,NA,15
"45","Tee Higgins","WR","CIN",15.2,1.15,0.395,13.6,17.9,3.76,3.36,5.34,45,42,42,20,"7",NA,NA,49
"46","Khalil Herbert","RB","CHI",15.5,1.26,0.0922,14.3,18.1,3.74,4.32,4.32,46,33,54,13,"6",NA,NA,77
"47","Cordarrelle Patterson","RB","ATL",15.4,1.2,0.176,13,16.9,3.65,2.92,3.08,47,50,64,14,"6",NA,NA,71
"48","Jamaal Williams","RB","DET",15.2,0.795,0.132,14.5,17.3,3.47,4.44,3.57,48,32,60,15,"6",NA,NA,49
"49","Brandin Cooks","WR","HOU",14.8,0.993,0.00575,13.4,17.9,3.36,3.22,5.36,49,45,41,21,"7",NA,NA,41
"50","Drake London","WR","ATL",14.8,1.01,0.092,13.7,19.1,3.36,3.46,6.56,50,41,32,22,"7",NA,NA,44
"51","Dalvin Cook","RB","MIN",15.1,1.6,1.29,13.9,18.5,3.34,3.9,4.77,51,36,50,16,"7",NA,NA,86
"52","Tyler Lockett","WR","SEA",14.7,2.24,0.341,13.1,18.3,3.27,2.86,5.76,52,53,38,23,"7",NA,NA,89
"53","Justin Herbert","QB","LAC",21,0.569,0.0756,19.6,22.5,3.2,3.25,3.32,53,44,62,4,"2",NA,NA,20
"54","Patrick Mahomes","QB","KC",21,1.8,1.15,19.3,22.8,3.12,2.94,3.61,54,49,59,5,"3",NA,NA,80
"55","Gabriel Davis","WR","BUF",14.4,2.4,0.348,10.8,17.4,2.93,0.621,4.83,55,82,49,24,"8",NA,NA,96
"56","Christian Kirk","WR","JAC",14,1.07,0.738,12.9,18.6,2.58,2.72,6.11,56,56,36,25,"8",NA,NA,45
"57","Pat Freiermuth","TE","PIT",9.75,2.15,0.494,7.13,11.7,2.46,0.958,3.76,57,75,56,11,"7",NA,NA,99
"58","Josh Jacobs","RB","LVR",13.8,0.436,0.0415,13,15.5,2.05,2.92,1.74,58,51,79,17,"7",NA,NA,11
"59","James Conner","RB","ARI",13.8,0.522,0.0805,11.2,15.2,2.01,1.2,1.48,59,71,82,18,"7",NA,NA,24
"60","Joe Burrow","QB","CIN",19.8,0.715,0.00997,19.1,20.5,1.97,2.7,1.31,60,57,84,6,"3",NA,NA,26
"61","Kyler Murray","QB","ARI",19.8,0.89,0.986,18.4,21.2,1.96,2,2.03,62,63,71,7,"4",NA,NA,40
"62","David Njoku","TE","CLE",9.25,0.592,0.417,8.43,9.81,1.96,2.26,1.82,61,62,77,12,"8",NA,NA,42
"63","James Robinson","RB","JAC",13.7,0.385,0.178,12.9,16.1,1.93,2.85,2.32,63,54,69,19,"7",NA,NA,9
"64","Garrett Wilson","WR","NYJ",13.3,0.741,0.23,11.8,16,1.84,1.6,3.48,64,67,61,26,"9",NA,NA,24
"65","Ezekiel Elliott","RB","DAL",13.5,0.549,0.0212,12.4,14.3,1.75,2.38,0.546,65,60,100,20,"7",NA,NA,29
"66","Dameon Pierce","RB","HOU",13.5,0.907,0.146,12.5,16.6,1.73,2.52,2.85,66,58,65,21,"7",NA,NA,56
"67","DeVonta Smith","WR","PHI",13.1,0.976,0.213,11.8,14.6,1.61,1.61,2.02,67,66,72,27,"9",NA,NA,38
"68","Antonio Gibson","RB","WAS",13.3,1.25,0.22,12.4,14.3,1.58,2.36,0.563,68,61,99,22,"8",NA,NA,76
"69","Dalton Schultz","TE","DAL",8.84,1.83,0.355,6.67,10.3,1.55,0.504,2.36,69,85,68,13,"8",NA,NA,97
"70","Josh Reynolds","WR","DET",12.9,1.24,0.227,11.5,17.8,1.4,1.27,5.29,70,69,43,28,"9",NA,NA,56
"71","Steelers","DST","PIT",6.87,0.667,0.207,6.11,7.92,1.39,1.24,1.9,71,70,75,1,"1",NA,NA,77
"72","Jeffery Wilson","RB","SF",13.1,1.35,0.261,11.8,14,1.36,1.73,0.258,72,65,102,23,"8",NA,NA,80
"73","Tyler Conklin","TE","NYJ",8.48,1.24,0.0562,6.56,9.88,1.19,0.388,1.89,73,89,76,14,"8",NA,NA,85
"74","Cowboys","DST","DAL",6.66,1.19,0.45,5.35,8,1.18,0.488,1.98,74,86,73,2,"2",NA,NA,97
