"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","injury_status","injury_details","week","season_year"
"65","AJ Dillon","GB","RB","2563986","robust",NA,NA,NA,NA,NA,NA,50.425,3.906651,0.5,0.103782,0.0575,0.051891,0,NA,NA,NA,0,NA,0,0,2.05,0.289107,16.8,2.216487,0.075,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Leonard Fournette","TB","RB","2557973","robust",NA,NA,NA,NA,NA,NA,48.2,6.019356,0.39,0.07413,0,0,0,NA,NA,NA,0,NA,0.1,0,4.2,0.37065,31.85,1.667925,0.1,0.037065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Raheem Mostert","MIA","RB","2553728","robust",NA,NA,NA,NA,NA,NA,53.57,4.15128,0.36,0.07413,0.09625,0.00555975,0,NA,NA,NA,0.01,0,0,0,1.79,0.244629,12.22,0.214977000000002,0.05,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Latavius Murray","DEN","RB","2541161","robust",NA,NA,NA,NA,NA,NA,53,2.59455,0.22,0.126021,0,0,0.03,0,NA,NA,0,NA,0,0,2.2,0.252042,13.39,1.03782,0.03,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Devin Singletary","BUF","RB","2562734","robust",NA,NA,NA,NA,NA,NA,51.565,7.049763,0.5,0.07413,0.095,0.00741300000000001,0,NA,NA,NA,0,NA,0,0,1.995,0.14826,15.695,1.77912,0.05,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Chuba Hubbard","CAR","RB","2565899","robust",NA,NA,NA,NA,NA,NA,45.695,7.78365,0.22,0.081543,0.0575,0.051891,0,NA,NA,NA,0,NA,0,0,1.7,0.452193,14.25,2.787288,0.05,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Royce Freeman","HOU","RB","2560733","robust",NA,NA,NA,NA,NA,NA,48.75,3.758391,0.175,0.22239,0,0,0.01,0,NA,NA,0,NA,0,0,1.065,0.214977,8,2.290617,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Gus Edwards","BAL","RB","2561324","robust",NA,NA,NA,NA,NA,NA,46.515,6.59757,0.215,0.059304,0.095,0.00741300000000001,0.03,0,NA,NA,0,NA,0,0,0.2,0.096369,1.7,1.215732,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Jeffery Wilson","MIA","RB","2560938","robust",NA,NA,NA,NA,NA,NA,39.6,5.493033,0.215,0.014826,0.07,0.029652,0,NA,NA,NA,0,NA,0,0,1.23,0.0741300000000001,10.025,0.0741299999999997,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Damien Harris","NE","RB","2562281","robust",NA,NA,NA,NA,NA,NA,32.84,4.306953,0.22,0.081543,0.00375,0.00555975,0,NA,NA,NA,0,NA,0,0,0.68,0.252042,5.2,2.854005,0.015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Cordarrelle Patterson","ATL","RB","2540145","robust",NA,NA,NA,NA,NA,NA,45,9.466401,0.33,0.0741300000000001,0.09125,0.01297275,0,NA,NA,NA,0,NA,0,0,1.25,0.22239,9.6,4.166106,0.05,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","D'Andre Swift","DET","RB","2563965","robust",NA,NA,NA,NA,NA,NA,42.3,2.579724,0.3,0.111195,0.0625,0.037065,0.04,0,NA,NA,0,NA,0,0,3.245,0.29652,27.315,1.460361,0.1,0.037065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Jamaal Williams","DET","RB","2558204","robust",NA,NA,NA,NA,NA,NA,52.55,0.593039999999998,0.7,0.200151,0.095,0.00741300000000001,0.03,0,NA,NA,0,NA,0,0,0.5,0.07413,3.5,0.385476,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","James Cook","BUF","RB","2567328","robust",NA,NA,NA,NA,NA,NA,35.39,5.9304,0.15,0.088956,0.0625,0.037065,0,NA,NA,NA,0,NA,0,0,1.545,0.422541,12.5,2.431464,0.07,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Rachaad White","TB","RB","2568315","robust",NA,NA,NA,NA,NA,NA,40.08,0.415128000000002,0.18,0.081543,0.10875,0.01297275,0.01,0,NA,NA,0,NA,0,0,2.7,0.0741299999999997,18.965,1.401057,0.1,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Dare Ogunbowale","HOU","RB","2559362","robust",NA,NA,NA,NA,NA,NA,23.3,19.192257,0.1,0.029652,0,0,0,NA,NA,NA,0,NA,0,0,1.05,0.163086,8.25,1.223145,0.015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Knee",17,2022
"81","Jerick McKinnon","KC","RB","2543715","robust",NA,NA,NA,NA,NA,NA,26,5.530098,0.1,0.081543,0.0333333333333333,0.02471,0,NA,NA,NA,0,NA,0.1,0,3.6,0.541149,32.6,3.350676,0.4,0.170499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Rex Burkhead","HOU","RB","2539265","robust",NA,NA,NA,NA,NA,NA,2.4,2.483355,0.015,0.007413,0.0333333333333333,0.02471,0,NA,NA,NA,0,NA,0,0,1.665,0.163086,13.43,0.600452999999999,0.075,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Michael Carter","NYJ","RB","2566382","robust",NA,NA,NA,NA,NA,NA,31.15,3.306198,0.13,0.07413,0.025,0.022239,0,NA,NA,NA,0,NA,0.1,0,2.445,0.155673,20.9,1.653099,0.055,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Kenneth Gainwell","PHI","RB","2566397","robust",NA,NA,NA,NA,NA,NA,18.845,1.70499,0.2,0.014826,0.00375,0.00555975,0.04,0,NA,NA,0,NA,0,0,1.75,0.103782,13,1.082298,0.035,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Julius Chestnut","TEN","RB","2568804","robust",NA,NA,NA,NA,NA,NA,24.2,13.93644,0.15,0.07413,0.0025,0,0,NA,NA,NA,0,NA,0,0,0.9,0.103782,6.38,2.045988,0.02,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Khalil Herbert","CHI","RB","2565926","robust",NA,NA,NA,NA,NA,NA,32.8,1.97927100000001,0.2,0.014826,0,0,0,NA,NA,NA,0,NA,0,0,1.12,0.333585,8.28,2.59455,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Jonathan Williams","WAS","RB","2555227","robust",NA,NA,NA,NA,NA,NA,23.63,6.908916,0.1,0.007413,0.00875,0.01297275,0,NA,NA,NA,0,NA,0,0,1.1,0.311346,9.275,1.55673,0.015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Deon Jackson","IND","RB","2565603","robust",NA,NA,NA,NA,NA,NA,24.5,3.7065,0.1,0.022239,0.01875,0.02038575,0,NA,NA,NA,0,NA,0,0,1.9,0.14826,13.245,1.70499,0.05,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Joshua Kelley","LAC","RB","2565054","robust",NA,NA,NA,NA,NA,NA,26.795,2.290617,0.15,0.07413,0.08125,0.02038575,0,NA,NA,NA,0,NA,0,0,0.9,0.266868,6.85,3.002265,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Rico Dowdle","DAL","RB","2565295","robust",NA,NA,NA,NA,NA,NA,16.155,22.009197,0.105,0.140847,0,0,NA,NA,NA,NA,NA,NA,0,0,0.55,0.81543,4,5.9304,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IR","Ankle",17,2022
"91","Tyrion Davis-Price","SF","RB","2568207","robust",NA,NA,NA,NA,NA,NA,21.13,1.667925,0.085,0.059304,0.0025,0.0037065,0,NA,NA,NA,0,NA,0,0,0.385,0.274281,2.935,1.979271,0.015,0.007413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Kareem Hunt","CLE","RB","2557917","robust",NA,NA,NA,NA,NA,NA,25.335,0.985929000000001,0.12,0.059304,0,0,0.03,0,NA,NA,0,NA,0,0,1.815,0.126021,12.75,0.533735999999999,0.05,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Marlon Mack","DEN","RB","2558123","robust",NA,NA,NA,NA,NA,NA,20.55,5.11497,0.105,0,0.00125,0,0.07,0,NA,NA,0,NA,0,0,1.25,0.266868,9.99,4.00302,0.05,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Samaje Perine","CIN","RB","2558138","robust",NA,NA,NA,NA,NA,NA,23.75,3.33585,0.1,0.022239,0,0,0,NA,NA,NA,0,NA,0,0,1.91,0.0741300000000001,14.9,1.971858,0.1,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","James Robinson","NYJ","RB","2564223","robust",NA,NA,NA,NA,NA,NA,15.12,20.578488,0.055,0.066717,0,0,NA,NA,NA,NA,NA,NA,0,0,0.575,0.481845,2.83,1.734642,0.055,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Chase Edmonds","DEN","RB","2560711","robust",NA,NA,NA,NA,NA,NA,20.4,8.309973,0.055,0.029652,0,0,0,NA,NA,NA,0,NA,0,0,1.525,0.467019,11.455,5.574576,0.05,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Ronald Jones","KC","RB","2560770","robust",NA,NA,NA,NA,NA,NA,18.9,0.014825999999997,0.15,0.014826,0.005,0,0,NA,NA,NA,0,NA,0,0,0.75,0.0593040000000001,6.75,0.0593039999999987,0.05,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Jaylen Warren","PIT","RB","2568493","robust",NA,NA,NA,NA,NA,NA,19.9,2.794701,0.1,0.007413,0.00125,0.00185325,0,NA,NA,NA,0,NA,0,0,1.57,0.22239,12,1.178667,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Jaret Patterson","WAS","RB","2567160","robust",NA,NA,NA,NA,NA,NA,14.575,1.92738,0.1,0,0,0,0,NA,NA,NA,0,NA,0,0,0.785,0.014826,5.7,0.214977,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Kyren Williams","LAR","RB","2567862","robust",NA,NA,NA,NA,NA,NA,16.6,0.719060999999999,0.06,0.022239,0.00125,0.00185325,0,NA,NA,NA,0,NA,0,0,0.95,0.051891,7.3,0.555975,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Jordan Mason","SF","RB","2569257","robust",NA,NA,NA,NA,NA,NA,15.295,2.735397,0.065,0.044478,0.0025,0.0037065,0,NA,NA,NA,0,NA,0,0,0.3,0.051891,1.555,0.385476,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Craig Reynolds","DET","RB","2562834","robust",NA,NA,NA,NA,NA,NA,10.555,14.003157,0.005,0.007413,0,0,NA,NA,NA,NA,NA,NA,0,0,0.84,0.830256,8.625,9.451575,0.01,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Kevin Harris","NE","RB","2567934","robust",NA,NA,NA,NA,NA,NA,12,5.507859,0.1,0.037065,0.005,0.004942,0,NA,NA,NA,0,NA,0,0,0.2225,0.022239,1.4925,0.378063,0.0075,0.007413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","JaMycal Hasty","JAC","RB","2565108","robust",NA,NA,NA,NA,NA,NA,12.45,3.513762,0.095,0.007413,0.00125,0.00185325,0,NA,NA,NA,0,NA,0,0,0.9,0.385476,6.4,3.046743,0.015,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Boston Scott","PHI","RB","2561146","robust",NA,NA,NA,NA,NA,NA,12.77,0.578214000000001,0.11,0.029652,0.0025,0,0,NA,NA,NA,0,NA,0,0,0.5,0,2.4,0.474432,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","David Johnson","NO","RB","2553435","robust",NA,NA,NA,NA,NA,NA,15,3.491523,0.05,0.07413,0.03125,0.02409225,0,NA,NA,NA,0,NA,0,0,1.05,0.0741300000000001,7.8,1.18608,0.015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Jordan Wilkins","IND","RB","2560933","robust",NA,NA,NA,NA,NA,NA,13.48,2.876244,0.09,0.014826,0,0,0.04,0,NA,NA,0,NA,0,0,0.755,0,5.005,0.963689999999999,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Snoop Conner","JAC","RB","2567730","robust",NA,NA,NA,NA,NA,NA,12.33,4.15128,0.095,0.014826,0.0025,0,0,NA,NA,NA,0,NA,0,0,0.175,0.14826,0.585,0.845082,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Alexander Mattison","MIN","RB","2562682","robust",NA,NA,NA,NA,NA,NA,14.76,1.85325,0.1,0.007413,0.0025,0.0037065,0,NA,NA,NA,0,NA,0,0,0.6,0.118608,4.5,0.711648,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Justin Jackson","DET","RB","2560756","robust",NA,NA,NA,NA,NA,NA,13.655,2.37216,0.09,0.014826,0.00333333333333333,0.004942,0,NA,NA,NA,0.01,0,0,0,1.145,0.133434,10.405,0.637518,0.015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Hip",17,2022
"111","DeeJay Dallas","SEA","RB","2565144","robust",NA,NA,NA,NA,NA,NA,13,4.15128,0.05,0.066717,0.01875,0.02038575,0,NA,NA,NA,0.01,0,0,0,1.62,0.29652,11.45,2.461116,0.05,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Matt Breida","NYG","RB","2558918","robust",NA,NA,NA,NA,NA,NA,13.385,1.504839,0.09,0,0.00375,0.00555975,0,NA,NA,NA,0,NA,0,0,0.7,0.348411,5.3,2.89107,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Ty Johnson","NYJ","RB","2562293","robust",NA,NA,NA,NA,NA,NA,11.65,0.904386,0.1,0,0.00125,0,0,NA,NA,NA,0,NA,0,0,0.69,0.281694,5.48,2.490768,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Kenyan Drake","BAL","RB","2555230","robust",NA,NA,NA,NA,NA,NA,13.68,0.0593039999999987,0.095,0,0.00125,0,0,NA,NA,NA,0,NA,0,0,1,0.0593040000000001,5.8,0.0593040000000001,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Qadree Ollison","DAL","RB","2562797","robust",NA,NA,NA,NA,NA,NA,15.17,0.0296519999999994,0.1,0,0.03,0.029652,0,NA,NA,NA,0,NA,0,0,0.6925,0.00741300000000001,3.37,0.029652,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Benny Snell","PIT","RB","2562743","robust",NA,NA,NA,NA,NA,NA,10.9,0.044477999999999,0.085,0,0.0025,0,0,NA,NA,NA,0,NA,0,0,0.3,0,1.285,0.044478,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Salvon Ahmed","MIA","RB","2565090","robust",NA,NA,NA,NA,NA,NA,11.35,0.0296519999999994,0.08,0,0,0,0,NA,NA,NA,0,NA,0,0,0.335,0,1.8425,2.7316905,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Trayveon Williams","CIN","RB","2562600","robust",NA,NA,NA,NA,NA,NA,7.375,0.044477999999999,0.055,0,0.00375,0,0,NA,NA,NA,0,NA,0,0,0.48,0,3.4,0.044477999999999,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Patrick Taylor","GB","RB","2564040","robust",NA,NA,NA,NA,NA,NA,9.3025,5.255817,0.06,0.044478,0,0,0,NA,NA,NA,0,NA,0,0,0.2,0.037065,1.425,0.318759,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Darrel Williams","ARI","RB","2560935","robust",NA,NA,NA,NA,NA,NA,7.04,8.836296,0.055,0.066717,0,0,NA,NA,NA,NA,NA,NA,0,0,0.525,0.407715,4.59,3.573066,0.005,0.007413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IR","Hip",17,2022
"121","Jonathan Ward","TEN","RB","2564949","robust",NA,NA,NA,NA,NA,NA,6.165,4.81845,0.0325,0.014826,0,0,0,NA,NA,NA,0,NA,0,0,0.255,0.163086,2.345,1.171254,0.0125,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Keaontay Ingram","ARI","RB","2568108","robust",NA,NA,NA,NA,NA,NA,10.01,2.364747,0.08,0.022239,0.00125,0.00185325,0,NA,NA,NA,0,NA,0,0,0.15,0.133434,0.955,0.88956,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Taiwan Jones","BUF","RB","2495467","robust",NA,NA,NA,NA,NA,NA,7,0.0593039999999987,0.055,0.059304,0.00125,0,0,NA,NA,NA,0,NA,0,0,0.6,0.14826,4.5,0.0148259999999997,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Tyler Badie","DEN","RB","2567265","robust",NA,NA,NA,NA,NA,NA,8.3075,0.00741299999999984,0.075,0.037065,0.0025,0.002471,0,NA,NA,NA,0,NA,0,0,0.7925,0.00741300000000001,5.97,0.029652,0.0075,0.007413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","D'Ernest Johnson","CLE","RB","2563327","robust",NA,NA,NA,NA,NA,NA,4.3,2.134944,0.0075,0.007413,0,0,0,NA,NA,NA,0,NA,0,0,0.375,0.133434,1.8,0.140847,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Sony Michel","LAC","RB","2560809","robust",NA,NA,NA,NA,NA,NA,6.065,7.316631,0.005,0.007413,0,0,NA,NA,NA,NA,NA,NA,0,0,0.48,0.326172,3.005,1.475187,0.005,0.007413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Malcolm Brown","LAR","RB","2552382","robust",NA,NA,NA,NA,NA,NA,7,1.089711,0.015,0,0,0,0,NA,NA,NA,0,NA,0,0,0.52,0.111195,3.1,0.44478,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Ke'Shawn Vaughn","TB","RB","2565258","robust",NA,NA,NA,NA,NA,NA,9.9,0.0741300000000011,0.09,0,0.0025,0,0,NA,NA,NA,0,NA,0,0,0.275,0.044478,1.755,0.14826,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Zamir White","LVR","RB","2567883","robust",NA,NA,NA,NA,NA,NA,8.8,0,0.05,0.07413,0.00125,0,0,NA,NA,NA,0,NA,0,0,0.2,0,0.8,0,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Ankle",17,2022
"130","Darrynton Evans","CHI","RB","2564043","robust",NA,NA,NA,NA,NA,NA,7.7,0.044477999999999,0.055,0.044478,0.00125,0,0,NA,NA,NA,0,NA,0,0,0.29,0.0593040000000001,1.935,0.0444779999999997,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Travis Homer","SEA","RB","2562665","robust",NA,NA,NA,NA,NA,NA,5.1,2.038575,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.1,0.14826,8.8,3.11346,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Ankle",17,2022
"132","Justice Hill","BAL","RB","2562407","robust",NA,NA,NA,NA,NA,NA,4.685,2.624202,0.005,0,0.00125,0,0,NA,NA,NA,0.01,0,0,0,0.685,0.14826,4,2.2239,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
