"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",303.1,32.476353,2.25,0.170499,0.71,0.163086,23.55,1.430709,0.15,0.051891,0.11,0.014826,0.14,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Josh Allen","BUF","QB","2560955","robust",300.5,3.88441200000001,2.2,0.289107000000001,0.8,0.118608,46.91,2.105292,0.45,0.051891,0.235,0.07413,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Justin Herbert","LAC","QB","2565045","robust",286.55,15.070629,1.95,0.0518910000000002,0.85,0.126021,12.205,0.148260000000001,0.11,0,0.09,0.014826,0.22,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Tua Tagovailoa","MIA","QB","2564499","robust",274.54,14.032809,1.9,0.140847,0.65,0.0889560000000001,11.24,2.00151,0.125,0,0.0875,0.0185325,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Joe Burrow","CIN","QB","2563722","robust",286.02,4.34401799999997,1.85,0.192738,0.865,0.022239,11.6,1.312101,0.2,0.022239,0.10625,0.00926625000000001,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Tom Brady","TB","QB","2504211","robust",281.45,5.11496999999998,1.75,0.214977,0.55,0.088956,1.1,0.822843,0.08,0.029652,0.18125,0.02779875,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Matt Ryan","IND","QB","310","robust",246.6,9.75550800000002,1.5,0.37065,0.835,0.14826,6.3,1.979271,0.09,0,0.19625,0.00555975,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Derek Carr","LVR","QB","2543499","robust",261.2,6.15279000000001,1.55,0.170499,0.7,0.037065,5.925,0.726474000000001,0.03,0,0.1375,0.07413,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Geno Smith","SEA","QB","2539335","robust",257.81,3.03933000000002,1.88,0.14826,0.645,0.266868,20.73,1.33434,0.135,0,0.185,0.022239,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Jimmy Garoppolo","SF","QB","2543801","robust",246.105,6.15279000000001,1.8,0.22239,0.8,0.037065,4.745,1.26021,0.135,0.022239,0.185,0.022239,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Dak Prescott","DAL","QB","2555260","robust",246.945,9.25883700000001,1.81,0.0593039999999999,0.615,0,14.075,1.40847,0.15,0.037065,0.18625,0.02038575,0.29,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Kyler Murray","ARI","QB","2562382","robust",238.14,10.593177,1.7,0.229803,0.795,0.0667170000000001,34.445,1.460361,0.25,0.059304,0.1825,0.0259455,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Trevor Lawrence","JAC","QB","2566163","robust",238.7,8.636145,1.18,0.22239,0.85,0.0741300000000001,19.3,0.548561999999999,0.2,0,0.3475,0.14826,0.11,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Aaron Rodgers","GB","QB","2506363","robust",227.1,9.26625,1.6,0.140847,0.55,0.081543,6.17,1.70499,0.085,0,0.19375,0.00926625000000001,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Kirk Cousins","MIN","QB","2532820","robust",242.915,6.22692,1.45,0.0963690000000001,0.75,0.103782,5.77,2.401812,0.095,0,0.1825,0.0259455,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Jalen Hurts","PHI","QB","2564832","robust",223.55,7.48713000000002,1.405,0.274281,0.625,0.14826,47.75,2.083053,0.6,0.0741300000000001,0.18625,0.02038575,0.19,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Taylor Heinicke","WAS","QB","2553656","robust",231.715,4.581234,1.26,0.0963690000000001,0.85,0.044478,14.26,0.385476,0.12,0.022239,0.1025,0.0037065,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Jared Goff","DET","QB","2555334","robust",234.05,7.19802300000001,1.3,0.0815429999999999,0.7,0.014826,5.36,0.59304,0.05,0.029652,0.22,0.07413,0.23,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Mike White","NYJ","QB","2560929","robust",228.68,8.08017,1.25,0.333585,1.05,0.14826,5.92,0.770952,0.085,0.00741300000000001,0.12,0.029652,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Andy Dalton","NO","QB","2495143","robust",220.55,1.92738,1.14,0.207564,0.915,0.163086,6.3,1.178667,0.035,0,0.0925,0.0111195,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Mac Jones","NE","QB","2566334","robust",227.63,5.9304,1.15,0.0667169999999999,0.825,0.14826,10.005,4.22541,0.105,0,0.1875,0.0185325,0.11,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Bryce Perkins","LAR","QB","2564382","robust",164,36.887088,0.73,0.259455,0.7,0.07413,15.795,9.19212,0.085,0.07413,0.095,0.014826,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Russell Wilson","DEN","QB","2532975","robust",229.83,2.69833199999999,1.12,0.155673,0.58,0.029652,15.75,2.59455,0.1,0,0.09,0.029652,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Kyle Allen","HOU","QB","2561177","robust",206.1,1.56414300000001,1.055,0.0667170000000001,0.905,0.126021,6.1,3.232068,0.1,0.014826,0.11,0.014826,0.04,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Jacoby Brissett","CLE","QB","2555261","robust",212.5,15.5673,1.165,0.274281,0.65,0.0741300000000001,19.465,1.237971,0.14,0.051891,0.2975,0.0778365,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Kenny Pickett","PIT","QB","2568162","robust",219.4,2.705745,1.015,0.0741300000000001,0.95,0.07413,18.81,2.74281,0.145,0.014826,0.14,0.07413,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Ryan Tannehill","TEN","QB","2532956","robust",211.395,10.074267,1.25,0.185325,0.75,0.133434,11.85,1.70499,0.15,0.051891,0.10875,0.01297275,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Lamar Jackson","BAL","QB","2560757","robust",215.45,5.070492,1.38,0.326172,0.8,0.037065,55.06,4.507104,0.35,0.14826,0.1375,0.07413,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Colt McCoy","ARI","QB","497123","robust",61,1.63086,0.325,0,0.175,0,7.075,0.59304,0.025,0,0.05,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Marcus Mariota","ATL","QB","2552466","robust",176.3,3.08380800000002,1.1,0.140847,0.545,0.00741300000000001,30.35,3.810282,0.225,0.022239,0.1875,0.0185325,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Daniel Jones","NYG","QB","2562299","robust",191.23,12.520557,0.94,0.088956,0.7,0.00741300000000001,40.05,1.70499,0.25,0.044478,0.2025,0.0037065,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Trevor Siemian","CHI","QB","2553457","robust",135.85,22.179696,0.795,0.266868,0.8,0.29652,5.51,0.66717,0.035,0.029652,0.13125,0.08339625,0.04,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Sam Darnold","CAR","QB","2561036","robust",183.39,11.408607,0.97,0.037065,0.9,0.022239,16.09,2.461116,0.15,0.066717,0.18625,0.02038575,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","John Wolford","LAR","QB","2561718","robust",173,0,1,0,1,0,6.02,0,0.02,0,0.266666666666667,0.09884,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Justin Fields","CHI","QB","2565920","robust",132.8,16.45686,0.85,0.14826,0.7,0.14826,55.5,10.00755,0.3,0.07413,0.175,0.09884,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Shoulder - AC Joint",12,2022
"36","Phillip Walker","CAR","QB","2558904","robust",56.95,74.20413,0.2,0.29652,0.6,0.7413,5.05,5.85627,0.05,0.07413,0.1,0.14826,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","Ankle",12,2022
"37","Bailey Zappe","NE","QB","2567961","robust",32.75,23.12856,0.12,0,0.165,0.14826,0.075,0.07413,0,0,0.11375,0.0407715,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Davis Mills","HOU","QB","2566136","robust",21.07,0.400301999999999,0.1,0,0.1,0,0.3,0.207564,0,0,0.00125,0,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Teddy Bridgewater","MIA","QB","2543465","robust",26.75,0.59304,0.175,0,0.125,0,1.625,0.14826,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Knee",12,2022
"40","Jameis Winston","NO","QB","2552033","robust",24.115,1.823598,0.1,0,0.115,0,1.275,0.59304,0,0,0.00125,0,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Mitchell Trubisky","PIT","QB","2558008","robust",21,0,0.15,0,0.125,0,1.425,0,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Zach Wilson","NYJ","QB","2566391","robust",21.025,0.148259999999999,0.125,0,0.1,0,2.375,0,0.025,0,0.025,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Tyler Huntley","BAL","QB","2563560","robust",20.775,2.9652,0.1,0,0,0,3.425,0.7413,0,0,0.05,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Joe Flacco","NYJ","QB","382","robust",28.8,12.89862,0.2,0.133434,0.16,0,0.37,0.44478,0,0,0.0666666666666667,0.04942,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
