"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Travis Kelce","TE","KC",20.3,2.23,3.78,17.9,22.4,12.8,11.4,14.1,1,2,1,1,"1",NA,NA,97
"2","Austin Ekeler","RB","LAC",22,0.827,1.62,21.1,24.1,11.4,12.4,11.6,2,1,2,1,"1",NA,NA,51
"3","Stefon Diggs","WR","BUF",21.5,1.4,0.224,19.5,23.3,10.9,10,11.1,3,6,3,1,"1",NA,NA,84
"4","Tyreek Hill","WR","MIA",21.3,0.998,0.14,20,23.2,10.6,10.5,11,4,4,4,2,"1",NA,NA,67
"5","Davante Adams","WR","LVR",21.2,1.09,2.55,19.8,22.8,10.5,10.4,10.6,5,5,5,3,"2",NA,NA,74
"6","Christian McCaffrey","RB","SF",20.3,0.0964,1.87,20,21,9.83,11.2,8.51,6,3,8,2,"2",NA,NA,7
"7","Mark Andrews","TE","BAL",16.5,2.11,4.98,14.9,18.4,9,8.4,10,7,7,6,2,"2",NA,NA,94
"8","Josh Allen","QB","BUF",27.4,0.774,3.67,25.9,29.2,8.21,8.31,9.06,8,9,7,1,"1",NA,NA,37
"9","Derrick Henry","RB","TEN",18.5,1.59,0.215,16.8,20.6,7.96,8.06,8.07,9,10,11,3,"2",NA,NA,93
"10","Justin Jefferson","WR","MIN",18.6,0.89,0.21,17.2,20.5,7.94,7.72,8.23,10,12,9,4,"2",NA,NA,59
"11","Josh Jacobs","RB","LVR",18.3,0.95,0.265,17.1,19.5,7.75,8.32,6.93,11,8,12,4,"2",NA,NA,62
"12","DeAndre Hopkins","WR","ARI",18.4,0.467,1.14,16.9,20.3,7.72,7.51,8.1,12,15,10,5,"3",NA,NA,26
"13","Saquon Barkley","RB","NYG",18,0.185,0.068,16.6,18.5,7.48,7.82,5.95,13,11,20,5,"3",NA,NA,9
"14","Kenneth Walker III","RB","SEA",17.9,0.793,0.189,16.3,18.7,7.41,7.55,6.18,14,14,18,6,"3",NA,NA,45
"15","Jonathan Taylor","RB","IND",17.7,0.873,0.947,16.4,18.8,7.22,7.65,6.29,15,13,17,7,"4",NA,NA,58
"16","Jaylen Waddle","WR","MIA",17.3,1.29,0.007,14.7,19,6.58,5.27,6.74,16,25,15,6,"3",NA,NA,80
"17","Tee Higgins","WR","CIN",17.3,1.43,0.203,15.8,19.1,6.57,6.41,6.88,17,18,14,7,"3",NA,NA,86
"18","A.J. Brown","WR","PHI",17.1,0.826,0.0055,16.2,18.7,6.37,6.74,6.45,18,17,16,8,"3",NA,NA,54
"19","CeeDee Lamb","WR","DAL",17.1,0.792,1.18,15.8,19.1,6.36,6.37,6.88,19,19,13,9,"4",NA,NA,50
"20","Rhamondre Stevenson","RB","NE",16.8,0.538,0.0705,16.1,17.4,6.28,7.34,4.92,20,16,31,8,"4",NA,NA,30
"21","Tony Pollard","RB","DAL",16.7,0.821,0.635,13.4,18.4,6.21,4.69,5.84,21,34,21,9,"5",NA,NA,48
"22","Aaron Jones","RB","GB",16.1,1.3,0.038,13.7,17.8,5.57,4.98,5.23,22,28,28,10,"5",NA,NA,84
"23","Travis Etienne","RB","JAC",16,1.06,0.162,14.4,17.4,5.53,5.6,4.92,23,23,30,11,"5",NA,NA,70
"24","Alvin Kamara","RB","NO",15.9,0.363,0.0205,15.1,17.9,5.37,6.3,5.38,24,20,26,12,"5",NA,NA,19
"25","Dalvin Cook","RB","MIN",15.9,0.519,0.139,14.5,16.4,5.35,5.75,3.91,25,22,39,13,"5",NA,NA,28
"26","James Conner","RB","ARI",15.7,1.25,0.451,14.8,16.6,5.21,6.08,4.11,26,21,36,14,"6",NA,NA,80
