"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Travis Kelce","TE","KC",18.5,1.42,4.75,17.2,19.5,11.3,11.2,11.3,1,1,2,1,"1",NA,NA,82
"2","Justin Jefferson","WR","MIN",21.4,2.9,0.184,17.6,24.7,11,8.39,12.2,2,6,1,1,"1",NA,NA,93
"3","Tyreek Hill","WR","MIA",21.2,1.9,1.31,18.2,22.8,10.8,8.96,10.4,3,2,4,2,"2",NA,NA,76
"4","Christian McCaffrey","RB","SF",21,2.45,1.24,17,23.9,9.85,7.24,10.5,4,9,3,1,"1",NA,NA,97
"5","Amon-Ra St. Brown","WR","DET",19.9,2.03,0.617,18.1,21.9,9.46,8.92,9.41,5,4,7,3,"3",NA,NA,80
"6","Ja'Marr Chase","WR","CIN",19.3,1.75,0.555,15.4,21.5,8.85,6.2,9.04,6,13,10,4,"4",NA,NA,70
"7","Saquon Barkley","RB","NYG",19.8,1.04,0.11,18.7,21.5,8.6,8.94,8.01,7,3,16,2,"1",NA,NA,57
"8","Austin Ekeler","RB","LAC",19.7,1.27,1.07,18.6,20.9,8.5,8.9,7.44,8,5,17,3,"2",NA,NA,80
"9","CeeDee Lamb","WR","DAL",18.7,1.77,0.0665,16.9,20.6,8.29,7.69,8.13,9,7,15,5,"4",NA,NA,73
"10","Davante Adams","WR","LVR",18.6,2.83,1.18,16,21.4,8.22,6.84,8.91,10,10,11,6,"5",NA,NA,90
"11","James Conner","RB","ARI",18.6,0.729,1.84,17,19.8,7.42,7.32,6.33,11,8,22,4,"3",NA,NA,38
"12","DK Metcalf","WR","SEA",17.4,1.76,0.519,15.5,21.5,7.04,6.28,9.1,12,11,9,7,"5",NA,NA,71
"13","Josh Allen","QB","BUF",24.5,0.593,1.42,21.3,27.5,6.85,4.27,8.32,13,28,14,1,"1",NA,NA,22
"14","George Kittle","TE","SF",13.8,2.87,0.0117,10.5,17.9,6.56,4.48,9.7,14,24,6,2,"1",NA,NA,94
"15","Evan Engram","TE","JAC",13.7,2.62,0.727,11,18.1,6.55,5.04,9.89,15,18,5,3,"2",NA,NA,91
"16","Keenan Allen","WR","LAC",16.9,4.3,0.0997,13.4,21.8,6.52,4.2,9.38,16,29,8,8,"5",NA,NA,99
"17","A.J. Brown","WR","PHI",16.8,3.16,0.23,14.5,21.1,6.42,5.25,8.68,17,15,12,9,"6",NA,NA,96
"18","Stefon Diggs","WR","BUF",16.6,3.15,0.0553,14,19.3,6.19,4.78,6.89,18,23,19,10,"6",NA,NA,94
"19","Jaylen Waddle","WR","MIA",16.5,1.62,0.0547,13.7,18.3,6.14,4.47,5.88,19,25,27,11,"6",NA,NA,69
"20","Tee Higgins","WR","CIN",16.5,1.91,0.166,13.6,18,6.08,4.4,5.53,20,26,33,12,"6",NA,NA,77
"21","Garrett Wilson","WR","NYJ",16.3,1.23,0.0243,14.4,19.8,5.92,5.16,7.33,21,16,18,13,"6",NA,NA,50
"22","Chris Godwin","WR","TB",16.3,2.08,1.17,14.2,19.3,5.89,5.02,6.84,22,19,20,14,"7",NA,NA,81
"23","T.J. Hockenson","TE","MIN",13,4.06,1.38,9.27,16.8,5.82,3.27,8.59,23,40,13,4,"3",NA,NA,99
"24","Joe Mixon","RB","CIN",16.8,0.311,0.27,15.9,18.7,5.59,6.23,5.24,24,12,36,5,"4",NA,NA,16
"25","Patrick Mahomes","QB","KC",23,1.35,1.56,21.4,24.7,5.43,4.36,5.54,25,27,31,2,"2",NA,NA,78
"26","Rhamondre Stevenson","RB","NE",16.5,1.45,0.15,14.7,19,5.32,4.97,5.53,26,20,32,6,"4",NA,NA,86
"27","Alvin Kamara","RB","NO",16.4,1.04,0.38,15.5,18.7,5.17,5.75,5.29,27,14,35,7,"4",NA,NA,58
"28","Travis Etienne","RB","JAC",16,1.26,0.0295,14.6,17.3,4.79,4.85,3.86,28,22,44,8,"4",NA,NA,78
"29","Dalvin Cook","RB","MIN",16,0.889,0.155,13.4,17.1,4.76,3.73,3.7,29,32,49,9,"5",NA,NA,46
"30","Terry McLaurin","WR","WAS",15.1,1.59,0.194,13.1,19,4.73,3.93,6.52,30,31,21,15,"7",NA,NA,67
"31","Josh Jacobs","RB","LVR",15.8,1.26,0.416,14.6,17,4.6,4.93,3.54,31,21,51,10,"5",NA,NA,75
"32","DeVonta Smith","WR","PHI",14.9,2.61,0.172,12.2,17.4,4.53,3,4.92,32,44,38,16,"7",NA,NA,87
"33","Dalton Schultz","TE","DAL",11.6,1.59,0.406,9.43,14,4.44,3.43,5.79,33,39,28,5,"3",NA,NA,85
"34","Amari Cooper","WR","CLE",14.8,2.01,0.0485,12.8,17.3,4.36,3.61,4.88,34,36,39,17,"7",NA,NA,79
"35","Brandon Aiyuk","WR","SF",14.7,2.22,0.0628,12,17.5,4.31,2.75,5.03,35,49,37,18,"7",NA,NA,84
"36","D.J. Moore","WR","CAR",14.7,1.5,0.0723,12.7,18.1,4.25,3.48,5.69,36,37,29,19,"8",NA,NA,64
"37","Leonard Fournette","RB","TB",15.4,0.471,0.72,14.9,19.7,4.19,5.16,6.22,37,17,24,11,"6",NA,NA,23
"38","Jerry Jeudy","WR","DEN",14.6,3.44,0.0887,10.6,18.7,4.18,1.4,6.29,38,74,23,20,"8",NA,NA,97
"39","JuJu Smith-Schuster","WR","KC",14.5,2.86,0.496,11.9,18.6,4.09,2.69,6.15,39,53,26,21,"8",NA,NA,91
"40","Cole Kmet","TE","CHI",11.2,2.13,0.475,8.72,14.4,4.03,2.72,6.21,40,51,25,6,"4",NA,NA,88
"41","Justin Fields","QB","CHI",21.5,1.67,1.17,19.7,23.5,3.87,2.65,4.3,41,54,41,3,"3",NA,NA,94
"42","Allen Lazard","WR","GB",14,2.22,0.03,10.9,17.8,3.59,1.67,5.39,42,71,34,22,"8",NA,NA,83
"43","Michael Pittman","WR","IND",14,0.1,0.852,12.9,17.2,3.56,3.67,4.71,43,35,40,23,"9",NA,NA,3
"44","Mark Andrews","TE","BAL",10.8,0.571,0.0512,9.44,11.6,3.56,3.44,3.36,44,38,54,7,"4",NA,NA,39
"45","Dawson Knox","TE","BUF",10.7,1.41,0.231,8.83,13.8,3.51,2.83,5.57,45,46,30,8,"4",NA,NA,79
"46","David Montgomery","RB","CHI",14.7,1.21,0.075,13.7,17.2,3.47,4,3.75,46,30,47,12,"6",NA,NA,74
"47","Ezekiel Elliott","RB","DAL",14.6,1.17,0.035,12.5,17,3.39,2.82,3.56,47,47,50,13,"6",NA,NA,65
"48","Kenneth Walker III","RB","SEA",14.6,1.09,0.0103,13.4,16.6,3.36,3.72,3.2,48,33,55,14,"6",NA,NA,61
"49","Aaron Jones","RB","GB",14.5,1.1,0.0448,11.1,15.7,3.35,1.4,2.23,49,75,65,15,"6",NA,NA,62
"50","Cam Akers","RB","LAR",14.5,1.83,0.212,12.1,17.3,3.3,2.4,3.85,50,60,45,16,"7",NA,NA,90
"51","Dallas Goedert","TE","PHI",10.5,0.0982,0.371,9.16,10.8,3.28,3.16,2.6,51,42,63,9,"5",NA,NA,1
"52","Brian Robinson","RB","WAS",14.3,0.499,0.219,12.3,15.6,3.09,2.56,2.18,52,56,66,17,"7",NA,NA,28
"53","Tyler Higbee","TE","LAR",10.1,0.21,0.159,9.72,11.6,2.91,3.72,3.41,53,34,52,10,"5",NA,NA,12
"54","Nick Chubb","RB","CLE",14.1,1.58,0.48,12.4,16.2,2.87,2.7,2.73,54,52,62,18,"8",NA,NA,87
"55","Darren Waller","TE","LVR",9.94,1.26,0.143,8.62,11.1,2.75,2.62,2.87,55,55,59,11,"5",NA,NA,70
"56","Jakobi Meyers","WR","NE",13.1,0.504,0.208,11.8,15.6,2.71,2.55,3.19,56,57,56,24,"9",NA,NA,26
"57","Joe Burrow","QB","CIN",20.3,0.407,0.7,19.8,20.8,2.7,2.75,1.65,57,50,76,4,"3",NA,NA,3
"58","Pat Freiermuth","TE","PIT",9.8,0.305,0.325,9.11,10.2,2.6,3.11,1.97,58,43,69,12,"6",NA,NA,21
"59","Christian Kirk","WR","JAC",12.9,0.763,0.135,11.2,13.8,2.5,1.96,1.4,59,65,79,25,"9",NA,NA,39
"60","Miles Sanders","RB","PHI",13.6,0.494,0.095,12.9,14.5,2.39,3.18,1.08,60,41,83,19,"8",NA,NA,26
"61","Drake London","WR","ATL",12.8,0.26,0.02,11.6,13.4,2.37,2.36,0.921,61,61,88,26,"9",NA,NA,11
