"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Travis Kelce","TE","KC",18.7,1.24,4.92,17.6,19.9,11.8,11.6,11.7,1,2,3,1,"1",NA,NA,68
"2","Christian McCaffrey","RB","SF",22.6,1.95,1.91,20.6,24.4,11.6,11.7,11.4,2,1,4,1,"1",NA,NA,88
"3","Tyreek Hill","WR","MIA",21.5,2.15,0.247,19.7,23.5,11.3,11,11.8,3,3,2,1,"1",NA,NA,86
"4","Justin Jefferson","WR","MIN",21.3,1.45,2,18.9,23.7,11,10.1,12,4,5,1,2,"2",NA,NA,70
"5","Derrick Henry","RB","TEN",20.7,1.48,0.1,17,22.4,9.72,8.14,9.5,5,9,8,2,"1",NA,NA,71
"6","Austin Ekeler","RB","LAC",20.6,1.03,1.79,19.1,22,9.62,10.3,9.08,6,4,12,3,"2",NA,NA,49
"7","Amon-Ra St. Brown","WR","DET",19.3,2.38,0.474,17.3,22.7,9.04,8.52,11,7,7,5,3,"2",NA,NA,92
"8","Ja'Marr Chase","WR","CIN",18.8,1.19,0.00367,17.4,20.5,8.57,8.61,8.77,8,6,13,4,"2",NA,NA,59
"9","Stefon Diggs","WR","BUF",18.8,1.5,0.292,17.1,21,8.56,8.33,9.25,9,8,9,5,"3",NA,NA,72
"10","Davante Adams","WR","LVR",18.5,2.22,1.01,15.5,21.7,8.27,6.76,9.96,10,12,6,6,"4",NA,NA,89
"11","Josh Jacobs","RB","LVR",18.8,0.511,1.25,16.8,19.4,7.83,7.91,6.53,11,11,28,4,"3",NA,NA,20
"12","Josh Allen","QB","BUF",25.3,0.498,0.864,24.7,28.4,7.46,8.11,9.21,12,10,10,1,"1",NA,NA,21
"13","DK Metcalf","WR","SEA",17.5,2.35,0.127,14.7,21.5,7.27,5.97,9.74,13,17,7,7,"4",NA,NA,90
"14","A.J. Brown","WR","PHI",17.4,2.95,0.503,14.8,19.9,7.14,6.03,8.12,14,16,14,8,"5",NA,NA,97
