"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",23.3,0.934,1.65,21.6,26.6,14.8,14,14.9,1,1,1,1,"1",NA,NA,53
"2","Travis Kelce","TE","KC",19.3,1.55,5.7,17.5,20.5,13.2,12.3,12.7,2,2,2,1,"1",NA,NA,88
"3","Austin Ekeler","RB","LAC",21.6,1.39,0.479,18.7,24.4,13.1,11,12.7,3,6,3,2,"1",NA,NA,72
"4","Saquon Barkley","RB","NYG",21.2,0.738,1.7,19.3,21.8,12.7,11.6,10.1,4,3,10,3,"2",NA,NA,38
"5","Cooper Kupp","WR","LAR",22.1,1.39,0.422,20,23.7,12.4,11.3,12.6,5,4,4,1,"1",NA,NA,64
"6","Tyreek Hill","WR","MIA",21.7,2.14,0.953,19.4,23.3,12,10.8,12.2,6,7,5,2,"2",NA,NA,87
"7","Alvin Kamara","RB","NO",19.5,1.1,0.555,18.2,21.1,11,10.6,9.4,9,8,13,4,"3",NA,NA,63
"8","Davante Adams","WR","LVR",20.7,1.47,0.0175,19.1,22,11,10.4,10.9,7,9,8,3,"2",NA,NA,69
"9","Stefon Diggs","WR","BUF",20.7,0.563,0.13,19.8,23.1,11,11.2,11.9,8,5,6,4,"2",NA,NA,20
"10","Justin Jefferson","WR","MIN",20.6,1.8,1.85,18.1,22.1,10.9,9.46,11,10,10,7,5,"3",NA,NA,79
"11","Derrick Henry","RB","TEN",18.9,2.16,0.938,16.7,21.7,10.4,9.05,10,11,11,11,5,"4",NA,NA,91
"12","Travis Etienne","RB","JAC",18,1.47,0.691,16.5,20.1,9.46,8.89,8.36,12,13,18,6,"4",NA,NA,79
"13","A.J. Brown","WR","PHI",18.7,0.756,0.951,17.4,21.6,9.01,8.84,10.4,13,14,9,6,"4",NA,NA,36
"14","Josh Jacobs","RB","LVR",17.3,0.43,0.347,16.6,19.2,8.77,8.93,7.49,14,12,29,7,"5",NA,NA,21
"15","Dameon Pierce","RB","HOU",16.9,0.56,0.703,13.6,19.1,8.42,5.97,7.41,15,23,31,8,"6",NA,NA,28
"16","DeAndre Hopkins","WR","ARI",17.8,2.71,0.135,14.1,20.8,8.06,5.5,9.64,16,29,12,7,"4",NA,NA,97
"17","Jaylen Waddle","WR","MIA",17.6,0.894,0.493,15.4,18.8,7.93,6.79,7.68,17,18,26,8,"5",NA,NA,43
"18","Dalvin Cook","RB","MIN",16.2,1.88,0.0485,14.4,18.2,7.72,6.78,6.46,18,19,39,9,"6",NA,NA,87
"19","Nick Chubb","RB","CLE",16.2,0.36,0.0615,14.5,19.1,7.67,6.8,7.44,19,17,30,10,"6",NA,NA,16
"20","Kenneth Walker III","RB","SEA",16.1,1.65,0.582,13.7,17.2,7.61,6.09,5.54,20,22,44,11,"6",NA,NA,81
"21","Dallas Goedert","TE","PHI",13.6,0.685,1.35,12.6,17,7.48,7.34,9.21,21,15,14,2,"2",NA,NA,56
"22","Amon-Ra St. Brown","WR","DET",17.1,2.99,0.633,14.2,19.5,7.43,5.62,8.33,22,27,19,9,"6",NA,NA,99
"23","Tony Pollard","RB","DAL",15.5,0.148,0.336,14.2,18.6,7.03,6.58,6.85,23,20,36,12,"7",NA,NA,6
"24","Chris Olave","WR","NO",16.5,2.43,0.141,14.1,18.9,6.8,5.53,7.76,24,28,24,10,"6",NA,NA,96
"25","Leonard Fournette","RB","TB",15.2,3.2,0.322,12.3,17.4,6.69,4.63,5.68,25,39,43,13,"7",NA,NA,99
"26","CeeDee Lamb","WR","DAL",16.4,1.6,0.281,14.4,18.8,6.66,5.82,7.69,26,24,25,11,"6",NA,NA,73
"27","Josh Allen","QB","BUF",24.5,1.58,0.418,23,25.8,6.45,6.83,6.04,27,16,41,1,"1",NA,NA,88
"28","Deebo Samuel","WR","SF",16.1,1.7,0.0175,14.1,19.9,6.38,5.44,8.71,28,31,16,12,"6",NA,NA,76
"29","Jonathan Taylor","RB","IND",14.9,2.82,0.324,12.3,18.6,6.37,4.61,6.94,29,41,34,14,"7",NA,NA,96
"30","Amari Cooper","WR","CLE",16.1,1.88,0.0353,14.3,19.3,6.36,5.66,8.14,30,26,21,13,"6",NA,NA,83
"31","Mike Evans","WR","TB",16,2.07,0.0522,13.9,19.6,6.33,5.28,8.4,31,33,17,14,"6",NA,NA,86
"32","JuJu Smith-Schuster","WR","KC",16,2.42,0.746,14.1,19.4,6.27,5.44,8.21,32,32,20,15,"7",NA,NA,94
"33","T.J. Hockenson","TE","MIN",12.3,0.771,0.162,10,15.7,6.13,4.8,7.87,33,37,22,3,"2",NA,NA,59
"34","Aaron Jones","RB","GB",14.5,0.964,1.52,13.1,17.2,6.05,5.49,5.48,34,30,45,15,"8",NA,NA,54
"35","Patrick Mahomes","QB","KC",24.1,1.21,0.658,22.4,25.6,6.03,6.15,5.84,35,21,42,2,"1",NA,NA,73
"36","George Kittle","TE","SF",12.1,2.17,0.695,10.4,16.9,5.97,5.15,9.02,36,34,15,4,"3",NA,NA,97
"37","DK Metcalf","WR","SEA",15.2,2.3,0.474,13,18.8,5.53,4.42,7.6,37,43,27,16,"8",NA,NA,90
"38","Jalen Hurts","QB","PHI",23.4,1.27,2.73,21.9,25.1,5.38,5.7,5.35,38,25,47,3,"2",NA,NA,79
"39","Gerald Everett","TE","LAC",11.4,0.416,0.575,9.86,14.4,5.27,4.62,6.53,39,40,38,5,"4",NA,NA,24
"40","Tyler Lockett","WR","SEA",14.8,0.898,0.0425,13.6,18.2,5.05,5.01,7.09,40,35,32,17,"8",NA,NA,44
"41","Christian Kirk","WR","JAC",14.7,0.743,0.0948,13.4,18.6,5.01,4.81,7.49,41,36,28,18,"8",NA,NA,34
"42","Allen Lazard","WR","GB",14.6,2.33,0.0152,12.5,18.1,4.92,3.91,6.96,42,46,33,19,"8",NA,NA,91
"43","D.J. Moore","WR","CAR",14.6,1.07,1.14,13.4,18,4.9,4.76,6.88,43,38,35,20,"9",NA,NA,50
"44","Pat Freiermuth","TE","PIT",10.9,1.83,0.265,8.63,15.7,4.7,3.4,7.83,44,49,23,6,"4",NA,NA,91
"45","DOnta Foreman","RB","CAR",13,1.25,0.352,11.5,16.5,4.53,3.81,4.82,45,47,48,16,"9",NA,NA,69
"46","Zach Ertz","TE","ARI",10.6,1.91,0.78,8.13,13.9,4.43,2.89,6.09,46,57,40,7,"5",NA,NA,94
"47","David Montgomery","RB","CHI",12.7,0.541,0.136,11.8,14.9,4.18,4.11,3.24,47,45,54,17,"9",NA,NA,26
"48","Miles Sanders","RB","PHI",12.5,0.511,0.149,12.1,15.2,4.04,4.47,3.47,48,42,53,18,"9",NA,NA,25
"49","Cordarrelle Patterson","RB","ATL",12.4,2.2,0.615,10.5,14.4,3.89,2.83,2.67,49,58,62,19,"10",NA,NA,93
"50","Chris Godwin","WR","TB",13.5,1.14,0.56,11.9,14.4,3.76,3.31,3.2,50,50,56,21,"10",NA,NA,56
"51","Greg Dulcich","TE","DEN",9.82,0.376,0.136,9.36,10.4,3.65,4.12,2.58,51,44,66,8,"5",NA,NA,18
"52","Kyle Pitts","TE","ATL",9.69,1.14,0.148,8.69,11,3.52,3.45,3.14,52,48,58,9,"5",NA,NA,76
"53","Dalton Schultz","TE","DAL",9.54,0.938,0.74,8.47,13.2,3.37,3.23,5.36,53,53,46,10,"6",NA,NA,71
"54","James Conner","RB","ARI",11.8,1.8,0.0322,9.84,14.1,3.28,2.19,2.35,54,64,69,20,"10",NA,NA,84
"55","Najee Harris","RB","PIT",11.7,0.89,0.083,10.5,13.2,3.24,2.82,1.48,55,59,73,21,"10",NA,NA,50
"56","Josh Palmer","WR","LAC",12.9,0.575,0.17,11.6,13.7,3.2,2.96,2.57,56,55,67,22,"10",NA,NA,21
"57","Antonio Gibson","RB","WAS",11.7,0.0638,0.0352,11,11.8,3.16,3.31,0.107,57,51,102,22,"10",NA,NA,3
"58","Raheem Mostert","RB","MIA",11.6,2.03,0.268,8.66,15.2,3.13,1.01,3.54,58,81,52,23,"10",NA,NA,90
"59","Michael Pittman","WR","IND",12.7,0.726,0.388,10.7,14.8,3.03,2.04,3.65,59,67,51,23,"11",NA,NA,31
"60","Jamaal Williams","RB","DET",11.4,1.94,0.519,8.28,14.3,2.86,0.633,2.59,60,90,63,24,"11",NA,NA,88
"61","Justin Fields","QB","CHI",20.7,0.796,1.21,19.4,23,2.65,3.23,3.2,61,54,55,4,"3",NA,NA,42
"62","Terry McLaurin","WR","WAS",12.4,1.69,0.0745,10.5,17.8,2.64,1.91,6.62,62,70,37,24,"11",NA,NA,74
"63","Evan Engram","TE","JAC",8.8,0.422,0.395,8.14,9.42,2.63,2.91,1.59,63,56,72,11,"6",NA,NA,26
