"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",297.47,9.19211999999998,2.25,0.44478,0.74,0.103782,20,1.4826,0.1,0,0.145,0.066717,0.1,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Tom Brady","TB","QB","2504211","robust",298.275,11.41602,2.0075,0,0.7,0,2.6,1.4826,0.075,0,0.135,0.051891,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Justin Herbert","LAC","QB","2565045","robust",286.1,25.05594,2.1,0.207564,0.8,0,17.525,0.593039999999998,0.1475,0.014826,0.09125,0.0259455,0.22,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Aaron Rodgers","GB","QB","2506363","robust",263.2775,14.52948,1.975,0.14826,0.415,0.252042,7.4,0.59304,0.09,0.029652,0.06,0.029652,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Dak Prescott","DAL","QB","2555260","robust",277.45,3.26171999999998,1.965,0.14826,0.7,0,13.5175,3.55824,0.1,0,0.2975,0.00741300000000001,0.3,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Derek Carr","LVR","QB","2543499","robust",281.8,6.98304599999997,1.855,0.14826,0.8725,0.14826,8.05,0.296519999999999,0.1,0,0.2375,0.0555975,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Jalen Hurts","PHI","QB","2564832","robust",249.255,12.513144,1.755,0.281694,0.7,0.014826,44.225,1.008168,0.6,0,0.11875,0.0259455,0.19,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Matthew Stafford","LAR","QB","79860","robust",266.075,18.82902,1.935,0.103782,0.825,0.22239,5.4,0.59304,0.1,0,0.11875,0.0259455,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Joe Burrow","CIN","QB","2563722","robust",270.205,6.81996000000003,1.9,0.177912,0.8,0.29652,10.965,5.278056,0.12,0.059304,0.10625,0.0185325,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Jared Goff","DET","QB","2555334","robust",246.44,37.065,1.6825,0.22239,0.7325,0.118608,3.94,1.823598,0.03,0,0.215,0.022239,0.19,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Josh Allen","BUF","QB","2560955","robust",264.2,21.34944,2,0.266868,0.885,0.14826,37.325,3.647196,0.3,0,0.165,0.00741300000000001,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Kyler Murray","ARI","QB","2562382","robust",270.495,3.76580399999995,1.755,0.29652,0.8225,0.14826,36.085,0.281693999999997,0.3,0.118608,0.10625,0.0185325,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Russell Wilson","DEN","QB","2532975","robust",256.5725,16.60512,1.76,0.252042,0.4,0.118608,16.15,2.2239,0.1,0,0.0925,0.022239,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Jameis Winston","NO","QB","2552033","robust",238.765,12.261102,1.785,0.29652,0.7925,0.163086,15.15,4.89258,0.1,0.014826,0.11,0.029652,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Kirk Cousins","MIN","QB","2532820","robust",255.0575,14.38122,1.88,0.14826,0.8,0.0296519999999999,6.3675,2.29803,0.0325,0,0.18125,0.0555975,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Joe Flacco","NYJ","QB","382","robust",255.3625,9.19211999999998,1.545,0.548562,0.845,0.14826,4.47,0.59304,0.0275,0,0.1925,0.022239,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Matt Ryan","IND","QB","310","robust",251.435,8.569428,1.7525,0.29652,0.64,0.177912,7,0.726474,0.085,0,0.20125,0.0037065,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
