"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Cooper Kupp","WR","LAR",22.5,1.22,1.29,21.1,23.8,12.8,12.7,11.9,1,1,1,1,"1",NA,NA,62
"2","Justin Jefferson","WR","MIN",21.2,1.48,0.506,19.9,22.6,11.5,11.4,10.7,2,2,4,2,"1",NA,NA,73
"3","Saquon Barkley","RB","NYG",20.3,1.23,0.73,19,22.2,11.1,11.3,9.48,3,3,7,1,"1",NA,NA,73
"4","Tyreek Hill","WR","MIA",20.7,2.68,0.0722,18.6,22.7,11,10.2,10.8,4,5,3,3,"1",NA,NA,96
"5","Davante Adams","WR","LVR",20.6,2.06,0.351,18.5,22.2,11,10.1,10.3,5,6,6,4,"2",NA,NA,89
"6","Stefon Diggs","WR","BUF",20.2,1.69,1.48,18.5,22.9,10.6,10,11.1,6,7,2,5,"3",NA,NA,82
"7","Derrick Henry","RB","TEN",19.6,0.504,0.161,18.8,22,10.4,11.1,9.27,7,4,8,2,"1",NA,NA,19
"8","Alvin Kamara","RB","NO",19.4,0.114,0.385,17.1,20.4,10.2,9.51,7.65,8,9,17,3,"1",NA,NA,4
"9","Christian McCaffrey","RB","SF",19,1.95,0.748,17.1,21.4,9.83,9.51,8.62,9,8,12,4,"2",NA,NA,91
"10","Mark Andrews","TE","BAL",16.6,1.02,3.27,15.2,19.1,9.3,9,10.6,10,11,5,1,"1",NA,NA,64
"11","DeAndre Hopkins","WR","ARI",18.8,2.7,1.23,16.2,21.1,9.11,7.73,9.23,11,15,9,6,"4",NA,NA,97
"12","Joe Mixon","RB","CIN",18.3,1.07,0.154,15.9,19.3,9.08,8.25,6.59,12,13,26,5,"2",NA,NA,60
"13","Josh Jacobs","RB","LVR",18.1,1.07,0.39,16.9,20,8.93,9.26,7.3,13,10,22,6,"3",NA,NA,61
"14","Jonathan Taylor","RB","IND",17.8,1.5,0.295,14.8,19,8.54,7.19,6.25,14,19,31,7,"3",NA,NA,84
"15","Leonard Fournette","RB","TB",17.5,0.904,0.704,16.3,20.2,8.25,8.67,7.44,15,12,20,8,"4",NA,NA,53
"16","A.J. Brown","WR","PHI",17.5,1.14,0.206,16.1,20.1,7.89,7.67,8.19,16,17,14,7,"4",NA,NA,61
"17","CeeDee Lamb","WR","DAL",17.3,2.68,0.171,14.8,20.4,7.68,6.34,8.52,17,27,13,8,"4",NA,NA,94
"18","Tony Pollard","RB","DAL",16.8,1.22,0.114,14.6,17.7,7.54,7.01,4.92,18,21,43,9,"4",NA,NA,71
"19","Tee Higgins","WR","CIN",17.2,1.77,0.0747,15,19.8,7.51,6.52,7.94,19,26,15,9,"4",NA,NA,83
"20","Mike Evans","WR","TB",17.1,0.903,0.313,16.2,19.7,7.44,7.7,7.82,20,16,16,10,"4",NA,NA,44
"21","Travis Etienne","RB","JAC",16.6,0.86,0.201,14.5,19.1,7.43,6.83,6.34,21,24,29,10,"4",NA,NA,47
"22","Nick Chubb","RB","CLE",16.4,1.38,0.145,15.4,18.3,7.23,7.73,5.6,22,14,36,11,"4",NA,NA,80
"23","Josh Allen","QB","BUF",25.3,1.19,2.17,24.1,27.8,7.18,7.13,7.4,23,20,21,1,"1",NA,NA,79
"24","Chris Olave","WR","NO",16.8,2.29,0.0635,14.6,19.4,7.13,6.14,7.56,24,29,18,11,"4",NA,NA,92
"25","Aaron Jones","RB","GB",16.3,0.584,0.116,14.6,19.3,7.08,6.96,6.52,25,23,27,12,"4",NA,NA,23
"26","Jaylen Waddle","WR","MIA",16.7,2.37,0.288,14.5,19,7.06,6.09,7.1,26,30,24,12,"5",NA,NA,93
"27","Dalvin Cook","RB","MIN",16.2,1.1,0.019,14.2,19.1,6.97,6.57,6.4,27,25,28,13,"4",NA,NA,67
"28","Dameon Pierce","RB","HOU",16.2,1.04,0.39,15,17.8,6.95,7.39,5.03,28,18,42,14,"5",NA,NA,59
"29","Amon-Ra St. Brown","WR","DET",16.4,1.88,0.0425,13.4,20.5,6.77,4.99,8.66,29,35,11,13,"5",NA,NA,85
"30","Tyler Lockett","WR","SEA",16.4,3.88,0.323,13.3,19.4,6.73,4.89,7.55,30,36,19,14,"5",NA,NA,99
"31","Rhamondre Stevenson","RB","NE",15.8,1.08,0.36,13.5,19,6.56,5.9,6.24,31,31,32,15,"5",NA,NA,63
"32","Chris Godwin","WR","TB",16.1,1.33,1.66,14.7,18.6,6.41,6.26,6.7,32,28,25,15,"6",NA,NA,70
"33","Kenneth Walker III","RB","SEA",15.4,0.179,0.723,14.6,17.2,6.2,6.96,4.46,33,22,46,16,"6",NA,NA,6
"34","George Kittle","TE","SF",13.3,1.06,1.31,11.2,17.3,6.03,5.07,8.79,34,34,10,2,"2",NA,NA,70
"35","D'Andre Swift","RB","DET",14.7,2.56,0.568,12.1,16.8,5.47,4.52,4.11,35,40,51,17,"7",NA,NA,96
"36","Jalen Hurts","QB","PHI",23.2,0.377,1.43,22.4,24.6,5.01,5.45,4.22,36,33,48,2,"2",NA,NA,21
"37","Miles Sanders","RB","PHI",14.1,0.848,0.375,13.3,16.4,4.91,5.71,3.61,37,32,56,18,"7",NA,NA,44
"38","Brandin Cooks","WR","HOU",14.4,1.11,0.00225,12.7,17.1,4.75,4.22,5.2,38,44,40,16,"6",NA,NA,58
"39","D.J. Moore","WR","CAR",14.4,2.05,0.0852,12.9,17.6,4.75,4.4,5.71,39,42,35,17,"6",NA,NA,87
"40","Dallas Goedert","TE","PHI",12,0.398,0.43,11,12.4,4.72,4.87,3.87,40,37,54,3,"3",NA,NA,15
"41","DeVonta Smith","WR","PHI",14.3,0.563,0.025,13,16.8,4.66,4.55,4.89,41,39,44,18,"6",NA,NA,25
"42","Amari Cooper","WR","CLE",14.3,0.651,0.0693,13.2,19.1,4.64,4.76,7.19,42,38,23,19,"6",NA,NA,28
"43","Gabriel Davis","WR","BUF",14.2,1.62,0.413,11.2,17.3,4.57,2.79,5.41,43,54,39,20,"7",NA,NA,79
"44","DOnta Foreman","RB","CAR",13.7,1.9,0.242,11.8,16,4.53,4.13,3.23,44,45,58,19,"7",NA,NA,90
"45","Eno Benjamin","RB","ARI",13.5,0.798,0.0398,12.1,16.8,4.29,4.42,4.05,46,41,52,20,"8",NA,NA,40
"46","T.J. Hockenson","TE","DET",11.6,1.72,0.417,10.2,14,4.29,4.02,5.54,45,46,37,4,"3",NA,NA,91
"47","Raheem Mostert","RB","MIA",13.5,1.43,0.638,11.9,15.5,4.25,4.28,2.8,47,43,61,21,"8",NA,NA,83
"48","Brandon Aiyuk","WR","SF",13.8,1.48,0.518,12.2,18.2,4.16,3.73,6.33,48,48,30,21,"7",NA,NA,75
"49","Zach Ertz","TE","ARI",11.2,0.86,0.677,8.94,14.3,3.87,2.79,5.76,49,55,34,5,"4",NA,NA,55
"50","Michael Pittman","WR","IND",13.3,1.29,0.263,11.8,17.3,3.64,3.35,5.47,50,51,38,22,"7",NA,NA,66
"51","David Montgomery","RB","CHI",12.8,2.76,0.429,10.1,15.4,3.61,2.5,2.7,51,56,62,22,"9",NA,NA,97
"52","Lamar Jackson","QB","BAL",21.7,0.674,1.43,20.4,23.5,3.58,3.45,3.1,52,50,59,3,"3",NA,NA,36
"53","Christian Kirk","WR","JAC",13,1.29,0.065,11.5,16.6,3.38,3.06,4.79,53,52,45,23,"8",NA,NA,68
"54","Tyler Boyd","WR","CIN",13,0.089,0.059,12.2,14.5,3.31,3.77,2.64,54,47,63,24,"8",NA,NA,3
"55","Adam Thielen","WR","MIN",12.9,1.07,0.0748,9.84,13.8,3.25,1.39,1.95,55,74,71,25,"8",NA,NA,52
"56","Tyler Higbee","TE","LAR",10.5,0.163,0.755,9.1,10.6,3.2,2.95,2.15,56,53,68,6,"5",NA,NA,3
"57","Najee Harris","RB","PIT",12.4,0.384,0.108,9.54,12.9,3.18,1.92,0.112,57,66,101,23,"9",NA,NA,14
"58","Terry McLaurin","WR","WAS",12.8,2.99,0.209,9.89,17,3.18,1.43,5.16,58,73,41,26,"8",NA,NA,99
"59","Devin Singletary","RB","BUF",12.3,0.682,0.838,9,13.8,3.07,1.37,1.09,59,75,81,24,"10",NA,NA,33
"60","Diontae Johnson","WR","PIT",12.6,0.0445,0.406,12.1,16,2.97,3.62,4.12,60,49,50,27,"8",NA,NA,1
"61","Courtland Sutton","WR","DEN",12.2,0.925,0.0532,10.8,13.6,2.56,2.32,1.73,61,60,75,28,"8",NA,NA,46
"62","Jakobi Meyers","WR","NE",12.2,0.767,0.631,10.9,15.7,2.51,2.42,3.85,62,58,55,29,"9",NA,NA,32
"63","Darren Waller","TE","LVR",9.75,0.474,0.133,8.61,12.6,2.44,2.45,4.14,63,57,49,7,"5",NA,NA,24
"64","Pat Freiermuth","TE","PIT",9.62,0.741,0.0921,8.5,10.3,2.31,2.35,1.81,64,59,73,8,"5",NA,NA,45
"65","Michael Carter","RB","NYJ",11.4,1.37,0.463,9.63,13.2,2.24,2,0.413,65,63,90,25,"10",NA,NA,79
"66","Kyle Pitts","TE","ATL",9.53,1.6,0.514,7.4,10.7,2.22,1.25,2.24,66,76,67,9,"6",NA,NA,88
"67","Kyler Murray","QB","ARI",20.3,0.929,0.136,18.7,21.7,2.16,1.82,1.26,67,67,80,4,"4",NA,NA,61
"68","Joe Burrow","QB","CIN",20.2,0.386,0.411,18.7,21,2.02,1.77,0.605,68,69,85,5,"4",NA,NA,24
"69","Wan'Dale Robinson","WR","NYG",11.5,0.46,0.0325,9.14,15.3,1.88,0.686,3.47,69,89,57,30,"9",NA,NA,17
"70","Jerry Jeudy","WR","DEN",11.5,0.506,0.0925,10.6,13.1,1.85,2.14,1.27,70,62,79,31,"9",NA,NA,21
"71","Cowboys","DST","DAL",7.18,1.91,0.633,6,8.56,1.8,1.12,2.63,71,79,64,1,"1",NA,NA,99
"72","Darrell Henderson","RB","LAR",11,0.197,0.134,8.57,12.7,1.77,0.94,0,72,84,106,26,"10",NA,NA,9
"73","Robert Woods","WR","TEN",11.4,1.22,0.177,9.44,12.8,1.75,0.989,0.981,73,82,82,32,"9",NA,NA,63
"74","Hayden Hurst","TE","CIN",9.01,1.56,0.0791,7.79,10.3,1.7,1.63,1.76,74,72,74,10,"6",NA,NA,85
"75","Melvin Gordon","RB","DEN",10.9,2.11,0.115,7.76,15.8,1.64,0.138,3.02,75,102,60,27,"11",NA,NA,93
"76","Irv Smith Jr.","TE","MIN",8.93,0.83,0.0373,6.61,12.9,1.62,0.453,4.36,76,92,47,11,"6",NA,NA,52
"77","Tua Tagovailoa","QB","MIA",19.7,0.797,0.4,17.4,20.6,1.61,0.481,0.156,77,90,98,6,"5",NA,NA,55
"78","Curtis Samuel","WR","WAS",11.2,0.549,0.456,10.4,12.4,1.58,1.94,0.575,79,65,86,33,"10",NA,NA,24
"79","Robert Tonyan","TE","GB",8.9,0.993,0.309,7.88,14.4,1.58,1.72,5.94,78,70,33,12,"7",NA,NA,61
"80","Gus Edwards","RB","BAL",10.7,1.62,0.474,8.65,13,1.52,1.02,0.266,80,81,94,28,"11",NA,NA,86
"81","Greg Dulcich","TE","DEN",8.59,0.245,0.0446,7.1,8.94,1.28,0.942,0.45,81,83,89,13,"7",NA,NA,6
"82","Dalton Schultz","TE","DAL",8.54,0.284,0.13,8.32,10.6,1.23,2.17,2.12,82,61,69,14,"7",NA,NA,9
"83","Kirk Cousins","QB","MIN",19.3,0.938,0.266,18.2,20.6,1.21,1.24,0.203,83,77,97,7,"5",NA,NA,67
"84","Eagles","DST","PHI",6.54,1.01,0.125,5.59,8,1.16,0.698,2.07,84,88,70,2,"2",NA,NA,93
"85","Drake London","WR","ATL",10.8,0.798,0.223,9.5,11.9,1.12,1.05,0,85,80,106,34,"10",NA,NA,38
"86","Evan Engram","TE","JAC",8.41,0.58,0.674,7.85,9.05,1.1,1.69,0.563,86,71,87,15,"8",NA,NA,36
"87","Brian Robinson","RB","WAS",10.3,0.645,1.05,9.62,14.2,1.05,1.99,1.47,87,64,77,29,"12",NA,NA,27
"88","49ers","DST","SF",6.42,1.16,0.405,5.09,7.8,1.04,0.2,1.87,88,100,72,3,"3",NA,NA,97
"89","Tom Brady","QB","TB",19.1,0.267,0.717,18.7,20.6,0.946,1.8,0.143,89,68,99,8,"6",NA,NA,9
"90","George Pickens","WR","PIT",10.6,0.861,0.02,9.34,15.8,0.9,0.88,3.97,90,86,53,35,"10",NA,NA,39
"91","Darnell Mooney","WR","CHI",10.5,0.775,0.136,8.7,12,0.88,0.249,0.124,91,97,100,36,"10",NA,NA,35
"92","Hunter Renfrow","WR","LVR",10.4,1.68,0.00512,8.66,12.1,0.744,0.203,0.242,92,99,96,37,"10",NA,NA,80
"93","Garrett Wilson","WR","NYJ",10.4,0.741,0.33,9.67,11.4,0.739,1.21,-0.444,93,78,115,38,"11",NA,NA,30
"94","Patriots","DST","NE",6.02,0.0297,0.345,5.81,6.22,0.633,0.924,0.284,94,85,92,4,"4",NA,NA,1
"95","Mike Gesicki","TE","MIA",7.74,1.88,0.105,6.28,10.1,0.427,0.119,1.62,95,104,76,16,"8",NA,NA,94
"96","Rashod Bateman","WR","BAL",10.1,1.08,0.409,8.69,11.1,0.409,0.237,-0.808,96,98,132,39,"11",NA,NA,54
"97","Dawson Knox","TE","BUF",7.63,0.46,0.165,6.57,8.33,0.322,0.416,-0.158,97,93,108,17,"9",NA,NA,21
"98","Falcons","DST","ATL",5.67,0.445,0.0833,5.34,5.96,0.288,0.456,0.028,98,91,104,5,"5",NA,NA,48
"99","Dak Prescott","QB","DAL",18.4,0.319,0.228,17.8,19.4,0.228,0.859,-0.985,99,87,138,9,"6",NA,NA,12
"100","Colts","DST","IND",5.59,0.321,0.152,5.23,6.25,0.205,0.346,0.321,100,94,91,6,"6",NA,NA,28
"101","Cade Otton","TE","TB",7.47,1.37,0.106,6.16,9.01,0.158,0,0.521,101,106,88,18,"9",NA,NA,79
"102","Browns","DST","CLE",5.44,0.46,0.04,3.87,5.93,0.0533,-1.01,0,102,140,106,7,"7",NA,NA,52
