"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Justin Herbert","LAC","QB","2565045","robust",284.7,4.81845,2,0.14826,0.8,0.044478,13.525,1.11195,0.14,0.059304,0.09,0.029652,0.22,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Josh Allen","BUF","QB","2560955","robust",298.8,10.333722,2.175,0.14826,0.8,0.103782,39.2075,0.444779999999996,0.3,0,0.19125,0.0259455,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Patrick Mahomes","KC","QB","2558125","robust",281.475,8.74733999999997,1.95,0.133434,0.8,0.14826,19.2625,1.289862,0.1,0,0.14,0.059304,0.1,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Tom Brady","TB","QB","2504211","robust",281.95,26.53854,1.9,0.14826,0.59,0.014826,2.2,0.44478,0.0625,0.044478,0.1825,0.051891,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Joe Burrow","CIN","QB","2563722","robust",274.9,11.089848,1.9,0.14826,0.9,0.14826,14.46,1.749468,0.1,0,0.1375,0.0555975,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Jalen Hurts","PHI","QB","2564832","robust",245.3325,20.000274,1.6075,0.14826,0.7,0.0296519999999999,48.5075,2.431464,0.65,0.118608,0.11875,0.0259455,0.18,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Matthew Stafford","LAR","QB","79860","robust",260.75,7.35369599999997,1.7225,0.22239,0.7975,0.0741300000000001,4.35,1.77912,0.05,0.07413,0.11,0.029652,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Derek Carr","LVR","QB","2543499","robust",260.22,3.11346000000003,1.7,0.44478,0.91,0.14826,8.05,1.4826,0.05,0.029652,0.2125,0.0185325,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Aaron Rodgers","GB","QB","2506363","robust",251.25,2.2239,1.975,0.14826,0.3,0.014826,7.35,2.535246,0.1,0,0.18375,0.0481845,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Zach Wilson","NYJ","QB","2566391","robust",219.77,31.8759,1.1325,0.118608,0.9375,0.14826,12.845,1.55673,0.105,0.014826,0.16,0.059304,0.12,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
