"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Cooper Kupp","WR","LAR",22.4,2,2.21,19.9,24.9,11,9.92,10.3,1,2,3,1,"1",NA,NA,85
"2","Travis Kelce","TE","KC",18.4,0.615,0.472,16.7,19.6,10.3,10.1,10.6,2,1,1,1,"1",NA,NA,53
"3","Christian McCaffrey","RB","CAR",21.8,2.16,0.01,17.8,23.5,10.2,7.33,8.45,3,7,6,1,"1",NA,NA,83
"4","Jonathan Taylor","RB","IND",21.8,0.756,1.47,19,23.4,10.2,8.55,8.44,4,4,7,2,"2",NA,NA,30
"5","Mark Andrews","TE","BAL",17.9,1.61,4.5,16.3,19.5,9.83,9.66,10.5,5,3,2,2,"2",NA,NA,82
"6","Davante Adams","WR","LVR",20.2,2.46,0.948,18.3,22.1,8.76,8.29,7.48,6,5,10,2,"1",NA,NA,92
"7","Austin Ekeler","RB","LAC",20.3,1.41,1.31,17.7,21.8,8.75,7.3,6.83,7,8,15,3,"3",NA,NA,66
"8","Justin Jefferson","WR","MIN",19.2,1.38,0.359,17.6,21.3,7.81,7.62,6.64,8,6,19,3,"2",NA,NA,52
"9","Ja'Marr Chase","WR","CIN",18.9,1.29,0.352,17.2,23.2,7.45,7.22,8.56,9,9,5,4,"2",NA,NA,49
"10","Alvin Kamara","RB","NO",19,0.881,0.123,17.3,22.4,7.44,6.88,7.39,10,10,11,4,"3",NA,NA,35
"11","Derrick Henry","RB","TEN",18.9,3.57,0.931,16.1,21.5,7.31,5.67,6.48,11,16,21,5,"4",NA,NA,99
"12","Deebo Samuel","WR","SF",18.5,0.746,0.567,16.7,21.4,7.1,6.7,6.81,12,12,16,5,"3",NA,NA,30
"13","Stefon Diggs","WR","BUF",17.9,2.59,0.332,15.7,20.2,6.53,5.69,5.63,13,15,25,6,"3",NA,NA,93
"14","Aaron Jones","RB","GB",18,0.851,0.261,17.1,19.8,6.38,6.63,4.77,14,13,34,6,"4",NA,NA,34
"15","CeeDee Lamb","WR","DAL",17.6,1.72,0.029,13.9,20.5,6.2,3.91,5.92,15,32,23,7,"3",NA,NA,70
"16","A.J. Brown","WR","PHI",17.6,2.03,0.678,15.4,21.6,6.17,5.36,6.95,16,19,13,8,"4",NA,NA,86
"17","Dalvin Cook","RB","MIN",17.7,0.999,0.028,15.4,19.9,6.12,5,4.94,17,21,32,7,"4",NA,NA,49
"18","Joe Mixon","RB","CIN",17.7,0.43,0.406,17.2,18.6,6.09,6.73,3.55,18,11,52,8,"4",NA,NA,17
"19","Leonard Fournette","RB","TB",17.3,0.934,0.286,15.5,19.5,5.69,5.03,4.51,19,20,37,9,"5",NA,NA,42
"20","Tyreek Hill","WR","MIA",16.9,1.08,0.0228,15.4,18.7,5.49,5.41,4.12,20,18,47,9,"4",NA,NA,44
"21","Mike Evans","WR","TB",16.9,1.79,0.149,15.5,21.3,5.47,5.44,6.69,21,17,17,10,"4",NA,NA,76
"22","D'Andre Swift","RB","DET",17,2.07,0.544,12.7,21.2,5.4,2.28,6.2,22,50,22,10,"5",NA,NA,80
"23","Darren Waller","TE","LVR",13.4,0.442,0.784,12.4,17.1,5.33,5.85,8.06,23,14,8,3,"3",NA,NA,26
"24","Keenan Allen","WR","LAC",16.7,2.84,0.0776,14.6,21.5,5.32,4.53,6.92,24,24,14,11,"4",NA,NA,96
"25","Brandin Cooks","WR","HOU",16.7,1.46,0.15,14.8,19.5,5.25,4.77,4.87,25,23,33,12,"4",NA,NA,56
"26","Marquise Brown","WR","ARI",16.5,1.73,0.215,13.6,19.8,5.1,3.6,5.21,26,37,29,13,"4",NA,NA,72
"27","Michael Pittman","WR","IND",16.3,0.817,0.706,14.9,20,4.88,4.88,5.34,27,22,27,14,"5",NA,NA,35
"28","Najee Harris","RB","PIT",16.5,1.1,0.21,14.3,20.4,4.86,3.9,5.37,28,34,26,11,"6",NA,NA,55
"29","Lamar Jackson","QB","BAL",24.2,1.56,0.00907,22,29.8,4.79,4.39,9.12,29,26,4,1,"1",NA,NA,74
"30","Jalen Hurts","QB","PHI",24.2,2.79,0.572,21.5,28.8,4.78,3.82,8.05,30,35,9,2,"1",NA,NA,99
"31","James Conner","RB","ARI",16.2,1.44,0.565,14.8,19.3,4.65,4.36,4.3,31,27,43,12,"6",NA,NA,68
"32","Dallas Goedert","TE","PHI",12.6,0.403,0.183,10.7,14.9,4.55,4.12,5.89,32,31,24,4,"3",NA,NA,18
"33","Kyle Pitts","TE","ATL",12.5,0.801,0.304,10.1,16.1,4.36,3.53,7.06,33,38,12,5,"4",NA,NA,62
"34","Josh Allen","QB","BUF",23.7,0.729,0.418,21.5,25.2,4.21,3.9,4.49,34,33,39,3,"2",NA,NA,38
"35","Tee Higgins","WR","CIN",15.6,1.43,0.0425,14.2,19.1,4.17,4.19,4.44,35,28,40,15,"5",NA,NA,54
"36","Terry McLaurin","WR","WAS",15.5,2.33,0.0518,11.9,19.2,4.13,1.88,4.54,36,54,36,16,"5",NA,NA,89
"37","Saquon Barkley","RB","NYG",15.7,1.73,0.134,13.7,20.2,4.08,3.23,5.16,37,40,30,13,"6",NA,NA,76
"38","Diontae Johnson","WR","PIT",15.5,0.694,0.439,14.5,17.2,4.08,4.5,2.61,38,25,59,17,"5",NA,NA,25
"39","Dalton Schultz","TE","DAL",12.2,0.934,0.391,10.8,14.3,4.06,4.16,5.29,39,29,28,6,"4",NA,NA,65
"40","Javonte Williams","RB","DEN",15.5,0.956,0.752,13.5,19,3.95,3.02,3.98,40,42,48,14,"7",NA,NA,45
"41","Patrick Mahomes","QB","KC",23.2,1.05,1.2,21.8,25.1,3.79,4.12,4.38,41,30,42,4,"3",NA,NA,53
"42","George Kittle","TE","SF",11.8,0.334,0.462,3.5,12.1,3.67,-3.09,3.13,42,181,57,7,"5",NA,NA,12
"43","Mike Williams","WR","LAC",15,1.96,0.156,13,19.4,3.64,2.95,4.74,43,45,35,18,"5",NA,NA,83
