"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Travis Kelce","TE","KC",19.6,2.02,4.69,17.6,21.2,12.6,11.5,13.3,1,3,1,1,"1",NA,NA,97
"2","Austin Ekeler","RB","LAC",22.2,0.867,0.157,21.1,24.2,11.1,12.3,11.7,2,1,3,1,"1",NA,NA,44
"3","Josh Jacobs","RB","LVR",22,1.54,1.3,20.6,24.4,11,11.9,11.9,3,2,2,2,"2",NA,NA,76
"4","Davante Adams","WR","LVR",21.3,1.76,0.117,19.2,23.2,10.7,10.5,10.8,4,4,4,1,"1",NA,NA,86
"5","Tyreek Hill","WR","MIA",21.2,2.11,1.07,18.7,23,10.6,9.93,10.6,5,6,5,2,"2",NA,NA,92
"6","Christian McCaffrey","RB","SF",20.7,0.927,0.925,18.8,22.5,9.69,10,9.98,6,5,8,3,"3",NA,NA,51
"7","Justin Jefferson","WR","MIN",20.1,2.31,1.07,18.2,22.9,9.5,9.48,10.5,7,8,6,3,"3",NA,NA,96
"8","Rhamondre Stevenson","RB","NE",19.8,2.18,0.702,18,21.7,8.77,9.28,9.21,8,9,12,4,"4",NA,NA,88
"9","Stefon Diggs","WR","BUF",19.1,0.482,0.133,18.4,21.8,8.43,9.68,9.43,9,7,11,4,"3",NA,NA,27
"10","Ja'Marr Chase","WR","CIN",18.9,1.63,0.46,17.4,22,8.29,8.69,9.62,10,11,9,5,"4",NA,NA,80
"11","Derrick Henry","RB","TEN",19.1,2.89,1.49,16.7,21.4,8.07,7.98,8.92,11,12,14,5,"5",NA,NA,96
"12","Mark Andrews","TE","BAL",14.9,1.1,2.44,13.4,17.5,7.9,7.42,9.6,12,14,10,2,"2",NA,NA,82
"13","Amon-Ra St. Brown","WR","DET",18.5,0.646,0.37,17.5,22.5,7.83,8.76,10.1,13,10,7,6,"4",NA,NA,30
"14","Amari Cooper","WR","CLE",18.1,2.67,0.701,15.4,20.8,7.46,6.67,8.38,14,17,16,7,"5",NA,NA,97
