"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",316.75,9.02903399999996,2.285,0.14826,0.67,0.207564,23.75,1.793946,0.1,0,0.10875,0.0259455,0.14,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Joe Burrow","CIN","QB","2563722","robust",289.0875,13.19514,2,0,0.9,0.014826,14.5375,2.07564,0.19,0.029652,0.10625,0.0185325,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Justin Herbert","LAC","QB","2565045","robust",288.66,9.75550799999998,1.95,0.14826,0.8,0.14826,14.35,1.63086,0.1,0,0.09125,0.0259455,0.22,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Tom Brady","TB","QB","2504211","robust",271.475,13.19514,1.7825,0.29652,0.7,0.252042,0.9425,0.88956,0.05,0.07413,0.18,0.059304,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Josh Allen","BUF","QB","2560955","robust",267.1175,4.38849600000005,1.8175,0.177912,0.8125,0.0741300000000001,46.01,1.24538399999999,0.33,0.088956,0.235,0.051891,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Tua Tagovailoa","MIA","QB","2564499","robust",268.9,8.31738600000002,1.635,0.340998,0.775,0.0741300000000001,7.2725,2.52042,0.1,0,0.075,0.014826,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Trevor Lawrence","JAC","QB","2566163","robust",263.29,3.02450400000003,1.7,0.237216,0.8,0.044478,18.81,3.884412,0.2075,0.014826,0.32,0.029652,0.14,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Mike White","NYJ","QB","2560929","robust",265.1,3.7065,1.71,0.185325,1.05,0.0741300000000001,5.05,0.392888999999999,0.035,0.051891,0.0833333333333333,0.012355,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Jimmy Garoppolo","SF","QB","2543801","robust",249,15.774864,1.7,0.163086,0.8,0.207564,5,1.4826,0.1,0.029652,0.156666666666667,0.064246,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Derek Carr","LVR","QB","2543499","robust",259.75,2.37216000000003,1.905,0.118608,0.785,0.044478,5.925,1.4826,0,0,0.135,0.051891,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
