"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",300,19.2738,2.19,0.22239,0.8,0.14826,17.91,3.617544,0.1,0,0.1425,0.0630105,0.1,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Derek Carr","LVR","QB","2543499","robust",279.3,15.12252,1.7725,0.29652,0.91,0.14826,6.725,2.07564,0.1,0,0.21,0.014826,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Kirk Cousins","MIN","QB","2532820","robust",282.855,5.01118799999999,2.1575,0.192738,0.73,0.14826,6.21,0.7413,0.0875,0,0.10625,0.0185325,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Josh Allen","BUF","QB","2560955","robust",274.4675,12.6021,2.175,0.22239,0.9,0.044478,39.75,4.655364,0.4,0,0.135,0.00741300000000001,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Matthew Stafford","LAR","QB","79860","robust",286.5,14.38122,2.1,0.14826,0.8075,0.014826,4.645,0.237216,0.1,0,0.1125,0.037065,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Joe Burrow","CIN","QB","2563722","robust",285.2,13.04688,1.9675,0.14826,0.8,0,16.375,4.29954,0.1,0,0.1375,0.0555975,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Aaron Rodgers","GB","QB","2506363","robust",245.2,16.3086,1.8225,0.163086,0.42,0.29652,6.65,0.7413,0.075,0.044478,0.18,0.059304,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Tom Brady","TB","QB","2504211","robust",261,25.2042,1.8325,0.103782,0.655,0.0889560000000001,2.565,0.29652,0.05,0.07413,0.195,0.014826,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Carson Wentz","WAS","QB","2555259","robust",241.69,18.5325,1.695,0.44478,0.85,0.103782,14.5225,1.55673,0.1,0.044478,0.14,0.059304,0.28,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Joe Flacco","NYJ","QB","382","robust",252.08,27.87288,1.65,0.29652,0.865,0.22239,4.3,1.645686,0.025,0,0.2325,0.0481845,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Justin Herbert","LAC","QB","2565045","robust",240,51.891,1.95,0.14826,0.75,0.14826,12.1,2.81694,0.1,0,0.0333333333333333,0.04942,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Ribs",3,2022
