"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Tom Brady","TB","QB","2504211","robust",295.45,21.34944,1.88,0.14826,0.5,0.0741300000000001,1.685,0.59304,0.055,0.044478,0.18,0.059304,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Tua Tagovailoa","MIA","QB","2564499","robust",276.035,11.015718,1.9,0.0741299999999997,0.67,0.133434,7.2,0.29652,0.11,0.014826,0.06875,0.0037065,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Josh Allen","BUF","QB","2560955","robust",266.4,9.81481200000001,2.1875,0.148259999999999,0.7525,0.14826,45.935,3.11346,0.335,0.103782,0.20125,0.0037065,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Kirk Cousins","MIN","QB","2532820","robust",272.5,8.1543,2,0.103782,0.75,0.118608,5.405,0.889559999999999,0.0925,0,0.09375,0.0185325,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Matthew Stafford","LAR","QB","79860","robust",259.1,7.85778000000002,1.4,0.29652,0.79,0.118608,3.6,1.03782,0,0,0.2175,0.0259455,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Joe Burrow","CIN","QB","2563722","robust",267.6,7.53160799999998,1.9,0.14826,0.8375,0.14826,13.95,1.70499,0.2,0,0.10625,0.0185325,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Derek Carr","LVR","QB","2543499","robust",256.3725,11.1195,1.79,0.22239,0.8,0.0741300000000001,8.165,1.33434,0.1,0,0.18125,0.0555975,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Kyler Murray","ARI","QB","2562382","robust",254.8825,9.93341999999998,1.46,0.0889560000000001,0.8,0.0296519999999999,35.4,0.593039999999998,0.25,0.14826,0.10375,0.0111195,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Jared Goff","DET","QB","2555334","robust",254.15,2.9652,1.7,0.192738,0.775,0.044478,4.75,0.7413,0.075,0.014826,0.2675,0.1000755,0.23,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Andy Dalton","NO","QB","2495143","robust",232.925,29.20722,1.7075,0.400302,0.85,0.014826,8.25,1.467774,0.1,0.014826,0.115,0.081543,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Jimmy Garoppolo","SF","QB","2543801","robust",239.9,16.45686,1.1625,0.14826,0.9,0,3.08,0.978516,0.0775,0,0.2125,0.0185325,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Dak Prescott","DAL","QB","2555260","robust",242.125,11.8608,1.85,0.207564,0.735,0.103782,10.65,1.92738,0.1,0,0.1975,0.00741300000000001,0.3,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Jalen Hurts","PHI","QB","2564832","robust",241.58,8.243256,1.55,0.14826,0.6125,0.14826,46.55,0.444779999999996,0.52,0.14826,0.1125,0.037065,0.18,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Kenny Pickett","PIT","QB","2568162","robust",225.925,18.31011,1.115,0.192738,1.3725,0.163086,13.48,2.52042,0.11,0.029652,0.10625,0.0185325,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
