"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","injury_status","injury_details","week","season_year"
"241","Trenton Irwin","CIN","WR","2562900","robust",NA,NA,NA,NA,NA,NA,0.48,0.360766,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0.67,0.578214,9.0025,6.842199,0.015,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","KhaDarel Hodge","ATL","WR","2561653","robust",NA,NA,NA,NA,NA,NA,0.0075,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0.6225,0.459606,8.965,7.279566,0.025,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","David Bell","CLE","WR","2567460","robust",NA,NA,NA,NA,NA,NA,-0.04,0.059304,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.2875,0.029652,13.2475,1.097124,0.055,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Ashton Dulin","IND","WR","2562562","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.925,0.259455,11.43,2.327682,0.02,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Cole Beasley","BUF","WR","2535698","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1.195,0.452193,10.885,3.135699,0.03,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Denzel Mims","NYJ","WR","2564802","robust",NA,NA,NA,NA,NA,NA,0.01,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0.7775,0,11.29,0.252042,0.04,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","River Cracraft","MIA","WR","2559485","robust",NA,NA,NA,NA,NA,NA,0.0075,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0.345,0.118608,3.9875,2.861418,0.0675,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Braxton Berrios","NYJ","WR","2560975","robust",NA,NA,NA,NA,NA,NA,3.2325,1.141602,0.0525,0.059304,0,0,0,NA,NA,NA,0.01,0,0,0,0.88,0.355824,9.455,2.59455,0.03,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Dyami Brown","WAS","WR","2566586","robust",NA,NA,NA,NA,NA,NA,1.1375,0.340998,0.0035814606741573,0.00320674719101124,0,0,0,NA,NA,NA,0,NA,0,0,0.3625,0.29652,6.3225,0.0889560000000007,0.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Cam Sims","WAS","WR","2561067","robust",NA,NA,NA,NA,NA,NA,0.29,0.118608,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0.7975,0.044478,9.6025,2.639028,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Khalil Shakir","BUF","WR","2567334","robust",NA,NA,NA,NA,NA,NA,0.0125,0.012355,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0.745,0.29652,8.92,2.2239,0.0225,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Scott Miller","TB","WR","2562865","robust",NA,NA,NA,NA,NA,NA,0.705,0.437367,0,0,0,0,NA,NA,NA,NA,0.01,0,0,0,0.92,0.563388,9.165,2.720571,0.02,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Jalen Nailor","MIN","WR","2567925","robust",NA,NA,NA,NA,NA,NA,0.0525,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0.53,0.22239,6.6925,2.861418,0.0375,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Travis Kelce","KC","TE","2540258","robust",NA,NA,NA,NA,NA,NA,0.08,0.079072,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,6.0825,0.229803,75.435,2.96520000000001,0.7175,0.185325,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Evan Engram","JAC","TE","2557858","robust",NA,NA,NA,NA,NA,NA,1.1775,0.249571,0.00978379714889844,0.007413,0,0,0,NA,NA,NA,0,NA,0,0,4.7975,0.0593040000000001,56.03,3.536001,0.3375,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","T.J. Hockenson","MIN","TE","2562378","robust",NA,NA,NA,NA,NA,NA,0.0175,0.017297,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,5.2075,0.726474,49.6925,0.926625000000005,0.3475,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Mark Andrews","BAL","TE","2560957","robust",NA,NA,NA,NA,NA,NA,0.3375,0.333585,0,0,0,0,0,NA,NA,NA,0,NA,0,0,5.0925,0.0741299999999997,59.1125,4.4478,0.345,0.096369,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","George Kittle","SF","TE","2558266","robust",NA,NA,NA,NA,NA,NA,0.03,0.029652,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,4.2375,0.266868,55.055,3.30619800000001,0.6275,0.259455,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Darren Waller","LVR","TE","2552408","robust",NA,NA,NA,NA,NA,NA,0.08,0.034594,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4.115,0.667170000000001,52.8675,5.1891,0.375,0.133434,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Dallas Goedert","PHI","TE","2560995","robust",NA,NA,NA,NA,NA,NA,0.015,0.014826,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4.2275,0.459606,53.9625,2.127531,0.235,0.118608,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Tyler Higbee","LAR","TE","2555364","robust",NA,NA,NA,NA,NA,NA,0.02,0.019768,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4.575,0.303932999999999,44.1425,2.72798400000001,0.345,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Pat Freiermuth","PIT","TE","2566442","robust",NA,NA,NA,NA,NA,NA,0.015,0.014826,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4.1475,0.533736,47.055,0.934037999999998,0.3075,0.081543,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Dawson Knox","BUF","TE","2562681","robust",NA,NA,NA,NA,NA,NA,0.06,0.032123,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.6175,0.555975,43.19,2.920722,0.38,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Tyler Conklin","NYJ","TE","2561027","robust",NA,NA,NA,NA,NA,NA,0.245,0.242158,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.555,0.578214,34.8075,6.553092,0.1175,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Dalton Schultz","DAL","TE","2560866","robust",NA,NA,NA,NA,NA,NA,0.015,0.014826,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.8725,0.207564,43.7375,1.000755,0.3925,0.096369,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Trey McBride","ARI","TE","2568117","robust",NA,NA,NA,NA,NA,NA,0.015,0.014826,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.7625,0.22239,37.205,6.879264,0.165,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Cole Kmet","CHI","TE","2563704","robust",NA,NA,NA,NA,NA,NA,0.2375,0.234745,0.0025,0.002471,0,0,0,NA,NA,NA,0,NA,0,0,3.32,0.237216,37.905,3.157938,0.225,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Jelani Woods","IND","TE","2567724","robust",NA,NA,NA,NA,NA,NA,0.06,0.059304,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.315,0.726474,29.95,11.289999,0.1375,0.126021,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","David Njoku","CLE","TE","2557986","robust",NA,NA,NA,NA,NA,NA,0.105,0.252042,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.295,0.259455,39.1225,2.305443,0.2125,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Hunter Henry","NE","TE","2555341","robust",NA,NA,NA,NA,NA,NA,0.0125,0.012355,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.98,0.689409,32.6525,3.669435,0.185,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Juwan Johnson","NO","TE","2564676","robust",NA,NA,NA,NA,NA,NA,0.28,0.261926,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.525,0.578214,40.25,0.882146999999998,0.28,0.177912,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Quadriceps",18,2022
"272","Robert Tonyan","GB","TE","2559270","robust",NA,NA,NA,NA,NA,NA,0.0075,0.007413,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.33,0.252042,23.95,2.527833,0.205,0.170499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Gerald Everett","LAC","TE","2557889","robust",NA,NA,NA,NA,NA,NA,0.0475,0.046949,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.4,0.533736,35.0675,3.7065,0.145,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Logan Thomas","WAS","TE","2543767","robust",NA,NA,NA,NA,NA,NA,0.03,0.029652,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.0825,0.756126,32.6875,4.899993,0.17,0.037065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Noah Fant","SEA","TE","2562383","robust",NA,NA,NA,NA,NA,NA,0.075,0.02471,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.9775,0.244629,32.6175,3.172764,0.17,0.103782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Cade Otton","TB","TE","2568312","robust",NA,NA,NA,NA,NA,NA,0.015,0.014826,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.6625,0.555975,26.415,2.831766,0.15,0.126021,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Parker Hesse","ATL","TE","2563272","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,2.125,1.149015,24.675,16.790445,0.15,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Eric Saubert","DEN","TE","2558023","robust",NA,NA,NA,NA,NA,NA,0.02,0.019768,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.72,0.904386,15.7025,6.834786,0.075,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Knee",18,2022
"279","Albert Okwuegbunam","DEN","TE","2563911","robust",NA,NA,NA,NA,NA,NA,0.0225,0.022239,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.765,0.859908,19.615,10.15581,0.075,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Hayden Hurst","CIN","TE","2560747","robust",NA,NA,NA,NA,NA,NA,0.0175,0.017297,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.07,0.274281,28.06,3.024504,0.185,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Austin Hooper","TEN","TE","2555415","robust",NA,NA,NA,NA,NA,NA,0.005,0.004942,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.5375,0.548562,27.705,4.047498,0.14,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Jordan Akins","HOU","TE","2560951","robust",NA,NA,NA,NA,NA,NA,0.075,0.07413,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.4675,0.400302,27.1675,2.475942,0.1075,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Mike Gesicki","MIA","TE","2560994","robust",NA,NA,NA,NA,NA,NA,0.01,0.009884,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.705,0.600453,17.0425,1.986684,0.1,0.081543,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Chigoziem Okonkwo","TEN","TE","2567658","robust",NA,NA,NA,NA,NA,NA,0.1425,0.116137,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.36,0.378063,28.45,1.4826,0.11,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Shane Zylstra","DET","TE","2567172","robust",NA,NA,NA,NA,NA,NA,0.01,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.39,1.40847,13.8475,14.218134,0.137314251207729,0.140296217681159,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","MyCole Pruitt","ATL","TE","2552401","robust",NA,NA,NA,NA,NA,NA,0.0075,0.007413,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.435,0.214977,13.5,1.586382,0.1,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Colby Parkinson","SEA","TE","2565180","robust",NA,NA,NA,NA,NA,NA,0.0375,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.0775,0.415128,21.97,7.309218,0.105,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Cameron Brate","TB","TE","2550656","robust",NA,NA,NA,NA,NA,NA,0.0075,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.285,0.830256,12.4725,8.183952,0.0925,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Irv Smith Jr.","MIN","TE","2562738","robust",NA,NA,NA,NA,NA,NA,0.0075,0,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,2.2325,0.934038,20.35,9.325554,0.1325,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ankle",18,2022
"290","Foster Moreau","LVR","TE","2562317","robust",NA,NA,NA,NA,NA,NA,0.0125,0.012355,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.6975,0.711648,20.01,7.835541,0.0925,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Daniel Bellinger","NYG","TE","2567985","robust",NA,NA,NA,NA,NA,NA,0.15,0.12355,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,2.5175,0.140847,24.4575,1.326927,0.14,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Taysom Hill","NO","TE","2558954","robust",NA,NA,NA,NA,NA,NA,55.665,15.811929,0.435209497964722,0.0290307966350068,0,0,0,NA,NA,NA,0,NA,0,0,1.515,0.652344,16.18,7.828128,0.3625,0.29652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Back",18,2022
"293","Isaiah Likely","BAL","TE","2567283","robust",NA,NA,NA,NA,NA,NA,0.01,0.009884,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.735,0.7413,17.4225,3.343263,0.1025,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Teagan Quitoriano","HOU","TE","2567691","robust",NA,NA,NA,NA,NA,NA,0.02,0,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,1.5075,0.326172,15.3225,3.78063,0.145,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","C.J. Uzomah","NYJ","TE","2552559","robust",NA,NA,NA,NA,NA,NA,0.0325,0.032123,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.4625,0.348411,16.3125,3.098634,0.0925,0.037065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Ankle",18,2022
"296","Tommy Tremble","CAR","TE","2565914","robust",NA,NA,NA,NA,NA,NA,0.0225,0.022239,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.525,0.185325,13.99,0.852495,0.0825,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Maxx Williams","ARI","TE","2552468","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1.53,0.785778,13.46,11.060196,0.04,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Mo Alie-Cox","IND","TE","2558832","robust",NA,NA,NA,NA,NA,NA,0.01,0.009884,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,1.1625,0.14826,14,2.9652,0.0625,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Brock Wright","DET","TE","2567221","robust",NA,NA,NA,NA,NA,NA,0.015,0.014826,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.3725,0.303933,16.4875,2.37216,0.11,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Dan Arnold","JAC","TE","2559385","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.81,0.874734,10.935,11.957169,0.005,0.007413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Noah Gray","KC","TE","2566178","robust",NA,NA,NA,NA,NA,NA,0.095,0.093898,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.44,0.14826,14.0925,2.9652,0.0925,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Harrison Bryant","CLE","TE","2563767","robust",NA,NA,NA,NA,NA,NA,0.49,0.711648,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.585,0.237216,14.7575,0.726474,0.085,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Josiah Deguara","GB","TE","2563980","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1.025,0.852495,9.75,7.78365,0.02,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Calf",18,2022
"304","Jonnu Smith","NE","TE","2558207","robust",NA,NA,NA,NA,NA,NA,0.48,0.681996,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.2725,0.252042,11.7875,4.640538,0.04,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Concussion",18,2022
"305","Brevin Jordan","HOU","TE","2566130","robust",NA,NA,NA,NA,NA,NA,0.01,0.009884,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.1925,0.14826,12.8975,2.2239,0.0825,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Donald Parham","LAC","TE","2562394","robust",NA,NA,NA,NA,NA,NA,0.01,0.009884,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.125,0.400302,10,4.329192,0.055,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Jake Ferguson","DAL","TE","2567496","robust",NA,NA,NA,NA,NA,NA,0.0375,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0.9325,0.652344,9.9775,4.862928,0.0625,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Adam Trautman","NO","TE","2564703","robust",NA,NA,NA,NA,NA,NA,0.01,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.0225,0.400302,10.39,4.106802,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","John Bates","WAS","TE","2566580","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.805,0.882147,7.95,8.96973,0.055,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Ian Thomas","CAR","TE","2560894","robust",NA,NA,NA,NA,NA,NA,0.015,0.014826,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.2125,0.170499,11.845,1.571556,0.0375,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
