"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","injury_status","injury_details","week","season_year"
"172","Donovan Peoples-Jones","CLE","WR","2563803","robust",NA,NA,NA,NA,NA,NA,0.01,0.009884,0,0,0,0,0,NA,NA,NA,0.01,0,0,0,3.55,0.696822,46.7225,4.647951,0.22,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","D.J. Chark","DET","WR","2561018","robust",NA,NA,NA,NA,NA,NA,0.025,0.02471,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.05,0.37065,48.0925,3.86217300000001,0.21,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Tre'Quan Smith","NO","WR","2560878","robust",NA,NA,NA,NA,NA,NA,0.0125,0.012355,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0.9025,0.311346,15.445,8.102409,0.0525,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Corey Davis","NYJ","WR","2557848","robust",NA,NA,NA,NA,NA,NA,-0.0175,0.113666,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,2.9575,0.170499,42.0275,3.721326,0.1625,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Adam Thielen","MIN","WR","2541785","robust",NA,NA,NA,NA,NA,NA,0.075,0.02471,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.845,0.452193,45.255,4.4478,0.265,0.192738,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Chris Moore","HOU","WR","2555209","robust",NA,NA,NA,NA,NA,NA,0.1875,0.185325,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.8075,0.274281,44.4375,3.528588,0.205,0.037065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Isaiah Hodgins","NYG","WR","2563611","robust",NA,NA,NA,NA,NA,NA,0.0475,0.046949,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.1875,0.214977,36.82,3.7065,0.195,0.111195,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","DeVante Parker","NE","WR","2552409","robust",NA,NA,NA,NA,NA,NA,0.01,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.5075,0.578214,37.25,11.905278,0.2125,0.118608,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Tyler Boyd","CIN","WR","2555466","robust",NA,NA,NA,NA,NA,NA,0.0525,0.051891,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.565,0.615279,42.0125,2.9652,0.2225,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Parris Campbell","IND","WR","2562495","robust",NA,NA,NA,NA,NA,NA,2.025,1.50731,0.0025,0.002471,0,0,0,NA,NA,NA,0,NA,0,0,3.21,0.496671,37.045,2.727984,0.175,0.022239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Josh Palmer","LAC","WR","2566502","robust",NA,NA,NA,NA,NA,NA,0.075,0.07413,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.38,0.785778,36.3925,8.1543,0.1425,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Tutu Atwell","LAR","WR","2566196","robust",NA,NA,NA,NA,NA,NA,3.68,1.366463,0.0195338611284168,0.014826,0,0,0,NA,NA,NA,0,NA,0,0,2.78,0.326172,37.43,7.19802300000001,0.1375,0.111195,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Curtis Samuel","WAS","WR","2558066","robust",NA,NA,NA,NA,NA,NA,9.59,1.272565,0.08622605989369,0.0136141624010768,0.01,0.007413,0,NA,NA,NA,0,NA,0,0,3.4325,0.585627,42.025,1.70499,0.1475,0.081543,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Demarcus Robinson","BAL","WR","2555478","robust",NA,NA,NA,NA,NA,NA,0.28,0.261926,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,3.06,0.14826,40.195,3.51376200000001,0.14,0.081543,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Michael Gallup","DAL","WR","2560735","robust",NA,NA,NA,NA,NA,NA,0.0175,0.017297,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.2925,0.0889560000000001,40.8975,2.424051,0.2725,0.022239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Kadarius Toney","KC","WR","2566376","robust",NA,NA,NA,NA,NA,NA,1.495,0.496671,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.04,0.37065,40.1175,2.601963,0.175,0.118608,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Marquez Valdes-Scantling","KC","WR","2560907","robust",NA,NA,NA,NA,NA,NA,0.05,0.12355,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.4075,0.303933,38.47,3.736152,0.1525,0.140847,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Tyquan Thornton","NE","WR","2567958","robust",NA,NA,NA,NA,NA,NA,0.03,0.027181,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.5875,1.208319,31.32,9.029034,0.095,0.126021,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Marvin Jones","JAC","WR","2532884","robust",NA,NA,NA,NA,NA,NA,0.33,0.286636,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.075,0.303933,36.7425,2.9652,0.2125,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Hunter Renfrow","LVR","WR","2562712","robust",NA,NA,NA,NA,NA,NA,0.56,0.523852,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,3.14,0.88956,32.1125,6.649461,0.17,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Russell Gage","TB","WR","2561061","robust",NA,NA,NA,NA,NA,NA,0.0075,0.007413,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,2.9725,0.266868,34.87,4.351431,0.14,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","K.J. Osborn","MIN","WR","2564574","robust",NA,NA,NA,NA,NA,NA,0.1275,0.126021,0,0,0,0,0,NA,NA,NA,0.01,0,0,0,3.1275,0.14826,38.055,1.4826,0.2425,0.118608,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Chase Claypool","CHI","WR","2564970","robust",NA,NA,NA,NA,NA,NA,1.8675,1.220674,0.01,0.009884,0.1,0,0,NA,NA,NA,0,NA,0,0,2.565,0.563388,31.57,7.212849,0.1875,0.103782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Olamide Zaccheaus","ATL","WR","2562808","robust",NA,NA,NA,NA,NA,NA,0.7,0.27181,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.375,0.533736,34.03,4.44780000000001,0.1125,0.081543,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Romeo Doubs","GB","WR","2567586","robust",NA,NA,NA,NA,NA,NA,0.45,0.34594,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.0675,0.29652,35.25,1.63086,0.145,0.126021,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Josh Reynolds","DET","WR","2558194","robust",NA,NA,NA,NA,NA,NA,0.035,0.034594,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.465,0.44478,32.935,3.914064,0.1625,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Elijah Moore","NYJ","WR","2566385","robust",NA,NA,NA,NA,NA,NA,1.3825,0.150731,0.00693155084073032,0.00303285514902215,0,0,0,NA,NA,NA,0,NA,0,0,2.255,0.385476,31.535,4.907406,0.1,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Mack Hollins","LVR","WR","2558262","robust",NA,NA,NA,NA,NA,NA,0.83,0.657286,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.975,0.103782,35.2175,1.11195,0.21,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Mecole Hardman","KC","WR","2562580","robust",NA,NA,NA,NA,NA,NA,2.8,1.82854,0.045,0.034594,0.005,0.0037065,0,NA,NA,NA,0,NA,0,0,1.6825,0.66717,21.42,10.726611,0.13,0.088956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Pelvis",18,2022
"201","Robert Woods","TEN","WR","2540169","robust",NA,NA,NA,NA,NA,NA,0.0675,0.066717,0,0,0,0,0,NA,NA,NA,0.01,0,0,0,3.28,0.22239,34.365,1.467774,0.115,0.088956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Alec Pierce","IND","WR","2567715","robust",NA,NA,NA,NA,NA,NA,0.0175,0.017297,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.745,0.7413,32.24,2.157183,0.155,0.037065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Noah Brown","DAL","WR","2558091","robust",NA,NA,NA,NA,NA,NA,0.0225,0.022239,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,2.345,0.570801,32.6375,2.2239,0.1775,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Julio Jones","TB","WR","2495454","robust",NA,NA,NA,NA,NA,NA,2.0375,0.44478,0.0117289272030651,0.00912187164750958,0,0,0,NA,NA,NA,0,NA,0,0,1.7575,0.808017,21.59,9.384858,0.07,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Knee",18,2022
"205","Nelson Agholor","NE","WR","2552600","robust",NA,NA,NA,NA,NA,NA,0.28,0.261926,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,2.34,0.578214,28.5725,4.870341,0.1,0.103782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Kenny Golladay","NYG","WR","2558052","robust",NA,NA,NA,NA,NA,NA,0.0225,0.022239,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.1625,0.934038,12.0975,9.088338,0.0075,0.007413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Byron Pringle","CHI","WR","2560844","robust",NA,NA,NA,NA,NA,NA,0.28,0.261926,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.8925,0.778365,24.9575,13.632507,0.095,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Laquon Treadwell","SEA","WR","2555214","robust",NA,NA,NA,NA,NA,NA,0.27,0.256984,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.0975,0.378063,25.45,6.197268,0.1,0.022239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Isaiah McKenzie","BUF","WR","2558129","robust",NA,NA,NA,NA,NA,NA,3.7,0.506555,0.0436422033498467,0.0258389537909884,0,0,0,NA,NA,NA,0.01,0,0,0,2.985,0.163086,34,0.7413,0.1925,0.00741300000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Randall Cobb","GB","WR","2495448","robust",NA,NA,NA,NA,NA,NA,0.08,0.034594,0,0,0.1,0,0,NA,NA,NA,0,NA,0,0,2.365,0.185325,31.655,1.979271,0.1375,0.126021,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Kalif Raymond","DET","WR","2556661","robust",NA,NA,NA,NA,NA,NA,1.185,0.924154,0.01,0.009884,0.1,0,0,NA,NA,NA,0,NA,0,0,1.72,0.66717,21.905,8.272908,0.070659368756138,0.0573488397642995,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Shi Smith","CAR","WR","2565908","robust",NA,NA,NA,NA,NA,NA,0.13,0.128492,0,0,0.1,0,0,NA,NA,NA,0.01,0,0,0,2.0075,0.177912,24.365,2.090466,0.14,0.088956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Quez Watkins","PHI","WR","2564880","robust",NA,NA,NA,NA,NA,NA,0.9675,0.578214,0.01,0.007413,0,0,0,NA,NA,NA,0,NA,0,0,2.135,0.607866,24.265,2.794701,0.0775,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Equanimeous St. Brown","CHI","WR","2560883","robust",NA,NA,NA,NA,NA,NA,2.5725,0.560917,0.0123979906814211,0.0097831739895166,0,0,0,NA,NA,NA,0,NA,0,0,1.7675,0.22239,25.905,0.578214000000003,0.1025,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Sammy Watkins","BAL","WR","2543457","robust",NA,NA,NA,NA,NA,NA,0.53,0.509026,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.6775,1.149015,20.0875,14.685153,0.0525,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Nick Westbrook-Ikhine","TEN","WR","2565477","robust",NA,NA,NA,NA,NA,NA,0.0525,0.051891,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.9375,0.0593040000000001,24.33,3.654609,0.1175,0.088956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Kendrick Bourne","NE","WR","2558914","robust",NA,NA,NA,NA,NA,NA,1.7125,0.111195,0.00790456071304549,0.00207113219122584,0,0,0,NA,NA,NA,0,NA,0,0,1.7625,0.533736,19.41,1.193493,0.085,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Damiere Byrd","ATL","WR","2553499","robust",NA,NA,NA,NA,NA,NA,0.0775,0.076601,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.625,0.29652,24.36,2.9652,0.08,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Jauan Jennings","SF","WR","2565114","robust",NA,NA,NA,NA,NA,NA,0.0075,0.007413,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.5475,0.59304,18.8975,6.575331,0.0575,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","DeSean Jackson","BAL","WR","1581","robust",NA,NA,NA,NA,NA,NA,0.0325,0.032123,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.655,0.281694,22.7625,3.669435,0.0525,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Illness",18,2022
"221","Brandon Powell","LAR","WR","2561261","robust",NA,NA,NA,NA,NA,NA,4.795,1.200906,0.0224155097775787,0.0150765304075235,0,0,0,NA,NA,NA,0.01,0,0,0,2.015,0.281694,21.11,3.862173,0.0625,0.088956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Trent Sherfield","MIA","WR","2561272","robust",NA,NA,NA,NA,NA,NA,0.055,0.034594,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.815,0.22239,22.6725,0.637518,0.1025,0.022239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","DeAndre Carter","LAC","WR","2553502","robust",NA,NA,NA,NA,NA,NA,0.7675,0.489258,0.0075,0,0,0,0,NA,NA,NA,0,NA,0,0,1.5325,0.978515999999999,16.6675,12.068364,0.09,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Laviska Shenault","CAR","WR","2564232","robust",NA,NA,NA,NA,NA,NA,4.225,0.919212,0.0677994896588772,0.0244139844211657,0,0,0,NA,NA,NA,0,NA,0,0,2.2275,0.155673,21.2775,2.661267,0.0725,0.081543,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Marquez Callaway","NO","WR","2565310","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1.225,1.000755,15.275,12.935685,0.065,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Amari Rodgers","HOU","WR","2566091","robust",NA,NA,NA,NA,NA,NA,0.9375,0.61775,0.0025,0.002471,0,0,0,NA,NA,NA,0,NA,0,0,1.8475,0.0593039999999999,20.97,2.550072,0.1,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Ray-Ray McCloud","SF","WR","2560801","robust",NA,NA,NA,NA,NA,NA,2.1675,0.22239,0.0144201030927835,0.0205194896907216,0,0,0,NA,NA,NA,0.01,0,0,0,1.0625,0.0444779999999999,14.0375,6.271398,0.0475,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","T.Y. Hilton","DAL","WR","2532865","robust",NA,NA,NA,NA,NA,NA,0.235,0.348411,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.305,0.563388,19.29,1.4826,0.0275,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","A.J. Green","ARI","WR","2495450","robust",NA,NA,NA,NA,NA,NA,0.045,0.044478,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.6875,0.548562,19.76,2.587137,0.085,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Lance McCutcheon","LAR","WR","2567847","robust",NA,NA,NA,NA,NA,NA,0.33,0.237216,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0.6925,0.266868,8.115,4.00302,0.0375,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Rashard Higgins","CAR","WR","2555468","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,0,0,1.035,0.644931,13.235,9.244011,0.045,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Steven Sims","PIT","WR","2563033","robust",NA,NA,NA,NA,NA,NA,5.56,0.464548000000001,0.0224368189726216,0.0172345518725391,0.005,0.0037065,0,NA,NA,NA,0.05,0,0,0,1.6925,0.229803,15.5,3.269133,0.04,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Jamal Agnew","JAC","WR","2558821","robust",NA,NA,NA,NA,NA,NA,3.84,1.957032,0.0075,0,0,0,0,NA,NA,NA,0.07,0,0,0,1.63,0.681996,15.025,0.563387999999998,0.0775,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Dante Pettis","CHI","WR","2560836","robust",NA,NA,NA,NA,NA,NA,0.855,0.669641,0.0025,0.002471,0,0,0,NA,NA,NA,0.01,0,0,0,1.1625,0.155673,14.965,2.172009,0.055,0.037065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Jameson Williams","DET","WR","2567565","robust",NA,NA,NA,NA,NA,NA,0.7825,0.311346,0.0025,0.002471,0,0,0,NA,NA,NA,0,NA,0,0,0.58,0.378063,8.4125,6.441897,0.0154194630872483,0.0160697919463087,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Keelan Cole","LVR","WR","2559153","robust",NA,NA,NA,NA,NA,NA,0.315,0.192738,0,0,0,0,0,NA,NA,NA,0.01,0,0,0,0.465,0.266868,6.7925,3.098634,0.0475,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Justin Watson","KC","WR","2560051","robust",NA,NA,NA,NA,NA,NA,0.01,0.009884,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0.895,0.103782,11.58,3.884412,0.055,0.037065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","James Proche","BAL","WR","2563572","robust",NA,NA,NA,NA,NA,NA,0.08,0.118608,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.96,0.681996,10.48,7.472304,0.04,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","N'Keal Harry","CHI","WR","2562659","robust",NA,NA,NA,NA,NA,NA,0.0125,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0.7625,0.0444779999999999,11.27,1.527078,0.0625,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Cedrick Wilson","MIA","WR","2560936","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.875,0.481845,10.48,6.701352,0.015,0.022239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","Hip",18,2022
