"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Travis Kelce","TE","KC",18,1.12,4.43,16.7,19.3,10.7,10.3,10.5,1,2,2,1,"1",NA,NA,47
"2","Christian McCaffrey","RB","SF",21.9,1.42,1.95,20.4,23.1,10.4,10.9,9.89,3,1,3,1,"1",NA,NA,57
"3","Justin Jefferson","WR","MIN",20.9,2.39,1.19,18.6,23.2,10.4,10,10.8,2,3,1,1,"1",NA,NA,85
"4","Tyreek Hill","WR","MIA",19.7,0.865,0.544,15.6,20.6,9.24,7.05,8.16,4,14,14,2,"1",NA,NA,23
"5","Ja'Marr Chase","WR","CIN",19.1,1.77,0.342,17.2,22.1,8.69,8.62,9.61,5,4,4,3,"1",NA,NA,61
"6","Austin Ekeler","RB","LAC",19.9,2.11,1.63,17.1,22.1,8.41,7.54,8.93,6,10,9,2,"2",NA,NA,78
"7","Davante Adams","WR","LVR",18.8,2.87,0.524,15.8,21.9,8.35,7.29,9.4,7,12,7,4,"2",NA,NA,90
"8","CeeDee Lamb","WR","DAL",18.3,1.22,0.384,16.9,20.7,7.83,8.34,8.22,8,5,13,5,"2",NA,NA,45
"9","Stefon Diggs","WR","BUF",17.9,1.49,0.45,16.2,19.4,7.44,7.63,6.95,9,9,21,6,"3",NA,NA,56
"10","A.J. Brown","WR","PHI",17.4,2.08,0.553,15.2,20.2,6.99,6.7,7.74,10,15,15,7,"3",NA,NA,76
"11","Derrick Henry","RB","TEN",18.3,1.3,0.996,16.9,22.7,6.78,7.37,9.47,11,11,6,3,"3",NA,NA,49
"12","Amon-Ra St. Brown","WR","DET",16.9,0.534,0.561,16.3,19.3,6.44,7.77,6.83,12,8,23,8,"4",NA,NA,10
"13","Patrick Mahomes","QB","KC",24.6,0.739,0.36,23.9,25.4,6.36,7.85,5.79,13,7,33,1,"1",NA,NA,41
"14","Taysom Hill","TE","NO",13.6,2.39,0.0563,11.3,17.2,6.29,4.88,8.43,14,27,12,2,"1",NA,NA,94
"15","Mark Andrews","TE","BAL",13.5,1.09,0.151,12.3,16.3,6.23,5.91,7.48,15,18,18,3,"1",NA,NA,44
"16","George Kittle","TE","SF",13.4,1.77,1.03,11.5,16.5,6.08,5.17,7.66,16,25,16,4,"2",NA,NA,82
"17","Josh Allen","QB","BUF",24.3,0.349,1.09,23.9,27.1,6,7.89,7.57,17,6,17,2,"2",NA,NA,9
"18","Chris Godwin","WR","TB",16.3,2.61,0.101,13.8,19.2,5.88,5.26,6.71,18,24,24,9,"4",NA,NA,87
"19","Saquon Barkley","RB","NYG",17.3,1.08,0.585,16.6,17.9,5.79,7.08,4.75,19,13,46,4,"3",NA,NA,39
"20","Tee Higgins","WR","CIN",16.2,1.44,0.459,14.9,18,5.78,6.33,5.53,20,17,38,10,"4",NA,NA,55
"21","Keenan Allen","WR","LAC",15.7,3.13,0.157,12.3,19.8,5.32,3.81,7.32,21,45,20,11,"4",NA,NA,96
"22","Joe Mixon","RB","CIN",16.7,0.68,0.0115,16,19.2,5.2,6.46,6.01,22,16,32,5,"3",NA,NA,22
"23","Dalvin Cook","RB","MIN",16.7,1.62,0.439,14.9,19.3,5.19,5.36,6.17,23,22,31,6,"4",NA,NA,64
"24","Mike Evans","WR","TB",15.6,3.33,0.0137,13,18.1,5.16,4.5,5.68,24,35,36,12,"4",NA,NA,97
"25","DK Metcalf","WR","SEA",15.6,1.37,0.138,14.1,21.2,5.15,5.6,8.71,25,20,10,13,"4",NA,NA,54
"26","Evan Engram","TE","JAC",12.3,0.256,0.239,12,17.9,5.05,5.66,9.1,26,19,8,5,"2",NA,NA,3
"27","DeVonta Smith","WR","PHI",15.4,1.78,0.12,13.3,17.4,5.01,4.75,4.9,27,30,44,14,"5",NA,NA,62
"28","Jalen Hurts","QB","PHI",23.2,5.29,2.49,14.9,29.2,4.91,-1.14,9.6,28,167,5,3,"3",NA,NA,99
"29","Brandon Aiyuk","WR","SF",15.3,2.86,0.349,12.5,19,4.89,3.95,6.51,29,43,26,15,"5",NA,NA,89
"30","T.J. Hockenson","TE","MIN",12.1,0.769,0.0672,11.2,17.5,4.82,4.87,8.68,30,29,11,6,"2",NA,NA,24
"31","Alvin Kamara","RB","NO",16.2,1.34,0.228,15,17.5,4.75,5.42,4.28,31,21,49,7,"4",NA,NA,51
"32","Darren Waller","TE","LVR",12,2.35,1.02,9.54,16.2,4.75,3.15,7.37,32,55,19,7,"3",NA,NA,91
"33","Chris Olave","WR","NO",15,2.08,0.0193,12.6,17.3,4.54,4.04,4.85,33,42,45,16,"5",NA,NA,75
"34","Josh Jacobs","RB","LVR",16,0.821,0.546,13.8,16.9,4.52,4.22,3.7,34,38,55,8,"4",NA,NA,23
"35","Amari Cooper","WR","CLE",14.9,1.94,0.628,13.1,17.4,4.52,4.54,4.93,35,34,43,17,"5",NA,NA,72
"36","Jerick McKinnon","RB","KC",15.5,1.41,0.0743,13.7,17.1,3.98,4.13,3.88,36,41,52,9,"4",NA,NA,54
