"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Tom Brady","TB","QB","2504211","robust",296,19.12554,2,0.0889560000000001,0.6175,0.133434,1.09625,0.7413,0.0525,0.044478,0.2125,0.0185325,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Josh Allen","BUF","QB","2560955","robust",294.2,17.7912,2.2325,0.340998,0.7625,0.14826,40.8575,1.63086,0.4525,0.14826,0.16,0.029652,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Patrick Mahomes","KC","QB","2558125","robust",279.6,32.02416,2.1275,0.192738,0.8,0,19.9775,3.232068,0.1,0,0.10875,0.0259455,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Kyler Murray","ARI","QB","2562382","robust",265.6275,11.178804,1.81,0.14826,0.75,0.0889560000000001,30.825,3.884412,0.3,0.163086,0.1,0,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Aaron Rodgers","GB","QB","2506363","robust",258.3,3.03933000000002,2.055,0,0.3,0.014826,5.175,2.164596,0.1,0,0.18125,0.0555975,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Justin Herbert","LAC","QB","2565045","robust",270.9025,8.30256000000003,1.9,0.0889559999999997,0.785,0.0889560000000001,12.3,2.07564,0.1,0,0.09,0.029652,0.22,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Matthew Stafford","LAR","QB","79860","robust",264.6725,12.15732,1.9075,0.0593040000000001,0.94,0.207564,3.75,1.4826,0.075,0.014826,0.22,0.029652,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Kirk Cousins","MIN","QB","2532820","robust",267.3675,5.57457599999999,1.675,0.118608,0.8,0.0593039999999999,5.8,1.92738,0.1,0,0.09375,0.0185325,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Joe Burrow","CIN","QB","2563722","robust",264.97,0.7413,1.7,0.14826,0.94,0.118608,13.175,2.81694,0.16,0.014826,0.10625,0.0185325,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Geno Smith","SEA","QB","2539335","robust",253.71,7.413,1.85,0.14826,0.575,0.29652,15.745,2.2239,0.15,0.088956,0.10875,0.0259455,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Jimmy Garoppolo","SF","QB","2543801","robust",244.6,14.826,1.6325,0.163086,0.795,0.014826,3.7125,1.4826,0.085,0,0.1825,0.051891,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Kenny Pickett","PIT","QB","2568162","robust",234.955,7.29439199999998,1.095,0.281694,1.325,0.340998,11.425,3.662022,0.115,0.044478,0.1075,0.022239,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Russell Wilson","DEN","QB","2532975","robust",243.5525,9.547944,1.4075,0.103782,0.7375,0.163086,18.2,0.889560000000002,0.1,0.029652,0.0875,0.0185325,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Jalen Hurts","PHI","QB","2564832","robust",226.6775,21.64596,1.29,0.14826,0.805,0.177912,50.55,1.18608000000001,0.685,0.0444779999999999,0.11875,0.0259455,0.18,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Trevor Lawrence","JAC","QB","2566163","robust",237.2,7.11648000000002,1.305,0.281694,0.915,0.044478,14.18,1.541904,0.1,0,0.14375,0.1297275,0.12,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Carson Wentz","WAS","QB","2555259","robust",228.5675,20.400576,1.23,0.14826,0.8475,0.163086,14.04,0.7413,0.1,0.029652,0.19375,0.0185325,0.28,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Matt Ryan","IND","QB","310","robust",242.08,8.33221200000001,1.2,0.14826,0.9,0.118608,5.25,0.177912,0.07,0.044478,0.3225,0.0333585,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Zach Wilson","NYJ","QB","2566391","robust",217.0475,13.93644,1.12,0.207564,0.9,0,11.96,1.245384,0.15,0.07413,0.135,0.096369,0.12,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Andy Dalton","NO","QB","2495143","robust",225.2,12.45384,1.17,0.459606,0.895,0.14826,8.3,0.59304,0.0925,0.014826,0.115,0.081543,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Skylar Thompson","MIA","QB","2567895","robust",218.525,24.61116,1.14,0.14826,0.905,0.014826,8.2,3.11346,0.1,0.014826,0.1175,0.051891,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Lamar Jackson","BAL","QB","2560757","robust",223.55,14.069874,1.6,0.281694,0.85,0.14826,63.995,3.7065,0.35,0.088956,0.11125,0.0333585,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Bailey Zappe","NE","QB","2567961","robust",154.3,92.388219,0.8,0.252042,0.8,0.14826,3.8,3.7065,0,0,0.09375,0.00926625000000001,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Mac Jones","NE","QB","2566334","robust",182.235,21.846111,1,0.22239,0.9,0.066717,10,2.750223,0.1,0,0.18875,0.01667925,0.04,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Ankle",6,2022
"24","Cooper Rush","DAL","QB","2559242","robust",218.5,8.39151599999999,1.1,0.14826,0.7975,0.163086,6.15,1.957032,0.045,0,0.1425,0.0630105,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Jacoby Brissett","CLE","QB","2555261","robust",209.775,12.6021,1.115,0.281694,0.645,0.14826,16.3225,1.022994,0.14,0.118608,0.075,0.014826,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Daniel Jones","NYG","QB","2562299","robust",214.71,8.00604000000001,1.05,0.0889559999999997,0.8,0.237216,35.2,3.395154,0.24,0.118608,0.245,0.066717,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Phillip Walker","CAR","QB","2558904","robust",211.2475,7.413,0.9175,0.0593040000000001,1.0425,0.044478,7.01,4.15128,0,0,0.1075,0.022239,0.11,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Marcus Mariota","ATL","QB","2552466","robust",197.1,19.42206,1.0525,0,0.65,0.14826,30.945,0.593039999999998,0.2,0,0.21625,0.0481845,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Jameis Winston","NO","QB","2552033","robust",22.4,0.00741299999999852,0.1,0,0.2075,0.00741300000000001,3.5,3.4594,0.0075,0.007413,0.055,0.051891,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Back",6,2022
"30","Justin Fields","CHI","QB","2565920","robust",176.0325,7.11648000000002,0.965,0.103782,0.9,0.29652,38.5,6.6717,0.285,0.14826,0.22,0.029652,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Teddy Bridgewater","MIA","QB","2543465","robust",64.2125,61.15725,0.4675,0.467019,0.245,0.22239,1.9875,1.26021,0,0,0.0025,0.002471,0.02,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Taylor Heinicke","WAS","QB","2553656","robust",13.06,4.032672,0.1,0,0.035,0,0.85,0.7413,0,0,0.0333333333333333,0.04942,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Tyler Huntley","BAL","QB","2563560","robust",9.14,0.533736,0.1,0,0,0,1.35,0.919212,0,0,0.0075,0.007413,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Joe Flacco","NYJ","QB","382","robust",14.9,0,0.15,0,0.025,0,0.775,0,0,0,0.075,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Mitchell Trubisky","PIT","QB","2558008","robust",19.85,18.01359,0.05,0.07413,0.15,0.07413,1.4,0.88956,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Nick Chubb","CLE","RB","2561021","robust",NA,NA,NA,NA,NA,NA,97.1,3.26172,0.7525,0.103782,0.0895,0.0207564,0,NA,NA,NA,0,NA,0,0,1.33,0.44478,11.76,1.067472,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Dalvin Cook","MIN","RB","2557991","robust",NA,NA,NA,NA,NA,NA,75.8575,6.81995999999999,0.65,0.14826,0.146,0.0681996,0.13,0,NA,NA,0,NA,0.1,0,2.3425,0.14826,17.66,1.245384,0.05,0.088956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
