"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Cooper Kupp","WR","LAR",24.5,2.65,2.08,22.4,27.7,13.1,12.9,13.8,1,1,1,1,"1",NA,NA,93
"2","Travis Kelce","TE","KC",18.7,0.781,1.94,17.7,19.8,11.5,11.3,11.3,2,4,2,1,"1",NA,NA,38
"3","Davante Adams","WR","LVR",22.4,1.41,0.161,20.8,23.9,11.1,11.3,9.99,3,2,4,2,"1",NA,NA,70
"4","Justin Jefferson","WR","MIN",22.2,1.69,2.82,20.8,23.6,10.9,11.3,9.69,4,3,5,3,"2",NA,NA,77
"5","Jonathan Taylor","RB","IND",22.1,1.32,0.662,19.4,23.1,10.6,10.1,8.38,5,5,10,1,"1",NA,NA,65
"6","Christian McCaffrey","RB","CAR",21.4,2.16,1.69,18,24.2,9.95,8.74,9.5,6,7,6,2,"2",NA,NA,92
"7","Mark Andrews","TE","BAL",16.8,1.72,2.98,14.9,19,9.57,8.44,10.5,7,9,3,2,"2",NA,NA,94
"8","Austin Ekeler","RB","LAC",19.8,0.919,0.5,19.1,20.4,8.26,9.78,5.75,8,6,25,3,"3",NA,NA,42
"9","Ja'Marr Chase","WR","CIN",19.4,1.32,0.0276,18,23.2,8.08,8.54,9.3,9,8,7,4,"2",NA,NA,63
"10","Stefon Diggs","WR","BUF",19.4,1.39,1.55,17.6,21.2,8.05,8.12,7.35,10,10,13,5,"3",NA,NA,68
"11","Saquon Barkley","RB","NYG",19.3,2.02,0.827,17.2,21.5,7.76,7.95,6.87,11,11,16,4,"3",NA,NA,89
"12","Josh Allen","QB","BUF",26.2,0.503,2.75,24.3,28,7.05,5.93,7.52,12,18,11,1,"1",NA,NA,24
"13","Dalvin Cook","RB","MIN",18.4,0.786,0.388,16.3,20.1,6.93,7.03,5.41,13,14,26,5,"4",NA,NA,31
"14","Darren Waller","TE","LVR",13.8,0.445,2.11,13.2,17.1,6.59,6.77,8.61,14,15,8,3,"3",NA,NA,18
"15","Joe Mixon","RB","CIN",18,1.34,0.138,16.9,20.9,6.54,7.57,6.2,15,12,21,6,"4",NA,NA,68
"16","Tyreek Hill","WR","MIA",17.8,1.66,0.155,15.9,20.4,6.5,6.38,6.55,16,16,18,6,"3",NA,NA,75
"17","Javonte Williams","RB","DEN",17.9,1.35,0.24,16.6,20.7,6.4,7.33,5.98,17,13,23,7,"4",NA,NA,69
"18","A.J. Brown","WR","PHI",17.7,2.67,0.512,15.5,21.4,6.34,6,7.5,18,17,12,7,"4",NA,NA,94
"19","D'Andre Swift","RB","DET",17.7,0.864,0.55,14.2,20.6,6.16,4.87,5.95,19,26,24,8,"5",NA,NA,35
"20","Deebo Samuel","WR","SF",17.2,0.657,0.933,14.7,17.9,5.83,5.24,3.98,20,22,49,8,"5",NA,NA,32
"21","Leonard Fournette","RB","TB",17.1,1.3,0.012,15,19.2,5.61,5.69,4.51,21,19,40,9,"5",NA,NA,62
"22","Derrick Henry","RB","TEN",17.1,2.08,0.245,14.5,19.2,5.6,5.19,4.56,22,23,38,10,"5",NA,NA,90
"23","Aaron Jones","RB","GB",16.9,0.697,0.122,13.9,18.1,5.36,4.65,3.41,23,30,52,11,"5",NA,NA,28
"24","Antonio Gibson","RB","WAS",16.7,1.98,0.373,14.8,19.1,5.23,5.48,4.41,24,20,42,12,"6",NA,NA,86
"25","Mike Evans","WR","TB",16.2,1.22,0.123,14.8,18.8,4.9,5.3,4.97,25,21,33,9,"5",NA,NA,59
"26","James Conner","RB","ARI",16.4,1.84,0.0647,14.3,20,4.86,4.97,5.36,26,24,29,13,"6",NA,NA,85
"27","Nick Chubb","RB","CLE",16.3,2.79,0.075,12.7,18.7,4.8,3.38,4.02,27,45,47,14,"6",NA,NA,99
"28","Mike Williams","WR","LAC",16.1,2.75,0.28,13.3,21.1,4.78,3.81,7.23,28,37,14,10,"5",NA,NA,96
"29","Najee Harris","RB","PIT",16.2,2.22,1.22,13.9,20.1,4.72,4.57,5.4,29,32,28,15,"7",NA,NA,96
"30","Amon-Ra St. Brown","WR","DET",15.8,0.45,0.123,14.4,20.7,4.5,4.85,6.82,30,27,17,11,"5",NA,NA,14
"31","Dalton Schultz","TE","DAL",11.7,0.845,0.141,10.1,14.5,4.48,3.63,6,31,41,22,4,"3",NA,NA,50
"32","Marquise Brown","WR","ARI",15.7,2.51,0.189,13.2,18.3,4.37,3.67,4.46,32,38,41,12,"6",NA,NA,90
"33","Dallas Goedert","TE","PHI",11.5,0.412,0.0497,10.5,14.9,4.34,4.07,6.39,33,36,19,5,"3",NA,NA,12
"34","Jalen Hurts","QB","PHI",23.5,1.71,0.115,21,29,4.3,2.67,8.5,34,53,9,2,"1",NA,NA,91
"35","Kyle Pitts","TE","ATL",11.5,0.489,0.366,10.6,12.2,4.29,4.13,3.67,35,35,51,6,"4",NA,NA,24
"36","Patrick Mahomes","QB","KC",23.4,1.13,1.2,22,25.1,4.19,3.58,4.63,36,43,36,3,"2",NA,NA,62
"37","Brandin Cooks","WR","HOU",15.5,1.79,0.174,14.4,18.6,4.19,4.92,4.75,37,25,35,13,"6",NA,NA,80
"38","Jaylen Waddle","WR","MIA",15.4,0.611,0.153,14.4,18.4,4.01,4.85,4.51,38,28,39,14,"6",NA,NA,25
"39","Zach Ertz","TE","ARI",11.1,0.883,0.111,10.1,13.9,3.93,3.62,5.4,39,42,27,7,"4",NA,NA,59
"40","Courtland Sutton","WR","DEN",15.2,3.23,0.14,11,20.2,3.86,1.52,6.31,40,69,20,15,"6",NA,NA,99
"41","T.J. Hockenson","TE","DET",11,0.82,0.568,10,15.4,3.81,3.53,6.93,41,44,15,8,"5",NA,NA,44
"42","Diontae Johnson","WR","PIT",15.1,0.442,0.0415,14.3,16.8,3.72,4.81,2.95,42,29,58,16,"6",NA,NA,13
"43","CeeDee Lamb","WR","DAL",15,0.32,0.0438,11.9,17.1,3.68,2.35,3.27,43,59,55,17,"6",NA,NA,8
"44","D.J. Moore","WR","CAR",15,2.22,0.0425,12.2,19.2,3.63,2.72,5.28,44,51,30,18,"6",NA,NA,89
"45","Jerry Jeudy","WR","DEN",14.9,2.16,0.259,12.3,16.8,3.59,2.78,2.88,45,49,62,19,"7",NA,NA,85
"46","Darrell Henderson","RB","LAR",15,0.885,0.25,13.5,17.4,3.5,4.24,2.76,46,33,64,16,"7",NA,NA,38
"47","Gabriel Davis","WR","BUF",14.7,2.81,0.504,12.5,17.2,3.33,2.98,3.36,47,48,53,20,"7",NA,NA,99
"48","David Montgomery","RB","CHI",14.7,0.38,0.0222,13.5,18,3.25,4.21,3.29,48,34,54,17,"7",NA,NA,11
"49","Gerald Everett","TE","LAC",10.4,0.842,0.286,8.42,13.5,3.25,1.95,4.99,49,65,32,9,"5",NA,NA,47
"50","Cordarrelle Patterson","RB","ATL",14.7,0.461,0.186,12.6,17.6,3.23,3.29,2.93,50,46,59,18,"7",NA,NA,17
"51","Josh Jacobs","RB","LVR",14.5,0.182,0.831,13.9,15.7,3.04,4.6,1.04,51,31,87,19,"8",NA,NA,6
"52","Lamar Jackson","QB","BAL",22.2,2.03,0.451,20.2,24.6,2.99,1.83,4.08,52,66,46,4,"3",NA,NA,94
"53","Dawson Knox","TE","BUF",10.2,1.53,0.0401,8.23,13.8,2.96,1.76,5.27,53,67,31,10,"5",NA,NA,88
"54","Tyler Higbee","TE","LAR",10.1,1.16,0.245,8.7,11.3,2.92,2.23,2.81,54,61,63,11,"6",NA,NA,76
"55","Michael Thomas","WR","NO",14.2,0.879,0.0275,13.1,17.9,2.83,3.63,4.01,55,40,48,21,"7",NA,NA,48
"56","DK Metcalf","WR","SEA",14.1,0.638,0.1,13.2,17,2.8,3.65,3.12,56,39,57,22,"7",NA,NA,31
"57","JuJu Smith-Schuster","WR","KC",14,2.16,0.0825,11.7,18.7,2.7,2.16,4.84,57,63,34,23,"7",NA,NA,83
"58","Pat Freiermuth","TE","PIT",9.87,0.47,1.27,8.86,10.5,2.68,2.38,1.99,58,58,72,12,"7",NA,NA,21
"59","Terry McLaurin","WR","WAS",14,0.497,0.2,11.9,18.5,2.62,2.43,4.63,59,57,37,24,"8",NA,NA,18
"60","Justin Herbert","QB","LAC",21.7,1.23,0.807,20.8,24.7,2.53,2.46,4.15,60,56,44,5,"3",NA,NA,68
"61","Tee Higgins","WR","CIN",13.8,1.02,0.107,12.2,16.5,2.42,2.73,2.66,61,50,67,25,"8",NA,NA,51
"62","Adam Thielen","WR","MIN",13.7,2.79,0.258,11.3,16.5,2.31,1.74,2.61,62,68,68,26,"8",NA,NA,97
