"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",313.0775,12.6021,2.4,0.548562,0.65,0.103782,18.145,1.319514,0.1,0,0.10875,0.0259455,0.1,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Justin Herbert","LAC","QB","2565045","robust",292.275,20.60814,2,0,0.7975,0.192738,12.8,1.03782,0.1,0,0.13,0.044478,0.22,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Tua Tagovailoa","MIA","QB","2564499","robust",272.8,15.64143,1.9,0.14826,0.8,0.0889560000000001,10.1,2.2239,0.125,0.044478,0.08125,0.0259455,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Tom Brady","TB","QB","2504211","robust",273.3,12.75036,1.795,0.29652,0.5,0.14826,0.775,0.7413,0.025,0,0.19375,0.0185325,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Joe Burrow","CIN","QB","2563722","robust",274.02,8.65838399999996,1.95,0.044478,0.83,0.118608,13.0375,2.9652,0.2,0.014826,0.1375,0.0555975,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Aaron Rodgers","GB","QB","2506363","robust",259.755,1.45294800000003,2.05,0.0741299999999997,0.365,0.14826,2.8,2.37216,0.0775,0,0.18,0.059304,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Josh Allen","BUF","QB","2560955","robust",283.7,3.40998000000002,2.05,0.0741300000000004,0.7675,0.14826,43.1,4.89258,0.31,0.029652,0.20125,0.0037065,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Kirk Cousins","MIN","QB","2532820","robust",264.55,5.05566599999995,1.905,0.118608,0.7,0.0593039999999999,5.8825,1.18608,0.095,0.014826,0.18125,0.0555975,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Kyler Murray","ARI","QB","2562382","robust",256.25,7.85778000000002,1.5825,0.044478,0.765,0.103782,35.335,2.431464,0.24,0.118608,0.10375,0.0111195,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Matthew Stafford","LAR","QB","79860","robust",256.3,5.04083999999997,1.325,0.44478,0.795,0.0741300000000001,3.06,0.88956,0.085,0,0.19625,0.0111195,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Derek Carr","LVR","QB","2543499","robust",259.7,4.67019000000005,1.65,0.311346,0.815,0.0444779999999999,7.7075,1.03782,0.085,0,0.18125,0.0555975,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Andy Dalton","NO","QB","2495143","robust",244.5,23.662296,1.655,0.385476,0.87,0.118608,7.05,2.66868,0.0925,0,0.14,0.059304,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Geno Smith","SEA","QB","2539335","robust",256.725,8.74733999999997,1.825,0.14826,0.525,0.29652,18.77,0.459605999999998,0.1,0,0.1475,0.0704235,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Trevor Lawrence","JAC","QB","2566163","robust",248.1,6.49378799999999,1.6,0.29652,0.84,0.103782,15.8,2.52042,0.2075,0.029652,0.24,0.059304,0.11,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Jalen Hurts","PHI","QB","2564832","robust",246.75,7.413,1.715,0.192738,0.66,0.103782,46.16,1.36399199999999,0.5,0.07413,0.1125,0.037065,0.17,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Jared Goff","DET","QB","2555334","robust",246.675,4.15128000000002,1.6,0.0889560000000001,0.775,0.0741300000000001,4.96,0.0593040000000001,0.0725,0.029652,0.2425,0.0630105,0.23,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
