"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",297.55,9.19211999999998,2.5675,0.14826,0.745,0.0889560000000001,19.855,3.03933,0.145,0.029652,0.09625,0.0111195,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Tom Brady","TB","QB","2504211","robust",292.25,22.83204,2.2075,0.252042,0.56,0.014826,1.47,1.067472,0.0525,0.059304,0.2125,0.0185325,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Joe Burrow","CIN","QB","2563722","robust",295.7,10.096506,1.92,0.14826,0.9275,0.044478,14,3.03933,0.1,0,0.09375,0.0185325,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Josh Allen","BUF","QB","2560955","robust",272.875,20.7564,2.1,0.118608,0.805,0.014826,43.58,2.66868000000001,0.5,0.044478,0.235,0.051891,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Justin Herbert","LAC","QB","2565045","robust",282.05,11.26776,2,0,0.9,0.133434,10.03,5.604228,0.14,0.059304,0.09,0.029652,0.22,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Derek Carr","LVR","QB","2543499","robust",283.6,6.52343999999997,1.765,0.326172,0.8725,0.14826,9.425,1.586382,0.1,0,0.19375,0.0185325,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Jalen Hurts","PHI","QB","2564832","robust",248.9325,7.60573799999999,1.68,0.29652,0.705,0.014826,46.59,2.416638,0.665,0.163086,0.11875,0.0259455,0.18,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Carson Wentz","WAS","QB","2555259","robust",239.8125,19.214496,1.66,0.326172,0.85,0.103782,13.6925,0.889559999999999,0.1,0,0.195,0.014826,0.28,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Trevor Lawrence","JAC","QB","2566163","robust",247.6,18.68076,1.68,0.29652,0.7475,0.103782,14.875,1.03782,0.1,0,0.2325,0.096369,0.12,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Zach Wilson","NYJ","QB","2566391","robust",232.7,37.065,1.2,0.207564,0.9475,0.14826,13.15,0.593039999999998,0.105,0.014826,0.105,0.014826,0.11,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Kirk Cousins","MIN","QB","2532820","robust",262.1,5.78213999999997,2,0.0593040000000001,0.75,0.14826,5.025,3.55824,0,0,0.105,0.014826,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Aaron Rodgers","GB","QB","2506363","robust",249.9,9.85928999999997,1.935,0.14826,0.35,0.14826,5.72,1.03782,0.09,0.029652,0.1825,0.051891,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Matthew Stafford","LAR","QB","79860","robust",258.2175,4.74431999999998,1.8,0.207564,1,0.266868,5.25,0.29652,0.0375,0,0.18625,0.0407715,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Andy Dalton","NO","QB","2495143","robust",248.7,10.052028,1.67,0.29652,0.79,0.029652,8.425,2.2239,0.1025,0.029652,0.14,0.088956,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Teddy Bridgewater","MIA","QB","2543465","robust",252.1,1.33434000000001,1.6775,0.207564,0.8,0.0296519999999999,8.76,2.550072,0.1,0,0.095,0.014826,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Jared Goff","DET","QB","2555334","robust",243.7,6.96821999999998,1.685,0.0889560000000001,0.87,0,5,0,0.055,0.044478,0.1825,0.051891,0.26,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Geno Smith","SEA","QB","2539335","robust",239.68,13.061706,1.3075,0.14826,0.8775,0.14826,14.075,3.528588,0.1925,0,0.095,0.014826,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Russell Wilson","DEN","QB","2532975","robust",236.95,4.64053800000003,1.675,0.29652,0.6,0.029652,15.17,1.126776,0.1,0.044478,0.065,0.00741300000000001,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Lamar Jackson","BAL","QB","2560757","robust",234.8325,9.93341999999998,1.8175,0.192738,1,0.14826,60.9,3.691674,0.4,0.14826,0.11,0.029652,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Matt Ryan","IND","QB","310","robust",234.995,7.20543600000002,1.1425,0.103782,0.8175,0.237216,4.525,3.7065,0.0725,0.029652,0.35,0.07413,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Kyler Murray","ARI","QB","2562382","robust",241.525,10.3782,1.57,0.177912,0.86,0.118608,28.9,0.919211999999996,0.23,0.103782,0.1,0,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Cooper Rush","DAL","QB","2559242","robust",228.4575,11.371542,1.2,0.29652,0.8875,0.014826,6.04,1.18608,0.05,0.103782,0.1075,0.022239,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Jimmy Garoppolo","SF","QB","2543801","robust",231.48,5.63388000000002,1.2775,0.14826,0.86,0.14826,3.9,1.63086,0.0825,0,0.1825,0.051891,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Davis Mills","HOU","QB","2566136","robust",232.6025,5.1891,1.15,0.0889560000000001,1.11,0.66717,3.74,1.4826,0.03,0,0.1375,0.0555975,0.12,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Ryan Tannehill","TEN","QB","2532956","robust",227.2,6.22691999999998,1.38,0.103782,0.71,0.029652,12.7,1.63086,0.19,0.029652,0.0925,0.022239,0.1,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Jacoby Brissett","CLE","QB","2555261","robust",215.5475,15.12252,1.215,0.207564,0.655,0.14826,15.115,2.920722,0.175,0.014826,0.0975,0.00741300000000001,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Bailey Zappe","NE","QB","2567961","robust",211.5,4.92223199999999,1.165,0.252042,1,0.0593040000000001,9.1,1.823598,0.1,0.029652,0.0925,0.022239,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Baker Mayfield","CAR","QB","2560800","robust",203.0475,6.212094,1,0.044478,1,0.14826,10.9775,4.74432,0.1,0.014826,0.19625,0.0111195,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Marcus Mariota","ATL","QB","2552466","robust",204.39,14.559132,1.015,0.044478,0.76,0.192738,30.15,0.311346000000001,0.2,0,0.22875,0.0852495,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Kenny Pickett","PIT","QB","2568162","robust",209.5225,3.098634,0.95,0,1.425,0.44478,14.975,11.26776,0.1075,0.014826,0.11,0.029652,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Daniel Jones","NYG","QB","2562299","robust",184.3475,5.61905399999999,0.95,0.118608,0.83,0.22239,35.3,1.92738,0.22,0.059304,0.285,0.044478,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Justin Fields","CHI","QB","2565920","robust",175.1725,4.99636200000001,0.895,0.22239,1.05,0.29652,39.12,3.424806,0.315,0.133434,0.2225,0.0333585,0.05,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Mitchell Trubisky","PIT","QB","2558008","robust",92.05,125.94687,0.35,0.51891,0.15,0.07413,1.4,0.88956,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Taylor Heinicke","WAS","QB","2553656","robust",24.025,2.37216,0.15,0,0.075,0,1.875,0.7413,0,0,0.025,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Tyler Huntley","BAL","QB","2563560","robust",17.525,0,0.1,0,0.075,0,4.625,0,0,0,0.05,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Joe Flacco","NYJ","QB","382","robust",18.15,0,0.175,0,0.025,0,0.675,0,0,0,0.075,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Phillip Walker","CAR","QB","2558904","robust",20.515,0.0148259999999997,0.1,0,0.13,0.029652,1,0.9884,0,0,0.03,0.027181,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Skylar Thompson","MIA","QB","2567895","robust",21.2,13.04688,0.1,0,0.1,0.088956,2.1,1.63086,0,0,0.00125,0,0.04,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
