"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Austin Ekeler","RB","LAC",23.5,1.44,2.44,21.3,25.7,14.8,15.2,14.5,1,1,1,1,"1",NA,NA,62
"2","Cooper Kupp","WR","LAR",22,1.1,0.975,20.3,23.3,13.1,13.3,12.5,2,3,2,1,"1",NA,NA,37
"3","Travis Kelce","TE","KC",19.3,0.98,6.41,17.5,20.1,12.6,12,11.9,3,5,4,1,"1",NA,NA,64
"4","Alvin Kamara","RB","NO",21.1,1.44,2.02,19.5,23.3,12.4,13.3,12.2,4,2,3,2,"2",NA,NA,64
"5","Tyreek Hill","WR","MIA",21,1.88,0.284,18.5,22.6,12.1,11.5,11.8,5,7,5,2,"1",NA,NA,80
"6","Justin Jefferson","WR","MIN",20.7,1.29,0.755,19.6,21.9,11.8,12.6,11.1,6,4,8,3,"1",NA,NA,50
"7","Stefon Diggs","WR","BUF",19.9,1.47,0.851,18.8,22,11.1,11.8,11.2,7,6,6,4,"2",NA,NA,64
"8","Rhamondre Stevenson","RB","NE",19.1,2.85,0.384,16.3,22.3,10.3,10.2,11.1,8,11,7,3,"3",NA,NA,97
"9","DeAndre Hopkins","WR","ARI",19.1,1.87,0.69,17,21.6,10.2,9.98,10.8,9,12,10,5,"3",NA,NA,79
"10","Derrick Henry","RB","TEN",18.7,0.179,0.0902,16.6,20.2,9.95,10.5,9.08,10,9,14,4,"3",NA,NA,6
"11","Aaron Jones","RB","GB",18.6,1.35,0.206,17.3,20.8,9.86,11.1,9.6,11,8,12,5,"3",NA,NA,58
"12","Travis Etienne","RB","JAC",18.4,1.97,0.425,15.7,20.2,9.66,9.59,9.04,12,15,15,6,"3",NA,NA,87
"13","Davante Adams","WR","LVR",18.4,1.68,0.115,16.4,21.7,9.52,9.39,10.9,13,16,9,6,"3",NA,NA,73
"14","A.J. Brown","WR","PHI",18.3,0.587,1,17.4,21.1,9.41,10.4,10.4,14,10,11,7,"4",NA,NA,9
"15","Josh Jacobs","RB","LVR",18,0.979,0.677,16,19.4,9.23,9.85,8.2,15,13,18,7,"4",NA,NA,46
"16","Joe Mixon","RB","CIN",17.3,1.43,0.606,15.5,18.8,8.55,9.37,7.68,16,17,21,8,"5",NA,NA,61
"17","Amon-Ra St. Brown","WR","DET",17.3,2.16,0.584,14.3,20,8.41,7.27,9.25,17,26,13,8,"4",NA,NA,90
"18","Leonard Fournette","RB","TB",16.7,0.89,0.312,15.8,18.7,7.95,9.66,7.54,18,14,24,9,"5",NA,NA,41
"19","Jaylen Waddle","WR","MIA",16.7,1.81,0.0518,15.2,18.6,7.82,8.15,7.86,19,22,19,9,"4",NA,NA,76
"20","Tee Higgins","WR","CIN",16.6,1.29,0.588,15.3,19.3,7.77,8.29,8.51,20,21,16,10,"5",NA,NA,51
"21","Dalvin Cook","RB","MIN",16.4,1.97,0.0225,14.8,18.7,7.64,8.61,7.53,21,18,26,10,"5",NA,NA,88
"22","Dameon Pierce","RB","HOU",16.3,0.529,0.69,14.6,18.8,7.61,8.45,7.63,22,19,22,11,"6",NA,NA,22
"23","Mike Evans","WR","TB",16.1,1.85,0.664,14.3,19.2,7.18,7.33,8.44,23,24,17,11,"5",NA,NA,77
"24","DOnta Foreman","RB","CAR",15.6,0.904,0.271,14.6,17.2,6.92,8.45,6.01,24,20,36,12,"6",NA,NA,42
"25","Kenneth Walker III","RB","SEA",15.4,1.13,0.966,13.7,17.1,6.65,7.56,5.93,25,23,38,13,"7",NA,NA,55
"26","Tyler Lockett","WR","SEA",15.4,0.832,0.496,14,17,6.52,7.04,6.16,26,27,33,12,"5",NA,NA,23
"27","Gerald Everett","TE","LAC",12.9,1.73,0.347,10.2,15,6.18,4.7,6.83,27,43,28,2,"1",NA,NA,91
"28","Chris Olave","WR","NO",14.9,1.18,0.1,11.9,18.4,6.02,4.88,7.58,28,42,23,13,"6",NA,NA,44
"29","Chris Godwin","WR","TB",14.8,0.894,0.102,13.8,17.2,5.93,6.77,6.36,29,28,32,14,"6",NA,NA,26
"30","Dallas Goedert","TE","PHI",12.6,0.403,0.886,12,13.4,5.83,6.47,5.26,30,30,45,3,"2",NA,NA,15
"31","DK Metcalf","WR","SEA",14.7,1.11,0.196,13.5,18.3,5.82,6.45,7.47,31,31,27,15,"6",NA,NA,40
"32","Josh Allen","QB","BUF",24.8,0.961,0.73,23.9,25.6,5.69,5.86,5.07,32,34,47,1,"1",NA,NA,58
"33","Miles Sanders","RB","PHI",14.4,0.436,0.875,13.4,15.4,5.69,7.28,4.22,33,25,49,14,"8",NA,NA,19
"34","D.J. Moore","WR","CAR",14.5,0.772,0.0696,13.7,17.4,5.63,6.69,6.61,34,29,31,16,"6",NA,NA,17
"35","Tyler Boyd","WR","CIN",14.4,0.938,0.355,13.5,17.5,5.56,6.45,6.68,35,32,29,17,"6",NA,NA,30
"36","Terry McLaurin","WR","WAS",14.1,1.93,0.0721,11.9,18.3,5.2,4.92,7.53,36,41,25,18,"6",NA,NA,83
"37","JuJu Smith-Schuster","WR","KC",14,1.2,0.0402,11.4,18.5,5.13,4.35,7.72,37,46,20,19,"6",NA,NA,46
"38","Christian Kirk","WR","JAC",14,0.656,0.075,13,16.7,5.09,5.97,5.93,38,33,37,20,"6",NA,NA,13
"39","Michael Pittman","WR","IND",13.9,1.53,0.13,12.2,16.7,5.02,5.16,5.91,39,37,39,21,"6",NA,NA,69
"40","Patrick Mahomes","QB","KC",24.1,1.17,0.316,22.5,25.9,4.96,4.46,5.35,40,45,44,2,"1",NA,NA,64
"41","Zach Ertz","TE","ARI",11.7,1.72,0.989,8.68,14.8,4.94,3.15,6.63,41,57,30,4,"3",NA,NA,88
"42","DeVonta Smith","WR","PHI",13.8,1.3,0.08,12.1,16.9,4.89,5.11,6.06,42,39,35,22,"6",NA,NA,53
"43","Raheem Mostert","RB","MIA",13.5,0.393,1.02,11.9,16.7,4.81,5.76,5.5,43,36,42,15,"9",NA,NA,16
"44","Jakobi Meyers","WR","NE",13.7,1.01,0.292,12.8,16.4,4.8,5.81,5.63,44,35,41,23,"7",NA,NA,34
"45","Jalen Hurts","QB","PHI",23.8,1.82,1.24,21.6,25.4,4.64,3.59,4.82,45,54,48,3,"2",NA,NA,85
"46","Gabriel Davis","WR","BUF",13.4,2.94,0.377,11,17,4.51,4.03,6.16,46,48,34,24,"7",NA,NA,97
"47","Josh Palmer","WR","LAC",13,1.42,0.439,11.6,14.4,4.14,4.56,3.66,47,44,55,25,"7",NA,NA,61
"48","Kyle Pitts","TE","ATL",10.7,0.308,0.383,9.27,11.2,3.95,3.74,3.01,48,52,59,5,"4",NA,NA,6
"49","D'Andre Swift","RB","DET",12.5,1.76,0.0515,10.1,14.3,3.8,3.96,3.1,49,51,57,16,"9",NA,NA,83
"50","David Montgomery","RB","CHI",12.5,1.65,0.472,11.1,15,3.74,4.97,3.84,50,40,51,17,"9",NA,NA,78
"51","Curtis Samuel","WR","WAS",12.6,0.403,0.107,11.2,12.9,3.7,4.17,2.07,51,47,70,26,"7",NA,NA,4
"52","Adam Thielen","WR","MIN",12.5,0.787,0.259,9.37,13.9,3.59,2.37,3.07,52,71,58,27,"8",NA,NA,20
"53","Isaiah Likely","TE","BAL",10.3,0.543,0.435,7.88,10.7,3.57,2.35,2.56,53,72,63,6,"5",NA,NA,39
"54","Lamar Jackson","QB","BAL",22.5,2.01,1.44,20.7,24.3,3.4,2.68,3.78,54,64,52,4,"3",NA,NA,91
"55","Garrett Wilson","WR","NYJ",12.2,1.36,0.055,10.7,16.4,3.33,3.65,5.65,55,53,40,28,"8",NA,NA,57
"56","Devin Duvernay","WR","BAL",12.2,0.608,0.245,11,14,3.28,3.99,3.17,56,49,56,29,"8",NA,NA,11
"57","Devin Singletary","RB","BUF",12,1.05,0.0145,9.32,14.9,3.27,3.17,3.75,57,56,54,18,"9",NA,NA,51
"58","Deon Jackson","RB","IND",12,0.39,0.546,11.3,14.1,3.26,5.16,2.94,58,38,60,19,"10",NA,NA,14
"59","Robert Tonyan","TE","GB",9.9,0.852,0.396,8.22,13.6,3.14,2.69,5.42,59,63,43,7,"5",NA,NA,61
"60","Allen Lazard","WR","GB",11.9,1.71,0.277,4.25,14.5,3.03,-2.75,3.75,60,172,53,30,"8",NA,NA,74
"61","Darnell Mooney","WR","CHI",11.6,2.18,0.695,8.42,16,2.75,1.41,5.22,61,81,46,31,"9",NA,NA,91
"62","Mark Andrews","TE","BAL",9.5,NA,0.0035,9.5,9.5,2.74,3.97,1.32,62,50,83,8,"5",NA,NA,NA
