"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",313.2,10.852632,2.3375,0.29652,0.85,0.14826,21.2,3.143112,0.145,0.133434,0.09625,0.0111195,0.14,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Justin Herbert","LAC","QB","2565045","robust",300.8375,10.89711,1.93,0.0741299999999997,0.8,0.163086,12.5,1.4826,0.1,0,0.09125,0.0259455,0.22,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Tom Brady","TB","QB","2504211","robust",278.65,4.22540999999995,1.4,0.0593040000000001,0.655,0.133434,1.125,1.438122,0.0475,0.059304,0.095,0.014826,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Joe Burrow","CIN","QB","2563722","robust",264.95,1.4826,1.9,0.14826,0.8,0.118608,17.45,1.601208,0.2,0,0.10875,0.0259455,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Deshaun Watson","CLE","QB","2558063","robust",232.6,10.97124,1.18,0.14826,0.75,0.103782,31.515,3.602718,0.18,0.07413,0.19625,0.0111195,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Jared Goff","DET","QB","2555334","robust",243.1,6.40483199999999,1.575,0.14826,0.7525,0.163086,4.35,1.03782,0,0,0.19625,0.0111195,0.23,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Geno Smith","SEA","QB","2539335","robust",248.9275,23.42508,1.7,0.44478,0.8,0.014826,17.2875,1.26021,0.1,0,0.25,0.07413,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Matt Ryan","IND","QB","310","robust",254.5,3.02450399999999,1.385,0.192738,0.9,0.14826,5.6175,3.246894,0.1,0,0.3,0,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Josh Allen","BUF","QB","2560955","robust",252.1425,12.780012,1.85,0.177912,0.8,0,47.35,3.55824,0.465,0.14826,0.20375,0.0111195,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Kirk Cousins","MIN","QB","2532820","robust",257.95,12.45384,1.8775,0.14826,0.695,0.118608,5.4775,2.045988,0.1,0,0.14,0.059304,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Dak Prescott","DAL","QB","2555260","robust",257.55,9.04386000000003,1.89,0,0.85,0.14826,11.475,1.423296,0.1,0,0.11,0.029652,0.26,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Tua Tagovailoa","MIA","QB","2564499","robust",251.275,10.882284,1.5475,0.311346,0.9,0.118608,8.7175,0.7413,0.095,0,0.10875,0.0259455,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Aaron Rodgers","GB","QB","2506363","robust",235.55,3.85475999999999,1.9,0.14826,0.6,0,4.975,1.40847,0.1,0,0.1825,0.051891,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Derek Carr","LVR","QB","2543499","robust",241.7425,11.015718,1.6225,0.44478,0.85,0.14826,5.575,2.9652,0,0,0.09125,0.0259455,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Trevor Lawrence","JAC","QB","2566163","robust",237.365,10.244766,1.4975,0.281694,0.84,0.14826,17.645,5.04084,0.17,0,0.32,0.029652,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Toe",15,2022
"16","Andy Dalton","NO","QB","2495143","robust",230.095,9.50346600000004,1.65,0.207564,0.8,0.044478,7.78,3.33585,0.05,0.044478,0.09375,0.0185325,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Jalen Hurts","PHI","QB","2564832","robust",238.395,9.19211999999998,1.825,0.14826,0.5,0.281694,52.005,0.444779999999996,0.54,0.14826,0.14,0.059304,0.19,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
